table_a,table_b,key_label,tier,distinct_a,distinct_b,overlap_count,coverage_a_pct,coverage_b_pct,already_in_spine_connect_edges
LIBRARY_RAW.LANDING.FED_IRS_AUTO_REVOCATIONS,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2024Q3,EIN,STEEL,1187975,4686,2,0.0,0.04,True
LIBRARY_RAW.LANDING.FED_IRS_AUTO_REVOCATIONS,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2024Q4,EIN,STEEL,1187975,4663,2,0.0,0.04,True
LIBRARY_RAW.LANDING.FED_IRS_AUTO_REVOCATIONS,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2025Q1,EIN,STEEL,1187975,4305,2,0.0,0.05,True
LIBRARY_RAW.LANDING.FED_IRS_AUTO_REVOCATIONS,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2025Q2,EIN,STEEL,1187975,4508,3,0.0,0.07,True
LIBRARY_RAW.LANDING.FED_IRS_AUTO_REVOCATIONS,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2025Q3,EIN,STEEL,1187975,4494,3,0.0,0.07,True
LIBRARY_RAW.LANDING.FED_IRS_AUTO_REVOCATIONS,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2025Q4,EIN,STEEL,1187975,4501,2,0.0,0.04,True
LIBRARY_RAW.LANDING.FED_IRS_AUTO_REVOCATIONS,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2026Q1,EIN,STEEL,1187975,4236,3,0.0,0.07,True
LIBRARY_RAW.LANDING.FED_IRS_REVOCATION,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2024Q1,EIN,STEEL,1187366,4238,2,0.0,0.05,True
LIBRARY_RAW.LANDING.FED_IRS_REVOCATION,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2024Q2,EIN,STEEL,1187366,4744,2,0.0,0.04,True
LIBRARY_RAW.LANDING.FED_IRS_REVOCATION,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2024Q3,EIN,STEEL,1187366,4686,2,0.0,0.04,True
LIBRARY_RAW.LANDING.FED_IRS_REVOCATION,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2024Q4,EIN,STEEL,1187366,4663,2,0.0,0.04,True
LIBRARY_RAW.LANDING.FED_IRS_REVOCATION,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2025Q1,EIN,STEEL,1187366,4305,2,0.0,0.05,True
LIBRARY_RAW.LANDING.FED_IRS_REVOCATION,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2025Q2,EIN,STEEL,1187366,4508,3,0.0,0.07,True
LIBRARY_RAW.LANDING.FED_IRS_REVOCATION,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2025Q3,EIN,STEEL,1187366,4494,3,0.0,0.07,True
LIBRARY_RAW.LANDING.FED_IRS_REVOCATION,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2025Q4,EIN,STEEL,1187366,4501,2,0.0,0.04,True
LIBRARY_RAW.LANDING.FED_IRS_REVOCATION,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2026Q1,EIN,STEEL,1187366,4236,3,0.0,0.07,True
LIBRARY_MARTS.LABOR.LABOR__FED_OSHA_ITA_CASE_DETAIL_2024,LIBRARY_RAW.LANDING.PORTAL_ARC_WAKE_COUNTY_OPEN_4B425FD089,EIN,STEEL,20523,2000,2,0.01,0.1,False
LIBRARY_MARTS.TIMELINE.LABOR__FED_OSHA_ITA_CASE_DETAIL_2024,LIBRARY_RAW.LANDING.PORTAL_ARC_WAKE_COUNTY_OPEN_4B425FD089,EIN,STEEL,20523,2000,2,0.01,0.1,False
LIBRARY_RAW.LANDING.FED_OSHA_ITA_CASE_DETAIL_2024,LIBRARY_RAW.LANDING.PORTAL_ARC_WAKE_COUNTY_OPEN_4B425FD089,EIN,STEEL,20523,2000,2,0.01,0.1,False
LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_IRS_990,LIBRARY_RAW.LANDING.PORTAL_SOC_CONNECTICUT_OPEN_6BE2302812,EIN,STEEL,200,5000,2,1.0,0.04,False
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_IRS_990,LIBRARY_RAW.LANDING.PORTAL_SOC_CONNECTICUT_OPEN_6BE2302812,EIN,STEEL,200,5000,2,1.0,0.04,False
LIBRARY_RAW.LANDING.FED_IRS_990,LIBRARY_RAW.LANDING.PORTAL_SOC_CONNECTICUT_OPEN_6BE2302812,EIN,STEEL,200,5000,2,1.0,0.04,False
LIBRARY_MARTS.LABOR.LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,LIBRARY_RAW.LANDING.PORTAL_ARC_COLUMBUS_GIS_OPE_8259461C2A,EIN,STEEL,39581,2000,1,0.0,0.05,False
LIBRARY_MARTS.TIMELINE.LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,LIBRARY_RAW.LANDING.PORTAL_ARC_COLUMBUS_GIS_OPE_8259461C2A,EIN,STEEL,39581,2000,1,0.0,0.05,False
LIBRARY_RAW.LANDING.FED_DOL_EBSA_FORM5500_SCHEDULE_SB,LIBRARY_RAW.LANDING.PORTAL_ARC_COLUMBUS_GIS_OPE_8259461C2A,EIN,STEEL,39581,2000,1,0.0,0.05,False
LIBRARY_RAW.LANDING.FED_PBGC_TRUSTEED_PENSION_PLANS,LIBRARY_RAW.LANDING.PORTAL_ARC_COLUMBUS_GIS_OPE_8259461C2A,EIN,STEEL,20835,2000,1,0.0,0.05,False
LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_SEC_EDGAR,LIBRARY_MARTS.LABOR.LABOR__FED_OSHA_ITA_CASE_DETAIL_2025,EIN,STEEL,19,13387,1,5.26,0.01,False
LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_SEC_EDGAR,LIBRARY_MARTS.TIMELINE.LABOR__FED_OSHA_ITA_CASE_DETAIL_2025,EIN,STEEL,19,13387,1,5.26,0.01,False
LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_SEC_EDGAR,LIBRARY_RAW.LANDING.FED_OSHA_ITA_CASE_DETAIL_2025,EIN,STEEL,19,13387,1,5.26,0.01,False
LIBRARY_MARTS.LABOR.LABOR__FED_OSHA_ITA_CASE_DETAIL_2025,LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_SEC_EDGAR,EIN,STEEL,13387,19,1,0.01,5.26,False
LIBRARY_MARTS.LABOR.LABOR__FED_OSHA_ITA_CASE_DETAIL_2025,LIBRARY_RAW.LANDING.FED_SEC_EDGAR,EIN,STEEL,13387,19,1,0.01,5.26,False
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_SEC_EDGAR,LIBRARY_MARTS.TIMELINE.LABOR__FED_OSHA_ITA_CASE_DETAIL_2025,EIN,STEEL,19,13387,1,5.26,0.01,False
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_SEC_EDGAR,LIBRARY_RAW.LANDING.FED_OSHA_ITA_CASE_DETAIL_2025,EIN,STEEL,19,13387,1,5.26,0.01,False
LIBRARY_MARTS.TIMELINE.LABOR__FED_OSHA_ITA_CASE_DETAIL_2025,LIBRARY_RAW.LANDING.FED_SEC_EDGAR,EIN,STEEL,13387,19,1,0.01,5.26,False
LIBRARY_RAW.LANDING.FED_OSHA_ITA_CASE_DETAIL_2025,LIBRARY_RAW.LANDING.FED_SEC_EDGAR,EIN,STEEL,13387,19,1,0.01,5.26,False
LIBRARY_MARTS.JUSTICE.JUSTICE__FED_COURTLISTENER_SCHOOLS,LIBRARY_RAW.LANDING.PORTAL_SOC_UTAH_OPEN_DATA_P_17CB6B615F,EIN,STEEL,2569,5000,1,0.04,0.02,False
LIBRARY_RAW.LANDING.FED_COURTLISTENER_SCHOOLS,LIBRARY_RAW.LANDING.PORTAL_SOC_UTAH_OPEN_DATA_P_17CB6B615F,EIN,STEEL,2569,5000,1,0.04,0.02,False
LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_IRS_990,LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_IRS_EO_PR,EIN,STEEL,200,2587,1,0.5,0.04,False
LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_IRS_990,LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_IRS_EO_PR,EIN,STEEL,200,2587,1,0.5,0.04,False
LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_IRS_990,LIBRARY_RAW.LANDING.FED_IRS_EO_PR,EIN,STEEL,200,2587,1,0.5,0.04,False
LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_IRS_EO_PR,LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_IRS_990,EIN,STEEL,2587,200,1,0.04,0.5,False
LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_IRS_EO_PR,LIBRARY_RAW.LANDING.FED_IRS_990,EIN,STEEL,2587,200,1,0.04,0.5,False
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_IRS_990,LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_IRS_EO_PR,EIN,STEEL,200,2587,1,0.5,0.04,False
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_IRS_990,LIBRARY_RAW.LANDING.FED_IRS_EO_PR,EIN,STEEL,200,2587,1,0.5,0.04,False
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_IRS_EO_PR,LIBRARY_RAW.LANDING.FED_IRS_990,EIN,STEEL,2587,200,1,0.04,0.5,False
LIBRARY_RAW.LANDING.FED_IRS_990,LIBRARY_RAW.LANDING.FED_IRS_EO_PR,EIN,STEEL,200,2587,1,0.5,0.04,False
LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_IRS_SOI_CHARITIES,LIBRARY_RAW.LANDING.PORTAL_SOC_COLORADO_INFORMA_4BAD70F01F,EIN,STEEL,2450,2456,1,0.04,0.04,False
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_IRS_SOI_CHARITIES,LIBRARY_RAW.LANDING.PORTAL_SOC_COLORADO_INFORMA_4BAD70F01F,EIN,STEEL,2450,2456,1,0.04,0.04,False
LIBRARY_RAW.LANDING.FED_IRS_SOI_CHARITIES,LIBRARY_RAW.LANDING.PORTAL_SOC_COLORADO_INFORMA_4BAD70F01F,EIN,STEEL,2450,2456,1,0.04,0.04,False
LIBRARY_MARTS.LABOR.LABOR__FED_OSHA_ITA_CASE_DETAIL_2023,LIBRARY_RAW.LANDING.PORTAL_SOC_COLORADO_INFORMA_4BAD70F01F,EIN,STEEL,33693,2456,1,0.0,0.04,False
LIBRARY_MARTS.LABOR.LABOR__FED_OSHA_ITA_CASE_DETAIL_2024,LIBRARY_RAW.LANDING.PORTAL_SOC_COLORADO_INFORMA_4BAD70F01F,EIN,STEEL,20523,2456,1,0.0,0.04,False
LIBRARY_MARTS.TIMELINE.LABOR__FED_OSHA_ITA_CASE_DETAIL_2023,LIBRARY_RAW.LANDING.PORTAL_SOC_COLORADO_INFORMA_4BAD70F01F,EIN,STEEL,33693,2456,1,0.0,0.04,False
LIBRARY_MARTS.TIMELINE.LABOR__FED_OSHA_ITA_CASE_DETAIL_2024,LIBRARY_RAW.LANDING.PORTAL_SOC_COLORADO_INFORMA_4BAD70F01F,EIN,STEEL,20523,2456,1,0.0,0.04,False
LIBRARY_RAW.LANDING.FED_OSHA_ITA_CASE_DETAIL_2023,LIBRARY_RAW.LANDING.PORTAL_SOC_COLORADO_INFORMA_4BAD70F01F,EIN,STEEL,33693,2456,1,0.0,0.04,False
LIBRARY_RAW.LANDING.FED_OSHA_ITA_CASE_DETAIL_2024,LIBRARY_RAW.LANDING.PORTAL_SOC_COLORADO_INFORMA_4BAD70F01F,EIN,STEEL,20523,2456,1,0.0,0.04,False
LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_DOL_FORM5500,LIBRARY_MARTS.JUSTICE.JUSTICE__FED_COURTLISTENER_SCHOOLS,EIN,STEEL,715,2569,6,0.84,0.23,True
LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_DOL_FORM5500,LIBRARY_RAW.LANDING.FED_COURTLISTENER_SCHOOLS,EIN,STEEL,715,2569,6,0.84,0.23,True
LIBRARY_MARTS.JUSTICE.JUSTICE__FED_COURTLISTENER_SCHOOLS,LIBRARY_RAW.LANDING.FED_DOL_FORM5500,EIN,STEEL,2569,715,6,0.23,0.84,True
LIBRARY_RAW.LANDING.FED_COURTLISTENER_SCHOOLS,LIBRARY_RAW.LANDING.FED_DOL_FORM5500,EIN,STEEL,2569,715,6,0.23,0.84,True
LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_DOL_FORM5500,LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,EIN,STEEL,715,8360,5,0.7,0.06,True
LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_DOL_FORM5500,LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,EIN,STEEL,715,8360,5,0.7,0.06,True
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,LIBRARY_RAW.LANDING.FED_DOL_FORM5500,EIN,STEEL,8360,715,5,0.06,0.7,True
LIBRARY_RAW.LANDING.FED_DOL_FORM5500,LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,EIN,STEEL,715,8360,5,0.7,0.06,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q2,LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,EIN,STEEL,4744,8360,3,0.06,0.04,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q2,LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,EIN,STEEL,4744,8360,3,0.06,0.04,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q3,LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,EIN,STEEL,4686,8360,3,0.06,0.04,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q3,LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,EIN,STEEL,4686,8360,3,0.06,0.04,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q4,LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,EIN,STEEL,4663,8360,3,0.06,0.04,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_DERA_SUB_2024Q4,LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,EIN,STEEL,4663,8360,3,0.06,0.04,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q1,LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,EIN,STEEL,4305,8360,3,0.07,0.04,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q1,LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,EIN,STEEL,4305,8360,3,0.07,0.04,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q2,LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,EIN,STEEL,4508,8360,3,0.07,0.04,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q2,LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,EIN,STEEL,4508,8360,3,0.07,0.04,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q3,LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,EIN,STEEL,4494,8360,3,0.07,0.04,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q3,LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,EIN,STEEL,4494,8360,3,0.07,0.04,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q4,LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,EIN,STEEL,4501,8360,3,0.07,0.04,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_DERA_SUB_2025Q4,LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,EIN,STEEL,4501,8360,3,0.07,0.04,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_DERA_SUB_2026Q1,LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,EIN,STEEL,4236,8360,3,0.07,0.04,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_DERA_SUB_2026Q1,LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,EIN,STEEL,4236,8360,3,0.07,0.04,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_EDGAR_FINANCIALS,LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,EIN,STEEL,5771,8360,3,0.05,0.04,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_EDGAR_FINANCIALS,LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,EIN,STEEL,5771,8360,3,0.05,0.04,True
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,LIBRARY_MARTS.TIMELINE.FINANCE__FED_SEC_DERA_SUB_2024Q2,EIN,STEEL,8360,4744,3,0.04,0.06,True
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,LIBRARY_MARTS.TIMELINE.FINANCE__FED_SEC_DERA_SUB_2024Q3,EIN,STEEL,8360,4686,3,0.04,0.06,True
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,LIBRARY_MARTS.TIMELINE.FINANCE__FED_SEC_DERA_SUB_2024Q4,EIN,STEEL,8360,4663,3,0.04,0.06,True
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,LIBRARY_MARTS.TIMELINE.FINANCE__FED_SEC_DERA_SUB_2025Q1,EIN,STEEL,8360,4305,3,0.04,0.07,True
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,LIBRARY_MARTS.TIMELINE.FINANCE__FED_SEC_DERA_SUB_2025Q2,EIN,STEEL,8360,4508,3,0.04,0.07,True
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,LIBRARY_MARTS.TIMELINE.FINANCE__FED_SEC_DERA_SUB_2025Q3,EIN,STEEL,8360,4494,3,0.04,0.07,True
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,LIBRARY_MARTS.TIMELINE.FINANCE__FED_SEC_DERA_SUB_2025Q4,EIN,STEEL,8360,4501,3,0.04,0.07,True
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,LIBRARY_MARTS.TIMELINE.FINANCE__FED_SEC_DERA_SUB_2026Q1,EIN,STEEL,8360,4236,3,0.04,0.07,True
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,LIBRARY_MARTS.TIMELINE.FINANCE__FED_SEC_EDGAR_FINANCIALS,EIN,STEEL,8360,5771,3,0.04,0.05,True
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2024Q2,EIN,STEEL,8360,4744,3,0.04,0.06,True
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2024Q3,EIN,STEEL,8360,4686,3,0.04,0.06,True
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2024Q4,EIN,STEEL,8360,4663,3,0.04,0.06,True
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2025Q1,EIN,STEEL,8360,4305,3,0.04,0.07,True
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2025Q2,EIN,STEEL,8360,4508,3,0.04,0.07,True
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2025Q3,EIN,STEEL,8360,4494,3,0.04,0.07,True
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2025Q4,EIN,STEEL,8360,4501,3,0.04,0.07,True
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2026Q1,EIN,STEEL,8360,4236,3,0.04,0.07,True
LIBRARY_MARTS.TIMELINE.ECONOMICS__FED_FAC_SINGLE_AUDIT,LIBRARY_RAW.LANDING.FED_SEC_EDGAR_FINANCIALS,EIN,STEEL,8360,5771,3,0.04,0.05,True
LIBRARY_MARTS.TIMELINE.FINANCE__FED_SEC_DERA_SUB_2024Q2,LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,EIN,STEEL,4744,8360,3,0.06,0.04,True
LIBRARY_MARTS.TIMELINE.FINANCE__FED_SEC_DERA_SUB_2024Q3,LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,EIN,STEEL,4686,8360,3,0.06,0.04,True
LIBRARY_MARTS.TIMELINE.FINANCE__FED_SEC_DERA_SUB_2024Q4,LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,EIN,STEEL,4663,8360,3,0.06,0.04,True
LIBRARY_MARTS.TIMELINE.FINANCE__FED_SEC_DERA_SUB_2025Q1,LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,EIN,STEEL,4305,8360,3,0.07,0.04,True
LIBRARY_MARTS.TIMELINE.FINANCE__FED_SEC_DERA_SUB_2025Q2,LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,EIN,STEEL,4508,8360,3,0.07,0.04,True
LIBRARY_MARTS.TIMELINE.FINANCE__FED_SEC_DERA_SUB_2025Q3,LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,EIN,STEEL,4494,8360,3,0.07,0.04,True
LIBRARY_MARTS.TIMELINE.FINANCE__FED_SEC_DERA_SUB_2025Q4,LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,EIN,STEEL,4501,8360,3,0.07,0.04,True
LIBRARY_MARTS.TIMELINE.FINANCE__FED_SEC_DERA_SUB_2026Q1,LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,EIN,STEEL,4236,8360,3,0.07,0.04,True
LIBRARY_MARTS.TIMELINE.FINANCE__FED_SEC_EDGAR_FINANCIALS,LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,EIN,STEEL,5771,8360,3,0.05,0.04,True
LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2024Q2,EIN,STEEL,8360,4744,3,0.04,0.06,True
LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2024Q3,EIN,STEEL,8360,4686,3,0.04,0.06,True
LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2024Q4,EIN,STEEL,8360,4663,3,0.04,0.06,True
LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2025Q1,EIN,STEEL,8360,4305,3,0.04,0.07,True
LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2025Q2,EIN,STEEL,8360,4508,3,0.04,0.07,True
LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2025Q3,EIN,STEEL,8360,4494,3,0.04,0.07,True
LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2025Q4,EIN,STEEL,8360,4501,3,0.04,0.07,True
LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,LIBRARY_RAW.LANDING.FED_SEC_DERA_SUB_2026Q1,EIN,STEEL,8360,4236,3,0.04,0.07,True
LIBRARY_RAW.LANDING.FED_FAC_SINGLE_AUDIT,LIBRARY_RAW.LANDING.FED_SEC_EDGAR_FINANCIALS,EIN,STEEL,8360,5771,3,0.04,0.05,True
LIBRARY_MARTS.LABOR.LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,LIBRARY_RAW.LANDING.PORTAL_SOC_UTAH_OPEN_DATA_P_C357F1F9E1,EIN,STEEL,106218,28,2,0.0,7.14,False
LIBRARY_MARTS.LABOR.LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,LIBRARY_RAW.LANDING.PORTAL_SOC_UTAH_OPEN_DATA_P_F87FB2BFB7,EIN,STEEL,106218,25,2,0.0,8.0,False
LIBRARY_MARTS.LABOR.LABOR__FED_OSHA_ITA_CASE_DETAIL_2025,LIBRARY_RAW.LANDING.PORTAL_SOC_UTAH_OPEN_DATA_P_C357F1F9E1,EIN,STEEL,13387,28,2,0.01,7.14,False
LIBRARY_MARTS.LABOR.LABOR__FED_OSHA_ITA_CASE_DETAIL_2025,LIBRARY_RAW.LANDING.PORTAL_SOC_UTAH_OPEN_DATA_P_F87FB2BFB7,EIN,STEEL,13387,25,2,0.01,8.0,False
LIBRARY_MARTS.TIMELINE.LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,LIBRARY_RAW.LANDING.PORTAL_SOC_UTAH_OPEN_DATA_P_C357F1F9E1,EIN,STEEL,106218,28,2,0.0,7.14,False
LIBRARY_MARTS.TIMELINE.LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,LIBRARY_RAW.LANDING.PORTAL_SOC_UTAH_OPEN_DATA_P_F87FB2BFB7,EIN,STEEL,106218,25,2,0.0,8.0,False
LIBRARY_MARTS.TIMELINE.LABOR__FED_OSHA_ITA_CASE_DETAIL_2025,LIBRARY_RAW.LANDING.PORTAL_SOC_UTAH_OPEN_DATA_P_C357F1F9E1,EIN,STEEL,13387,28,2,0.01,7.14,False
LIBRARY_MARTS.TIMELINE.LABOR__FED_OSHA_ITA_CASE_DETAIL_2025,LIBRARY_RAW.LANDING.PORTAL_SOC_UTAH_OPEN_DATA_P_F87FB2BFB7,EIN,STEEL,13387,25,2,0.01,8.0,False
LIBRARY_RAW.LANDING.FED_OSHA_ITA_300A_SUMMARY_2025,LIBRARY_RAW.LANDING.PORTAL_SOC_UTAH_OPEN_DATA_P_C357F1F9E1,EIN,STEEL,106218,28,2,0.0,7.14,False
LIBRARY_RAW.LANDING.FED_OSHA_ITA_300A_SUMMARY_2025,LIBRARY_RAW.LANDING.PORTAL_SOC_UTAH_OPEN_DATA_P_F87FB2BFB7,EIN,STEEL,106218,25,2,0.0,8.0,False
