YR,ST,FIPS5,REASON,N
2017,TX,48027,none,658
2015,TN,47051,3,37
2016,TN,47151,none,156
2015,MO,29510,4,264
2017,MN,27147,4,37
2016,FL,12049,none,49
2017,TX,48181,3,151
2015,MO,29189,6,197
2016,WV,54045,none,98
2017,FL,12095,2,88
2016,VA,51015,7,24
2017,GA,13073,3,219
2016,SC,45055,9,40
2016,WV,54091,3,28
2015,MS,28049,1,139
2017,GA,13297,3,181
2015,FL,12017,1,225
2016,MS,28067,none,302
2017,MN,27171,3,135
2017,SC,45019,5,58
2017,TN,47189,1,130
2015,SC,45011,none,100
2015,MO,29510,1,204
2015,GA,13059,3,99
2015,TN,47183,none,104
2017,FL,12035,9,54
2015,VA,51650,7,113
2016,AR,05001,3,36
2016,TX,48061,9,158
2016,SC,45051,5,69
2016,TN,47129,none,137
2015,FL,12089,9,52
2017,TX,48231,none,293
2015,GA,13037,none,35
2016,WV,54079,3,116
2016,TX,48187,4,110
2016,NC,37181,9,11
2017,MS,28035,none,255
2016,TX,48469,1,80
2016,MS,28037,none,66
2015,MN,27153,3,19
2017,SC,45035,9,98
2016,GA,13267,none,111
2015,FL,12101,6,154
2015,VA,51520,3,24
2017,MN,27145,none,202
2016,NC,37019,9,83
2016,FL,12109,6,57
2015,VA,51740,none,301
2015,NC,37017,none,140
2015,GA,13261,none,59
2017,MO,29151,none,48
2017,MO,29019,3,95
2015,WV,54025,3,77
2015,GA,13213,none,151
2016,GA,13117,5,60
2015,GA,13013,4,89
2015,TX,48061,7,106
2017,TX,48061,5,25
2015,AR,05031,3,109
2015,NC,37049,none,235
2017,MO,29051,3,62
2016,MO,29047,4,189
2017,LA,22033,9,160
2015,MO,29031,none,283
2016,GA,13217,6,14
2017,SC,45013,1,297
2016,VA,51540,1,37
2015,MN,27097,none,71
2015,NC,37019,9,86
2017,GA,13147,3,23
2017,MN,27009,4,26
2017,MS,28107,none,223
2017,VA,51800,4,80
2016,TX,48167,7,249
2016,LA,22111,none,176
2015,TX,48063,4,9
2017,VA,51155,7,14
2017,SC,45015,9,143
2016,TX,48485,none,264
2015,SC,45007,7,107
2017,MN,27019,4,66
2015,VA,51570,none,35
2015,NC,37109,5,15
2016,MO,29187,3,79
2016,GA,13063,4,224
2015,TX,48427,none,66
2016,VA,51650,9,132
2017,AR,05007,9,68
2017,SC,45035,1,216
2017,TN,47017,none,97
2016,VA,51019,1,83
2016,WV,54079,1,49
2015,TX,48187,4,85
2015,NC,37055,4,91
2015,TN,47125,7,126
2017,NC,37141,none,181
2017,MN,27021,1,44
2015,NC,37193,none,185
2016,NC,37055,7,61
2017,TN,47145,1,42
2016,FL,12089,9,51
2016,WV,54011,3,175
2017,TX,48401,3,75
2016,SC,45085,1,115
2016,TN,47173,none,196
2016,FL,12105,5,115
2015,NC,37195,none,183
2017,GA,13217,4,102
2015,MN,27139,1,132
2016,MS,28145,none,147
2015,VA,51179,9,95
2016,VA,51630,1,22
2016,MS,28029,none,187
2015,MO,29510,9,97
2015,GA,13011,none,77
2015,VA,51700,7,124
2017,VA,51019,3,173
2016,NC,37063,4,243
2015,VA,51036,3,20
2017,MN,27047,4,22
2017,GA,13045,9,47
2017,TN,47105,1,53
2016,VA,51133,none,74
2015,LA,22079,6,18
2017,MS,28051,none,97
2015,NC,37141,4,80
2017,TX,48025,3,41
2015,TX,48423,7,72
2016,VA,51069,7,68
2016,MS,28065,none,124
2016,MO,29027,4,30
2016,VA,51043,none,54
2016,MN,27105,none,26
2016,GA,13263,1,10
2017,MN,27119,9,5
2015,MN,27115,1,52
2015,AR,05001,3,23
2017,VA,51800,7,73
2015,TX,48491,6,102
2015,GA,13087,none,132
2016,TX,48203,none,346
2017,NC,37037,4,61
2017,TN,47163,4,122
2016,GA,13311,none,163
2015,VA,51700,4,136
2015,NC,37113,3,46
2017,GA,13227,7,32
2017,SC,45079,5,77
2017,NC,37093,3,106
2017,FL,12035,7,129
2016,MS,28045,1,50
2016,NC,37099,none,184
2015,AR,05123,none,146
2016,TX,48013,3,103
2016,TX,48303,3,255
2016,GA,13177,none,187
2017,AR,05035,none,181
2017,NC,37185,1,24
2015,FL,12133,1,19
2015,WV,54061,9,26
2016,TX,48219,3,20
2017,MN,27003,5,31
2017,TN,47179,3,165
2017,LA,22033,7,159
2015,NC,37117,4,26
2016,VA,51685,none,59
2017,GA,13215,7,109
2017,MO,29119,none,111
2017,NC,37141,7,47
2016,FL,12097,6,129
2017,SC,45003,1,127
2016,TN,47161,none,103
2017,MO,29207,none,79
2016,VA,51019,3,120
2015,VA,51061,3,145
2016,LA,22085,none,122
2015,GA,13013,3,147
2017,TN,47165,9,63
2015,MO,29225,none,146
2016,TX,48303,1,179
2017,MS,28027,3,18
2015,VA,51740,4,118
2015,AR,05145,3,60
2015,GA,13113,4,146
2017,FL,12115,6,101
2016,LA,22051,7,202
2017,GA,13063,6,72
2016,SC,45059,3,177
2016,VA,51197,none,131
2016,TX,48441,3,132
2015,TN,47163,7,58
2017,SC,45063,1,283
2017,TX,48497,none,216
2017,FL,12133,4,13
2017,VA,51187,1,63
2017,MS,28085,1,15
2015,TX,48387,none,24
2016,TX,48257,1,200
2016,AR,05119,4,227
2015,TX,48157,2,94
2015,MN,27171,4,152
2017,AR,05051,3,101
2016,TX,48309,7,108
2015,GA,13031,none,230
2017,WV,54045,none,130
2017,NC,37063,7,216
2017,NC,37081,9,180
2016,FL,12099,2,101
2017,SC,45091,5,41
2015,GA,13127,4,69
2016,MN,27035,3,55
2016,SC,45003,1,96
2015,MO,29510,7,119
2015,AR,05087,none,77
2015,TX,48477,4,29
2015,VA,51685,3,30
2016,TN,47155,9,78
2015,GA,13081,none,122
2017,MN,27003,4,234
2015,VA,51015,3,95
2015,TX,48099,3,79
2016,NC,37099,7,19
2016,GA,13165,none,48
2016,TN,47065,4,239
2015,SC,45039,none,96
2016,SC,45011,none,88
2015,GA,13207,none,93
2017,VA,51003,1,103
2015,GA,13097,6,30
2015,TN,47173,1,21
2015,MO,29189,7,515
2017,AR,05069,4,49
2015,GA,13115,1,80
2016,MN,27163,7,130
2015,TN,47117,none,99
2016,SC,45083,6,40
2017,GA,13183,1,11
2016,VA,51131,3,34
2016,MN,27057,1,21
2016,NC,37049,7,83
2016,GA,13175,none,290
2017,MS,28109,9,18
2017,TN,47011,1,104
2015,GA,13049,none,54
2017,FL,12069,5,51
2015,VA,51510,5,19
2016,AR,05143,7,75
2015,GA,13211,1,23
2016,LA,22017,6,18
2016,TX,48055,1,42
2016,TX,48183,5,9
2016,SC,45065,none,93
2015,TX,48373,3,39
2015,VA,51175,none,65
2016,MS,28099,none,132
2015,NC,37057,4,150
2017,LA,22001,1,38
2016,VA,51015,3,102
2015,VA,51683,4,35
2015,TX,48375,none,229
2017,AR,05117,none,35
2015,GA,13059,4,71
2017,TN,47153,none,72
2017,GA,13255,7,40
2015,MN,27109,3,158
2015,TX,48003,3,21
2016,GA,13095,4,31
2017,NC,37045,4,88
2017,LA,22051,9,132
2017,GA,13153,7,113
2017,TX,48223,none,114
2016,NC,37019,7,112
2015,TX,48019,none,114
2016,TN,47175,4,10
2017,GA,13215,1,190
2016,TN,47171,none,69
2015,GA,13157,3,113
2015,FL,12087,5,20
2015,TX,48281,none,66
2017,TN,47167,7,37
2015,MN,27009,3,49
2015,GA,13117,6,77
2016,VA,51059,2,98
2017,NC,37179,4,177
2017,GA,13205,none,75
2017,TX,48227,none,79
2016,TN,47021,none,233
2016,TX,48053,1,57
2016,GA,13243,none,41
2016,VA,51155,none,125
2015,WV,54033,none,170
2016,NC,37027,3,134
2016,AR,05029,none,148
2017,MO,29063,none,17
2017,GA,13129,3,71
2016,VA,51650,7,113
2016,MN,27167,none,18
2015,VA,51035,3,44
2016,MO,29077,7,92
2017,NC,37019,1,233
2015,LA,22011,none,205
2015,LA,22105,4,73
2017,NC,37123,3,25
2017,TX,48365,1,19
2017,MS,28081,none,312
2017,VA,51800,1,141
2017,GA,13087,none,102
2017,LA,22125,1,8
2017,NC,37159,3,286
2016,WV,54093,none,25
2017,TN,47165,4,100
2017,AR,05081,3,18
2017,GA,13059,4,69
2016,TX,48029,2,171
2017,GA,13057,9,95
2016,TX,48001,1,48
2017,NC,37115,9,10
2017,MS,28079,3,24
2017,VA,51145,4,23
2016,VA,51121,none,199
2015,FL,12107,3,136
2016,SC,45085,4,70
2016,TX,48355,9,152
2017,LA,22063,7,53
2015,MO,29027,4,17
2016,MO,29047,9,76
2016,VA,51800,7,89
2017,GA,13073,1,168
2017,TN,47115,3,32
2017,AR,05121,1,13
2017,FL,12081,6,88
2016,NC,37175,none,174
2015,FL,12089,6,25
2017,MN,27027,none,55
2017,VA,51061,none,122
2017,MN,27003,6,57
2015,FL,12059,none,72
2017,MO,29145,3,88
2016,VA,51775,7,12
2017,TX,48037,7,42
2016,NC,37171,1,63
2016,MO,29165,6,18
2015,MN,27035,7,32
2015,TX,48303,1,184
2016,TX,48041,7,73
2015,TX,48181,4,89
2015,TX,48073,3,81
2016,FL,12023,9,30
2016,GA,13097,9,82
2016,GA,13245,7,133
2017,LA,22019,1,147
2016,TX,48085,5,126
2015,WV,54055,3,77
2017,VA,51015,7,40
2017,TX,48469,4,34
2017,MS,28081,3,112
2016,TX,48397,4,62
2016,TN,47103,7,25
2016,TN,47141,9,19
2016,FL,12029,none,68
2017,TX,48325,1,71
2016,VA,51510,9,59
2017,AR,05033,3,99
2016,MN,27021,4,53
2016,GA,13143,4,31
2017,FL,12093,3,81
2015,VA,51770,6,18
2015,VA,51053,3,89
2017,SC,45045,7,265
2016,NC,37045,3,212
2015,GA,13285,none,165
2017,VA,51710,4,161
2016,TN,47175,3,10
2016,TX,48005,1,84
2015,FL,12131,4,124
2017,MO,29019,none,199
2016,VA,51043,4,19
2016,VA,51155,9,13
2015,MN,27163,7,154
2017,VA,51550,6,28
2016,NC,37135,4,100
2015,NC,37003,1,26
2017,GA,13127,1,119
2017,MO,29029,3,56
2017,VA,51510,4,70
2017,MN,27165,none,21
2017,NC,37105,4,31
2017,GA,13237,3,53
2017,MN,27163,7,120
2017,NC,37037,none,100
2015,TX,48063,none,40
2015,VA,51165,3,91
2016,WV,54109,none,31
2017,TX,48469,7,35
2017,GA,13295,4,52
2016,GA,13063,5,58
2017,NC,37171,4,60
2016,MN,27033,none,19
2016,GA,13277,7,18
2017,AR,05033,9,20
2015,TN,47157,5,114
2015,GA,13233,3,90
2016,MS,28041,none,72
2016,TX,48469,9,23
2016,TN,47163,4,117
2016,NC,37005,1,18
2015,MO,29167,none,94
2017,AR,05105,3,16
2017,SC,45021,none,175
2017,FL,12133,none,140
2015,NC,37075,none,39
2017,VA,51650,4,108
2015,TX,48029,2,125
2016,MN,27097,4,46
2017,AR,05091,4,25
2016,SC,45023,7,17
2017,MN,27007,4,25
2017,NC,37127,7,36
2016,TX,48343,none,41
2016,TX,48485,3,92
2017,NC,37109,6,14
2016,TX,48491,5,69
2016,NC,37001,4,120
2015,VA,51037,none,29
2016,NC,37087,4,77
2016,NC,37183,5,124
2017,GA,13189,none,77
2017,TX,48493,none,177
2016,NC,37081,2,35
2017,MO,29099,2,18
2015,MN,27171,1,128
2016,TX,48409,7,37
2015,SC,45041,4,65
2015,NC,37017,4,26
2015,FL,12065,none,59
2016,AR,05049,none,41
2017,MN,27109,5,29
2016,GA,13027,1,12
2017,AR,05099,none,34
2017,AR,05007,1,207
2016,AR,05069,3,127
2016,GA,13237,3,44
2015,AR,05117,none,37
2016,MN,27129,none,31
2016,GA,13139,1,224
2015,VA,51079,none,77
2017,GA,13185,9,33
2015,LA,22063,9,56
2016,GA,13093,none,62
2017,SC,45023,1,40
2016,SC,45035,7,165
2016,GA,13299,3,62
2017,VA,51800,9,87
2016,NC,37133,6,27
2015,NC,37073,none,52
2015,WV,54029,4,34
2016,NC,37061,4,42
2015,TX,48171,1,37
2016,TN,47125,1,203
2017,MO,29047,6,24
2017,NC,37067,9,121
2017,VA,51059,5,128
2017,MN,27049,3,31
2015,VA,51061,4,98
2015,LA,22103,7,152
2017,WV,54083,none,90
2016,LA,22037,3,28
2016,TX,48013,none,269
2016,MN,27025,1,78
2015,LA,22015,1,117
2017,VA,51029,3,43
2015,NC,37037,9,23
2016,AR,05039,none,46
2017,TN,47099,7,11
2015,VA,51199,4,52
2017,NC,37059,none,64
2017,GA,13233,7,17
2016,NC,37093,9,30
2015,TX,48279,none,19
2017,VA,51187,4,56
2017,MO,29209,none,105
2017,MS,28059,7,72
2016,SC,45013,2,16
2015,GA,13177,3,51
2016,MN,27131,1,64
2015,NC,37027,none,173
2017,AR,05037,none,96
2016,MN,27153,none,84
2016,MS,28033,4,137
2016,FL,12001,9,62
2015,TX,48287,1,18
2016,MO,29189,9,320
2016,FL,12039,4,32
2015,AR,05009,4,25
2015,TX,48481,none,92
2017,VA,51173,none,80
2017,GA,13157,9,29
2016,WV,54075,3,12
2017,SC,45059,3,195
2016,TX,48051,none,98
2016,NC,37149,3,23
2017,GA,13081,none,78
2017,LA,22109,7,27
2015,SC,45025,4,20
2016,GA,13073,9,76
2016,VA,51019,7,49
2017,VA,51167,3,35
2016,VA,51009,none,104
2016,SC,45001,none,103
2015,AR,05037,7,15
2016,TX,48203,1,59
2017,MO,29021,7,32
2015,MO,29113,none,152
2017,MO,29213,4,45
2015,SC,45033,1,29
2015,WV,54027,3,31
2016,MO,29159,none,56
2015,NC,37165,4,28
2017,VA,51035,7,20
2016,FL,12061,9,55
2016,MS,28087,7,29
2016,VA,51061,9,59
2017,GA,13057,6,64
2016,MO,29123,3,17
2015,TN,47121,none,87
2016,MO,29077,1,197
2015,GA,13221,none,55
2016,TX,48343,3,21
2015,TX,48025,3,44
2015,TX,48449,1,43
2015,MN,27001,none,62
2016,GA,13179,1,68
2016,MN,27083,none,51
2016,MN,27009,none,88
2015,MN,27059,4,57
2015,TX,48487,none,26
2016,NC,37031,7,74
2017,NC,37127,9,29
2017,AR,05143,4,107
2017,TX,48143,none,56
2016,GA,13253,none,50
2017,FL,12093,7,19
2016,TX,48409,1,97
2015,AR,05055,3,66
2015,AR,05103,3,35
2016,LA,22089,9,24
2015,TN,47159,1,12
2015,GA,13047,4,43
2016,NC,37189,5,5
2015,AR,05131,1,72
2015,GA,13153,6,16
2017,SC,45031,9,27
2015,MS,28097,none,46
2016,NC,37069,7,42
2015,MO,29195,none,20
2015,VA,51810,2,25
2017,WV,54055,3,84
2015,FL,12033,9,154
2016,AR,05091,none,171
2015,GA,13159,none,52
2015,SC,45001,3,34
2015,TX,48205,none,18
2017,NC,37073,1,25
2017,TN,47071,1,26
2017,NC,37181,1,37
2015,TX,48149,none,54
2016,VA,51121,3,88
2016,GA,13031,9,13
2015,GA,13147,none,94
2017,WV,54001,none,40
2015,GA,13197,none,32
2015,GA,13123,1,28
2015,VA,51103,none,51
2015,MO,29187,4,49
2015,VA,51127,1,45
2015,FL,12015,6,38
2017,TN,47125,4,147
2017,TN,47109,none,107
2015,TN,47173,3,35
2017,VA,51770,3,197
2017,TN,47113,1,60
2017,MN,27079,1,27
2016,VA,51067,1,59
2016,MS,28057,3,30
2017,GA,13147,4,18
2017,TN,47041,none,84
2015,VA,51079,7,22
2016,MO,29145,7,24
2016,WV,54099,7,23
2016,MO,29031,4,54
2016,NC,37099,1,46
2017,GA,13179,9,51
2015,LA,22031,none,140
2016,NC,37055,3,45
2015,TX,48009,9,8
2015,VA,51163,4,22
2016,VA,51161,4,73
2016,VA,51019,9,35
2016,MN,27079,1,28
2015,AR,05053,3,35
2017,NC,37061,5,6
2016,TX,48321,none,93
2015,TN,47145,1,51
2015,FL,12035,6,29
2017,TX,48479,7,80
2017,TX,48061,2,12
2015,NC,37017,3,60
2017,MO,29179,none,29
2015,FL,12075,4,42
2015,TX,48289,3,15
2017,TN,47073,1,72
2015,VA,51089,4,36
2016,TX,48053,4,35
2017,MN,27119,none,26
2015,WV,54065,1,18
2015,MO,29161,6,7
2015,GA,13189,3,61
2017,TN,47117,1,30
2015,GA,13077,9,58
2015,GA,13315,none,61
2015,GA,13169,3,61
2017,VA,51029,7,11
2016,GA,13051,6,71
2017,TN,47053,1,35
2016,AR,05099,3,11
2015,TX,48161,9,6
2017,FL,12083,2,51
2016,GA,13103,7,40
2017,MN,27061,5,5
2015,VA,51710,5,36
2015,WV,54107,7,44
2016,VA,51049,1,13
2015,AR,05105,3,21
2015,MN,27161,4,11
2017,TN,47049,1,19
2016,NC,37153,4,29
2017,NC,37197,1,38
2017,TX,48477,none,93
2017,MS,28123,3,23
2015,NC,37141,9,35
2015,WV,54009,none,34
2016,NC,37071,7,112
2015,LA,22115,1,39
2015,NC,37111,3,73
2016,MO,29187,1,43
2016,TX,48183,3,130
2015,TX,48485,3,103
2016,GA,13015,9,50
2015,NC,37033,3,33
2015,TN,47015,none,73
2017,TX,48147,4,28
2015,TX,48321,3,34
2015,TX,48061,6,37
2017,MO,29051,1,39
2017,VA,51001,3,71
2015,GA,13143,3,64
2016,SC,45057,6,9
2017,VA,51083,3,60
2015,MS,28149,7,15
2017,GA,13033,7,11
2016,TX,48463,none,65
2016,VA,51175,9,10
2016,NC,37109,7,53
2015,FL,12111,5,51
2015,VA,51179,7,139
2017,TN,47151,9,8
2016,GA,13043,4,7
2017,TN,47083,none,45
2016,AR,05015,4,23
2015,MN,27027,3,55
2017,NC,37199,4,37
2016,GA,13255,1,61
2015,TX,48473,9,23
2017,VA,51037,none,42
2016,NC,37171,4,60
2016,AR,05137,none,58
2017,SC,45027,3,62
2017,SC,45003,6,13
2016,TN,47135,none,35
2017,TN,47053,4,16
2015,VA,51179,2,15
2016,MO,29121,3,21
2017,VA,51640,none,18
2017,GA,13313,6,18
2015,SC,45049,4,8
2017,NC,37145,4,28
2015,VA,51045,4,8
2017,NC,37109,5,8
2015,TX,48223,3,13
2016,MO,29065,none,81
2015,WV,54039,7,76
2017,TX,48097,9,14
2016,NC,37027,4,73
2016,WV,54043,4,21
2016,TX,48329,7,82
2015,TX,48149,1,23
2015,NC,37023,4,86
2016,VA,51197,3,48
2017,TX,48349,1,50
2016,VA,51085,6,23
2015,FL,12087,3,88
2015,VA,51195,9,12
2015,FL,12047,4,18
2016,GA,13111,3,31
2016,WV,54085,none,24
2016,NC,37101,9,81
2016,GA,13227,4,35
2015,TX,48097,3,33
2017,AR,05033,1,63
2015,MO,29009,3,32
2017,LA,22103,2,19
2015,TN,47011,4,53
2017,MN,27071,3,12
2015,MS,28127,none,130
2015,VA,51073,7,37
2017,TX,48149,1,28
2017,GA,13029,3,56
2016,NC,37191,9,35
2015,TX,48391,3,13
2017,TX,48485,7,49
2016,MO,29229,4,14
2015,SC,45067,7,7
2016,GA,13183,4,12
2015,TX,48381,7,63
2016,TX,48177,1,13
2016,MO,29023,4,23
2017,GA,13227,4,27
2015,SC,45057,4,58
2016,VA,51009,4,27
2016,VA,51195,4,19
2017,GA,13297,6,8
2015,VA,51029,1,21
2017,MN,27145,9,37
2016,TX,48349,4,17
2015,MO,29221,3,28
2017,VA,51590,3,45
2015,NC,37093,2,9
2017,MO,29003,none,34
2016,TN,47181,none,43
2017,SC,45077,6,21
2016,NC,37141,1,72
2017,MN,27059,1,63
2017,NC,37139,1,63
2017,SC,45055,9,40
2015,MO,29119,1,10
2016,TN,47021,4,46
2016,MO,29215,4,24
2016,AR,05071,3,25
2017,MN,27165,1,13
2016,TX,48231,7,34
2017,LA,22109,4,55
2017,MO,29135,1,12
2017,SC,45011,3,26
2017,LA,22087,1,32
2016,TN,47103,4,35
2015,TN,47033,none,49
2016,GA,13001,3,24
2017,GA,13233,1,45
2016,NC,37005,none,47
2017,FL,12069,6,69
2017,WV,54081,2,9
2016,AR,05033,3,82
2017,WV,54097,4,10
2015,LA,22029,1,10
2015,GA,13057,6,51
2016,NC,37195,7,24
2015,FL,12053,9,138
2016,LA,22053,1,23
2015,GA,13051,2,15
2015,SC,45085,7,45
2016,VA,51193,9,20
2017,MN,27171,4,96
2017,AR,05001,none,50
2015,NC,37047,7,14
2015,LA,22105,9,34
2017,WV,54041,3,28
2017,MS,28159,none,67
2015,FL,12057,8,42
2015,AR,05045,1,65
2016,NC,37155,4,69
2015,GA,13309,none,22
2016,MS,28059,7,40
2016,VA,51007,3,31
2015,SC,45053,3,50
2017,NC,37037,3,94
2015,MS,28013,none,58
2016,AR,05009,1,29
2015,MO,29147,1,24
2016,TX,48121,5,111
2015,NC,37199,none,60
2017,MN,27083,none,15
2017,MS,28113,4,17
2016,WV,54057,3,14
2016,MN,27019,3,100
2017,LA,22073,7,37
2017,TX,48321,3,41
2015,GA,13177,7,21
2015,GA,13257,1,12
2017,MN,27009,3,47
2015,TN,47129,3,38
2017,TX,48477,7,14
2016,LA,22023,4,5
2015,MO,29083,1,17
2015,NC,37155,9,43
2016,FL,12021,5,87
2015,FL,12037,4,17
2015,NC,37163,6,8
2016,VA,51147,9,6
2015,FL,12051,9,14
2015,SC,45045,9,179
2015,FL,12019,2,13
2015,NC,37053,7,35
2016,MS,28089,7,58
2016,NC,37031,1,121
2017,TX,48237,none,26
2017,FL,12115,2,25
2016,TX,48071,7,30
2015,AR,05131,4,55
2015,MO,29167,1,26
2015,LA,22047,4,17
2016,GA,13039,9,30
2015,AR,05131,7,32
2017,SC,45037,1,21
2017,TX,48021,1,111
2016,MS,28123,9,7
2015,WV,54019,3,107
2016,MO,29037,4,76
2016,GA,13009,3,44
2016,WV,54091,7,6
2017,AR,05033,4,29
2017,VA,51035,1,34
2017,MO,29183,5,40
2016,MO,29137,3,7
2015,GA,13285,7,42
2015,FL,12115,2,27
2017,NC,37141,1,82
2015,NC,37171,1,51
2015,FL,12039,4,25
2017,TX,48421,none,13
2017,TX,48227,9,13
2015,MO,29059,1,23
2017,VA,51179,2,14
2017,NC,37145,1,47
2017,GA,13303,none,63
2016,VA,51590,7,12
2017,TX,48027,5,26
2017,MS,28093,1,29
2017,TN,47011,9,34
2016,LA,22019,6,12
2015,VA,51570,3,31
2016,MO,29117,none,24
2017,WV,54061,7,40
2015,NC,37063,5,39
2016,MS,28059,6,12
2016,NC,37069,9,27
2016,MN,27103,4,13
2016,GA,13195,4,23
2016,NC,37187,3,14
2016,TX,48089,4,15
2015,MS,28059,7,62
2017,WV,54009,none,33
2017,TX,48415,3,29
2016,TX,48355,5,38
2017,VA,51193,1,43
2017,VA,51007,3,27
2016,NC,37017,1,32
2016,VA,51159,none,43
2016,FL,12021,2,29
2015,TN,47081,3,26
2015,FL,12099,8,11
2017,AR,05001,4,11
2016,NC,37163,3,94
2016,TX,48221,3,72
2015,TX,48059,none,44
2015,NC,37007,1,15
2015,VA,51590,none,52
2016,MN,27121,1,13
2016,LA,22041,1,6
2015,TN,47179,9,36
2017,TX,48147,3,26
2016,FL,12065,3,25
2017,MN,27163,9,86
2015,WV,54097,3,34
2015,MN,27067,7,17
2017,GA,13017,none,60
2017,NC,37003,1,38
2017,MN,27067,3,36
2016,NC,37121,3,21
2017,WV,54057,9,9
2016,LA,22013,none,79
2016,AR,05045,7,30
2016,TX,48505,none,35
2015,MO,29213,3,78
2017,MO,29167,3,35
2017,TN,47141,7,29
2016,LA,22111,3,28
2017,VA,51830,none,6
2015,GA,13245,6,30
2016,VA,51057,3,22
2015,NC,37087,3,80
2015,GA,13145,9,12
2015,NC,37153,none,112
2016,WV,54019,7,13
2017,GA,13095,9,32
2015,SC,45009,3,15
2017,TX,48185,1,36
2017,MO,29067,3,9
2016,AR,05017,none,41
2016,VA,51065,3,34
2016,VA,51163,1,22
2015,MS,28011,3,23
2016,MN,27049,1,36
2015,NC,37003,4,32
2016,TN,47075,1,9
2015,MO,29215,3,42
2017,WV,54081,4,84
2016,MN,27049,4,43
2016,MO,29027,3,49
2015,VA,51600,none,44
2016,MN,27083,1,16
2017,MS,28035,4,44
2016,WV,54089,none,35
2015,GA,13311,7,24
2016,TX,48255,3,16
2017,VA,51570,none,22
2016,VA,51065,9,22
2016,MO,29083,3,37
2016,LA,22083,none,84
2016,GA,13033,3,28
2016,GA,13185,5,11
2017,WV,54049,4,55
2015,TN,47097,1,19
2016,VA,51053,4,38
2016,VA,51540,3,23
2015,MO,29109,none,133
2016,TN,47005,4,12
2016,TX,48223,4,11
2016,NC,37165,9,11
2017,MO,29159,1,33
2017,TN,47105,6,11
2017,GA,13231,3,39
2015,TN,47019,9,11
2016,MO,29147,4,20
2015,MO,29091,7,10
2017,SC,45027,4,35
2017,NC,37011,1,25
2016,AR,05125,1,86
2015,LA,22109,1,67
2016,FL,12087,9,41
2017,TX,48017,3,4
2016,NC,37001,7,77
2017,NC,37115,none,56
2015,SC,45087,3,41
2017,TX,48315,1,17
2017,MN,27055,none,10
2016,AR,05123,7,3
2017,NC,37113,4,28
2016,MN,27001,3,22
2017,VA,51770,1,125
2015,MN,27039,1,19
2017,TX,48389,3,15
2016,VA,51171,1,39
2017,MN,27095,none,61
2016,TN,47083,1,10
2016,NC,37023,5,8
2016,MN,27109,2,17
2017,MS,28115,3,21
2017,NC,37041,3,32
2017,NC,37117,4,16
2015,MN,27169,4,21
2016,MO,29115,3,14
2017,VA,51540,1,33
2015,TX,48259,3,32
2015,SC,45075,4,43
2015,AR,05031,4,50
2015,TN,47091,2,4
2016,TN,47031,1,25
2017,MS,28001,1,20
2016,TX,48067,7,12
2015,GA,13251,none,54
2015,MS,28089,9,31
2015,TN,47107,5,12
2017,GA,13047,7,35
2017,GA,13193,4,7
2015,NC,37149,1,20
2017,AR,05035,9,15
2015,MS,28059,5,13
2016,LA,22057,1,63
2016,TX,48143,1,27
2015,AR,05035,4,19
2016,VA,51149,7,22
2015,TX,48303,4,53
2015,FL,12027,9,14
2015,VA,51067,1,66
2017,TX,48081,3,6
2015,VA,51660,4,17
2017,TN,47161,1,10
2017,TX,48135,9,51
2017,TX,48331,3,35
2016,MO,29155,1,4
2017,VA,51125,none,36
2016,TX,48199,3,85
2017,WV,54075,1,14
2015,FL,12047,3,28
2017,TX,48451,7,44
2016,VA,51075,none,95
2015,TN,47143,4,18
2017,NC,37111,4,39
2017,WV,54047,3,22
2015,SC,45027,3,60
2015,AR,05069,7,18
2017,VA,51177,6,22
2016,VA,51053,1,31
2017,VA,51685,none,26
2016,VA,51143,1,38
2016,GA,13123,4,30
2016,VA,51820,4,22
2016,VA,51103,1,28
2016,MS,28047,2,8
2016,NC,37023,4,64
2016,TN,47041,4,15
2015,MO,29079,3,12
2017,NC,37035,9,50
2017,GA,13249,none,13
2016,VA,51089,7,22
2017,GA,13171,none,39
2017,MS,28089,7,42
2015,TX,48379,4,10
2015,TN,47049,3,34
2016,AR,05139,1,30
2017,AR,05031,4,49
2017,WV,54011,7,29
2017,VA,51670,none,56
2017,GA,13103,9,22
2015,TX,48139,9,74
2015,TX,48309,4,110
2017,MS,28151,9,9
2016,TX,48063,3,21
2016,AR,05073,3,14
2015,SC,45051,6,85
2015,TX,48221,5,12
2015,SC,45047,4,52
2017,GA,13219,none,69
2016,VA,51800,4,84
2016,TX,48073,3,78
2017,GA,13069,9,9
2017,VA,51033,3,69
2017,GA,13261,4,12
2016,NC,37141,9,31
2016,LA,22109,7,31
2017,VA,51680,4,50
2016,WV,54037,6,9
2015,TN,47147,7,37
2016,VA,51031,9,33
2015,MS,28075,9,13
2015,NC,37157,9,26
2017,AR,05139,1,28
2016,VA,51199,1,60
2017,MN,27107,3,17
2015,MN,27049,7,30
2015,MN,27045,9,5
2017,TX,48069,none,18
2016,MN,27113,3,10
2016,TX,48277,9,10
2016,MS,28065,1,7
2017,GA,13083,none,67
2015,NC,37077,5,9
2015,MN,27087,4,6
2015,MN,27085,7,14
2017,VA,51091,none,7
2017,MN,27045,none,16
2015,AR,05005,4,34
2015,MS,28059,9,27
2016,LA,22067,3,26
