family,class,n_members,slot,slot_label,members_ready,members_hole,status
provider,noun,40,mix_by_code,Mix by type/status/category,36,4,ready
provider,noun,40,mix_over_time,Mix shifting over time,22,18,ready
provider,noun,40,code_concentration,Does one category dominate,36,4,ready
provider,noun,40,total_money,Total dollars,10,30,ready
provider,noun,40,typical_money,Typical dollar size (median),10,30,ready
provider,noun,40,money_distribution,Dollar distribution,10,30,ready
provider,noun,40,money_top_share,Top 1% share of dollars,10,30,ready
provider,noun,40,round_numbers,Suspiciously round amounts,10,30,ready
provider,noun,40,size_distribution,Size distribution,28,12,ready
provider,noun,40,per_person,Per person served,7,33,ready
provider,noun,40,flag_rates,Yes/no flag rates,8,32,ready
recall,event+noun,9,how_many,How many are there,9,0,ready
recall,event+noun,9,row_count_vs_published,Rows held vs publisher total,9,0,ready
recall,event+noun,9,freshness,How fresh is it (last load),9,0,ready
recall,event+noun,9,grain_integrity,Is one row really one thing (dup check),8,1,ready
recall,event+noun,9,id_integrity,Are the IDs real (distinct/sentinel check),9,0,ready
recall,event+noun,9,rank_in_family,Rank among peers in its family,9,0,ready
recall,event+noun,9,share_of_family,Share of its family,9,0,ready
recall,event+noun,9,by_time,Over time,8,1,ready
recall,event+noun,9,first_last,Earliest and latest,8,1,ready
recall,event+noun,9,gaps,Missing periods in the record,8,1,ready
recall,event+noun,9,seasonality,By month / day-of-week,8,1,ready
recall,event+noun,9,births,New ones per period (first seen),8,1,ready
recall,event+noun,9,deaths,Disappeared per period (last seen),8,1,ready
recall,event+noun,9,age_distribution,How old the living ones are,8,1,ready
recall,event+noun,9,by_state,By state,4,5,ready
recall,event+noun,9,by_county_city,By county / city / zip,4,5,ready
recall,event+noun,9,map_points,On a map (points),0,9,hole
recall,event+noun,9,geo_concentration,Geographic concentration,4,5,ready
recall,event+noun,9,mix_by_code,Mix by type/status/category,7,2,ready
recall,event+noun,9,mix_over_time,Mix shifting over time,6,3,ready
recall,event+noun,9,code_concentration,Does one category dominate,7,2,ready
recall,event+noun,9,total_money,Total dollars,0,9,hole
recall,event+noun,9,typical_money,Typical dollar size (median),0,9,hole
recall,event+noun,9,money_distribution,Dollar distribution,0,9,hole
recall,event+noun,9,money_top_share,Top 1% share of dollars,0,9,hole
recall,event+noun,9,round_numbers,Suspiciously round amounts,0,9,hole
recall,event+noun,9,size_distribution,Size distribution,4,5,ready
recall,event+noun,9,per_noun_rate,Events per noun (the core ratio),9,0,ready
recall,event+noun,9,zero_nouns,Nouns with zero events (never touched),9,0,ready
recall,event+noun,9,repeaters,Repeat offenders / heaviest nouns,9,0,ready
recall,event+noun,9,noun_concentration,Top 1% of nouns' share of events,9,0,ready
recall,event+noun,9,per_person,Per person served,0,9,hole
recall,event+noun,9,flag_rates,Yes/no flag rates,1,8,ready
registration,event+noun,23,how_many,How many are there,23,0,ready
registration,event+noun,23,row_count_vs_published,Rows held vs publisher total,23,0,ready
registration,event+noun,23,freshness,How fresh is it (last load),23,0,ready
registration,event+noun,23,grain_integrity,Is one row really one thing (dup check),22,1,ready
registration,event+noun,23,id_integrity,Are the IDs real (distinct/sentinel check),23,0,ready
registration,event+noun,23,rank_in_family,Rank among peers in its family,23,0,ready
registration,event+noun,23,share_of_family,Share of its family,23,0,ready
registration,event+noun,23,by_time,Over time,22,1,ready
registration,event+noun,23,first_last,Earliest and latest,22,1,ready
registration,event+noun,23,gaps,Missing periods in the record,22,1,ready
registration,event+noun,23,seasonality,By month / day-of-week,22,1,ready
registration,event+noun,23,births,New ones per period (first seen),22,1,ready
registration,event+noun,23,deaths,Disappeared per period (last seen),22,1,ready
registration,event+noun,23,age_distribution,How old the living ones are,22,1,ready
registration,event+noun,23,by_state,By state,20,3,ready
registration,event+noun,23,by_county_city,By county / city / zip,20,3,ready
registration,event+noun,23,map_points,On a map (points),5,18,ready
registration,event+noun,23,geo_concentration,Geographic concentration,20,3,ready
registration,event+noun,23,mix_by_code,Mix by type/status/category,23,0,ready
registration,event+noun,23,mix_over_time,Mix shifting over time,22,1,ready
registration,event+noun,23,code_concentration,Does one category dominate,23,0,ready
registration,event+noun,23,total_money,Total dollars,4,19,ready
registration,event+noun,23,typical_money,Typical dollar size (median),4,19,ready
registration,event+noun,23,money_distribution,Dollar distribution,4,19,ready
registration,event+noun,23,money_top_share,Top 1% share of dollars,4,19,ready
registration,event+noun,23,round_numbers,Suspiciously round amounts,4,19,ready
registration,event+noun,23,size_distribution,Size distribution,5,18,ready
registration,event+noun,23,per_noun_rate,Events per noun (the core ratio),23,0,ready
registration,event+noun,23,zero_nouns,Nouns with zero events (never touched),23,0,ready
registration,event+noun,23,repeaters,Repeat offenders / heaviest nouns,23,0,ready
registration,event+noun,23,noun_concentration,Top 1% of nouns' share of events,23,0,ready
registration,event+noun,23,per_person,Per person served,9,14,ready
registration,event+noun,23,flag_rates,Yes/no flag rates,5,18,ready
registry,noun,15,how_many,How many are there,15,0,ready
registry,noun,15,row_count_vs_published,Rows held vs publisher total,15,0,ready
registry,noun,15,freshness,How fresh is it (last load),15,0,ready
registry,noun,15,grain_integrity,Is one row really one thing (dup check),15,0,ready
registry,noun,15,id_integrity,Are the IDs real (distinct/sentinel check),15,0,ready
registry,noun,15,rank_in_family,Rank among peers in its family,15,0,ready
registry,noun,15,share_of_family,Share of its family,15,0,ready
registry,noun,15,by_time,Over time,10,5,ready
registry,noun,15,first_last,Earliest and latest,10,5,ready
registry,noun,15,gaps,Missing periods in the record,10,5,ready
registry,noun,15,seasonality,By month / day-of-week,10,5,ready
registry,noun,15,births,New ones per period (first seen),10,5,ready
registry,noun,15,deaths,Disappeared per period (last seen),10,5,ready
registry,noun,15,age_distribution,How old the living ones are,10,5,ready
registry,noun,15,by_state,By state,11,4,ready
registry,noun,15,by_county_city,By county / city / zip,11,4,ready
registry,noun,15,map_points,On a map (points),7,8,ready
registry,noun,15,geo_concentration,Geographic concentration,11,4,ready
registry,noun,15,mix_by_code,Mix by type/status/category,12,3,ready
registry,noun,15,mix_over_time,Mix shifting over time,7,8,ready
registry,noun,15,code_concentration,Does one category dominate,12,3,ready
registry,noun,15,total_money,Total dollars,0,15,hole
registry,noun,15,typical_money,Typical dollar size (median),0,15,hole
registry,noun,15,money_distribution,Dollar distribution,0,15,hole
registry,noun,15,money_top_share,Top 1% share of dollars,0,15,hole
registry,noun,15,round_numbers,Suspiciously round amounts,0,15,hole
registry,noun,15,size_distribution,Size distribution,4,11,ready
registry,noun,15,per_person,Per person served,0,15,hole
registry,noun,15,flag_rates,Yes/no flag rates,3,12,ready
role,link,30,how_many,How many are there,30,0,ready
role,link,30,row_count_vs_published,Rows held vs publisher total,30,0,ready
role,link,30,freshness,How fresh is it (last load),30,0,ready
role,link,30,grain_integrity,Is one row really one thing (dup check),29,1,ready
role,link,30,id_integrity,Are the IDs real (distinct/sentinel check),22,8,ready
role,link,30,rank_in_family,Rank among peers in its family,30,0,ready
role,link,30,share_of_family,Share of its family,30,0,ready
role,link,30,by_time,Over time,18,12,ready
role,link,30,first_last,Earliest and latest,18,12,ready
role,link,30,gaps,Missing periods in the record,18,12,ready
role,link,30,seasonality,By month / day-of-week,18,12,ready
role,link,30,by_state,By state,13,17,ready
role,link,30,by_county_city,By county / city / zip,13,17,ready
role,link,30,map_points,On a map (points),2,28,ready
role,link,30,geo_concentration,Geographic concentration,13,17,ready
role,link,30,mix_by_code,Mix by type/status/category,10,20,ready
role,link,30,mix_over_time,Mix shifting over time,6,24,ready
role,link,30,code_concentration,Does one category dominate,10,20,ready
role,link,30,total_money,Total dollars,2,28,ready
role,link,30,typical_money,Typical dollar size (median),2,28,ready
role,link,30,money_distribution,Dollar distribution,2,28,ready
role,link,30,money_top_share,Top 1% share of dollars,2,28,ready
role,link,30,round_numbers,Suspiciously round amounts,2,28,ready
role,link,30,size_distribution,Size distribution,8,22,ready
role,link,30,per_person,Per person served,0,30,hole
role,link,30,flag_rates,Yes/no flag rates,4,26,ready
role,link,30,degree_out,Connections per left noun,30,0,ready
role,link,30,degree_in,Connections per right noun,30,0,ready
role,link,30,multiplicity,One-to-one or many-to-many,30,0,ready
trade,event,17,how_many,How many are there,17,0,ready
trade,event,17,row_count_vs_published,Rows held vs publisher total,17,0,ready
trade,event,17,freshness,How fresh is it (last load),17,0,ready
trade,event,17,grain_integrity,Is one row really one thing (dup check),13,4,ready
trade,event,17,id_integrity,Are the IDs real (distinct/sentinel check),15,2,ready
trade,event,17,rank_in_family,Rank among peers in its family,17,0,ready
trade,event,17,share_of_family,Share of its family,17,0,ready
trade,event,17,by_time,Over time,17,0,ready
trade,event,17,first_last,Earliest and latest,17,0,ready
trade,event,17,gaps,Missing periods in the record,17,0,ready
trade,event,17,seasonality,By month / day-of-week,17,0,ready
trade,event,17,by_state,By state,12,5,ready
trade,event,17,by_county_city,By county / city / zip,12,5,ready
trade,event,17,map_points,On a map (points),0,17,hole
trade,event,17,geo_concentration,Geographic concentration,12,5,ready
trade,event,17,mix_by_code,Mix by type/status/category,16,1,ready
trade,event,17,mix_over_time,Mix shifting over time,16,1,ready
trade,event,17,code_concentration,Does one category dominate,16,1,ready
trade,event,17,total_money,Total dollars,14,3,ready
trade,event,17,typical_money,Typical dollar size (median),14,3,ready
trade,event,17,money_distribution,Dollar distribution,14,3,ready
trade,event,17,money_top_share,Top 1% share of dollars,14,3,ready
trade,event,17,round_numbers,Suspiciously round amounts,14,3,ready
trade,event,17,size_distribution,Size distribution,12,5,ready
trade,event,17,per_noun_rate,Events per noun (the core ratio),15,2,ready
trade,event,17,zero_nouns,Nouns with zero events (never touched),15,2,ready
trade,event,17,repeaters,Repeat offenders / heaviest nouns,15,2,ready
trade,event,17,noun_concentration,Top 1% of nouns' share of events,15,2,ready
trade,event,17,per_person,Per person served,5,12,ready
trade,event,17,flag_rates,Yes/no flag rates,2,15,ready
unresolved,event,235,how_many,How many are there,235,0,ready
unresolved,event,235,row_count_vs_published,Rows held vs publisher total,235,0,ready
unresolved,event,235,freshness,How fresh is it (last load),235,0,ready
unresolved,event,235,grain_integrity,Is one row really one thing (dup check),204,31,ready
unresolved,event,235,id_integrity,Are the IDs real (distinct/sentinel check),194,41,ready
unresolved,event,235,rank_in_family,Rank among peers in its family,235,0,ready
unresolved,event,235,share_of_family,Share of its family,235,0,ready
unresolved,event,235,by_time,Over time,208,27,ready
unresolved,event,235,first_last,Earliest and latest,208,27,ready
unresolved,event,235,gaps,Missing periods in the record,208,27,ready
unresolved,event,235,seasonality,By month / day-of-week,208,27,ready
unresolved,event,235,births,New ones per period (first seen),0,20,hole
unresolved,event,235,deaths,Disappeared per period (last seen),0,20,hole
unresolved,event,235,age_distribution,How old the living ones are,0,20,hole
unresolved,event,235,by_state,By state,146,89,ready
unresolved,event,235,by_county_city,By county / city / zip,146,89,ready
unresolved,event,235,map_points,On a map (points),37,198,ready
unresolved,event,235,geo_concentration,Geographic concentration,146,89,ready
unresolved,event,235,mix_by_code,Mix by type/status/category,162,73,ready
unresolved,event,235,mix_over_time,Mix shifting over time,152,83,ready
unresolved,event,235,code_concentration,Does one category dominate,162,73,ready
unresolved,event,235,total_money,Total dollars,33,202,ready
unresolved,event,235,typical_money,Typical dollar size (median),33,202,ready
unresolved,event,235,money_distribution,Dollar distribution,33,202,ready
unresolved,event,235,money_top_share,Top 1% share of dollars,33,202,ready
unresolved,event,235,round_numbers,Suspiciously round amounts,33,202,ready
unresolved,event,235,size_distribution,Size distribution,83,152,ready
unresolved,event,235,per_noun_rate,Events per noun (the core ratio),168,35,ready
unresolved,event,235,zero_nouns,Nouns with zero events (never touched),168,35,ready
unresolved,event,235,repeaters,Repeat offenders / heaviest nouns,168,35,ready
unresolved,event,235,noun_concentration,Top 1% of nouns' share of events,168,35,ready
unresolved,event,235,per_person,Per person served,27,208,ready
unresolved,event,235,flag_rates,Yes/no flag rates,35,200,ready
unresolved,event,235,degree_out,Connections per left noun,12,0,ready
unresolved,event,235,degree_in,Connections per right noun,12,0,ready
unresolved,event,235,multiplicity,One-to-one or many-to-many,12,0,ready
violation,event,14,how_many,How many are there,14,0,ready
violation,event,14,row_count_vs_published,Rows held vs publisher total,14,0,ready
violation,event,14,freshness,How fresh is it (last load),14,0,ready
violation,event,14,grain_integrity,Is one row really one thing (dup check),12,2,ready
violation,event,14,id_integrity,Are the IDs real (distinct/sentinel check),14,0,ready
violation,event,14,rank_in_family,Rank among peers in its family,14,0,ready
violation,event,14,share_of_family,Share of its family,14,0,ready
violation,event,14,by_time,Over time,14,0,ready
violation,event,14,first_last,Earliest and latest,14,0,ready
violation,event,14,gaps,Missing periods in the record,14,0,ready
violation,event,14,seasonality,By month / day-of-week,14,0,ready
violation,event,14,by_state,By state,7,7,ready
violation,event,14,by_county_city,By county / city / zip,7,7,ready
violation,event,14,map_points,On a map (points),1,13,ready
violation,event,14,geo_concentration,Geographic concentration,7,7,ready
violation,event,14,mix_by_code,Mix by type/status/category,14,0,ready
violation,event,14,mix_over_time,Mix shifting over time,14,0,ready
violation,event,14,code_concentration,Does one category dominate,14,0,ready
violation,event,14,total_money,Total dollars,3,11,ready
violation,event,14,typical_money,Typical dollar size (median),3,11,ready
violation,event,14,money_distribution,Dollar distribution,3,11,ready
violation,event,14,money_top_share,Top 1% share of dollars,3,11,ready
violation,event,14,round_numbers,Suspiciously round amounts,3,11,ready
violation,event,14,size_distribution,Size distribution,3,11,ready
violation,event,14,per_noun_rate,Events per noun (the core ratio),14,0,ready
violation,event,14,zero_nouns,Nouns with zero events (never touched),14,0,ready
violation,event,14,repeaters,Repeat offenders / heaviest nouns,14,0,ready
violation,event,14,noun_concentration,Top 1% of nouns' share of events,14,0,ready
violation,event,14,per_person,Per person served,0,14,hole
violation,event,14,flag_rates,Yes/no flag rates,4,10,ready
vote,event,9,how_many,How many are there,9,0,ready
vote,event,9,row_count_vs_published,Rows held vs publisher total,9,0,ready
vote,event,9,freshness,How fresh is it (last load),9,0,ready
vote,event,9,grain_integrity,Is one row really one thing (dup check),6,3,ready
vote,event,9,id_integrity,Are the IDs real (distinct/sentinel check),8,1,ready
vote,event,9,rank_in_family,Rank among peers in its family,9,0,ready
vote,event,9,share_of_family,Share of its family,9,0,ready
vote,event,9,by_time,Over time,6,3,ready
vote,event,9,first_last,Earliest and latest,6,3,ready
vote,event,9,gaps,Missing periods in the record,6,3,ready
vote,event,9,seasonality,By month / day-of-week,6,3,ready
vote,event,9,by_state,By state,0,9,hole
vote,event,9,by_county_city,By county / city / zip,0,9,hole
vote,event,9,map_points,On a map (points),0,9,hole
vote,event,9,geo_concentration,Geographic concentration,0,9,hole
vote,event,9,mix_by_code,Mix by type/status/category,4,5,ready
vote,event,9,mix_over_time,Mix shifting over time,1,8,ready
vote,event,9,code_concentration,Does one category dominate,4,5,ready
vote,event,9,total_money,Total dollars,0,9,hole
vote,event,9,typical_money,Typical dollar size (median),0,9,hole
vote,event,9,money_distribution,Dollar distribution,0,9,hole
vote,event,9,money_top_share,Top 1% share of dollars,0,9,hole
vote,event,9,round_numbers,Suspiciously round amounts,0,9,hole
vote,event,9,size_distribution,Size distribution,5,4,ready
vote,event,9,per_noun_rate,Events per noun (the core ratio),8,1,ready
vote,event,9,zero_nouns,Nouns with zero events (never touched),8,1,ready
vote,event,9,repeaters,Repeat offenders / heaviest nouns,8,1,ready
vote,event,9,noun_concentration,Top 1% of nouns' share of events,8,1,ready
vote,event,9,per_person,Per person served,0,9,hole
vote,event,9,flag_rates,Yes/no flag rates,1,8,ready
