-- S02 IRS SOI: rows by tax year and income bracket, state-total ZIPs (00000/99999), numeric parse failures, sums
TAX_YEAR | AGI_STUB | N | ZIPS | STATES | DSN | Z00000 | Z99999 | ZLEN_BAD | BAD_N | RET | WAGES_K | N_EITC | EITC_K | PREP | RAL | RAC | VITA | ELDERLY | DUP_KEYS
2016 | 1 | 29974 | 29874 | 51 | 1 | 0 | 51 | 2375 | 0 | 105965000.0 | 1025117680.0 | 37957210.0 | 97630324.0 | 52111340.0 | 2154780.0 | 18626760.0 | 3955600.0 | 20647420.0 | 0
2016 | 2 | 29974 | 29874 | 51 | 1 | 0 | 51 | 2375 | 0 | 70921340.0 | 2116809458.0 | 16105630.0 | 33933988.0 | 36094650.0 | 1012070.0 | 12727370.0 | 1769790.0 | 14471910.0 | 0
2016 | 3 | 29970 | 29870 | 51 | 1 | 0 | 51 | 2375 | 0 | 40358910.0 | 1928837286.0 | 64600.0 | 22216.0 | 22214550.0 | 73660.0 | 4873930.0 | 420960.0 | 11012910.0 | 0
2016 | 4 | 29944 | 29844 | 51 | 1 | 0 | 51 | 2373 | 0 | 26015200.0 | 1698374924.0 | 0.0 | 0.0 | 14802700.0 | 2310.0 | 2242520.0 | 85800.0 | 7905830.0 | 0
2016 | 5 | 29960 | 29860 | 51 | 1 | 0 | 51 | 2375 | 0 | 37339620.0 | 3808189314.0 | 0.0 | 0.0 | 21958020.0 | 100.0 | 1895000.0 | 21820.0 | 11181080.0 | 0
2016 | 6 | 29974 | 29874 | 51 | 1 | 0 | 51 | 2375 | 0 | 13528990.0 | 3626197128.0 | 0.0 | 0.0 | 9719840.0 | 0.0 | 93300.0 | 40.0 | 3966670.0 | 0
2016 |  | 179796 | 29874 | 51 | 1 | 0 | 306 | 14248 | 0 | 294129060.0 | 14203525790.0 | 54127440.0 | 131586528.0 | 156901100.0 | 3242920.0 | 40458880.0 | 6254010.0 | 69185820.0 | 0
 |  | 179796 | 29874 | 51 | 1 | 0 | 306 | 14248 | 0 | 294129060.0 | 14203525790.0 | 54127440.0 | 131586528.0 | 156901100.0 | 3242920.0 | 40458880.0 | 6254010.0 | 69185820.0 | 0
(8 rows; csv has all)
