schema,table,column,should_be,table_row_count,n_nonempty,n_double,n_date,n_ts_tz,fixed_width,has_leading_zero,error
FINDINGS,EXCLUDED_PROVIDER_AT_FACILITY,EXCLUSION_DATE,date,,28,28,28,28,1,0,
FINDINGS,REVOKED_BUT_DEDUCTIBLE,REVOCATION_DATE,date,,22512,0,22512,22512,1,0,
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,REGISTRATION_NUMBER,number,48104,48104,48103,48104,48104,0,1,
HEALTH,HEALTH__FED_CDC_NNDSS_WEEKLY_2024,CUMULATIVE_YTD_CURRENT_MMWR_YEAR,date,1932840,654814,654814,654814,654814,0,0,
HEALTH,HEALTH__FED_CDC_NNDSS_WEEKLY_2024,CUMULATIVE_YTD_PREVIOUS_MMWR_YEAR,date,1932840,705658,705658,705658,705658,0,0,
HEALTH,HEALTH__FED_CDC_NNDSS_WEEKLY_2024,CURRENT_MMWR_YEAR,date,1932840,1932840,1932840,1932840,1932840,1,0,
HEALTH,HEALTH__FED_CDC_NNDSS_WEEKLY_2024,REPORTING_AREA,number,1932840,1932840,0,0,0,0,0,
HEALTH,HEALTH__FED_CDC_SUICIDE_RATES,AGE_NUM,number,6390,6390,6390,5210,5210,0,1624,
HEALTH,HEALTH__FED_CDC_SUICIDE_RATES,UNIT_NUM,number,6390,6390,6390,6390,6390,1,0,
HEALTH,HEALTH__FED_CDC_SUICIDE_RATES,YEAR_NUM,number,6390,6390,6390,6390,6390,0,0,
HEALTH,HEALTH__FED_CLINICALTRIALS,MAXIMUM_AGE,number,500,261,0,0,0,0,0,
HEALTH,HEALTH__FED_CLINICALTRIALS,MINIMUM_AGE,number,500,467,0,0,0,0,2,
HEALTH,HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY,TOTAL_RESIDENTS,number,31403215,31403215,4283881,4283881,4283881,0,0,
HEALTH,HEALTH__FED_CMS_HCRIS,RPT_REC_NUM,number,6103,6103,6103,6103,6103,1,0,
HEALTH,HEALTH__FED_CMS_HOME_HEALTH,HOW_MUCH_MEDICARE_SPENDS_ON_AN_EPISODE_OF_CARE_AT_THIS_AGENCY_COMPARED_TO_MEDICARE_SPENDING_ACROSS_ALL_AGENCIES_NATIONALLY,number,12392,12392,8651,0,0,0,4992,
HEALTH,HEALTH__FED_CMS_HOME_HEALTH,NO_OF_EPISODES_TO_CALC_HOW_MUCH_MEDICARE_SPENDS_PER_EPISODE_OF_CARE_AT_AGENCY_COMPARED_TO_SPENDING_AT_ALL_AGENCIES_NATIONAL,number,12392,12392,7409,7409,7409,0,0,
HEALTH,HEALTH__FED_CMS_HPT_MRF,DE_IDENTIFIED_MAX_NEGOTIATED_CHARGE,number,1,0,0,0,0,0,0,
HEALTH,HEALTH__FED_CMS_HPT_MRF,DE_IDENTIFIED_MIN_NEGOTIATED_CHARGE,number,1,0,0,0,0,0,0,
HEALTH,HEALTH__FED_CMS_HPT_MRF,GROSS_CHARGE,number,1,0,0,0,0,0,0,
HEALTH,HEALTH__FED_CMS_HPT_MRF,PAYER_SPECIFIC_NEGOTIATED_CHARGE_ALGORITHM,number,1,0,0,0,0,0,0,
HEALTH,HEALTH__FED_CMS_HPT_MRF,PAYER_SPECIFIC_NEGOTIATED_CHARGE_DOLLAR,number,1,0,0,0,0,0,0,
HEALTH,HEALTH__FED_CMS_HPT_MRF,STANDARD_CHARGE_METHOD,number,1,0,0,0,0,0,0,
HEALTH,HEALTH__FED_CMS_MEDICARE_DIALYSIS_FACILITIES,MEASURE_SCORE,number,12456456,12456456,12456456,5102630,5102630,0,2779821,
HEALTH,HEALTH__FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_REFER,BENE_AVG_AGE,number,381228,381228,381228,54475,54475,0,0,
HEALTH,HEALTH__FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_REFER,BENE_AVG_RISK_SCRE,number,381228,381227,381227,37,37,0,40274,
HEALTH,HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER,BENE_AVG_AGE,number,3044,3044,3044,7,7,0,0,
HEALTH,HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER,BENE_AVG_RISK_SCRE,number,3044,3044,3044,0,0,0,46,
HEALTH,HEALTH__FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER,BENE_AVG_AGE,number,1296739,1296739,1296739,1296739,1296739,0,0,
HEALTH,HEALTH__FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER,BENE_AVG_RISK_SCRE,number,1296739,1296739,1296739,205,205,0,275992,
HEALTH,HEALTH__FED_CMS_MEDICARE_PROVIDER,BENE_AVG_AGE,number,1296739,1296739,1296739,1296739,1296739,0,0,
HEALTH,HEALTH__FED_CMS_MEDICARE_PROVIDER,BENE_AVG_RISK_SCRE,number,1296739,1296739,1296739,205,205,0,275992,
HEALTH,HEALTH__FED_CMS_NURSING_HOME_PENALTIES,PAYMENT_DENIAL_LENGTH_IN_DAYS,number,16180,2470,2470,2470,2470,0,0,
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS,DATE_OF_PAYMENT,number,15385047,15385047,0,15385047,15385047,1,11766621,
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS,FORM_OF_PAYMENT_OR_TRANSFER_OF_VALUE,number,15385047,15385047,0,0,0,0,0,
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS,NATURE_OF_PAYMENT_OR_TRANSFER_OF_VALUE,number,15385047,15385047,0,0,0,0,0,
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS,PROGRAM_YEAR,date,15385047,15385047,15385047,15385047,15385047,1,0,
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS,TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS,number,15385047,15385047,15385047,0,0,0,81155,
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2022,DATE_OF_PAYMENT,number,13250000,13250000,0,13250000,13250000,1,10010237,
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2022,FORM_OF_PAYMENT_OR_TRANSFER_OF_VALUE,number,13250000,13250000,0,0,0,0,0,
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2022,NATURE_OF_PAYMENT_OR_TRANSFER_OF_VALUE,number,13250000,13250000,0,0,0,0,0,
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2022,PROGRAM_YEAR,date,13250000,13250000,13250000,13250000,13250000,1,0,
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2022,TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS,number,13250000,13250000,13250000,0,0,0,74943,
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2023,DATE_OF_PAYMENT,number,14700786,14700786,0,14700786,14700786,1,11120084,
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2023,FORM_OF_PAYMENT_OR_TRANSFER_OF_VALUE,number,14700786,14700786,0,0,0,0,0,
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2023,NATURE_OF_PAYMENT_OR_TRANSFER_OF_VALUE,number,14700786,14700786,0,0,0,0,0,
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2023,PROGRAM_YEAR,date,14700786,14700786,14700786,14700786,14700786,1,0,
HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2023,TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS,number,14700786,14700786,14700786,0,0,0,84572,
HEALTH,HEALTH__FED_CMS_PART_D_PRESCRIBERS,BENE_AVG_AGE,number,1416883,1416883,1416883,63729,63729,0,0,
HEALTH,HEALTH__FED_CMS_PART_D_PRESCRIBERS,BENE_AVG_RISK_SCRE,number,1416883,1416882,1416882,30,30,0,246667,
HEALTH,HEALTH__FED_CMS_PART_D_PRESCRIBERS,OPIOID_LA_PRSCRBR_RATE,number,1416883,369838,369838,304446,304446,0,302322,
HEALTH,HEALTH__FED_CMS_PART_D_PRESCRIBERS,OPIOID_PRSCRBR_RATE,number,1416883,1066467,1066467,615438,615438,0,649887,
HEALTH,HEALTH__FED_CMS_POS_OTHER,ACRDTN_EFCTV_DT,date,44429,7947,7947,7947,7947,1,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,ACRDTN_EXPRTN_DT,date,44429,6361,6361,6361,6361,1,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,ASC_BGN_SRVC_DT,date,44429,0,0,0,0,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,CHOW_DT,date,44429,4757,4757,4757,4757,1,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,CHOW_PRIOR_DT,date,44429,2967,2967,2967,2967,1,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,CRTFCTN_DT,date,44429,44427,44427,44427,44427,1,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,ESRD_NTWRK_NUM,number,44429,0,0,0,0,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,FAX_PHNE_NUM,number,44429,5751,5751,5751,5751,1,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,FQHC_APPROVED_RHC_PROVIDER_NUM,number,44429,224,224,224,224,1,66,
HEALTH,HEALTH__FED_CMS_POS_OTHER,MDCD_VNDR_NUM,number,44429,4709,3646,3645,3645,0,919,
HEALTH,HEALTH__FED_CMS_POS_OTHER,MEDICARE_HOSPICE_PROVIDER_NUM,number,44429,0,0,0,0,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,NCRY_PRVDR_DSGNTD_DT,date,44429,187,187,187,187,1,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,NCRY_PRVDR_LOST_DT,date,44429,0,0,0,0,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,ORGNL_PRTCPTN_DT,date,44429,44429,44429,44429,44429,1,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,PHNE_NUM,number,44429,43898,43898,43898,43898,1,12,
HEALTH,HEALTH__FED_CMS_POS_OTHER,PSYCH_UNIT_EFCTV_DT,date,44429,2439,2439,2439,2439,1,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,PSYCH_UNIT_TRMNTN_DT,date,44429,1307,1307,1307,1307,1,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,REHAB_UNIT_EFCTV_DT,date,44429,1647,1647,1647,1647,1,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,REHAB_UNIT_TRMNTN_DT,date,44429,695,695,695,695,1,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,TCHNCL_STF_NUM,number,44429,0,0,0,0,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,TRMNTN_EXPRTN_DT,date,44429,18179,18179,18179,18179,1,0,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,ALLOWED_CHARGES,number,503917,503917,503917,0,0,0,0,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,COST_MEASURE_ID_10,number,503917,170008,0,0,0,0,0,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,COST_MEASURE_ID_21,number,503917,104940,0,0,0,0,0,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,COST_MEASURE_ID_22,number,503917,101389,0,0,0,0,0,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,COST_MEASURE_ID_24,number,503917,92345,0,0,0,0,0,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,COST_MEASURE_ID_4,number,503917,236099,0,0,0,0,0,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,COST_MEASURE_ID_5,number,503917,224518,0,0,0,0,0,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,FINAL_SCORE,number,503917,503917,503917,0,0,0,5542,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,IA_MEASURE_SCORE_1,number,503917,370128,370128,370128,370128,1,0,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,IA_MEASURE_SCORE_2,number,503917,255144,255144,255144,255144,1,0,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,IA_MEASURE_SCORE_3,number,503917,130981,130981,130981,130981,1,0,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,IA_MEASURE_SCORE_4,number,503917,51795,51795,51795,51795,1,0,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,IMPROVEMENT_ACTIVITIES_IA_CATEGORY_SCORE,number,503917,503917,503917,503917,503917,0,41907,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,IMPROVEMENT_ACTIVITIES_IA_CATEGORY_WEIGHT,number,503917,503917,503917,0,0,1,503917,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_1,number,503917,268662,268662,268662,268662,0,1832,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_10,number,503917,215441,215441,215441,215441,1,215441,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_11,number,503917,191065,191065,191065,191065,1,191065,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_12,number,503917,123465,123465,123465,123465,1,123465,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_13,number,503917,93773,93773,93773,93773,1,93773,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_14,number,503917,49472,49472,49472,49472,1,49472,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_15,number,503917,20248,20248,20248,20248,1,20248,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_16,number,503917,3668,3668,3668,3668,1,3668,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_17,number,503917,825,825,825,825,1,825,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_18,number,503917,783,783,783,783,1,783,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_19,number,503917,714,714,714,714,1,714,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_2,number,503917,268662,268662,268662,268662,0,3656,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_20,number,503917,1,1,1,1,1,1,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_3,number,503917,268662,268662,268662,268662,0,6951,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_4,number,503917,268518,268518,268518,268518,0,10591,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_5,number,503917,268451,268451,268451,268451,0,20145,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_6,number,503917,268448,268448,268448,268448,0,40826,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_7,number,503917,263773,263773,263773,263773,0,100605,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_8,number,503917,258193,258193,258193,258193,1,247610,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_9,number,503917,244140,244140,244140,244140,1,244140,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PROMOTING_INTEROPERABILITY_PI_CATEGORY_SCORE,number,503917,503917,503917,0,0,0,150459,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PROMOTING_INTEROPERABILITY_PI_CATEGORY_WEIGHT,number,503917,503917,503917,0,0,1,503917,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_CATEGORY_SCORE,number,503917,503917,503917,0,0,0,39691,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_CATEGORY_WEIGHT,number,503917,503917,503917,0,0,1,503916,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_IMPROVEMENT_SCORE,number,503917,503917,503917,0,0,0,448744,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_MEASURE_SCORE_1,number,503917,468264,468264,0,0,0,146,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_MEASURE_SCORE_10,number,503917,192058,192058,0,0,1,43854,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_MEASURE_SCORE_11,number,503917,90257,90257,0,0,1,0,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_MEASURE_SCORE_2,number,503917,459313,459313,0,0,0,280,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_MEASURE_SCORE_3,number,503917,449417,449417,0,0,0,1065,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_MEASURE_SCORE_4,number,503917,443331,443331,0,0,0,1353,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_MEASURE_SCORE_5,number,503917,434534,434534,0,0,0,1165,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_MEASURE_SCORE_6,number,503917,423999,423999,0,0,0,10571,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_MEASURE_SCORE_7,number,503917,319321,319321,0,0,0,5675,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_MEASURE_SCORE_8,number,503917,281617,281617,0,0,0,9694,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_MEASURE_SCORE_9,number,503917,246226,246226,0,0,1,16917,
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,RECEIVED_FACILITY_SCORE,number,503917,503917,0,0,0,0,0,
HEALTH,HEALTH__FED_FDA_DEVICE_CLASSIFICATION,REGISTRATION_NUMBER_LIST,number,7085,5508,586,586,586,0,0,
HEALTH,HEALTH__FED_FDA_DEVICE_ENFORCEMENT,PRODUCT_QUANTITY,number,39635,38774,7198,7191,7191,0,186,
HEALTH,HEALTH__FED_FDA_DEVICE_ENFORCEMENT,REGISTRATION_NUMBER_LIST,number,39635,0,0,0,0,0,0,
HEALTH,HEALTH__FED_FDA_DRUG_ENFORCEMENT,PRODUCT_QUANTITY,number,17816,17291,349,349,349,0,5,
HEALTH,HEALTH__FED_FDA_ESTABLISHMENT_REG,REGISTRATION_NUMBER,number,263374,262776,262776,262776,262776,0,0,
HEALTH,HEALTH__FED_FDA_ESTABLISHMENT_REG,REG_EXPIRY_DATE_YEAR,date,263374,263374,263374,263374,263374,1,0,
HEALTH,HEALTH__FED_FDA_FAERS_DEMO,DEATH_DT,date,5811086,233264,0,0,0,1,0,
HEALTH,HEALTH__FED_FDA_FAERS_DEMO,EVENT_DT,date,5811086,4899585,4899585,4899585,4899585,0,10,
HEALTH,HEALTH__FED_FDA_FAERS_DEMO,FDA_DT,date,5811086,5811086,1534886,1534886,1534886,0,0,
HEALTH,HEALTH__FED_FDA_FAERS_DEMO,INIT_FDA_DT,date,5811086,1534886,1534886,1534886,1534886,1,0,
HEALTH,HEALTH__FED_FDA_FAERS_DEMO,MFR_DT,date,5811086,5755807,5755807,5755807,5755807,0,3,
HEALTH,HEALTH__FED_FDA_FAERS_DEMO,MFR_NUM,number,5811086,5523082,26363,26364,26364,0,31156,
HEALTH,HEALTH__FED_FDA_FAERS_DEMO,REPT_DT,date,5811086,5273782,1530533,1530533,1530533,0,29,
HEALTH,HEALTH__FED_FDA_FAERS_DRUG,EXP_DT,date,,3641576,3640925,3640925,3640925,0,2621332,
HEALTH,HEALTH__FED_FDA_FAERS_DRUG,LOT_NUM,number,,717696,234170,233859,233859,0,7574,
HEALTH,HEALTH__FED_FDA_FAERS_DRUG,NDA_NUM,number,,1840409,1840407,1840382,1840382,0,1091783,
HEALTH,HEALTH__FED_FDA_PURPLE_BOOK,ROUTE_OF_ADMINISTRATION,number,2228,2220,0,0,0,0,0,
HEALTH,HEALTH__FED_HHS_OIG_LEIE,EXCLUSION_DATE,date,83369,83369,83369,83369,83369,1,0,
HEALTH,HEALTH__FED_HRSA_HPSA_PRIMARY_CARE,FORMAL_RATIO,number,79158,62545,0,0,0,0,3758,
HEALTH,HEALTH__FED_HRSA_HPSA_PRIMARY_CARE,PROVIDER_RATIO_GOAL,number,79158,72335,0,0,0,1,0,
HEALTH,HEALTH__FED_HRSA_HPSA_PRIMARY_CARE,WITHDRAWN_DATE_STRING,date,79158,48511,0,0,0,1,0,
HEALTH,HEALTH__FED_HRSA_NPDB,PAYMENT_NUMBER,number,1911185,532693,0,0,0,1,0,
HEALTH,HEALTH__FED_NURSINGHOME411,EXPECTED_NURSE_AIDE_STAFFING_HOURS_PER_RESIDENT_DAY,number,14713,14365,14365,0,0,0,0,
HEALTH,HEALTH__FED_NURSINGHOME411,EXPECTED_RN_STAFFING_HOURS_PER_RESIDENT_PER_DAY,number,14713,14365,14365,0,0,0,8916,
HEALTH,HEALTH__FED_NURSINGHOME411,REGISTERED_NURSE_HOURS_PER_RESIDENT_PER_DAY_ON_THE_WEEKEND,number,14713,14366,14366,10,10,0,13529,
HEALTH,HEALTH__FED_NURSINGHOME411,REPORTED_LICENSED_STAFFING_HOURS_PER_RESIDENT_PER_DAY,number,14713,14366,14366,1,1,0,784,
HEALTH,HEALTH__FED_NURSINGHOME411,REPORTED_LPN_STAFFING_HOURS_PER_RESIDENT_PER_DAY,number,14713,14366,14366,44,44,0,9811,
HEALTH,HEALTH__FED_NURSINGHOME411,REPORTED_NURSE_AIDE_STAFFING_HOURS_PER_RESIDENT_PER_DAY,number,14713,14366,14366,9,9,0,56,
HEALTH,HEALTH__FED_NURSINGHOME411,REPORTED_PHYSICAL_THERAPIST_STAFFING_HOURS_PER_RESIDENT_PER_DAY,number,14713,14363,14363,835,835,0,14339,
HEALTH,HEALTH__FED_NURSINGHOME411,REPORTED_RN_STAFFING_HOURS_PER_RESIDENT_PER_DAY,number,14713,14366,14366,4,4,0,12315,
HEALTH,HEALTH__XC_GUTTMACHER_MONTHLY_ABORTION,MEDIAN,number,2040,2040,2040,2040,2040,0,24,
HISTORICAL_RECORDS,HISTORICAL_RECORDS__FED_SLAVEVOYAGES_INTRAAMERICAN,DATE_BUY1,date,11521,1,0,1,1,1,0,
HISTORICAL_RECORDS,HISTORICAL_RECORDS__FED_SLAVEVOYAGES_INTRAAMERICAN,DATE_LAND1,date,11521,5597,0,5597,5597,0,0,
HISTORICAL_RECORDS,HISTORICAL_RECORDS__FED_SLAVEVOYAGES_INTRAAMERICAN,DATE_LAND2,date,11521,62,0,62,62,0,0,
HISTORICAL_RECORDS,HISTORICAL_RECORDS__FED_SLAVEVOYAGES_INTRAAMERICAN,DATE_LAND3,date,11521,0,0,0,0,0,0,
HISTORICAL_RECORDS,HISTORICAL_RECORDS__FED_SLAVEVOYAGES_INTRAAMERICAN,DATE_LEFTAFR,date,11521,4109,0,4109,4109,0,0,
HISTORY,HISTORY__FED_DENSHO_DDR,DATE,date,25,0,0,0,0,0,0,
HOUSING,HOUSING__FED_CFPB_HMDA,ACTIVITY_YEAR,date,28301,28301,28301,28301,28301,1,0,
HOUSING,HOUSING__FED_CFPB_HMDA,APPLICANT_AGE,number,28301,28301,4307,4307,4307,0,0,
HOUSING,HOUSING__FED_CFPB_HMDA,BALLOON_PAYMENT,number,28301,28301,28301,28301,28301,0,0,
HOUSING,HOUSING__FED_CFPB_HMDA,CO_APPLICANT_AGE,number,28301,28301,20624,20624,20624,0,0,
HOUSING,HOUSING__FED_CFPB_HMDA,DEBT_TO_INCOME_RATIO,number,28301,17736,7576,7576,7576,0,0,
HOUSING,HOUSING__FED_CFPB_HMDA,DISCOUNT_POINTS,number,28301,7596,7339,157,157,0,2,
HOUSING,HOUSING__FED_CFPB_HMDA,INTEREST_ONLY_PAYMENT,number,28301,28301,28301,28301,28301,0,0,
HOUSING,HOUSING__FED_CFPB_HMDA,INTEREST_RATE,number,28301,19099,18849,126,126,0,100,
HOUSING,HOUSING__FED_CFPB_HMDA,INTRO_RATE_PERIOD,number,28301,6866,6616,6616,6616,0,0,
HOUSING,HOUSING__FED_CFPB_HMDA,LOAN_TO_VALUE_RATIO,number,28301,18138,17888,953,953,0,6,
HOUSING,HOUSING__FED_CFPB_HMDA,ORIGINATION_CHARGES,number,28301,15246,14989,519,519,0,1032,
HOUSING,HOUSING__FED_CFPB_HMDA,PREPAYMENT_PENALTY_TERM,number,28301,1187,937,937,937,0,0,
HOUSING,HOUSING__FED_CFPB_HMDA,TOTAL_LOAN_COSTS,number,28301,15165,14908,74,74,0,283,
HOUSING,HOUSING__FED_CFPB_HMDA,TOTAL_POINTS_AND_FEES,number,28301,288,31,0,0,0,5,
HOUSING,HOUSING__FED_CFPB_HMDA,TOTAL_UNITS,number,28301,28301,28010,28010,28010,0,0,
HOUSING,HOUSING__FED_CFPB_HMDA_DC_ONLY,ACTIVITY_YEAR,date,28301,28301,28301,28301,28301,1,0,
HOUSING,HOUSING__FED_CFPB_HMDA_DC_ONLY,APPLICANT_AGE,number,28301,28301,4307,4307,4307,0,0,
HOUSING,HOUSING__FED_CFPB_HMDA_DC_ONLY,BALLOON_PAYMENT,number,28301,28301,28301,28301,28301,0,0,
HOUSING,HOUSING__FED_CFPB_HMDA_DC_ONLY,CO_APPLICANT_AGE,number,28301,28301,20624,20624,20624,0,0,
HOUSING,HOUSING__FED_CFPB_HMDA_DC_ONLY,FFIEC_MSA_MD_MEDIAN_FAMILY_INCOME,number,28301,28301,28301,28301,28301,0,460,
HOUSING,HOUSING__FED_CFPB_HMDA_DC_ONLY,INTEREST_ONLY_PAYMENT,number,28301,28301,28301,28301,28301,0,0,
