schema,table,column,ruling,reason,n_nonempty,pct_double,pct_date
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_TOTAL_REPORTABLE_SHORT_OTHER,ambiguous_number,both_parse,287053,1.000,1.000
EDUCATION,EDUCATION__FED_ED_EDFACTS,SCHOOL_YEAR,keep_text,empty,0,,
EDUCATION,EDUCATION__FED_FRB_Z1_CSV,DATE_COL,keep_text,low_cast,304,0.000,0.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_ARS,keep_text,id_smell,614078,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_AUD,keep_text,id_smell,614078,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_BGN,keep_text,id_smell,614078,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_BRL,keep_text,id_smell,614078,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_CLP,keep_text,id_smell,614078,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_CZK,keep_text,id_smell,614078,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_DKK,keep_text,id_smell,614078,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_EUR,keep_text,id_smell,614078,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_GBP,ambiguous_number,both_parse,614078,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_HUF,keep_text,id_smell,614078,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_ILS,keep_text,id_smell,614078,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_INR,keep_text,id_smell,614078,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_MXN,keep_text,id_smell,614078,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_NZD,keep_text,id_smell,614078,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_PLN,keep_text,id_smell,614078,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_RON,keep_text,id_smell,614078,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_SEK,keep_text,id_smell,614078,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_TWD,keep_text,id_smell,614078,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_USD,ambiguous_number,both_parse,614078,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_ZAR,keep_text,id_smell,614078,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_ARS,ambiguous_number,both_parse,21211,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_AUD,ambiguous_number,both_parse,21211,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_BGN,keep_text,id_smell,21211,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_BRL,ambiguous_number,both_parse,21211,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_CLP,ambiguous_number,both_parse,21211,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_CZK,keep_text,id_smell,21211,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_DKK,keep_text,id_smell,21211,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_EUR,keep_text,id_smell,21211,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_GBP,ambiguous_number,both_parse,21211,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_HUF,keep_text,id_smell,21211,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_ILS,ambiguous_number,both_parse,21211,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_INR,ambiguous_number,both_parse,21211,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_MXN,ambiguous_number,both_parse,21211,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_NZD,ambiguous_number,both_parse,21211,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_PLN,keep_text,id_smell,21211,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_RON,keep_text,id_smell,21211,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_SEK,keep_text,id_smell,21211,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_TWD,ambiguous_number,both_parse,21211,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_USD,ambiguous_number,both_parse,21211,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_ZAR,ambiguous_number,both_parse,21211,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,TOTAL_CREATIVES,ambiguous_number,both_parse,21211,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_ARS,ambiguous_number,both_parse,298884,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_AUD,ambiguous_number,both_parse,298884,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_BGN,keep_text,id_smell,298884,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_BRL,ambiguous_number,both_parse,298884,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_CLP,ambiguous_number,both_parse,298884,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_CZK,keep_text,id_smell,298884,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_DKK,keep_text,id_smell,298884,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_EUR,keep_text,id_smell,298884,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_GBP,ambiguous_number,both_parse,298884,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_HUF,keep_text,id_smell,298884,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_ILS,ambiguous_number,both_parse,298884,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_INR,ambiguous_number,both_parse,298884,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_MXN,ambiguous_number,both_parse,298884,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_NZD,ambiguous_number,both_parse,298884,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_PLN,keep_text,id_smell,298884,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_RON,keep_text,id_smell,298884,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_SEK,keep_text,id_smell,298884,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_TWD,ambiguous_number,both_parse,298884,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_USD,ambiguous_number,both_parse,298884,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_ZAR,ambiguous_number,both_parse,298884,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,FIRST_SERVED_TIMESTAMP,cast_date,clean,1562870,0.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,LAST_SERVED_TIMESTAMP,cast_date,clean,1562870,0.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_ARS,ambiguous_number,both_parse,1562818,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_AUD,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_BGN,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_BRL,ambiguous_number,both_parse,1562722,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_CLP,ambiguous_number,both_parse,1562859,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_CZK,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_DKK,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_EUR,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_GBP,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_HUF,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_ILS,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_INR,ambiguous_number,both_parse,1562612,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_MXN,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_NZD,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_PLN,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_RON,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_SEK,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_TWD,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_USD,ambiguous_number,both_parse,1562865,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_ZAR,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_ARS,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_AUD,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_BGN,keep_text,id_smell,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_BRL,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_CLP,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_CZK,keep_text,id_smell,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_DKK,keep_text,id_smell,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_EUR,keep_text,id_smell,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_GBP,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_HUF,keep_text,id_smell,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_ILS,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_INR,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_MXN,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_NZD,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_PLN,keep_text,id_smell,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_RON,keep_text,id_smell,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_SEK,keep_text,id_smell,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_TWD,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_USD,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_ZAR,ambiguous_number,both_parse,1562870,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_ARS,ambiguous_number,both_parse,1289,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_AUD,ambiguous_number,both_parse,1289,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_BGN,keep_text,id_smell,1289,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_BRL,ambiguous_number,both_parse,1289,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_CLP,ambiguous_number,both_parse,1289,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_CZK,keep_text,id_smell,1289,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_DKK,keep_text,id_smell,1289,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_EUR,keep_text,id_smell,1289,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_GBP,ambiguous_number,both_parse,1289,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_HUF,keep_text,id_smell,1289,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_ILS,ambiguous_number,both_parse,1289,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_INR,ambiguous_number,both_parse,1289,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_MXN,ambiguous_number,both_parse,1289,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_NZD,ambiguous_number,both_parse,1289,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_PLN,keep_text,id_smell,1289,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_RON,keep_text,id_smell,1289,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_SEK,keep_text,id_smell,1289,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_TWD,ambiguous_number,both_parse,1289,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_USD,ambiguous_number,both_parse,1289,1.000,1.000
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_ZAR,ambiguous_number,both_parse,1289,1.000,1.000
EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,FILING_YEAR,ambiguous_date,both_parse,174871,1.000,1.000
ENERGY,ENERGY__FED_EIA860_1_UTILITY,ASSET_MANAGER_OF_PLANTS_REPORTED_ON_FORM,keep_text,low_cast,1889,0.000,0.000
ENERGY,ENERGY__FED_EIA860_2_PLANT,FERC_COGENERATION_DOCKET_NUMBER,keep_text,low_cast,447,0.011,0.011
ENERGY,ENERGY__FED_EIA860_3_1_GENERATOR,UPRATE_OR_DERATE_COMPLETED_DURING_YEAR,keep_text,low_cast,26855,0.000,0.000
ENERGY,ENERGY__FED_EIA860_3_4_ENERGY_STORAGE,EXCESS_WIND_AND_SOLAR_GENERATION,keep_text,low_cast,343,0.000,0.000
ENERGY,ENERGY__FED_EIA860_3_4_ENERGY_STORAGE,SUPPORT_T_D_ASSET,keep_text,low_cast,776,0.000,0.000
ENERGY,ENERGY__FED_EIA861_RELIABILITY,INACTIVE_ACCOUNTS_INCLUDED,keep_text,low_cast,226,0.000,0.000
ENERGY,ENERGY__FED_EIA861_UTILITY_DATA,ACTIVITY_GENERATION,keep_text,low_cast,501,0.000,0.000
ENVIRONMENT,ENVIRONMENT__FED_EPA_AIR_EMISSIONS_POLL_RPT_COMBINED_EMISSIONS,REPORTING_YEAR,ambiguous_date,both_parse,10411826,1.000,1.000
ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,DATA_YEAR,ambiguous_date,both_parse,11974,1.000,1.000
ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,PLANT_TOTAL_ANNUAL_HEAT_INPUT_MMBTU,cast_double,clean,11363,1.000,0.761
ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,PLANT_TOTAL_OZONE_SEASON_HEAT_INPUT_MMBTU,cast_double,clean,11314,1.000,0.763
ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,PLANT_UNADJUSTED_TOTAL_ANNUAL_HEAT_INPUT_MMBTU,cast_double,clean,11363,1.000,0.788
ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,PLANT_UNADJUSTED_TOTAL_OZONE_SEASON_HEAT_INPUT_MMBTU,cast_double,clean,11362,1.000,0.792
ENVIRONMENT,ENVIRONMENT__FED_EPA_ENVIROFACTS,CREATED_DATE,keep_text,empty,0,,
ENVIRONMENT,ENVIRONMENT__FED_EPA_ENVIROFACTS,LATITUDE,keep_text,empty,0,,
ENVIRONMENT,ENVIRONMENT__FED_EPA_ENVIROFACTS,LONGITUDE,keep_text,empty,0,,
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_VIOLATION_HISTORY,COMP_DETERMINATION_UID,keep_text,low_cast,102037,0.000,0.000
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_104_OFF_SITE_TREATED_TOTAL,cast_double,clean,78647,1.000,0.000
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_106_6_2_TOTAL_TRANSFER,cast_double,clean,78647,1.000,0.000
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_107_TOTAL_RELEASES,cast_double,clean,78647,1.000,0.000
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_16_PARENT_CO_DB_NUM,ambiguous_number,both_parse,53388,1.000,1.000
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_19_FOREIGN_PARENT_CO_DB_NUM,ambiguous_number,both_parse,7408,1.000,1.000
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_1_YEAR,ambiguous_date,both_parse,78647,1.000,1.000
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_36_DOC_CTRL_NUM,ambiguous_number,both_parse,78647,1.000,1.000
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_65_ON_SITE_RELEASE_TOTAL,cast_double,clean,78647,1.000,0.000
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_68_POTW_TOTAL_TRANSFERS,cast_double,clean,78647,1.000,0.000
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_88_OFF_SITE_RELEASE_TOTAL,cast_double,clean,78647,1.000,0.000
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_94_OFF_SITE_RECYCLED_TOTAL,cast_double,clean,78647,1.000,0.000
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,FOREIGN_PARENT_CO_DB_NUM,ambiguous_number,both_parse,1952,1.000,1.000
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,PARENT_CO_DB_NUM,ambiguous_number,both_parse,37485,0.999,0.999
ENVIRONMENT,ENVIRONMENT__FED_NID_DAMS,NID_HEIGHT_CATEGORY,keep_text,low_cast,92766,0.000,0.000
ENVIRONMENT,ENVIRONMENT__FED_NOAA_STORM_EVENTS,TOR_LENGTH,cast_double,clean,42778,1.000,0.160
ENVIRONMENT,ENVIRONMENT__FED_NOAA_STORM_EVENTS,TOR_WIDTH,ambiguous_number,both_parse,42778,1.000,0.997
ENVIRONMENT,ENVIRONMENT__FED_NOAA_WEATHER_API,TIMESTAMP,keep_text,empty,0,,
ENVIRONMENT,ENVIRONMENT__FED_USCG_NRC_INCIDENTS,SRC_YEAR,ambiguous_date,both_parse,1029020,1.000,1.000
ENVIRONMENT,ENVIRONMENT__FED_USGS_WATER,DATETIME,cast_date,clean,6694816,0.000,1.000
ENVIRONMENT,ENVIRONMENT__INTL_GEM_HAZARD,PGA_10PCT_50YR,keep_text,empty,0,,
FINANCE,FINANCE__FED_FEC_COMMITTEE_TO_CANDIDATE,FILE_NUM,ambiguous_number,both_parse,866730,1.000,1.000
FINANCE,FINANCE__FED_FEC_COMMITTEE_TO_CANDIDATE,IMAGE_NUM,ambiguous_number,both_parse,866730,1.000,1.000
FINANCE,FINANCE__FED_FEC_COMMITTEE_TO_CANDIDATE,TRANSACTION_DT,keep_text,id_smell,858211,1.000,1.000
FINANCE,FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES,DISSEM_DT,keep_text,id_smell,206852,0.000,1.000
FINANCE,FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES,EXP_DATE,keep_text,id_smell,193402,0.000,1.000
FINANCE,FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES,FILE_NUM,ambiguous_number,both_parse,261033,1.000,1.000
FINANCE,FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES,IMAGE_NUM,ambiguous_number,both_parse,261033,1.000,1.000
FINANCE,FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES,PREV_FILE_NUM,ambiguous_number,both_parse,39020,1.000,1.000
FINANCE,FINANCE__FED_IRS_SOI,TAX_YEAR,ambiguous_date,both_parse,179796,1.000,1.000
FINANCE,FINANCE__FED_PCAOB_FORM_AP_FILINGS,AUDIT_DUAL_DATE,keep_text,partial_cast,5394,0.000,0.804
FINANCE,FINANCE__FED_PCAOB_FORM_AP_FILINGS,AUDIT_NOT_DIVIDED_PERCENT_INFORMATION,keep_text,low_cast,14026,0.000,0.000
FINANCE,FINANCE__FED_PCAOB_FORM_AP_FILINGS,PARTICIPANT_PERCENTAGE,ambiguous_number,both_parse,3109,1.000,1.000
FINANCE,FINANCE__FED_SEC_13F_SUBMISSIONS,FILING_DATE,keep_text,id_smell,336124,0.000,1.000
FINDINGS,EXCLUDED_PROVIDER_AT_FACILITY,EXCLUSION_DATE,ambiguous_date,both_parse,28,1.000,1.000
FINDINGS,REVOKED_BUT_DEDUCTIBLE,REVOCATION_DATE,cast_date,clean,22512,0.000,1.000
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,REGISTRATION_NUMBER,ambiguous_number,both_parse,48104,1.000,1.000
HEALTH,HEALTH__FED_CDC_NNDSS_WEEKLY_2024,CUMULATIVE_YTD_CURRENT_MMWR_YEAR,ambiguous_date,both_parse,654814,1.000,1.000
HEALTH,HEALTH__FED_CDC_NNDSS_WEEKLY_2024,CUMULATIVE_YTD_PREVIOUS_MMWR_YEAR,ambiguous_date,both_parse,705658,1.000,1.000
