schema,mart_table,column,raw_table,old_verdict,verdict,mart_rows,raw_rows,mart_non_blank,raw_non_blank,raw_top_values
ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,BAMM_USED_DESC,LIBRARY_RAW.LANDING.FED_EPA_GHGRP_FACILITY,raw_also_empty,raw_also_empty,136005,136005,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,BAMM_APPROVED,LIBRARY_RAW.LANDING.FED_EPA_GHGRP_FACILITY,raw_also_empty,raw_also_empty,136005,136005,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,RR_MONITORING_PLAN,LIBRARY_RAW.LANDING.FED_EPA_GHGRP_FACILITY,raw_also_empty,raw_also_empty,136005,136005,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_STACK_TESTS,POLLUTANT_DESCS,LIBRARY_RAW.LANDING.FED_EPA_ICIS_AIR_ICIS_AIR_STACK_TESTS,raw_also_empty,raw_also_empty,620302,620302,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_14_HORIZONTAL_DATUM,LIBRARY_RAW.LANDING.FED_EPA_TRI_BASIC_2023,raw_also_empty,raw_also_empty,78647,78647,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_24_PRIMARY_SIC,LIBRARY_RAW.LANDING.FED_EPA_TRI_BASIC_2023,raw_also_empty,raw_also_empty,78647,78647,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_25_SIC_2,LIBRARY_RAW.LANDING.FED_EPA_TRI_BASIC_2023,raw_also_empty,raw_also_empty,78647,78647,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_26_SIC_3,LIBRARY_RAW.LANDING.FED_EPA_TRI_BASIC_2023,raw_also_empty,raw_also_empty,78647,78647,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_27_SIC_4,LIBRARY_RAW.LANDING.FED_EPA_TRI_BASIC_2023,raw_also_empty,raw_also_empty,78647,78647,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_28_SIC_5,LIBRARY_RAW.LANDING.FED_EPA_TRI_BASIC_2023,raw_also_empty,raw_also_empty,78647,78647,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_29_SIC_6,LIBRARY_RAW.LANDING.FED_EPA_TRI_BASIC_2023,raw_also_empty,raw_also_empty,78647,78647,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,FRS_ID,LIBRARY_RAW.LANDING.FED_EPA_TRI_FACILITY,raw_also_empty,raw_also_empty,64990,64990,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,ASGN_TECHNICAL_CONTACT,LIBRARY_RAW.LANDING.FED_EPA_TRI_FACILITY,raw_also_empty,raw_also_empty,64990,64990,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,ASGN_TECHNICAL_PHONE,LIBRARY_RAW.LANDING.FED_EPA_TRI_FACILITY,raw_also_empty,raw_also_empty,64990,64990,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,ASGN_TECHNICAL_PHONE_EXT,LIBRARY_RAW.LANDING.FED_EPA_TRI_FACILITY,raw_also_empty,raw_also_empty,64990,64990,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,MAIL,LIBRARY_RAW.LANDING.FED_EPA_TRI_FACILITY,raw_also_empty,raw_also_empty,64990,64990,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,ASGN_TECHNICAL_CONTACT_EMAIL,LIBRARY_RAW.LANDING.FED_EPA_TRI_FACILITY,raw_also_empty,raw_also_empty,64990,64990,0,0,
ENVIRONMENT,ENVIRONMENT__FED_NOAA_WEATHER_API,STATION_ID,LIBRARY_RAW.LANDING.FED_NOAA_WEATHER_API,raw_also_empty,raw_also_empty,287,287,0,0,
ENVIRONMENT,ENVIRONMENT__FED_NOAA_WEATHER_API,TEMPERATURE,LIBRARY_RAW.LANDING.FED_NOAA_WEATHER_API,raw_also_empty,raw_also_empty,287,287,0,0,
ENVIRONMENT,ENVIRONMENT__FED_NOAA_WEATHER_API,WIND_SPEED,LIBRARY_RAW.LANDING.FED_NOAA_WEATHER_API,raw_also_empty,raw_also_empty,287,287,0,0,
ENVIRONMENT,ENVIRONMENT__FED_NOAA_WEATHER_API,WIND_DIRECTION,LIBRARY_RAW.LANDING.FED_NOAA_WEATHER_API,raw_also_empty,raw_also_empty,287,287,0,0,
ENVIRONMENT,ENVIRONMENT__FED_NOAA_WEATHER_API,TIMESTAMP,LIBRARY_RAW.LANDING.FED_NOAA_WEATHER_API,raw_also_empty,raw_also_empty,287,287,0,0,
ENVIRONMENT,ENVIRONMENT__FED_NOAA_WEATHER_API,FORECAST_OFFICE,LIBRARY_RAW.LANDING.FED_NOAA_WEATHER_API,raw_also_empty,raw_also_empty,287,287,0,0,
ENVIRONMENT,ENVIRONMENT__FED_NOAA_WEATHER_API,GRID_X,LIBRARY_RAW.LANDING.FED_NOAA_WEATHER_API,raw_also_empty,raw_also_empty,287,287,0,0,
ENVIRONMENT,ENVIRONMENT__FED_NOAA_WEATHER_API,GRID_Y,LIBRARY_RAW.LANDING.FED_NOAA_WEATHER_API,raw_also_empty,raw_also_empty,287,287,0,0,
ENVIRONMENT,ENVIRONMENT__FED_NOAA_WEATHER_API,LATITUDE,LIBRARY_RAW.LANDING.FED_NOAA_WEATHER_API,raw_also_empty,raw_also_empty,287,287,0,0,
ENVIRONMENT,ENVIRONMENT__FED_NOAA_WEATHER_API,LONGITUDE,LIBRARY_RAW.LANDING.FED_NOAA_WEATHER_API,raw_also_empty,raw_also_empty,287,287,0,0,
ENVIRONMENT,ENVIRONMENT__FED_NOAA_WEATHER_API,FIPS_CODE,LIBRARY_RAW.LANDING.FED_NOAA_WEATHER_API,raw_also_empty,raw_also_empty,287,287,0,0,
ENVIRONMENT,ENVIRONMENT__FED_NOAA_WEATHER_API,ZIP_CODE,LIBRARY_RAW.LANDING.FED_NOAA_WEATHER_API,raw_also_empty,raw_also_empty,287,287,0,0,
ENVIRONMENT,ENVIRONMENT__FED_USGS_MINERALS,FIPS,LIBRARY_RAW.LANDING.FED_USGS_MINERALS,raw_also_empty,raw_also_empty,304632,304632,0,0,
ENVIRONMENT,ENVIRONMENT__FED_USGS_MINERALS,COMMODITY,LIBRARY_RAW.LANDING.FED_USGS_MINERALS,raw_also_empty,raw_also_empty,304632,304632,0,0,
ENVIRONMENT,ENVIRONMENT__FED_USGS_MINERALS,YEAR,LIBRARY_RAW.LANDING.FED_USGS_MINERALS,raw_also_empty,raw_also_empty,304632,304632,0,0,
ENVIRONMENT,ENVIRONMENT__FED_USGS_MINERALS,PRODUCTION_QUANTITY,LIBRARY_RAW.LANDING.FED_USGS_MINERALS,raw_also_empty,raw_also_empty,304632,304632,0,0,
ENVIRONMENT,ENVIRONMENT__FED_USGS_MINERALS,PRODUCTION_UNIT,LIBRARY_RAW.LANDING.FED_USGS_MINERALS,raw_also_empty,raw_also_empty,304632,304632,0,0,
ENVIRONMENT,ENVIRONMENT__FED_USGS_MINERALS,RESERVES,LIBRARY_RAW.LANDING.FED_USGS_MINERALS,raw_also_empty,raw_also_empty,304632,304632,0,0,
ENVIRONMENT,ENVIRONMENT__FED_USGS_MINERALS,RANK,LIBRARY_RAW.LANDING.FED_USGS_MINERALS,raw_also_empty,raw_also_empty,304632,304632,0,0,
ENVIRONMENT,ENVIRONMENT__FED_USGS_MINERALS,IMPORT_RELIANCE_PCT,LIBRARY_RAW.LANDING.FED_USGS_MINERALS,raw_also_empty,raw_also_empty,304632,304632,0,0,
ENVIRONMENT,ENVIRONMENT__FED_USGS_MINERALS,US_STATE,LIBRARY_RAW.LANDING.FED_USGS_MINERALS,raw_also_empty,raw_also_empty,304632,304632,0,0,
ENVIRONMENT,ENVIRONMENT__FED_USGS_MINERALS,VALUE_USD,LIBRARY_RAW.LANDING.FED_USGS_MINERALS,raw_also_empty,raw_also_empty,304632,304632,0,0,
ENVIRONMENT,ENVIRONMENT__FED_USGS_MINERALS,DATA_SOURCE_NOTES,LIBRARY_RAW.LANDING.FED_USGS_MINERALS,raw_also_empty,raw_also_empty,304632,304632,0,0,
ENVIRONMENT,ENVIRONMENT__INTL_GEM_HAZARD,FIPS,LIBRARY_RAW.LANDING.INTL_GEM_HAZARD,raw_also_empty,raw_also_empty,12,12,0,0,
ENVIRONMENT,ENVIRONMENT__INTL_GEM_HAZARD,LATITUDE,LIBRARY_RAW.LANDING.INTL_GEM_HAZARD,raw_also_empty,raw_also_empty,12,12,0,0,
ENVIRONMENT,ENVIRONMENT__INTL_GEM_HAZARD,LONGITUDE,LIBRARY_RAW.LANDING.INTL_GEM_HAZARD,raw_also_empty,raw_also_empty,12,12,0,0,
ENVIRONMENT,ENVIRONMENT__INTL_GEM_HAZARD,PGA_10PCT_50YR,LIBRARY_RAW.LANDING.INTL_GEM_HAZARD,raw_also_empty,raw_also_empty,12,12,0,0,
ENVIRONMENT,ENVIRONMENT__INTL_GLOBAL_WITNESS_DEFENDERS,DEFENDER_NAME,LIBRARY_RAW.LANDING.INTL_GLOBAL_WITNESS_DEFENDERS,raw_also_empty,raw_also_empty,232,232,0,0,
ENVIRONMENT,ENVIRONMENT__INTL_GLOBAL_WITNESS_DEFENDERS,REGION,LIBRARY_RAW.LANDING.INTL_GLOBAL_WITNESS_DEFENDERS,raw_also_empty,raw_also_empty,232,232,0,0,
ENVIRONMENT,ENVIRONMENT__INTL_GLOBAL_WITNESS_DEFENDERS,GENDER,LIBRARY_RAW.LANDING.INTL_GLOBAL_WITNESS_DEFENDERS,raw_also_empty,raw_also_empty,232,232,0,0,
ENVIRONMENT,ENVIRONMENT__INTL_GLOBAL_WITNESS_DEFENDERS,PERPETRATOR,LIBRARY_RAW.LANDING.INTL_GLOBAL_WITNESS_DEFENDERS,raw_also_empty,raw_also_empty,232,232,0,0,
FINANCE,FINANCE__FED_IRS_SOI,N_CHILD_TAX_CREDIT,LIBRARY_RAW.LANDING.FED_IRS_SOI,raw_also_empty,raw_also_empty,179796,179796,0,0,
FINANCE,FINANCE__FED_PCAOB_FORM_AP_FILINGS,ISSUER_TICKER_NOT_AVAILABLE,LIBRARY_RAW.LANDING.FED_PCAOB_FORM_AP_FILINGS,raw_also_empty,raw_also_empty,155384,155384,0,0,
FINANCE,FINANCE__FED_SEC_INSIDER_DERIV_TRANS,TRANS_ACQUIRED_DISP_CD_FN,LIBRARY_RAW.LANDING.FED_SEC_INSIDER_DERIV_TRANS,raw_also_empty,raw_also_empty,1049121,1049121,0,0,
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_NARA_AAD,RECORD_ID,LIBRARY_RAW.LANDING.FED_NARA_AAD,raw_also_empty,raw_also_empty,9,554,0,0,
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_NARA_AAD,PERSON_NAME,LIBRARY_RAW.LANDING.FED_NARA_AAD,raw_also_empty,raw_also_empty,9,554,0,0,
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_NARA_AAD,GEO_LOCATION,LIBRARY_RAW.LANDING.FED_NARA_AAD,raw_also_empty,raw_also_empty,9,554,0,0,
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_NARA_AAD,DATASET_NAME,LIBRARY_RAW.LANDING.FED_NARA_AAD,raw_also_empty,raw_also_empty,9,554,0,0,
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_NARA_AAD,SERIES_TITLE,LIBRARY_RAW.LANDING.FED_NARA_AAD,raw_also_empty,raw_also_empty,9,554,0,0,
HEALTH,HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS,LOCATION_OTHER_TYPE_TEXT,LIBRARY_RAW.LANDING.FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS,raw_also_empty,raw_also_empty,11508,11508,0,0,
HEALTH,HEALTH__FED_CMS_HOSPICE,ADDRESS_LINE_2,LIBRARY_RAW.LANDING.FED_CMS_HOSPICE,raw_also_empty,raw_also_empty,6852,6852,0,0,
HEALTH,HEALTH__FED_CMS_MAIN,NPI,LIBRARY_RAW.LANDING.FED_CMS_MAIN,raw_also_empty,raw_also_empty,158,158,0,0,
HEALTH,HEALTH__FED_CMS_MAIN,FIPS,LIBRARY_RAW.LANDING.FED_CMS_MAIN,raw_also_empty,raw_also_empty,158,158,0,0,
HEALTH,HEALTH__FED_CMS_MAIN,ZIP,LIBRARY_RAW.LANDING.FED_CMS_MAIN,raw_also_empty,raw_also_empty,158,158,0,0,
HEALTH,HEALTH__FED_CMS_MARKETPLACE_PLAN_ATTRIBUTES_PUF,CHILDONLYPLANID,LIBRARY_RAW.LANDING.FED_CMS_MARKETPLACE_PLAN_ATTRIBUTES_PUF,raw_also_empty,raw_also_empty,22059,22059,0,0,
HEALTH,HEALTH__FED_CMS_MARKETPLACE_PLAN_ATTRIBUTES_PUF,DEHBOUTOFNETINDIVIDUALMOOP,LIBRARY_RAW.LANDING.FED_CMS_MARKETPLACE_PLAN_ATTRIBUTES_PUF,raw_also_empty,raw_also_empty,22059,22059,0,0,
HEALTH,HEALTH__FED_CMS_MARKETPLACE_PLAN_ATTRIBUTES_PUF,DEHBOUTOFNETFAMILYPERPERSONMOOP,LIBRARY_RAW.LANDING.FED_CMS_MARKETPLACE_PLAN_ATTRIBUTES_PUF,raw_also_empty,raw_also_empty,22059,22059,0,0,
HEALTH,HEALTH__FED_CMS_MARKETPLACE_PLAN_ATTRIBUTES_PUF,DEHBOUTOFNETFAMILYPERGROUPMOOP,LIBRARY_RAW.LANDING.FED_CMS_MARKETPLACE_PLAN_ATTRIBUTES_PUF,raw_also_empty,raw_also_empty,22059,22059,0,0,
HEALTH,HEALTH__FED_CMS_MARKETPLACE_PLAN_ATTRIBUTES_PUF,DEHBCOMBINNOONINDIVIDUALMOOP,LIBRARY_RAW.LANDING.FED_CMS_MARKETPLACE_PLAN_ATTRIBUTES_PUF,raw_also_empty,raw_also_empty,22059,22059,0,0,
HEALTH,HEALTH__FED_CMS_MARKETPLACE_PLAN_ATTRIBUTES_PUF,DEHBCOMBINNOONFAMILYPERPERSONMOOP,LIBRARY_RAW.LANDING.FED_CMS_MARKETPLACE_PLAN_ATTRIBUTES_PUF,raw_also_empty,raw_also_empty,22059,22059,0,0,
HEALTH,HEALTH__FED_CMS_MARKETPLACE_PLAN_ATTRIBUTES_PUF,DEHBCOMBINNOONFAMILYPERGROUPMOOP,LIBRARY_RAW.LANDING.FED_CMS_MARKETPLACE_PLAN_ATTRIBUTES_PUF,raw_also_empty,raw_also_empty,22059,22059,0,0,
HEALTH,HEALTH__FED_CMS_MARKETPLACE_PLAN_ATTRIBUTES_PUF,HSAORHRAEMPLOYERCONTRIBUTIONAMOUNT,LIBRARY_RAW.LANDING.FED_CMS_MARKETPLACE_PLAN_ATTRIBUTES_PUF,raw_also_empty,raw_also_empty,22059,22059,0,0,
HEALTH,HEALTH__FED_CMS_NPPES,NPI_DEACTIVATION_REASON_CODE,LIBRARY_RAW.LANDING.FED_CMS_NPPES,raw_also_empty,raw_also_empty,9606683,9606683,0,0,
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_ISSUER_43,LIBRARY_RAW.LANDING.FED_CMS_NPPES,raw_also_empty,SOURCE_THIN,9606683,9606683,21,21,
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_ISSUER_44,LIBRARY_RAW.LANDING.FED_CMS_NPPES,raw_also_empty,SOURCE_THIN,9606683,9606683,20,20,
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_ISSUER_45,LIBRARY_RAW.LANDING.FED_CMS_NPPES,raw_also_empty,SOURCE_THIN,9606683,9606683,21,21,
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_ISSUER_46,LIBRARY_RAW.LANDING.FED_CMS_NPPES,raw_also_empty,SOURCE_THIN,9606683,9606683,20,20,
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_ISSUER_47,LIBRARY_RAW.LANDING.FED_CMS_NPPES,raw_also_empty,SOURCE_THIN,9606683,9606683,19,19,
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_ISSUER_48,LIBRARY_RAW.LANDING.FED_CMS_NPPES,raw_also_empty,SOURCE_THIN,9606683,9606683,16,16,
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_ISSUER_49,LIBRARY_RAW.LANDING.FED_CMS_NPPES,raw_also_empty,SOURCE_THIN,9606683,9606683,14,14,
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_50,LIBRARY_RAW.LANDING.FED_CMS_NPPES,raw_also_empty,SOURCE_THIN,9606683,9606683,18,18,
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_TYPE_CODE_50,LIBRARY_RAW.LANDING.FED_CMS_NPPES,raw_also_empty,SOURCE_THIN,9606683,9606683,18,18,
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_STATE_50,LIBRARY_RAW.LANDING.FED_CMS_NPPES,raw_also_empty,SOURCE_THIN,9606683,9606683,16,16,
HEALTH,HEALTH__FED_CMS_NPPES,OTHER_PROVIDER_IDENTIFIER_ISSUER_50,LIBRARY_RAW.LANDING.FED_CMS_NPPES,raw_also_empty,SOURCE_THIN,9606683,9606683,13,13,
HEALTH,HEALTH__FED_CMS_NURSING_HOME,PROVIDER_NUMBER,LIBRARY_RAW.LANDING.FED_CMS_NURSING_HOME,raw_also_empty,raw_also_empty,14700,14700,0,0,
HEALTH,HEALTH__FED_CMS_NURSING_HOME,COUNTY_FIPS,LIBRARY_RAW.LANDING.FED_CMS_NURSING_HOME,raw_also_empty,raw_also_empty,14700,14700,0,0,
HEALTH,HEALTH__FED_CMS_NURSING_HOME,DATE_OF_MOST_RECENT_HEALTH_INSPECTION,LIBRARY_RAW.LANDING.FED_CMS_NURSING_HOME,raw_also_empty,raw_also_empty,14700,14700,0,0,
HEALTH,HEALTH__FED_CMS_NURSING_HOME,NUMBER_OF_RESIDENTS_IN_CERTIFIED_BEDS,LIBRARY_RAW.LANDING.FED_CMS_NURSING_HOME,raw_also_empty,raw_also_empty,14700,14700,0,0,
HEALTH,HEALTH__FED_CMS_NURSING_HOME,TOTAL_NUMBER_OF_HEALTH_DEFICIENCIES,LIBRARY_RAW.LANDING.FED_CMS_NURSING_HOME,raw_also_empty,raw_also_empty,14700,14700,0,0,
HEALTH,HEALTH__FED_CMS_NURSING_HOME,TOTAL_NUMBER_OF_FIRE_SAFETY_DEFICIENCIES,LIBRARY_RAW.LANDING.FED_CMS_NURSING_HOME,raw_also_empty,raw_also_empty,14700,14700,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,LAB_SRVC_CD,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,RDLGY_SRVC_CD,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,ASC_BGN_SRVC_DT,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,FREESTNDNG_ASC_SW,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,ICFIID_BED_CNT,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,MDCD_NF_BED_CNT,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,MDCR_SNF_BED_CNT,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,MDCR_MDCD_SNF_BED_CNT,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,AIDS_BED_CNT,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,ALZHMR_BED_CNT,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,DLYS_BED_CNT,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,DSBL_CHLDRN_BED_CNT,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,HEAD_TRMA_BED_CNT,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,HOSPC_BED_CNT,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,HNTGTN_DEASE_BED_CNT,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,REHAB_BED_CNT,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,VNTLTR_BED_CNT,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,BRNCH_CNT,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,BRNCH_OPRTN_SW,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,CHOW_SW,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,RN_7_DAY_WVR_SW,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,BED_PER_ROOM_WVR_SW,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,ROOM_SIZE_WVR_SW,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,ESRD_NTWRK_NUM,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,EXPRMT_RSRCH_CNDCTD_SW,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,HHA_QLFYD_OPT_SPCH_SW,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,HH_AIDE_TRNG_PGM_CD,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,HOME_TRNG_SPRT_ONLY_SRVC_SW,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,MDCR_HOSPC_SW,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,INCNTR_NCTRNL_SRVC_SW,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,LTC_CROSS_REF_PROVIDER_NUMBER,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,MEDICARE_HOSPICE_PROVIDER_NUM,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,MEDICARE_MEDICAID_PRVDR_NUMBER,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,MLT_FAC_ORG_NAME,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,MLT_OWND_FAC_ORG_SW,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,NCRY_PRVDR_LOST_DT,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,ORGNZ_FMLY_MBR_GRP_SW,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,ORGNZ_RSDNT_GRP_SW,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,MDCR_PRTCPTN_OP_PT_SPCH_SW,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,PRVDR_BSD_FAC_SW,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
HEALTH,HEALTH__FED_CMS_POS_OTHER,HH_AIDE_SRVC_CD,LIBRARY_RAW.LANDING.FED_CMS_POS_OTHER,raw_also_empty,raw_also_empty,44429,44429,0,0,
