schema,mart_table,column,raw_table,old_verdict,verdict,mart_rows,raw_rows,mart_non_blank,raw_non_blank,raw_top_values
EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,LOBBYIST_NAMES,LIBRARY_RAW.LANDING.FED_SENATE_LDA_FILINGS,raw_also_empty,raw_also_empty,819649,1525273,0,0,
ENERGY,ENERGY__FED_EIA860_3_4_ENERGY_STORAGE,STORAGE_TECHNOLOGY_3,LIBRARY_RAW.LANDING.FED_EIA860_3_4_ENERGY_STORAGE,raw_also_empty,raw_also_empty,786,786,0,0,
ENERGY,ENERGY__FED_EIA860_3_4_ENERGY_STORAGE,STORAGE_TECHNOLOGY_4,LIBRARY_RAW.LANDING.FED_EIA860_3_4_ENERGY_STORAGE,raw_also_empty,raw_also_empty,786,786,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_ENVIROFACTS,STATE_CODE,LIBRARY_RAW.LANDING.FED_EPA_ENVIROFACTS,raw_also_empty,raw_also_empty,5000,5000,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_ENVIROFACTS,FRS_ID,LIBRARY_RAW.LANDING.FED_EPA_ENVIROFACTS,raw_also_empty,raw_also_empty,5000,5000,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_ENVIROFACTS,HANDLER_ID,LIBRARY_RAW.LANDING.FED_EPA_ENVIROFACTS,raw_also_empty,raw_also_empty,5000,5000,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_ENVIROFACTS,SITE_ID,LIBRARY_RAW.LANDING.FED_EPA_ENVIROFACTS,raw_also_empty,raw_also_empty,5000,5000,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_ENVIROFACTS,LATITUDE,LIBRARY_RAW.LANDING.FED_EPA_ENVIROFACTS,raw_also_empty,raw_also_empty,5000,5000,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_ENVIROFACTS,LONGITUDE,LIBRARY_RAW.LANDING.FED_EPA_ENVIROFACTS,raw_also_empty,raw_also_empty,5000,5000,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_ENVIROFACTS,CREATED_DATE,LIBRARY_RAW.LANDING.FED_EPA_ENVIROFACTS,raw_also_empty,raw_also_empty,5000,5000,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_ENVIROFACTS,MEDIA_NAME,LIBRARY_RAW.LANDING.FED_EPA_ENVIROFACTS,raw_also_empty,raw_also_empty,5000,5000,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,ADDRESS2,LIBRARY_RAW.LANDING.FED_EPA_GHGRP_FACILITY,raw_also_empty,raw_also_empty,136005,136005,0,0,
