-- S10 EMBER country-year pivot: generation by fuel, shares, CO2, demand, imports, capacity, and coal YoY columns (all areas, all years)
COUNTRY | ISO_3_CODE | AREA_TYPE | CONTINENT | EMBER_REGION | YEAR | GEN_TWH | COAL_TWH | GAS_TWH | OTHFOS_TWH | HYDRO_TWH | NUCLEAR_TWH | WIND_TWH | SOLAR_TWH | BIO_TWH | FOSSIL_TWH | CLEAN_TWH | WS_TWH | COAL_PCT | GAS_PCT | HYDRO_PCT | NUCLEAR_PCT | FOSSIL_PCT | CLEAN_PCT | WS_PCT | CO2_INT | CO2_MT | DEMAND_TWH | DEMAND_PC | NET_IMP | CAP_COAL | CAP_GAS | CAP_SOLAR | CAP_WIND | CAP_HYDRO | CAP_FOSSIL | CAP_CLEAN | COAL_YOY_ABS | COAL_YOY_PCT | GEN_YOY_ABS | N_ROWS
American Samoa | ASM | Country or economy | Oceania | Oceania | 2007 | 0.19 | 0.0 | 0.0 | 0.19 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.19 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 100.0 | 0.0 | 0.0 | 684.21 | 0.13 | 0.19 | 3.39 | 0.0 |  |  | 0.0 | 0.0 | 0.0 | 0.04 | 0.0 | 0.0 |  | 0.0 | 66
American Samoa | ASM | Country or economy | Oceania | Oceania | 2008 | 0.19 | 0.0 | 0.0 | 0.19 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.19 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 100.0 | 0.0 | 0.0 | 684.21 | 0.13 | 0.19 | 3.4 | 0.0 |  |  | 0.0 | 0.0 | 0.0 | 0.04 | 0.0 | 0.0 |  | 0.0 | 66
American Samoa | ASM | Country or economy | Oceania | Oceania | 2009 | 0.18 | 0.0 | 0.0 | 0.18 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.18 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 100.0 | 0.0 | 0.0 | 666.67 | 0.12 | 0.18 | 3.24 | 0.0 |  |  | 0.0 | 0.0 | 0.0 | 0.04 | 0.0 | 0.0 |  | -0.01 | 66
American Samoa | ASM | Country or economy | Oceania | Oceania | 2010 | 0.16 | 0.0 | 0.0 | 0.16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 100.0 | 0.0 | 0.0 | 687.5 | 0.11 | 0.16 | 2.9 | 0.0 |  |  | 0.0 | 0.0 | 0.0 | 0.03 | 0.0 | 0.0 |  | -0.02 | 66
American Samoa | ASM | Country or economy | Oceania | Oceania | 2011 | 0.16 | 0.0 | 0.0 | 0.16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 100.0 | 0.0 | 0.0 | 687.5 | 0.11 | 0.16 | 2.92 | 0.0 |  |  | 0.0 | 0.0 | 0.0 | 0.04 | 0.0 | 0.0 |  | 0.0 | 66
American Samoa | ASM | Country or economy | Oceania | Oceania | 2012 | 0.16 | 0.0 | 0.0 | 0.16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 100.0 | 0.0 | 0.0 | 687.5 | 0.11 | 0.16 | 2.94 | 0.0 |  |  | 0.0 | 0.0 | 0.0 | 0.03 | 0.0 | 0.0 |  | 0.0 | 66
American Samoa | ASM | Country or economy | Oceania | Oceania | 2013 | 0.15 | 0.0 | 0.0 | 0.15 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.15 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 100.0 | 0.0 | 0.0 | 666.67 | 0.1 | 0.15 | 2.78 | 0.0 |  |  | 0.0 | 0.0 | 0.0 | 0.03 | 0.0 | 0.0 |  | -0.01 | 66
American Samoa | ASM | Country or economy | Oceania | Oceania | 2014 | 0.15 | 0.0 | 0.0 | 0.15 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.15 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 100.0 | 0.0 | 0.0 | 666.67 | 0.1 | 0.15 | 2.81 | 0.0 |  |  | 0.0 | 0.0 | 0.0 | 0.03 | 0.0 | 0.0 |  | 0.0 | 66
American Samoa | ASM | Country or economy | Oceania | Oceania | 2015 | 0.16 | 0.0 | 0.0 | 0.16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 100.0 | 0.0 | 0.0 | 687.5 | 0.11 | 0.16 | 3.03 | 0.0 |  |  | 0.0 | 0.0 | 0.0 | 0.03 | 0.0 | 0.0 |  | 0.01 | 66
American Samoa | ASM | Country or economy | Oceania | Oceania | 2016 | 0.17 | 0.0 | 0.0 | 0.17 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.17 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 100.0 | 0.0 | 0.0 | 647.06 | 0.11 | 0.17 | 3.25 | 0.0 |  |  | 0.0 | 0.0 | 0.0 | 0.03 | 0.0 | 0.0 |  | 0.01 | 66
American Samoa | ASM | Country or economy | Oceania | Oceania | 2017 | 0.16 | 0.0 | 0.0 | 0.16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 100.0 | 0.0 | 0.0 | 687.5 | 0.11 | 0.16 | 3.1 | 0.0 |  |  | 0.0 | 0.0 | 0.0 | 0.04 | 0.0 | 0.0 |  | -0.01 | 66
American Samoa | ASM | Country or economy | Oceania | Oceania | 2018 | 0.16 | 0.0 | 0.0 | 0.16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 100.0 | 0.0 | 0.0 | 687.5 | 0.11 | 0.16 | 3.14 | 0.0 |  |  | 0.01 | 0.0 | 0.0 | 0.04 | 0.01 | 0.0 |  | 0.0 | 66
American Samoa | ASM | Country or economy | Oceania | Oceania | 2019 | 0.16 | 0.0 | 0.0 | 0.16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 100.0 | 0.0 | 0.0 | 687.5 | 0.11 | 0.16 | 3.19 | 0.0 |  |  | 0.0 | 0.0 | 0.0 | 0.04 | 0.0 | 0.0 |  | 0.0 | 66
American Samoa | ASM | Country or economy | Oceania | Oceania | 2020 | 0.17 | 0.0 | 0.0 | 0.17 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.17 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 100.0 | 0.0 | 0.0 | 647.06 | 0.11 | 0.17 | 3.42 | 0.0 |  |  | 0.0 | 0.0 | 0.0 | 0.04 | 0.0 | 0.0 |  | 0.01 | 66
American Samoa | ASM | Country or economy | Oceania | Oceania | 2021 | 0.17 | 0.0 | 0.0 | 0.17 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.17 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 100.0 | 0.0 | 0.0 | 647.06 | 0.11 | 0.17 | 3.45 | 0.0 |  |  | 0.0 | 0.0 | 0.0 | 0.04 | 0.0 | 0.0 |  | 0.0 | 66
American Samoa | ASM | Country or economy | Oceania | Oceania | 2022 | 0.18 | 0.0 | 0.0 | 0.17 | 0.0 | 0.0 | 0.0 | 0.01 | 0.0 | 0.17 | 0.01 | 0.01 | 0.0 | 0.0 | 0.0 | 0.0 | 94.44 | 5.56 | 5.56 | 611.11 | 0.11 | 0.18 | 3.72 | 0.0 |  |  | 0.01 | 0.0 | 0.0 | 0.05 | 0.01 | 0.0 |  | 0.01 | 66
American Samoa | ASM | Country or economy | Oceania | Oceania | 2023 | 0.17 | 0.0 | 0.0 | 0.17 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.17 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 100.0 | 0.0 | 0.0 | 647.06 | 0.11 | 0.17 | 3.58 | 0.0 |  |  | 0.01 | 0.0 | 0.0 | 0.05 | 0.01 | 0.0 |  | -0.01 | 66
American Samoa | ASM | Country or economy | Oceania | Oceania | 2024 | 0.18 | 0.0 | 0.0 | 0.17 | 0.0 | 0.0 | 0.0 | 0.01 | 0.0 | 0.17 | 0.01 | 0.01 | 0.0 | 0.0 | 0.0 | 0.0 | 94.44 | 5.56 | 5.56 | 611.11 | 0.11 | 0.18 | 3.85 | 0.0 |  |  | 0.01 | 0.0 | 0.0 | 0.05 | 0.01 | 0.0 |  | 0.01 | 66
Angola | AGO | Country or economy | Africa | Africa | 2000 | 1.44 | 0.0 | 0.0 | 0.53 | 0.91 | 0.0 | 0.0 | 0.0 | 0.0 | 0.53 | 0.91 | 0.0 | 0.0 | 0.0 | 63.19 | 0.0 | 36.81 | 63.19 | 0.0 | 256.94 | 0.37 | 1.44 | 0.09 | 0.0 |  | 0.0 | 0.0 | 0.0 | 0.24 | 0.15 | 0.24 |  |  |  | 66
Angola | AGO | Country or economy | Africa | Africa | 2001 | 1.64 | 0.0 | 0.0 | 0.62 | 1.02 | 0.0 | 0.0 | 0.0 | 0.0 | 0.62 | 1.02 | 0.0 | 0.0 | 0.0 | 62.2 | 0.0 | 37.8 | 62.2 | 0.0 | 262.2 | 0.43 | 1.64 | 0.1 | 0.0 |  | 0.0 | 0.0 | 0.0 | 0.24 | 0.2 | 0.24 | 0.0 |  | 0.2 | 66
Angola | AGO | Country or economy | Africa | Africa | 2002 | 1.76 | 0.0 | 0.0 | 0.62 | 1.14 | 0.0 | 0.0 | 0.0 | 0.0 | 0.62 | 1.14 | 0.0 | 0.0 | 0.0 | 64.77 | 0.0 | 35.23 | 64.77 | 0.0 | 250.0 | 0.44 | 1.76 | 0.1 | 0.0 |  | 0.0 | 0.0 | 0.0 | 0.24 | 0.2 | 0.24 | 0.0 |  | 0.12 | 66
Angola | AGO | Country or economy | Africa | Africa | 2003 | 1.99 | 0.0 | 0.0 | 0.75 | 1.24 | 0.0 | 0.0 | 0.0 | 0.0 | 0.75 | 1.24 | 0.0 | 0.0 | 0.0 | 62.31 | 0.0 | 37.69 | 62.31 | 0.0 | 261.31 | 0.52 | 1.99 | 0.11 | 0.0 |  | 0.0 | 0.0 | 0.0 | 0.24 | 0.2 | 0.24 | 0.0 |  | 0.23 | 66
Angola | AGO | Country or economy | Africa | Africa | 2004 | 2.24 | 0.0 | 0.0 | 0.49 | 1.75 | 0.0 | 0.0 | 0.0 | 0.0 | 0.49 | 1.75 | 0.0 | 0.0 | 0.0 | 78.13 | 0.0 | 21.88 | 78.13 | 0.0 | 160.71 | 0.36 | 2.24 | 0.12 | 0.0 |  | 0.0 | 0.0 | 0.0 | 0.5 | 0.2 | 0.5 | 0.0 |  | 0.25 | 66
(5726 rows; csv has all)
