db,schema,table,column,ordinal,dtype,charlen,numprec,numscale,nullable,comment
LIBRARY_META,CONNECT_PRESPINE_20260730,ENTITY_MAP,RUN_ID,7,TEXT,16,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,ENTITY_MAP,BUILT_AT,8,TIMESTAMP_LTZ,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,GOLD_PAIRS,NPI,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,GOLD_PAIRS,L_LAST,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,GOLD_PAIRS,L_FIRST,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,GOLD_PAIRS,R_LAST,4,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,GOLD_PAIRS,R_FIRST,5,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,GOLD_PAIRS,PLACE,6,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,GOLD_PAIRS,LABEL,7,BOOLEAN,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,GOLD_PAIRS,SCORE,8,NUMBER,,14,3,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,KEYSET_LIVE,TABLE_NAME,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,KEYSET_LIVE,KEY,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,KEYSET_LIVE,VAL,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,KEYSET_SCRATCH,TABLE_NAME,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,KEYSET_SCRATCH,KEY,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,KEYSET_SCRATCH,VAL,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,LEADS,LEAD_ID,1,TEXT,16777216,,,NO,
LIBRARY_META,CONNECT_PRESPINE_20260730,LEADS,RULE_NAME,2,TEXT,16777216,,,NO,
LIBRARY_META,CONNECT_PRESPINE_20260730,LEADS,LEFT_ENTITY_ID,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,LEADS,RIGHT_ENTITY_ID,4,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,LEADS,LEFT_KEY_TYPE,5,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,LEADS,LEFT_KEY_VALUE,6,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,LEADS,RIGHT_KEY_TYPE,7,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,LEADS,RIGHT_KEY_VALUE,8,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,LEADS,TITLE,9,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,LEADS,SCORE,10,FLOAT,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,LEADS,EVIDENCE,11,VARIANT,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,LEADS,EVIDENCE_COUNT,12,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,LEADS,FIRST_SEEN,13,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,LEADS,LAST_SEEN,14,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,LEADS,RUN_ID,15,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,LEADS,STATUS,16,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,LEADS,COMPILED_SQL,17,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,LEADS,SQL_SHA256,18,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,LEADS,AS_OF_DATE,19,DATE,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,LEADS,SOURCE_SNAPSHOTS,20,VARIANT,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,MATCH_MODEL,MODEL_VERSION,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,MATCH_MODEL,FIELD,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,MATCH_MODEL,M,3,FLOAT,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,MATCH_MODEL,U,4,FLOAT,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,MATCH_MODEL,SURNAME_MODE,5,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,MATCH_MODEL,START_BITS,6,FLOAT,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,MATCH_MODEL,CREATED_AT,7,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,MATCH_PAIRS,KEY_TYPE,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,MATCH_PAIRS,KEY_VALUE,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,MATCH_PAIRS,TABLE_A,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,MATCH_PAIRS,TABLE_B,4,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,MATCH_PAIRS,RUN_ID,5,TEXT,16,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,MATCH_PAIRS,BUILT_AT,6,TIMESTAMP_LTZ,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,MATCH_RUNGS,MODEL_VERSION,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,MATCH_RUNGS,RUNG,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,MATCH_RUNGS,MIN_M,3,FLOAT,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,MATCH_RUNGS,MEASURED_PRECISION,4,FLOAT,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,MATCH_RUNGS,MEASURED_PRECISION_LO95,5,FLOAT,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,MATCH_RUNGS,COVERAGE_RECALL,6,FLOAT,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,MATCH_RUNGS,CREATED_AT,7,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,NICKNAME_MAP,VARIANT,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,NICKNAME_MAP,CANONICAL,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,SOURCE_OVERLAP_MATRIX,SOURCE_A,1,TEXT,33,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,SOURCE_OVERLAP_MATRIX,SOURCE_B,2,TEXT,33,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,SOURCE_OVERLAP_MATRIX,ENTITY_TYPE,3,TEXT,12,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,SOURCE_OVERLAP_MATRIX,KEY_TYPE,4,TEXT,8,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,SOURCE_OVERLAP_MATRIX,SHARED_ENTITIES,5,NUMBER,,18,0,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,SPINE_KEYSET,TABLE_NAME,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,SPINE_KEYSET,KEY_TYPE,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,SPINE_KEYSET,VAL,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,SPINE_KEYSET_LIVE,TABLE_NAME,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,SPINE_KEYSET_LIVE,KEY_TYPE,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,SPINE_KEYSET_LIVE,VAL,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS,TABLE_A,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS,COL_A,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS,TABLE_B,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS,COL_B,4,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS,JOIN_KEY,5,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS,TIER,6,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS,CONFIDENCE,7,FLOAT,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS,MATCHED_VALUES,8,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS,MATCH_RATE_PCT,9,FLOAT,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS,A_DISTINCT,10,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS,B_DISTINCT,11,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS,DOMAIN_A,12,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS,DOMAIN_B,13,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS,JOIN_HINT,14,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS,SAMPLE_VALUES,15,VARIANT,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS,BUILT_AT,16,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS_CORE,TABLE_A,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS_CORE,COL_A,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS_CORE,TABLE_B,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS_CORE,COL_B,4,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS_CORE,JOIN_KEY,5,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS_CORE,TIER,6,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS_CORE,CONFIDENCE,7,FLOAT,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS_CORE,MATCHED_VALUES,8,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS_CORE,MATCH_RATE_PCT,9,FLOAT,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS_CORE,A_DISTINCT,10,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS_CORE,B_DISTINCT,11,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS_CORE,DOMAIN_A,12,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS_CORE,DOMAIN_B,13,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS_CORE,JOIN_HINT,14,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS_CORE,SAMPLE_VALUES,15,VARIANT,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTIONS_CORE,BUILT_AT,16,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTION_SUMMARY,DOMAIN_A,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTION_SUMMARY,DOMAIN_B,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTION_SUMMARY,TIER,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTION_SUMMARY,EDGES,4,NUMBER,,18,0,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTION_SUMMARY,DISTINCT_A_TABLES,5,NUMBER,,18,0,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTION_SUMMARY,DISTINCT_B_TABLES,6,NUMBER,,18,0,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTION_SUMMARY,MAX_OVERLAP,7,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_CONNECTION_SUMMARY,AVG_CONFIDENCE,8,FLOAT,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_LEADS_PUBLISHED,LEAD_ID,1,TEXT,16777216,,,NO,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_LEADS_PUBLISHED,RULE_NAME,2,TEXT,16777216,,,NO,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_LEADS_PUBLISHED,LEFT_ENTITY_ID,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_LEADS_PUBLISHED,RIGHT_ENTITY_ID,4,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_LEADS_PUBLISHED,LEFT_KEY_TYPE,5,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_LEADS_PUBLISHED,LEFT_KEY_VALUE,6,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_LEADS_PUBLISHED,RIGHT_KEY_TYPE,7,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_LEADS_PUBLISHED,RIGHT_KEY_VALUE,8,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_LEADS_PUBLISHED,TITLE,9,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_LEADS_PUBLISHED,SCORE,10,FLOAT,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_LEADS_PUBLISHED,EVIDENCE,11,VARIANT,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_LEADS_PUBLISHED,EVIDENCE_COUNT,12,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_LEADS_PUBLISHED,FIRST_SEEN,13,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_LEADS_PUBLISHED,LAST_SEEN,14,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_LEADS_PUBLISHED,RUN_ID,15,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_LEADS_PUBLISHED,STATUS,16,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_LEADS_PUBLISHED,COMPILED_SQL,17,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_LEADS_PUBLISHED,SQL_SHA256,18,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_LEADS_PUBLISHED,AS_OF_DATE,19,DATE,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_LEADS_PUBLISHED,SOURCE_SNAPSHOTS,20,VARIANT,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_LEADS_PUBLISHED,REVIEW_STATE,21,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,V_LEADS_PUBLISHED,PUBLISHED,22,BOOLEAN,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,ZZ_RETIRED_DECISIONS_20260712,TARGET_KIND,1,TEXT,16777216,,,NO,
LIBRARY_META,CONNECT_PRESPINE_20260730,ZZ_RETIRED_DECISIONS_20260712,TARGET_ID,2,TEXT,16777216,,,NO,
LIBRARY_META,CONNECT_PRESPINE_20260730,ZZ_RETIRED_DECISIONS_20260712,DECISION,3,TEXT,16777216,,,NO,
LIBRARY_META,CONNECT_PRESPINE_20260730,ZZ_RETIRED_DECISIONS_20260712,REASON,4,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,ZZ_RETIRED_DECISIONS_20260712,REVIEWER,5,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,ZZ_RETIRED_DECISIONS_20260712,MODEL_VERSION,6,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,ZZ_RETIRED_DECISIONS_20260712,DECIDED_AT,7,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,A,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,B,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,KEY,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,TIER,4,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,MATCHED,5,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,A_DISTINCT,6,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,B_DISTINCT,7,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,MATCH_RATE,8,FLOAT,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,CONFIDENCE,9,FLOAT,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,SAMPLE,10,VARIANT,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,RUN_ID,11,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,BUILT_AT,12,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,A_COL,13,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_PRESPINE_20260730,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,B_COL,14,TEXT,16777216,,,YES,
LIBRARY_META,INGEST_LOGS,INGEST_RUNS,SOURCE_ID,1,TEXT,16777216,,,NO,
LIBRARY_META,INGEST_LOGS,INGEST_RUNS,RUN_ID,2,TEXT,16777216,,,NO,
LIBRARY_META,INGEST_LOGS,INGEST_RUNS,STARTED_AT,3,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,INGEST_LOGS,INGEST_RUNS,ENDED_AT,4,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,INGEST_LOGS,INGEST_RUNS,STATUS,5,TEXT,16777216,,,YES,
LIBRARY_META,INGEST_LOGS,INGEST_RUNS,ROW_COUNT,6,NUMBER,,38,0,YES,
LIBRARY_META,INGEST_LOGS,INGEST_RUNS,FILE_BYTES,7,NUMBER,,38,0,YES,
LIBRARY_META,INGEST_LOGS,INGEST_RUNS,SHA256,8,TEXT,64,,,YES,
LIBRARY_META,INGEST_LOGS,INGEST_RUNS,SOURCE_URL,9,TEXT,16777216,,,YES,
LIBRARY_META,INGEST_LOGS,INGEST_RUNS,MESSAGE,10,TEXT,16777216,,,YES,
LIBRARY_META,INGEST_LOGS,INGEST_RUNS,_LOADED_AT,11,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,INGEST_LOGS,VAULT_RECEIPTS,SOURCE_ID,1,TEXT,16777216,,,NO,
LIBRARY_META,INGEST_LOGS,VAULT_RECEIPTS,RUN_ID,2,TEXT,16777216,,,NO,
LIBRARY_META,INGEST_LOGS,VAULT_RECEIPTS,S3_BUCKET,3,TEXT,16777216,,,YES,
LIBRARY_META,INGEST_LOGS,VAULT_RECEIPTS,S3_KEY_RAW,4,TEXT,16777216,,,YES,
LIBRARY_META,INGEST_LOGS,VAULT_RECEIPTS,S3_KEY_MANIFEST,5,TEXT,16777216,,,YES,
LIBRARY_META,INGEST_LOGS,VAULT_RECEIPTS,SHA256,6,TEXT,64,,,YES,
LIBRARY_META,INGEST_LOGS,VAULT_RECEIPTS,FILE_BYTES,7,NUMBER,,38,0,YES,
LIBRARY_META,INGEST_LOGS,VAULT_RECEIPTS,STORAGE_CLASS,8,TEXT,16777216,,,YES,
LIBRARY_META,INGEST_LOGS,VAULT_RECEIPTS,CHECKSUM_CONFIRMED,9,BOOLEAN,,,,YES,
LIBRARY_META,INGEST_LOGS,VAULT_RECEIPTS,STATUS,10,TEXT,16777216,,,YES,
LIBRARY_META,INGEST_LOGS,VAULT_RECEIPTS,VAULTED_AT,11,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,INGEST_LOGS,VAULT_RECEIPTS,MESSAGE,12,TEXT,16777216,,,YES,
LIBRARY_META,INGEST_LOGS,VAULT_RECEIPTS,_LOADED_AT,13,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,REGISTRY,BULK_REFRESH,SOURCE_ID,1,TEXT,16777216,,,NO,
LIBRARY_META,REGISTRY,BULK_REFRESH,URL,2,TEXT,16777216,,,YES,Direct download URL used on refresh (resolver/keyed sources are NOT schedulable server-side).
LIBRARY_META,REGISTRY,BULK_REFRESH,KIND,3,TEXT,16777216,,,YES,csv | zip
LIBRARY_META,REGISTRY,BULK_REFRESH,MEMBER_PATTERN,4,TEXT,16777216,,,YES,"zip member regex ("""" = largest)"
LIBRARY_META,REGISTRY,BULK_REFRESH,DELIMITER,5,TEXT,16777216,,,YES,
LIBRARY_META,REGISTRY,BULK_REFRESH,HAS_HEADER,6,BOOLEAN,,,,YES,
LIBRARY_META,REGISTRY,BULK_REFRESH,COLUMNS,7,ARRAY,,,,YES,Ordered source column names discovered at first load (schema known => no header re-parse on refresh).
LIBRARY_META,REGISTRY,BULK_REFRESH,SCHEDULABLE,8,BOOLEAN,,,,YES,FALSE when the source needs the client loader (resolver hop or keyed auth).
LIBRARY_META,REGISTRY,BULK_REFRESH,ENABLED,9,BOOLEAN,,,,YES,Whether the refresh TASK should include this source (opt-in per source).
LIBRARY_META,REGISTRY,BULK_REFRESH,CADENCE_BUCKET,10,TEXT,16777216,,,YES,daily|weekly|monthly|... (from freshness ledger; advisory)
LIBRARY_META,REGISTRY,BULK_REFRESH,LAST_REFRESH_AT,11,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,REGISTRY,BULK_REFRESH,UPDATED_AT,12,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,REGISTRY,CATALOG,SOURCE_ID,1,TEXT,16777216,,,YES,
LIBRARY_META,REGISTRY,CATALOG,NAME,2,TEXT,16777216,,,YES,
LIBRARY_META,REGISTRY,CATALOG,DOMAIN_PRIMARY,3,TEXT,16777216,,,YES,
LIBRARY_META,REGISTRY,CATALOG,DOMAIN_SECONDARY,4,ARRAY,,,,YES,
LIBRARY_META,REGISTRY,CATALOG,JURISDICTION,5,TEXT,16777216,,,YES,
LIBRARY_META,REGISTRY,CATALOG,ENTITY_TYPES,6,ARRAY,,,,YES,
LIBRARY_META,REGISTRY,CATALOG,JOIN_KEYS_STD,7,ARRAY,,,,YES,
LIBRARY_META,REGISTRY,CATALOG,JOIN_KEY_TIER,8,TEXT,16777216,,,YES,
LIBRARY_META,REGISTRY,CATALOG,JOIN_KEY_TIER_PROVISIONAL,9,BOOLEAN,,,,YES,
LIBRARY_META,REGISTRY,CATALOG,THEMES,10,ARRAY,,,,YES,
LIBRARY_META,REGISTRY,CATALOG,HAS_EVENTS,11,BOOLEAN,,,,YES,
LIBRARY_META,REGISTRY,CATALOG,PRIORITY_TIER,12,TEXT,16777216,,,YES,
LIBRARY_META,REGISTRY,CATALOG,_REAL_MART,13,BOOLEAN,,,,YES,
LIBRARY_META,REGISTRY,CATALOG,LIFECYCLE,14,TEXT,7,,,YES,
LIBRARY_META,REGISTRY,CATALOG,LANDED_ROW_COUNT,15,NUMBER,,38,0,YES,
LIBRARY_META,REGISTRY,CATALOG,MART_ROW_COUNT,16,NUMBER,,38,0,YES,
LIBRARY_META,REGISTRY,CATALOG,RUN_ROWS,17,NUMBER,,38,0,YES,
LIBRARY_META,REGISTRY,CATALOG,IS_SAMPLE,18,BOOLEAN,,,,YES,
LIBRARY_META,REGISTRY,CATALOG,SAMPLE_NOTE,19,TEXT,16777216,,,YES,
LIBRARY_META,REGISTRY,CATALOG,IS_DECLARED_SAMPLE,20,BOOLEAN,,,,YES,
LIBRARY_META,REGISTRY,CATALOG,TRUST_LAYER,21,TEXT,7,,,YES,
LIBRARY_META,REGISTRY,CATALOG,LANDING_FQN,22,TEXT,16777216,,,YES,
LIBRARY_META,REGISTRY,CATALOG,IS_ORPHAN,23,BOOLEAN,,,,YES,
LIBRARY_META,REGISTRY,CATALOG,URL,24,TEXT,16777216,,,YES,
LIBRARY_META,REGISTRY,CATALOG,PUBLISHER,25,TEXT,16777216,,,YES,
LIBRARY_META,REGISTRY,CATALOG,DESCRIPTION,26,TEXT,16777216,,,YES,
LIBRARY_META,REGISTRY,CATALOG,LAST_INGESTED_AT,27,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,REGISTRY,COLUMN_CATALOG,FQN,1,TEXT,16777216,,,NO,
LIBRARY_META,REGISTRY,COLUMN_CATALOG,COLUMN_NAME,2,TEXT,16777216,,,NO,
LIBRARY_META,REGISTRY,COLUMN_CATALOG,ORDINAL,3,NUMBER,,38,0,YES,
LIBRARY_META,REGISTRY,COLUMN_CATALOG,SF_TYPE,4,TEXT,16777216,,,YES,
LIBRARY_META,REGISTRY,COLUMN_CATALOG,CHART_ROLE,5,TEXT,16777216,,,YES,
LIBRARY_META,REGISTRY,COLUMN_CATALOG,DIGIT_DATE,6,BOOLEAN,,,,YES,
LIBRARY_META,REGISTRY,COLUMN_CATALOG,NONNULL_PCT,7,FLOAT,,,,YES,
LIBRARY_META,REGISTRY,COLUMN_CATALOG,DISTINCT_SAMPLED,8,NUMBER,,38,0,YES,
LIBRARY_META,REGISTRY,COLUMN_CATALOG,DETECTED_KEY,9,TEXT,16777216,,,YES,
