db,schema,table,type,row_count,bytes,created,last_altered,comment
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_320C4DFDB2__PLACES,VIEW,,,2026-07-30 11:57:06.153000-07:00,2026-07-30 11:57:06.515000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_3769BB8138__PLACES,VIEW,,,2026-07-30 11:57:06.304000-07:00,2026-07-30 11:57:06.607000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_38DF78BD6D__PLACES,VIEW,,,2026-07-30 11:57:07.486000-07:00,2026-07-30 11:57:07.768000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_3B9CCBCFD0__PLACES,VIEW,,,2026-07-30 11:57:09.223000-07:00,2026-07-30 11:57:09.580000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_424E5A26F3__PLACES,VIEW,,,2026-07-30 11:57:09.214000-07:00,2026-07-30 11:57:09.568000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_46BF1ABBC1__PLACES,VIEW,,,2026-07-30 11:57:09.203000-07:00,2026-07-30 11:57:09.545000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_581DE3800B__PLACES,VIEW,,,2026-07-30 11:57:10.333000-07:00,2026-07-30 11:57:10.593000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_58B0401C9A__PLACES,VIEW,,,2026-07-30 11:57:12.211000-07:00,2026-07-30 11:57:12.597000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_5B3CE659E5__RECORDS,VIEW,,,2026-07-30 11:57:12.230000-07:00,2026-07-30 11:57:12.573000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_61F8B1C981__PLACES,VIEW,,,2026-07-30 11:57:12.245000-07:00,2026-07-30 11:57:12.547000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_6891C6FCC4__PLACES,VIEW,,,2026-07-30 11:57:13.249000-07:00,2026-07-30 11:57:13.614000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_68BCB9DDA1__PLACES,VIEW,,,2026-07-30 11:57:15.097000-07:00,2026-07-30 11:57:15.438000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_726064391E__PLACES,VIEW,,,2026-07-30 11:57:15.267000-07:00,2026-07-30 11:57:15.630000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_7659B16D25__PLACES,VIEW,,,2026-07-30 11:57:15.252000-07:00,2026-07-30 11:57:15.572000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_87C271A71E__PLACES,VIEW,,,2026-07-30 11:57:16.290000-07:00,2026-07-30 11:57:16.626000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_9548772C45__PLACES,VIEW,,,2026-07-30 11:57:18.049000-07:00,2026-07-30 11:57:18.353000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_9770EB9EBD__PLACES,VIEW,,,2026-07-30 11:57:18.179000-07:00,2026-07-30 11:57:18.479000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_98D226A574__PLACES,VIEW,,,2026-07-30 11:57:18.204000-07:00,2026-07-30 11:57:18.491000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_9C302CA0AB__PLACES,VIEW,,,2026-07-30 11:57:19.198000-07:00,2026-07-30 11:57:19.518000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_9DCA88D285__PLACES,VIEW,,,2026-07-30 11:57:20.893000-07:00,2026-07-30 11:57:21.231000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_9DCA88D285__RECORDS,VIEW,,,2026-07-06 07:04:07.558000-07:00,2026-07-06 07:04:07.832000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_A8EF161189__PLACES,VIEW,,,2026-07-30 11:57:21.050000-07:00,2026-07-30 11:57:21.345000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_A8EF161189__RECORDS,VIEW,,,2026-07-06 07:04:07.591000-07:00,2026-07-06 07:04:07.842000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_AD9A53047C__PLACES,VIEW,,,2026-07-30 11:57:21.111000-07:00,2026-07-30 11:57:21.365000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_AFE18E40AF__PLACES,VIEW,,,2026-07-30 11:57:22.045000-07:00,2026-07-30 11:57:22.330000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_B9860A2DE3__PLACES,VIEW,,,2026-07-30 11:57:23.775000-07:00,2026-07-30 11:57:24.178000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_C12D73F01D__PLACES,VIEW,,,2026-07-30 11:57:23.972000-07:00,2026-07-30 11:57:24.254000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_C589D75D2F__PLACES,VIEW,,,2026-07-30 11:57:24.014000-07:00,2026-07-30 11:57:24.379000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_C7CF87B213__PLACES,VIEW,,,2026-07-30 11:57:24.898000-07:00,2026-07-30 11:57:25.269000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_CC35A6D7FA__PLACES,VIEW,,,2026-07-30 11:57:26.839000-07:00,2026-07-30 11:57:27.190000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_CE75F7FDDE__PLACES,VIEW,,,2026-07-30 11:57:26.846000-07:00,2026-07-30 11:57:27.190000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_CEB607964A__PLACES,VIEW,,,2026-07-30 11:57:27.506000-07:00,2026-07-30 11:57:27.804000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_D06A042788__PLACES,VIEW,,,2026-07-30 11:57:27.864000-07:00,2026-07-30 11:57:28.274000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_D4BC1D6201__PLACES,VIEW,,,2026-07-30 11:57:29.807000-07:00,2026-07-30 11:57:30.104000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_D770780EEB__PLACES,VIEW,,,2026-07-30 11:57:29.820000-07:00,2026-07-30 11:57:30.209000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_DC31E10278__PLACES,VIEW,,,2026-07-30 11:57:30.352000-07:00,2026-07-30 11:57:30.687000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_DD50C64C64__PLACES,VIEW,,,2026-07-30 11:57:30.782000-07:00,2026-07-30 11:57:31.130000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_E078D81651__PLACES,VIEW,,,2026-07-30 11:57:32.720000-07:00,2026-07-30 11:57:33.156000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_E2B711DB0F__PLACES,VIEW,,,2026-07-30 11:57:32.823000-07:00,2026-07-30 11:57:33.180000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_E6366CDFC9__PLACES,VIEW,,,2026-07-30 11:57:33.262000-07:00,2026-07-30 11:57:33.632000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_E8025ED747__PLACES,VIEW,,,2026-07-30 11:57:33.775000-07:00,2026-07-30 11:57:34.096000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_E83E833A45__PLACES,VIEW,,,2026-07-30 11:57:35.774000-07:00,2026-07-30 11:57:36.172000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_E846782F2C__RECORDS,VIEW,,,2026-07-30 11:57:35.832000-07:00,2026-07-30 11:57:36.208000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_E8BB377538__PLACES,VIEW,,,2026-07-30 11:57:36.218000-07:00,2026-07-30 11:57:36.500000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_E90902C24C__PLACES,VIEW,,,2026-07-30 11:57:36.741000-07:00,2026-07-30 11:57:37.068000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_F38D25F947__PLACES,VIEW,,,2026-07-30 11:57:38.762000-07:00,2026-07-30 11:57:39.070000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_FA2A7705EC__PLACES,VIEW,,,2026-07-30 11:57:38.805000-07:00,2026-07-30 11:57:39.101000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_OPEN_DATA_SA_FC8F1BAE69__PLACES,VIEW,,,2026-07-30 11:57:39.018000-07:00,2026-07-30 11:57:39.264000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_00B8041D47__RECORDS,VIEW,,,2026-07-30 11:57:39.654000-07:00,2026-07-30 11:57:39.975000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_03014F9C15__PLACES,VIEW,,,2026-07-30 11:57:41.731000-07:00,2026-07-30 11:57:42.103000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_0D51EC3643__PLACES,VIEW,,,2026-07-30 11:57:41.741000-07:00,2026-07-30 11:57:42.140000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_0E84D71B5D__PLACES,VIEW,,,2026-07-30 11:57:41.905000-07:00,2026-07-30 11:57:42.287000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_131DB5B4A0__PLACES,VIEW,,,2026-07-30 11:57:42.559000-07:00,2026-07-30 11:57:43.001000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_151F8E4DBB__PLACES,VIEW,,,2026-07-30 11:57:44.686000-07:00,2026-07-30 11:57:45.058000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_17DD46EA4D__PLACES,VIEW,,,2026-07-30 11:57:44.703000-07:00,2026-07-30 11:57:45.015000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_1F745F1E15__PLACES,VIEW,,,2026-07-30 11:57:44.858000-07:00,2026-07-30 11:57:45.130000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_2789EF054E__PLACES,VIEW,,,2026-07-30 11:57:45.611000-07:00,2026-07-30 11:57:45.928000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_2A3D59095B__PLACES,VIEW,,,2026-07-30 11:57:47.671000-07:00,2026-07-30 11:57:48.058000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_2ED954C361__PLACES,VIEW,,,2026-07-30 11:57:47.682000-07:00,2026-07-30 11:57:47.983000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_390A683A1F__PLACES,VIEW,,,2026-07-30 11:57:47.890000-07:00,2026-07-30 11:57:48.158000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_4006091422__PLACES,VIEW,,,2026-07-30 11:57:48.489000-07:00,2026-07-30 11:57:48.783000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_4B62EE3E47__PLACES,VIEW,,,2026-07-30 11:57:51.230000-07:00,2026-07-30 11:57:51.552000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_5635D41E74__PLACES,VIEW,,,2026-07-30 11:57:51.288000-07:00,2026-07-30 11:57:51.625000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_5A544B8D01__PLACES,VIEW,,,2026-07-30 11:57:51.303000-07:00,2026-07-30 11:57:51.645000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_5B443A0101__PLACES,VIEW,,,2026-07-30 11:57:51.365000-07:00,2026-07-30 11:57:51.706000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_5ED011D868__PLACES,VIEW,,,2026-07-30 11:57:54.149000-07:00,2026-07-30 11:57:54.467000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_788CBD21B2__PLACES,VIEW,,,2026-07-30 11:57:54.398000-07:00,2026-07-30 11:57:54.782000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_794F17EBE2__PLACES,VIEW,,,2026-07-30 11:57:54.403000-07:00,2026-07-30 11:57:54.725000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_7B1A49B2AC__PLACES,VIEW,,,2026-07-30 11:57:54.401000-07:00,2026-07-30 11:57:54.684000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_804D7561A2__PLACES,VIEW,,,2026-07-30 11:57:57.033000-07:00,2026-07-30 11:57:57.328000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_846214A7C0__PLACES,VIEW,,,2026-07-30 11:57:57.241000-07:00,2026-07-30 11:57:57.555000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_876760587A__PLACES,VIEW,,,2026-07-30 11:57:57.281000-07:00,2026-07-30 11:57:57.570000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_8AE30C65DE__PLACES,VIEW,,,2026-07-30 11:57:57.350000-07:00,2026-07-30 11:57:57.638000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_8BC8CD595B__PLACES,VIEW,,,2026-07-30 11:57:59.903000-07:00,2026-07-30 11:58:00.220000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_98849B65EE__PLACES,VIEW,,,2026-07-30 11:58:00.106000-07:00,2026-07-30 11:58:00.453000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_98849B65EE__RECORDS,VIEW,,,2026-07-06 07:04:19.639000-07:00,2026-07-06 07:04:19.927000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_9BCCE40A0F__PLACES,VIEW,,,2026-07-30 11:58:00.170000-07:00,2026-07-30 11:58:00.483000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_9E83620979__PLACES,VIEW,,,2026-07-30 11:58:00.199000-07:00,2026-07-30 11:58:00.471000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_9EB7D97238__PLACES,VIEW,,,2026-07-30 11:58:02.846000-07:00,2026-07-30 11:58:03.238000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_9F5FD1969E__PLACES,VIEW,,,2026-07-30 11:58:03.070000-07:00,2026-07-30 11:58:03.372000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_A02C259ACB__PLACES,VIEW,,,2026-07-30 11:58:03.096000-07:00,2026-07-30 11:58:03.416000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_A1A1E9BA90__PLACES,VIEW,,,2026-07-30 11:58:03.147000-07:00,2026-07-30 11:58:03.517000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_A52D30D858__PLACES,VIEW,,,2026-07-30 11:58:05.844000-07:00,2026-07-30 11:58:06.163000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_AD9C79B3A8__PLACES,VIEW,,,2026-07-30 11:58:05.993000-07:00,2026-07-30 11:58:06.401000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_B00393D49E__PLACES,VIEW,,,2026-07-30 11:58:06.054000-07:00,2026-07-30 11:58:06.345000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_B374FEDA3D__PLACES,VIEW,,,2026-07-30 11:58:06.585000-07:00,2026-07-30 11:58:06.952000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_B5470E08FD__PLACES,VIEW,,,2026-07-30 11:58:08.752000-07:00,2026-07-30 11:58:09.001000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_B6D7CBC686__PLACES,VIEW,,,2026-07-30 11:58:08.939000-07:00,2026-07-30 11:58:09.231000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_B7879EDE0F__PLACES,VIEW,,,2026-07-30 11:58:08.947000-07:00,2026-07-30 11:58:09.229000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_BA17CFEAEF__PLACES,VIEW,,,2026-07-30 11:58:09.490000-07:00,2026-07-30 11:58:09.769000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_CC6148CB20__PLACES,VIEW,,,2026-07-30 11:58:11.579000-07:00,2026-07-30 11:58:11.935000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_CF566B299B__PLACES,VIEW,,,2026-07-30 11:58:11.778000-07:00,2026-07-30 11:58:12.043000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_D8576CBEB1__PLACES,VIEW,,,2026-07-30 11:58:12.470000-07:00,2026-07-30 11:58:12.793000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_D86291AAB8__PLACES,VIEW,,,2026-07-30 11:58:12.490000-07:00,2026-07-30 11:58:12.815000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_DA9D21318D__PLACES,VIEW,,,2026-07-30 11:58:14.482000-07:00,2026-07-30 11:58:15.167000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_E2D21C0535__PLACES,VIEW,,,2026-07-30 11:58:14.583000-07:00,2026-07-30 11:58:14.940000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_E2E136DBE8__PLACES,VIEW,,,2026-07-30 11:58:15.420000-07:00,2026-07-30 11:58:15.813000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_E55BABFE84__PLACES,VIEW,,,2026-07-30 11:58:15.454000-07:00,2026-07-30 11:58:15.753000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_E5E353E19D__PLACES,VIEW,,,2026-07-30 11:58:17.488000-07:00,2026-07-30 11:58:17.769000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_F1D1BDD645__PLACES,VIEW,,,2026-07-30 11:58:17.692000-07:00,2026-07-30 11:58:17.971000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_F8C410BB6B__PLACES,VIEW,,,2026-07-30 11:58:18.411000-07:00,2026-07-30 11:58:18.765000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_SAN_JOSE_OPEN_DA_FAAD5A2133__PLACES,VIEW,,,2026-07-30 11:58:18.419000-07:00,2026-07-30 11:58:18.758000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_TAMPA_OPEN_DATA_044202D137__RECORDS,VIEW,,,2026-07-30 11:58:20.356000-07:00,2026-07-30 11:58:20.670000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_TAMPA_OPEN_DATA_06C9CC7276__RECORDS,VIEW,,,2026-07-30 11:58:20.540000-07:00,2026-07-30 11:58:20.866000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_TAMPA_OPEN_DATA_18B980D54D__RECORDS,VIEW,,,2026-07-30 11:58:21.387000-07:00,2026-07-30 11:58:21.719000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_TAMPA_OPEN_DATA_2FF7BA4861__RECORDS,VIEW,,,2026-07-30 11:58:21.399000-07:00,2026-07-30 11:58:21.737000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_TAMPA_OPEN_DATA_31262C6D5A__RECORDS,VIEW,,,2026-07-30 11:58:23.237000-07:00,2026-07-30 11:58:23.545000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_TAMPA_OPEN_DATA_33F54DB74C__RECORDS,VIEW,,,2026-07-30 11:58:23.397000-07:00,2026-07-30 11:58:23.685000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_TAMPA_OPEN_DATA_35B3415BB7__RECORDS,VIEW,,,2026-07-30 11:58:24.330000-07:00,2026-07-30 11:58:24.882000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_TAMPA_OPEN_DATA_39C5B89D70__RECORDS,VIEW,,,2026-07-30 11:58:24.357000-07:00,2026-07-30 11:58:24.660000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_TAMPA_OPEN_DATA_3AA5C05B7D__RECORDS,VIEW,,,2026-07-30 11:58:26.506000-07:00,2026-07-30 11:58:26.803000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_TAMPA_OPEN_DATA_456EC0ADDB__RECORDS,VIEW,,,2026-07-30 11:58:26.618000-07:00,2026-07-30 11:58:26.883000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_TAMPA_OPEN_DATA_485B900D71__RECORDS,VIEW,,,2026-07-30 11:58:27.215000-07:00,2026-07-30 11:58:27.543000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_TAMPA_OPEN_DATA_662D0D6BCB__RECORDS,VIEW,,,2026-07-30 11:58:27.417000-07:00,2026-07-30 11:58:27.693000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_TAMPA_OPEN_DATA_6A2B19FD67__RECORDS,VIEW,,,2026-07-30 11:58:29.336000-07:00,2026-07-30 11:58:29.844000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_TAMPA_OPEN_DATA_6C25EA91D4__RECORDS,VIEW,,,2026-07-30 11:58:29.399000-07:00,2026-07-30 11:58:29.788000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_TAMPA_OPEN_DATA_7B31B708C9__RECORDS,VIEW,,,2026-07-30 11:58:30.089000-07:00,2026-07-30 11:58:30.388000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_TAMPA_OPEN_DATA_8B7716D270__RECORDS,VIEW,,,2026-07-30 11:58:30.279000-07:00,2026-07-30 11:58:30.560000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_TAMPA_OPEN_DATA_9909AA9ED8__RECORDS,VIEW,,,2026-07-30 11:58:32.314000-07:00,2026-07-30 11:58:32.668000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_TAMPA_OPEN_DATA_A61789D619__RECORDS,VIEW,,,2026-07-30 11:58:32.434000-07:00,2026-07-30 11:58:32.789000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_TAMPA_OPEN_DATA_C8043A5DF9__RECORDS,VIEW,,,2026-07-30 11:58:32.939000-07:00,2026-07-30 11:58:33.239000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_TAMPA_OPEN_DATA_DDBAF3B966__RECORDS,VIEW,,,2026-07-30 11:58:33.090000-07:00,2026-07-30 11:58:33.391000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_TAMPA_OPEN_DATA_E00E42A7E9__RECORDS,VIEW,,,2026-07-30 11:58:35.978000-07:00,2026-07-30 11:58:36.283000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_TAMPA_OPEN_DATA_E290DD0B04__RECORDS,VIEW,,,2026-07-30 11:58:35.892000-07:00,2026-07-30 11:58:36.175000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_TAMPA_OPEN_DATA_E589C6750A__RECORDS,VIEW,,,2026-07-30 11:58:35.885000-07:00,2026-07-30 11:58:36.177000-07:00,
