schema,table,column,should_be,table_row_count
POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2009_CONTRIBUTION,PAYMENT_METHOD,number,146112
ECONOMICS,ECONOMICS__FED_PBGC_DATA,DATA_YEAR,date,134534
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,AAPI_FEMALE_PRISON_ADMITS_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,AAPI_FEMALE_PRISON_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,AAPI_JAIL_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,AAPI_MALE_PRISON_ADMITS_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,AAPI_MALE_PRISON_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,AAPI_PRISON_ADMITS_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,AAPI_PRISON_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,BLACK_FEMALE_PRISON_ADMITS_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,BLACK_FEMALE_PRISON_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,BLACK_JAIL_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,BLACK_MALE_PRISON_ADMITS_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,BLACK_MALE_PRISON_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,BLACK_PRISON_ADMITS_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,BLACK_PRISON_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,FEMALE_JAIL_ADMITS_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,FEMALE_JAIL_DISCHARGES,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,FEMALE_JAIL_DISCHARGES_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,FEMALE_JAIL_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,FEMALE_PRISON_ADMITS_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,FEMALE_PRISON_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,LAND_AREA,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,LATINX_FEMALE_PRISON_ADMITS_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,LATINX_FEMALE_PRISON_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,LATINX_JAIL_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,LATINX_MALE_PRISON_ADMITS_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,LATINX_MALE_PRISON_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,LATINX_PRISON_ADMITS_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,LATINX_PRISON_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,MALE_JAIL_ADMITS_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,MALE_JAIL_DISCHARGES,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,MALE_JAIL_DISCHARGES_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,MALE_JAIL_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,MALE_PRISON_ADMITS_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,MALE_PRISON_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,METRO_AREA,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,NATIVE_FEMALE_PRISON_ADMITS_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,NATIVE_FEMALE_PRISON_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,NATIVE_JAIL_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,NATIVE_MALE_PRISON_ADMITS_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,NATIVE_MALE_PRISON_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,NATIVE_PRISON_ADMITS_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,NATIVE_PRISON_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_CONTRACTED_IN,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_CONTRACTED_OUT,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_INCARCERATION,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_INCARCERATION_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_JAIL_ADMITS,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_JAIL_ADMITS_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_JAIL_DISCHARGES,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_JAIL_DISCHARGES_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_JAIL_FROM_BIA,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_JAIL_FROM_BOP,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_JAIL_FROM_FED,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_JAIL_FROM_ICE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_JAIL_FROM_MARSHALS,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_JAIL_FROM_OTHER_FED,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_JAIL_FROM_OTHER_JAIL,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_JAIL_FROM_PRISON,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_JAIL_POP,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_JAIL_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_POP_15TO64,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_PRETRIAL_CUSTODY,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_PRETRIAL_CUSTODY_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_PRETRIAL_JURIS,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_PRISON_ADMITS,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_PRISON_ADMITS_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_PRISON_POP,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_PRISON_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_SENTENCED_CUSTODY,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,TOTAL_SENTENCED_CUSTODY_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,WHITE_FEMALE_PRISON_ADMITS_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,WHITE_FEMALE_PRISON_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,WHITE_JAIL_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,WHITE_MALE_PRISON_ADMITS_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,WHITE_MALE_PRISON_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,WHITE_PRISON_ADMITS_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,WHITE_PRISON_POP_RATE,number,128507
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,YEAR,date,128507
POLITICS,POLITICS__FED_VOTEVIEW_ROLLCALL_META,DATE,date,113512
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_VIOLATION_HISTORY,COMP_DETERMINATION_UID,date,102037
ECONOMICS,ECONOMICS__FED_FOREIGNASSISTANCE,DISBURSEMENT_AMOUNT,number,95658
ECONOMICS,ECONOMICS__FED_FOREIGNASSISTANCE,FISCAL_YEAR,date,95658
ECONOMICS,ECONOMICS__FED_FOREIGNASSISTANCE,OBLIGATION_AMOUNT,number,95658
ENVIRONMENT,ENVIRONMENT__FED_NID_DAMS,NID_HEIGHT_CATEGORY,number,92766
HEALTH,HEALTH__FED_HHS_OIG_LEIE,EXCLUSION_DATE,date,83369
HEALTH,HEALTH__FED_HRSA_HPSA_PRIMARY_CARE,FORMAL_RATIO,number,79158
HEALTH,HEALTH__FED_HRSA_HPSA_PRIMARY_CARE,PROVIDER_RATIO_GOAL,number,79158
HEALTH,HEALTH__FED_HRSA_HPSA_PRIMARY_CARE,WITHDRAWN_DATE_STRING,date,79158
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_104_OFF_SITE_TREATED_TOTAL,number,78647
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_106_6_2_TOTAL_TRANSFER,number,78647
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_107_TOTAL_RELEASES,number,78647
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_16_PARENT_CO_DB_NUM,number,78647
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_19_FOREIGN_PARENT_CO_DB_NUM,number,78647
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_1_YEAR,date,78647
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_36_DOC_CTRL_NUM,number,78647
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_65_ON_SITE_RELEASE_TOTAL,number,78647
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_68_POTW_TOTAL_TRANSFERS,number,78647
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_88_OFF_SITE_RELEASE_TOTAL,number,78647
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_94_OFF_SITE_RECYCLED_TOTAL,number,78647
SCIENCE_RESEARCH,SCIENCE_RESEARCH__FED_RETRACTION_WATCH,COUNTRIES,number,71591
SCIENCE_RESEARCH,SCIENCE_RESEARCH__XC_RETRACTION_WATCH_DATABASE,COUNTRIES,number,71388
JUSTICE,JUSTICE__INTL_OPENSANCTIONS,BIRTH_DATE_RAW,date,71011
JUSTICE,JUSTICE__INTL_OPENSANCTIONS,COUNTRIES,number,71011
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,FOREIGN_PARENT_CO_DB_NUM,number,64990
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,PARENT_CO_DB_NUM,number,64990
POLITICS,POLITICS__IRS527_8872_REPORTS,MONTHLY_RPT_MONTH,date,55579
JUSTICE,JUSTICE__FED_COURTLISTENER_POSITIONS,TERMINATION_REASON,date,51290
POLITICS,POLITICS__FED_VOTEVIEW_MEMBERS,LAST_MEANS,number,51061
POLITICS,POLITICS__FED_VOTEVIEW_MEMBERS,NOMINATE_GEO_MEAN_PROBABILITY,number,51061
IMMIGRATION,IMMIGRATION__FED_DHS_OHSS,CALENDAR_YEAR,date,50740
IMMIGRATION,IMMIGRATION__FED_DHS_OHSS,ENCOUNTERS,number,50740
IMMIGRATION,IMMIGRATION__FED_DHS_OHSS,EVENT_COUNT,number,50740
IMMIGRATION,IMMIGRATION__FED_DHS_OHSS,FISCAL_YEAR,date,50740
IMMIGRATION,IMMIGRATION__FED_DHS_OHSS,REPORT_MONTH,date,50740
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,ACTION_DATE,date,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,ACTION_DATE_FISCAL_YEAR,date,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,ALASKAN_NATIVE_CORPORATION_OWNED_FIRM,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,COMMUNITY_DEVELOPED_CORPORATION_OWNED_FIRM,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,COMMUNITY_DEVELOPMENT_CORPORATION,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,CONSTRUCTION_WAGE_RATE_REQUIREMENTS,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,CONTINGENCY_HUMANITARIAN_OR_PEACEKEEPING_OPERATION,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,CONTRACTING_OFFICERS_DETERMINATION_OF_BUSINESS_SIZE,date,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,COST_ACCOUNTING_STANDARDS_CLAUSE,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,COST_OR_PRICING_DATA,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,CURRENT_TOTAL_VALUE_OF_AWARD,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,FEDERAL_ACCOUNTS_FUNDING_THIS_AWARD,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,FEDERAL_ACTION_OBLIGATION,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,HIGHLY_COMPENSATED_OFFICER_1_AMOUNT,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,HIGHLY_COMPENSATED_OFFICER_2_AMOUNT,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,HIGHLY_COMPENSATED_OFFICER_3_AMOUNT,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,HIGHLY_COMPENSATED_OFFICER_4_AMOUNT,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,HIGHLY_COMPENSATED_OFFICER_5_AMOUNT,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,INITIAL_REPORT_DATE,date,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,LAST_MODIFIED_DATE,date,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,LIMITED_LIABILITY_CORPORATION,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,NUMBER_OF_ACTIONS,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,NUMBER_OF_OFFERS_RECEIVED,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,OBLIGATED_AMOUNT_FROM_COVID_19_SUPPLEMENTALS_FOR_OVERALL_AWARD,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,OBLIGATED_AMOUNT_FROM_IIJA_SUPPLEMENTAL_FOR_OVERALL_AWARD,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,ORDERING_PERIOD_END_DATE,date,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,OUTLAYED_AMOUNT_FROM_COVID_19_SUPPLEMENTALS_FOR_OVERALL_AWARD,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,OUTLAYED_AMOUNT_FROM_IIJA_SUPPLEMENTAL_FOR_OVERALL_AWARD,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,PARTNERSHIP_OR_LIMITED_LIABILITY_PARTNERSHIP,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,PERIOD_OF_PERFORMANCE_CURRENT_END_DATE,date,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,PERIOD_OF_PERFORMANCE_POTENTIAL_END_DATE,date,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,PERIOD_OF_PERFORMANCE_START_DATE,date,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,POTENTIAL_TOTAL_VALUE_OF_AWARD,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,PRICE_EVALUATION_ADJUSTMENT_PREFERENCE_PERCENT_DIFFERENCE,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,PURCHASE_CARD_AS_PAYMENT_METHOD,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,SMALL_BUSINESS_COMPETITIVENESS_DEMONSTRATION_PROGRAM,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,SOLICITATION_DATE,date,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,SUBCHAPTER_SCORPORATION,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,TOTAL_DOLLARS_OBLIGATED,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,TOTAL_OUTLAYED_AMOUNT_FOR_OVERALL_AWARD,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,TREASURY_ACCOUNTS_FUNDING_THIS_AWARD,number,49613
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,USASPENDING_PERMALINK,number,49613
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,REGISTRATION_NUMBER,number,48104
HEALTH,HEALTH__FED_CMS_POS_OTHER,ACRDTN_EFCTV_DT,date,44429
HEALTH,HEALTH__FED_CMS_POS_OTHER,ACRDTN_EXPRTN_DT,date,44429
HEALTH,HEALTH__FED_CMS_POS_OTHER,ASC_BGN_SRVC_DT,date,44429
HEALTH,HEALTH__FED_CMS_POS_OTHER,CHOW_DT,date,44429
HEALTH,HEALTH__FED_CMS_POS_OTHER,CHOW_PRIOR_DT,date,44429
HEALTH,HEALTH__FED_CMS_POS_OTHER,CRTFCTN_DT,date,44429
HEALTH,HEALTH__FED_CMS_POS_OTHER,ESRD_NTWRK_NUM,number,44429
HEALTH,HEALTH__FED_CMS_POS_OTHER,FAX_PHNE_NUM,number,44429
HEALTH,HEALTH__FED_CMS_POS_OTHER,FQHC_APPROVED_RHC_PROVIDER_NUM,number,44429
HEALTH,HEALTH__FED_CMS_POS_OTHER,MDCD_VNDR_NUM,number,44429
HEALTH,HEALTH__FED_CMS_POS_OTHER,MEDICARE_HOSPICE_PROVIDER_NUM,number,44429
HEALTH,HEALTH__FED_CMS_POS_OTHER,NCRY_PRVDR_DSGNTD_DT,date,44429
HEALTH,HEALTH__FED_CMS_POS_OTHER,NCRY_PRVDR_LOST_DT,date,44429
HEALTH,HEALTH__FED_CMS_POS_OTHER,ORGNL_PRTCPTN_DT,date,44429
HEALTH,HEALTH__FED_CMS_POS_OTHER,PHNE_NUM,number,44429
HEALTH,HEALTH__FED_CMS_POS_OTHER,PSYCH_UNIT_EFCTV_DT,date,44429
HEALTH,HEALTH__FED_CMS_POS_OTHER,PSYCH_UNIT_TRMNTN_DT,date,44429
HEALTH,HEALTH__FED_CMS_POS_OTHER,REHAB_UNIT_EFCTV_DT,date,44429
HEALTH,HEALTH__FED_CMS_POS_OTHER,REHAB_UNIT_TRMNTN_DT,date,44429
HEALTH,HEALTH__FED_CMS_POS_OTHER,TCHNCL_STF_NUM,number,44429
HEALTH,HEALTH__FED_CMS_POS_OTHER,TRMNTN_EXPRTN_DT,date,44429
JUSTICE,JUSTICE__INTL_EU_SANCTIONS,EU_REF_NUM,number,42347
LABOR,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,SB_ACTRY_ENRLMT_NUM,number,41802
HEALTH,HEALTH__FED_FDA_DEVICE_ENFORCEMENT,PRODUCT_QUANTITY,number,39635
HEALTH,HEALTH__FED_FDA_DEVICE_ENFORCEMENT,REGISTRATION_NUMBER_LIST,number,39635
POLITICS,POLITICS__BILLS,LATEST_ACTION_DATE,date,36465
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_0CHLDRN,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_10K_LT15K,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_15K_LT20K,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_1ADULT,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_20K_LT25K,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_25K_LT30K,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_2ADULTS,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_30K_LT40K,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_5K_LT10K,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_AGE25_50,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_AGE51_61,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_AGE62PLUS,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_AGE85PLUS,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_ASIAN_PACIFIC_NONHSP,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_BED1,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_BED2,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_BED3,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_BLACK_HSP,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_BLACK_NONHSP,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_CHLDRN0_5,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_CHLDRN13_17,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_CHLDRN6_12,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_DISABLED_ALL,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_DISABLED_GE62,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_DISABLED_HEAD,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_DISABLED_LT62,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_DISABLED_MBR,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_FEMALE_HEAD,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_FEMALE_HEAD_CHILD,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_FEMALE_HEAD_CHILD0_5,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_GE40K,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_HISPANIC,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_LT24_HEAD,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_LT30_MEDIAN,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_LT50_MEDIAN,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_LT5K,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_LT62_HEAD,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_LT80_MEDIAN,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_MEDIAN,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_MINORITY,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_MOVEIN,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_MULTI,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_NATIVE_AMERICAN_NONHSP,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_NOINCOME,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_OTHER_MAJOR,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_OTH_HSP,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_OVERHOUSED,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_UTILITY_ALLOW,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_WAGE_MAJOR,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_WELFARE_MAJOR,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_WHITE_NOTHSP,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PCT_WHT_HSP,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,PHA_TOTAL_UNITS,number,35601
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,TPCT_OWNSFD,number,35601
