schema,table,column,state,row_count,lat,lon
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,STATE_CODE,MN,249423,46.18708271185893,-92.95260834936649
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,FAC_STATE,CA,676505,37.72405644839113,-120.97192708997875
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,FAC_STATE,TX,177477,32.092483757430344,-98.8476868692133
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,FAC_STATE,GA,172887,32.89289388008957,-84.79079387876774
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,FAC_STATE,FL,166258,29.50934438379084,-82.41315872997501
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,FAC_STATE,NY,159410,42.98828203537666,-76.42324691441763
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,STATE_CODE,CA,801799,36.08504496790373,-121.0609940826495
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,STATE_CODE,TX,241874,30.803646550844796,-99.8483719845577
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,STATE_CODE,GA,225895,31.769634299482057,-84.63700406578619
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,STATE_CODE,NY,207197,43.445774053977146,-74.93303558863009
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,STATE_CODE,FL,197592,29.516919363276358,-83.19060978605707
ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,STATE,TX,22034,32.04817423531243,-99.03546234065547
ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,STATE,CA,8308,36.216250613006636,-118.64999695779599
ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,STATE,LA,6613,30.657490680999473,-92.88218112752246
ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,STATE,PA,6081,40.139864781096605,-76.51183275140872
ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,STATE,OK,5303,34.92984414951224,-97.82391241422529
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,STATE,CO,32447,39.11277461568629,-105.89438208383278
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,STATE,IL,28493,40.37433824062573,-90.35454774558968
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,STATE,OK,18383,35.4318388352593,-97.26327153672142
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,STATE,LA,13834,31.285518953868074,-91.69491459109297
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,STATE,NY,12626,42.346198765377,-75.11315307054589
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_VIOLATION_HISTORY,STATE_CODE,CA,15103,38.333288277204005,-119.74914394725118
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_VIOLATION_HISTORY,STATE_CODE,PA,9210,41.245585653252434,-76.75649147424022
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_VIOLATION_HISTORY,STATE_CODE,TX,5473,30.905616125841533,-99.95622324203558
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_VIOLATION_HISTORY,STATE_CODE,OK,4714,36.728548479576645,-98.05802191345846
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_VIOLATION_HISTORY,STATE_CODE,MI,4711,44.1226151421485,-85.76138166290121
ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES,STATE_CODE,GA,184128,33.7835829633181,-83.27378976375049
ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES,STATE_CODE,TX,133141,32.45073445992455,-100.2451428784057
ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES,STATE_CODE,FL,106998,28.066306031841524,-81.98073090157308
ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES,STATE_CODE,AL,48147,32.36383205921788,-86.3428725693471
ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES,STATE_CODE,CO,43589,39.01853029234581,-106.68122451408308
ENVIRONMENT,ENVIRONMENT__FED_EPA_RCRA_FACILITIES,STATE_CODE,CA,681231,36.268311257256855,-119.87190383370552
ENVIRONMENT,ENVIRONMENT__FED_EPA_RCRA_FACILITIES,STATE_CODE,NY,126106,42.980674697588455,-76.40560415743934
ENVIRONMENT,ENVIRONMENT__FED_EPA_RCRA_FACILITIES,STATE_CODE,FL,53717,28.031613308518725,-83.79664582478082
ENVIRONMENT,ENVIRONMENT__FED_EPA_RCRA_FACILITIES,STATE_CODE,MI,49826,43.738230253128734,-85.93416275256695
ENVIRONMENT,ENVIRONMENT__FED_EPA_RCRA_FACILITIES,STATE_CODE,MN,48781,46.032042802634784,-94.03901424727817
ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_GEOGRAPHIC_AREAS,STATE_SERVED,NC,23090,36.44648667274999,-78.79149260060427
ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_GEOGRAPHIC_AREAS,STATE_SERVED,WI,15106,45.17782975640611,-90.50778974112212
ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_GEOGRAPHIC_AREAS,STATE_SERVED,NY,15073,42.88936209881624,-74.86489550531077
ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_GEOGRAPHIC_AREAS,STATE_SERVED,FL,10351,29.545114045920794,-83.1267937381011
ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_GEOGRAPHIC_AREAS,STATE_SERVED,NJ,9617,38.93612754800337,-75.95753375164888
ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,STATE_CODE,MI,26705,44.336880276357576,-84.35773395995888
ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,STATE_CODE,IL,25185,39.168072966688456,-88.40539602618671
ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,STATE_CODE,NY,24703,43.23863379928275,-74.48127329285819
ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,STATE_CODE,NC,23682,36.56252304337478,-80.49948815153616
ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,STATE_CODE,PA,22494,41.60489831496982,-78.72113131609451
ENVIRONMENT,ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES,STATE_CODE,NJ,155,39.18491209204702,-74.98380728721389
ENVIRONMENT,ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES,STATE_CODE,WA,150,47.373082856165965,-121.7047078606539
ENVIRONMENT,ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES,STATE_CODE,OR,135,43.46159157927081,-121.50863244762547
ENVIRONMENT,ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES,STATE_CODE,PA,126,40.02381846583666,-78.82328480785651
ENVIRONMENT,ENVIRONMENT__FED_EPA_SUPERFUND_SITE_BOUNDARIES,STATE_CODE,NY,126,41.75703282582479,-76.29086150477968
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,MAIL_PROVINCE,NC,1,35.185474268658005,-79.62438547822521
ENVIRONMENT,ENVIRONMENT__FED_PHMSA_FLAGGED_INCIDENTS,OPERATOR_STATE,TX,1311,31.96666866794951,-98.98644873198398
ENVIRONMENT,ENVIRONMENT__FED_PHMSA_FLAGGED_INCIDENTS,OPERATOR_STATE,OK,174,35.57072764846098,-97.99590948596898
ENVIRONMENT,ENVIRONMENT__FED_PHMSA_FLAGGED_INCIDENTS,OPERATOR_STATE,NE,87,41.77515129066805,-100.65990905879613
ENVIRONMENT,ENVIRONMENT__FED_PHMSA_FLAGGED_INCIDENTS,OPERATOR_STATE,CA,85,36.425614616845756,-120.78366173044667
ENVIRONMENT,ENVIRONMENT__FED_PHMSA_FLAGGED_INCIDENTS,OPERATOR_STATE,MI,80,44.70621152202073,-86.41001778919109
ENVIRONMENT,ENVIRONMENT__FED_USCG_NRC_INCIDENTS,RESPONSIBLE_STATE,TX,115699,30.834833328500803,-99.71560506743259
ENVIRONMENT,ENVIRONMENT__FED_USCG_NRC_INCIDENTS,RESPONSIBLE_STATE,LA,82662,31.153506054339434,-91.58688354217193
ENVIRONMENT,ENVIRONMENT__FED_USCG_NRC_INCIDENTS,RESPONSIBLE_STATE,CA,42913,37.421588477577146,-119.43089721506347
ENVIRONMENT,ENVIRONMENT__FED_USCG_NRC_INCIDENTS,RESPONSIBLE_STATE,FL,31817,27.862321488311945,-81.24458390599267
ENVIRONMENT,ENVIRONMENT__FED_USCG_NRC_INCIDENT_REPORTS,RESPONSIBLE_STATE,TX,10871,32.06903704453261,-99.56073900250105
ENVIRONMENT,ENVIRONMENT__FED_USCG_NRC_INCIDENT_REPORTS,RESPONSIBLE_STATE,LA,5802,30.751729225805253,-91.78435041832728
ENVIRONMENT,ENVIRONMENT__FED_USCG_NRC_INCIDENT_REPORTS,RESPONSIBLE_STATE,CA,4007,36.28676683756564,-119.29631508815262
ENVIRONMENT,ENVIRONMENT__FED_USCG_NRC_INCIDENT_REPORTS,RESPONSIBLE_STATE,FL,3861,29.566977089315934,-82.780948309225
FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES,FACILITY_STATE,TX,12830,31.49757018050767,-99.99131288533144
FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES,FACILITY_STATE,NY,10568,43.88298615996924,-75.84528945945706
FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES,FACILITY_STATE,PA,7639,40.565523931822305,-77.10443745817764
FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES,FACILITY_STATE,IL,7600,39.69393065423304,-88.06605450689773
FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES,FACILITY_STATE,CA,6306,36.9869881267408,-119.45072338802096
FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_FACILITIES,STATE_CODE,TX,15958,31.031791739878354,-99.04966487988304
FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_FACILITIES,STATE_CODE,IL,13801,39.93330832553958,-90.30865858427804
FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_FACILITIES,STATE_CODE,NY,12397,43.83349025087501,-76.45083811412727
FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_FACILITIES,STATE_CODE,PA,12240,41.08184471300801,-77.20395303744684
FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_FACILITIES,STATE_CODE,LA,7589,30.924800797712393,-92.48259982913467
FINANCE,FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS,BRANCH_STATE,CA,212213,37.08876701175304,-118.30127839029566
FINANCE,FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS,BRANCH_STATE,TX,187975,30.328550968021556,-98.22185372185875
FINANCE,FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS,BRANCH_STATE,FL,157050,28.857393075193386,-82.45300274777955
FINANCE,FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS,BRANCH_STATE,NY,155190,43.23076990947968,-75.10874780362393
FINANCE,FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS,BRANCH_STATE,PA,138987,41.69271413800834,-76.3656921363476
FINANCE,FINANCE__FED_FEC_COMMITTEE_TO_CANDIDATE,STATE,TX,83016,31.53630674828047,-99.71637251380936
FINANCE,FINANCE__FED_FEC_COMMITTEE_TO_CANDIDATE,STATE,CA,82286,36.86987178612804,-118.55027710718602
FINANCE,FINANCE__FED_FEC_COMMITTEE_TO_CANDIDATE,STATE,VA,67086,37.45208583232405,-80.00229547070599
FINANCE,FINANCE__FED_FEC_COMMITTEE_TO_CANDIDATE,STATE,DC,43856,39.107977246038644,-78.0782146179434
FINANCE,FINANCE__FED_FEC_COMMITTEE_TO_CANDIDATE,STATE,PA,40876,40.532213332947684,-77.27776845207723
FINANCE,FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES,CAN_OFFICE_STATE,CA,19368,37.47005420449895,-119.5978362746132
FINANCE,FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES,CAN_OFFICE_STATE,AZ,18559,34.990897534900306,-111.3963993112632
FINANCE,FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES,CAN_OFFICE_STATE,GA,18093,33.72853861823884,-82.52782487433693
FINANCE,FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES,CAN_OFFICE_STATE,PA,14374,40.334092947815144,-76.91175521104513
FINANCE,FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES,CAN_OFFICE_STATE,FL,11522,28.266356063673424,-81.15342451029835
FINANCE,FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,STATE,CA,12283359,37.48605532665351,-119.9292500671771
FINANCE,FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,STATE,TX,7212729,30.720024445543864,-98.3258679792391
FINANCE,FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,STATE,FL,5869991,28.246434713085293,-83.75605804086776
FINANCE,FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,STATE,NY,4905953,43.62762472995403,-76.88172807865234
FINANCE,FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,STATE,PA,2977198,39.80727818289658,-79.01491034231259
FINANCE,FINANCE__FED_FHFA_FHLB_MEMBERSHIP,STATE,TX,448,31.847054513147583,-99.1261267903205
FINANCE,FINANCE__FED_FHFA_FHLB_MEMBERSHIP,STATE,IL,396,39.960379201053826,-87.98201656003624
FINANCE,FINANCE__FED_FHFA_FHLB_MEMBERSHIP,STATE,IA,296,41.929110041898646,-94.32400222534002
FINANCE,FINANCE__FED_FHFA_FHLB_MEMBERSHIP,STATE,OH,290,41.591545018147265,-83.89137212490641
FINANCE,FINANCE__FED_FHFA_FHLB_MEMBERSHIP,STATE,CA,266,36.11913147450796,-120.47621246554999
FINANCE,FINANCE__FED_IRS_SOI,STATE,TX,10563,32.64368792061995,-99.53057357209072
FINANCE,FINANCE__FED_IRS_SOI,STATE,NY,9977,42.5564874614796,-75.865041562764
FINANCE,FINANCE__FED_IRS_SOI,STATE,CA,9724,36.88893509555734,-118.98410949343302
FINANCE,FINANCE__FED_IRS_SOI,STATE,PA,9711,41.231093807067964,-78.31773126457844
FINANCE,FINANCE__FED_IRS_SOI,STATE,IL,7764,39.25694300072375,-88.31484944426988
FINANCE,FINANCE__FED_MSRB_REGISTRANTS,STATE,NY,187,43.0476644227882,-75.4951993602651
FINANCE,FINANCE__FED_MSRB_REGISTRANTS,STATE,CA,70,36.48191743614357,-118.365769864899
FINANCE,FINANCE__FED_MSRB_REGISTRANTS,STATE,FL,68,28.668433289500854,-81.22888553641158
FINANCE,FINANCE__FED_MSRB_REGISTRANTS,STATE,TX,64,31.917352946249306,-98.91124122825386
FINANCE,FINANCE__FED_MSRB_REGISTRANTS,STATE,IL,64,38.85853127099603,-88.04045408188075
FINANCE,FINANCE__FED_NCUA_CALL_REPORTS_FOICU,STATE,TX,380,32.35100460003404,-100.48601085804506
FINANCE,FINANCE__FED_NCUA_CALL_REPORTS_FOICU,STATE,PA,272,39.89593225930047,-77.20944042429917
FINANCE,FINANCE__FED_NCUA_CALL_REPORTS_FOICU,STATE,NY,269,43.3024918161167,-76.3594700320389
FINANCE,FINANCE__FED_NCUA_CALL_REPORTS_FOICU,STATE,CA,242,38.378292717166445,-120.82323176375529
FINANCE,FINANCE__FED_NCUA_CALL_REPORTS_FOICU,STATE,OH,195,40.56537176792325,-82.85054486151196
FINANCE,FINANCE__FED_NCUA_FEDERALLY_INSURED_CU_LIST,STATE_MAILING_ADDRESS,TX,376,31.092465124453387,-98.82709765046158
FINANCE,FINANCE__FED_NCUA_FEDERALLY_INSURED_CU_LIST,STATE_MAILING_ADDRESS,PA,272,40.75815243501404,-76.95188103619488
FINANCE,FINANCE__FED_NCUA_FEDERALLY_INSURED_CU_LIST,STATE_MAILING_ADDRESS,NY,269,43.54971939268358,-76.87384421067634
FINANCE,FINANCE__FED_NCUA_FEDERALLY_INSURED_CU_LIST,STATE_MAILING_ADDRESS,CA,232,36.782918379557984,-119.58126028784751
FINANCE,FINANCE__FED_NCUA_FEDERALLY_INSURED_CU_LIST,STATE_MAILING_ADDRESS,IL,175,39.51132120758664,-88.91949115976789
FINANCE,FINANCE__FED_OCC_NATIONAL_BANKS,STATE,TX,133,30.369922065000328,-100.40569919694956
FINANCE,FINANCE__FED_OCC_NATIONAL_BANKS,STATE,IL,83,40.02864615106856,-89.9979778002046
FINANCE,FINANCE__FED_OCC_NATIONAL_BANKS,STATE,MN,44,45.598470730707085,-94.54357083767934
FINANCE,FINANCE__FED_OCC_NATIONAL_BANKS,STATE,OH,42,40.62633610742804,-82.36837695461595
FINANCE,FINANCE__FED_OCC_NATIONAL_BANKS,STATE,NY,37,43.136548482013396,-75.50504602902255
FINANCE,FINANCE__FED_OCC_THRIFTS,STATE,OH,24,40.24015099764588,-81.76596282374827
FINANCE,FINANCE__FED_OCC_THRIFTS,STATE,IL,16,40.872343859782035,-88.08442333282484
FINANCE,FINANCE__FED_OCC_THRIFTS,STATE,NY,15,43.96349399932641,-75.01911969707592
FINANCE,FINANCE__FED_OCC_THRIFTS,STATE,LA,11,30.278560995410746,-91.43515450673122
FINANCE,FINANCE__FED_OCC_THRIFTS,STATE,PA,10,40.37871467032339,-78.2581083450316
FINANCE,FINANCE__FED_SEC_BUSINESS_DEVELOPMENT_COMPANY_REPORT,STATE,NY,98,42.66158716068503,-76.80836249356746
FINANCE,FINANCE__FED_SEC_BUSINESS_DEVELOPMENT_COMPANY_REPORT,STATE,CA,27,37.05208688762782,-120.550280782332
FINANCE,FINANCE__FED_SEC_BUSINESS_DEVELOPMENT_COMPANY_REPORT,STATE,TX,17,30.858805431208356,-99.49264339941234
FINANCE,FINANCE__FED_SEC_BUSINESS_DEVELOPMENT_COMPANY_REPORT,STATE,IL,11,40.613405645745004,-88.77392958574977
FINANCE,FINANCE__FED_SEC_BUSINESS_DEVELOPMENT_COMPANY_REPORT,STATE,MA,11,41.85579255871696,-71.17552715092152
FINANCE,FINANCE__FED_SEC_CLOSED_END_FUND_INFORMATION,STATE,NY,254,42.67479657110027,-75.89710293201718
FINANCE,FINANCE__FED_SEC_CLOSED_END_FUND_INFORMATION,STATE,IL,114,39.78068014685459,-89.79910590207984
FINANCE,FINANCE__FED_SEC_CLOSED_END_FUND_INFORMATION,STATE,MA,107,41.468554501623395,-70.48938208052071
FINANCE,FINANCE__FED_SEC_CLOSED_END_FUND_INFORMATION,STATE,WI,55,44.830377905207826,-89.46324027066353
FINANCE,FINANCE__FED_SEC_CLOSED_END_FUND_INFORMATION,STATE,CA,51,37.463626732825674,-119.6962563776569
FINANCE,FINANCE__FED_SEC_INSIDER_REPORTINGOWNER,STATE,CA,348454,37.51059623752307,-121.07901140735133
FINANCE,FINANCE__FED_SEC_INSIDER_REPORTINGOWNER,STATE,NY,241808,41.85691304010785,-75.40306857887882
FINANCE,FINANCE__FED_SEC_INSIDER_REPORTINGOWNER,STATE,TX,155607,31.415153085068546,-100.66585811442742
FINANCE,FINANCE__FED_SEC_INSIDER_REPORTINGOWNER,STATE,MA,120721,41.60663449547096,-72.34569612918001
FINANCE,FINANCE__FED_SEC_INSIDER_REPORTINGOWNER,STATE,IL,81436,41.12244460340977,-88.25732180793891
FINANCE,FINANCE__FED_SEC_INVESTMENT_COMPANY_SERIES_CLASS,STATE,MA,7287,41.19604011457828,-72.11163404920443
FINANCE,FINANCE__FED_SEC_INVESTMENT_COMPANY_SERIES_CLASS,STATE,NY,7262,42.54022018297052,-76.51573252951
FINANCE,FINANCE__FED_SEC_INVESTMENT_COMPANY_SERIES_CLASS,STATE,CA,4113,36.69611394773971,-118.3292684643735
FINANCE,FINANCE__FED_SEC_INVESTMENT_COMPANY_SERIES_CLASS,STATE,IL,2581,41.00137458293389,-89.84354287517
FINANCE,FINANCE__FED_SEC_INVESTMENT_COMPANY_SERIES_CLASS,STATE,PA,2388,41.573679474498256,-78.73613788222185
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,STATE,DC,5843,39.21704075910408,-78.15836584508858
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,STATE,NY,3862,43.240107062985444,-75.22520634098846
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,STATE,CA,819,38.38537473893058,-119.4804412655413
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,STATE,VA,814,38.488200116161224,-79.52131508843159
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,STATE,FL,490,28.89895955299312,-83.21571340422321
HEALTH,HEALTH__FED_CDC_OVERDOSE,STATE,WY,1596,41.96574214274993,-106.14841553778861
HEALTH,HEALTH__FED_CDC_OVERDOSE,STATE,WV,1596,37.464994995863144,-81.01101977959385
HEALTH,HEALTH__FED_CDC_OVERDOSE,STATE,WI,1596,44.15927248434392,-90.7358052209862
HEALTH,HEALTH__FED_CDC_OVERDOSE,STATE,WA,1596,48.255496261893924,-119.7886447791539
HEALTH,HEALTH__FED_CMS_AMBULATORY_SPECIALTY_MODEL_PARTICIPANTS,STATE,TX,1121,31.21843394262705,-99.12229650553601
HEALTH,HEALTH__FED_CMS_AMBULATORY_SPECIALTY_MODEL_PARTICIPANTS,STATE,CA,644,37.99149627782731,-120.93467234282447
HEALTH,HEALTH__FED_CMS_AMBULATORY_SPECIALTY_MODEL_PARTICIPANTS,STATE,FL,643,28.97301914501553,-81.41279996063636
HEALTH,HEALTH__FED_CMS_AMBULATORY_SPECIALTY_MODEL_PARTICIPANTS,STATE,GA,349,32.85353506031712,-83.33321033818913
HEALTH,HEALTH__FED_CMS_AMBULATORY_SPECIALTY_MODEL_PARTICIPANTS,STATE,NJ,298,39.49603006765402,-75.62823058130205
HEALTH,HEALTH__FED_CMS_DIALYSIS,STATE,TX,748,30.72390898358691,-99.69912344672017
HEALTH,HEALTH__FED_CMS_DIALYSIS,STATE,CA,737,36.68546661551178,-118.91659732290479
HEALTH,HEALTH__FED_CMS_DIALYSIS,STATE,FL,536,27.784186906899652,-83.44673334949525
HEALTH,HEALTH__FED_CMS_DIALYSIS,STATE,GA,361,33.31531218094482,-83.5327088732002
HEALTH,HEALTH__FED_CMS_DIALYSIS,STATE,NY,347,41.974693556075806,-74.61628354227436
HEALTH,HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY,STATE,TX,2513112,30.395383507454522,-99.65547262095122
HEALTH,HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY,STATE,CA,2487468,36.97302622098528,-119.64931916798369
HEALTH,HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY,STATE,OH,1968177,39.772575260690935,-81.60373084801458
HEALTH,HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY,STATE,FL,1483078,28.794119449075602,-82.8843047908881
HEALTH,HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY,STATE,IL,1425379,40.33200566374699,-89.5333949010383
HEALTH,HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS,ENROLLMENT_STATE,CA,1483,37.34497360359491,-119.42879330034243
HEALTH,HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS,ENROLLMENT_STATE,TX,598,30.892423422035588,-98.26122257970437
HEALTH,HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS,ENROLLMENT_STATE,NY,500,41.92412826174438,-74.28652605053841
HEALTH,HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS,ENROLLMENT_STATE,OH,465,40.21731370082515,-82.77621248144281
HEALTH,HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS,ENROLLMENT_STATE,FL,438,27.656855498856455,-82.36750556783477
HEALTH,HEALTH__FED_CMS_HCRIS,STATE_CODE,TX,587,31.097137419808348,-98.98531954751247
HEALTH,HEALTH__FED_CMS_HCRIS,STATE_CODE,CA,407,37.64713272165804,-120.81856847720552
HEALTH,HEALTH__FED_CMS_HCRIS,STATE_CODE,FL,264,27.574489321095704,-81.29156741703942
HEALTH,HEALTH__FED_CMS_HCRIS,STATE_CODE,OH,231,39.69302748734113,-82.30153995258073
HEALTH,HEALTH__FED_CMS_HCRIS,STATE_CODE,PA,212,41.4530019803573,-76.91109896365616
HEALTH,HEALTH__FED_CMS_HOME_HEALTH,STATE,CA,3147,36.0132661048986,-119.31264827756281
HEALTH,HEALTH__FED_CMS_HOME_HEALTH,STATE,TX,1850,32.32096515378023,-100.60229502693156
HEALTH,HEALTH__FED_CMS_HOME_HEALTH,STATE,FL,1134,27.417325537493006,-81.32360216946343
HEALTH,HEALTH__FED_CMS_HOME_HEALTH,STATE,OH,841,40.86575130411316,-82.2229926558787
HEALTH,HEALTH__FED_CMS_HOME_HEALTH,STATE,IL,526,40.64497662142311,-88.88941113405619
HEALTH,HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS,ENROLLMENT_STATE,CA,2970,36.482103904737905,-120.6532097756062
HEALTH,HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS,ENROLLMENT_STATE,TX,1683,30.335905631919086,-98.85377746970777
HEALTH,HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS,ENROLLMENT_STATE,FL,1071,28.994175022235805,-81.02354467372146
HEALTH,HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS,ENROLLMENT_STATE,OH,708,39.78848892293437,-83.79312696427682
HEALTH,HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS,ENROLLMENT_STATE,IL,510,39.70838655974081,-87.9659608754168
HEALTH,HEALTH__FED_CMS_HOSPICE,STATE,CA,2062,36.568581592935914,-118.63416350808681
HEALTH,HEALTH__FED_CMS_HOSPICE,STATE,TX,1086,31.829841546118942,-98.54927834022672
HEALTH,HEALTH__FED_CMS_HOSPICE,STATE,GA,263,31.67699317205023,-82.54759435825424
HEALTH,HEALTH__FED_CMS_HOSPICE,STATE,AZ,242,33.960379233316004,-111.02328162259843
HEALTH,HEALTH__FED_CMS_HOSPICE,STATE,NV,184,38.2154752710383,-117.17160060416286
HEALTH,HEALTH__FED_CMS_HOSPITAL_COMPARE,STATE,TX,468,31.6585132890275,-99.93697630204659
