-- S01 NASA open data: read every row except the raw JSON
API_NAME | MEDIA_TYPE | RESPONSE_DATE | TITLE | DESCR | REQ
NASA Image and Video Library | image | 1998-05-02T16:52:23Z | Hubble Space Telescope Resolves Volcanoes on Io | Hubble Space Telescope Resolves Volcanoes on Io | https://images-api.nasa.gov/search?q=space&media_type=image&page=1&page_size=20
NASA Image and Video Library | image | 2004-05-26T20:22:08Z | Saturn from Far and Near Hubble Space Telescope | Saturn from Far and Near Hubble Space Telescope | https://images-api.nasa.gov/search?q=space&media_type=image&page=1&page_size=20
NASA Image and Video Library | image | 2004-07-26T12:58:00Z | That No Space Station | That No Space Station | https://images-api.nasa.gov/search?q=space&media_type=image&page=1&page_size=20
NASA Image and Video Library | image | 2009-01-07T16:30:41Z | Stellar Interlopers Caught Speeding Through Space | Stellar Interlopers Caught Speeding Through Space | https://images-api.nasa.gov/search?q=space&media_type=image&page=1&page_size=20
NASA Image and Video Library | image | 2010-07-22T17:59:59Z | Space Balls Artist Concept | NASA Spitzer Space Telescope has at last found buckyballs resembling soccer balls in space shown in this artist concept using Hubble picture | https://images-api.nasa.gov/search?q=space&media_type=image&page=1&page_size=20
NASA Image and Video Library | image | 2012-01-10T21:30:02Z | Dusty Space Cloud | This image shows the Large Magellanic Cloud galaxy in infrared light as seen by ESA Herschel Space Observatory and NASA Spitzer Space Telesc | https://images-api.nasa.gov/search?q=space&media_type=image&page=1&page_size=20
NASA Image and Video Library | image | 2014-01-15T18:11:38Z | Terror in Space | Terror in Space | https://images-api.nasa.gov/search?q=space&media_type=image&page=1&page_size=20
NASA Image and Video Library | image | 2016-01-03T00:00:00Z | By the Dozen: NASA's James Webb Space Telescope Mirrors | A view of the one dozen (out of 18) flight mirror segments that make up the primary mirror on NASA's James Webb Space Telescope have been in | https://images-api.nasa.gov/search?q=space&media_type=image&page=1&page_size=20
NASA Image and Video Library | image | 2020-01-22T00:00:00Z | Spitzer Space Telescope (Illustration) | In this artist's rendering of NASA's Spitzer Space Telescope in space, the background is shown in infrared light.  https://photojournal.jpl. | https://images-api.nasa.gov/search?q=space&media_type=image&page=1&page_size=20
NASA Image and Video Library | image | 2020-06-24T00:00:00Z | 2020 International Space Station Configuration | 2020 International Space Station Configuration | https://images-api.nasa.gov/search?q=space&media_type=image&page=1&page_size=20
NASA Image and Video Library | image | 2022-03-17T00:00:00Z | Space Launch System (SLS) rocket and Orion Spacecraft rollou | The Space Launch System (SLS) rocket and Orion Spacecraft roll out of the Vehicle Assembly Building (VAB) to Launch Pad 39B at NASA's Kenned | https://images-api.nasa.gov/search?q=space&media_type=image&page=1&page_size=20
NASA Image and Video Library | image | 2022-05-13T00:00:00Z | International Space Station mockup training | Expedition 68 trains for their upcoming International Space Station mission inside a mockup that models the real orbiting lab at NASA's John | https://images-api.nasa.gov/search?q=space&media_type=image&page=1&page_size=20
NASA Image and Video Library | image | 2022-05-13T00:00:00Z | Space Vehicle Mockup Facility training | Expedition 68 crewmembers train for the unlikely event of an emergency by training inside a mockup that models the real orbiting lab at NASA | https://images-api.nasa.gov/search?q=space&media_type=image&page=1&page_size=20
NASA Image and Video Library | image | 2022-05-13T00:00:00Z | NASA's SpaceX Crew-5 in space station mockups | NASA Astronaut Josh Cassada, JAXA astronaut Koichi Wakata, and Roscosmos cosmonaut Anna Kikina train for their upcoming SpaceX Crew-5 missio | https://images-api.nasa.gov/search?q=space&media_type=image&page=1&page_size=20
NASA Image and Video Library | image | 2023-05-08T00:00:00Z | Axiom Space’s AxEMU Spacesuit | The Artemis III spacesuit prototype, the AxEMU. Though this prototype uses a dark gray cover material, the final version will likely be all- | https://images-api.nasa.gov/search?q=space&media_type=image&page=1&page_size=20
NASA Image and Video Library | image | 2024-03-01T00:00:00Z | Axiom Space’s AxEMU Spacesuit | An Axiom Space engineer uses tongs to pick up a simulated lunar rock while wearing the AxEMU (Axiom Extravehicular Mobility Unit) spacesuit  | https://images-api.nasa.gov/search?q=space&media_type=image&page=1&page_size=20
NASA Image and Video Library | image | 2024-03-01T00:00:00Z | Axiom Space’s AxEMU Spacesuit | An Axiom Space engineer uses a hammer and chisel to chip off simulated lunar rocks while wearing the AxEMU (Axiom Extravehicular Mobility Un | https://images-api.nasa.gov/search?q=space&media_type=image&page=1&page_size=20
NASA Image and Video Library | image | 2024-03-01T00:00:00Z | Axiom Space’s AxEMU Spacesuit | An Axiom Space engineer kneels down to collect simulated lunar samples using a geology tool while wearing the AxEMU (Axiom Extravehicular Mo | https://images-api.nasa.gov/search?q=space&media_type=image&page=1&page_size=20
NASA Image and Video Library | image | 2025-07-30T00:00:00Z | Axiom Space’s AxEMU Spacesuit | An up close image of a glove on Axiom Space's AxEMU (Axiom Extravehicular Mobility Unit) lunar spacesuit. Image Credit: Axiom Space | https://images-api.nasa.gov/search?q=space&media_type=image&page=1&page_size=20
NASA Image and Video Library | image | 2025-07-30T00:00:00Z | Axiom Space’s AxEMU Spacesuit | An up close image of a glove on Axiom Space's AxEMU (Axiom Extravehicular Mobility Unit) lunar spacesuit. Image Credit: Axiom Space | https://images-api.nasa.gov/search?q=space&media_type=image&page=1&page_size=20
NeoWs Near Earth Objects | data | 2026-07-01 | (2005 NE21) | Hazardous: False | Miss distance (km): 14442640.522499791 | https://api.nasa.gov/neo/rest/v1/feed?start_date=2026-06-26&end_date=2026-07-02&api_key=DE
NeoWs Near Earth Objects | data | 2026-07-01 | (2003 BN4) | Hazardous: False | Miss distance (km): 62242781.303138881 | https://api.nasa.gov/neo/rest/v1/feed?start_date=2026-06-26&end_date=2026-07-02&api_key=DE
NeoWs Near Earth Objects | data | 2026-07-01 | (2014 XQ3) | Hazardous: False | Miss distance (km): 68287443.71412403 | https://api.nasa.gov/neo/rest/v1/feed?start_date=2026-06-26&end_date=2026-07-02&api_key=DE
NeoWs Near Earth Objects | data | 2026-07-01 | (2005 BG28) | Hazardous: False | Miss distance (km): 53782676.632352791 | https://api.nasa.gov/neo/rest/v1/feed?start_date=2026-06-26&end_date=2026-07-02&api_key=DE
NeoWs Near Earth Objects | data | 2026-07-01 | 441987 (2010 NY65) | Hazardous: True | Miss distance (km): 27329985.936836723 | https://api.nasa.gov/neo/rest/v1/feed?start_date=2026-06-26&end_date=2026-07-02&api_key=DE
NeoWs Near Earth Objects | data | 2026-07-02 | (2019 YS3) | Hazardous: False | Miss distance (km): 7721719.863074978 | https://api.nasa.gov/neo/rest/v1/feed?start_date=2026-06-26&end_date=2026-07-02&api_key=DE
NeoWs Near Earth Objects | data | 2026-07-02 | (2019 KW3) | Hazardous: False | Miss distance (km): 68231134.148349236 | https://api.nasa.gov/neo/rest/v1/feed?start_date=2026-06-26&end_date=2026-07-02&api_key=DE
NeoWs Near Earth Objects | data | 2026-07-02 | (2019 FH) | Hazardous: True | Miss distance (km): 23338617.152626548 | https://api.nasa.gov/neo/rest/v1/feed?start_date=2026-06-26&end_date=2026-07-02&api_key=DE
NeoWs Near Earth Objects | data | 2026-07-02 | (2018 WE2) | Hazardous: False | Miss distance (km): 66624820.586515826 | https://api.nasa.gov/neo/rest/v1/feed?start_date=2026-06-26&end_date=2026-07-02&api_key=DE
NeoWs Near Earth Objects | data | 2026-07-02 | (2008 KD6) | Hazardous: False | Miss distance (km): 57888381.318308887 | https://api.nasa.gov/neo/rest/v1/feed?start_date=2026-06-26&end_date=2026-07-02&api_key=DE
NeoWs Near Earth Objects | data | 2026-07-02 | (2004 MW2) | Hazardous: False | Miss distance (km): 38581866.295684186 | https://api.nasa.gov/neo/rest/v1/feed?start_date=2026-06-26&end_date=2026-07-02&api_key=DE
NeoWs Near Earth Objects | data | 2026-07-02 | (2020 GN3) | Hazardous: False | Miss distance (km): 63003270.003970991 | https://api.nasa.gov/neo/rest/v1/feed?start_date=2026-06-26&end_date=2026-07-02&api_key=DE
(54 rows; csv has all)
