company,domain,table,key,col,rows
Johnson & Johnson,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,EIN,EIN,8
Johnson & Johnson,money,FINANCE__FED_SEC_EDGAR_INSIDERS,CIK,CIK,32
Johnson & Johnson,money,FINANCE__FED_PCAOB_FORM_AP_FILINGS,CIK,ISSUER_CIK,36
Johnson & Johnson,money,FINANCE__FED_SEC_13F_SUBMISSIONS,CIK,CIK,21
Johnson & Johnson,money,FINANCE__FED_SEC_INSIDER_SUBMISSION,CIK,ISSUER_CIK,519
Johnson & Johnson,money,FINANCE__FED_SEC_INSIDER_REPORTINGOWNER,CIK,OWNER_CIK,17
Johnson & Johnson,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_UEI,6758
Johnson & Johnson,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_PARENT_UEI,2
Johnson & Johnson,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_UEI,35026
Johnson & Johnson,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_PARENT_UEI,1031
Johnson & Johnson,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_UEI,179450
Johnson & Johnson,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_PARENT_UEI,5251
Johnson & Johnson,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_UEI,10
Johnson & Johnson,science,SCIENCE_RESEARCH__FED_NIH_REPORTER,UEI,ORG_UEI,12
Lockheed Martin,environment,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,UEI,PARENT_UEI,3
Lockheed Martin,labor,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,EIN,SB_EIN,5
Lockheed Martin,labor,LABOR__FED_OSHA_ITA_CASE_DETAIL_2025,EIN,EIN,26
Lockheed Martin,labor,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,EIN,EIN,121
Lockheed Martin,labor,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,EIN,EIN,128
Lockheed Martin,labor,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,EIN,EIN,114
Lockheed Martin,labor,LABOR__FED_OSHA_ITA_CASE_DETAIL_2024,EIN,EIN,36
Lockheed Martin,labor,LABOR__FED_OSHA_ITA_CASE_DETAIL_2023,EIN,EIN,18
Lockheed Martin,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,CIK,CIK,1
Lockheed Martin,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,EIN,EIN,1
Lockheed Martin,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,CIK,CIK,1
Lockheed Martin,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,EIN,EIN,1
Lockheed Martin,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,CIK,CIK,1
Lockheed Martin,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,EIN,EIN,1
Lockheed Martin,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,CIK,CIK,1
Lockheed Martin,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,EIN,EIN,1
Lockheed Martin,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,CIK,CIK,1
Lockheed Martin,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,EIN,EIN,1
Lockheed Martin,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,CIK,CIK,1
Lockheed Martin,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,EIN,EIN,1
Lockheed Martin,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,CIK,CIK,1
Lockheed Martin,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,EIN,EIN,1
Lockheed Martin,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,CIK,CIK,1
Lockheed Martin,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,EIN,EIN,1
Lockheed Martin,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,CIK,CIK,1
Lockheed Martin,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,EIN,EIN,1
Lockheed Martin,money,FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,CIK,CIK,1
Lockheed Martin,money,ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS,CIK,CIK,1
Lockheed Martin,money,ECONOMICS__FED_PBGC_TRUSTEED_PENSION_PLANS,EIN,EIN,3
Lockheed Martin,money,PROCUREMENT__FED_USASPENDING_BULK,UEI,RECIPIENT_UEI,18
Lockheed Martin,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,CIK,CIK,8
Lockheed Martin,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,EIN,EIN,8
Lockheed Martin,money,FINANCE__FED_SEC_EDGAR_INSIDERS,CIK,CIK,30
Lockheed Martin,money,FINANCE__FED_PCAOB_FORM_AP_FILINGS,CIK,ISSUER_CIK,53
Lockheed Martin,money,FINANCE__FED_SEC_13F_SUBMISSIONS,CIK,CIK,3
Lockheed Martin,money,FINANCE__FED_SEC_INSIDER_SUBMISSION,CIK,ISSUER_CIK,506
Lockheed Martin,money,FINANCE__FED_SEC_INSIDER_REPORTINGOWNER,CIK,OWNER_CIK,4
Lockheed Martin,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_UEI,36631
Lockheed Martin,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_PARENT_UEI,5136
Lockheed Martin,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_UEI,164975
Lockheed Martin,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_PARENT_UEI,1636
Lockheed Martin,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_UEI,970897
Lockheed Martin,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_PARENT_UEI,11015
Lockheed Martin,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_UEI,374
Lockheed Martin,science,SCIENCE_RESEARCH__FED_NIH_REPORTER,UEI,ORG_UEI,51
Merck,environment,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,CIK,PARENT_CIK,21
Merck,environment,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,UEI,PARENT_UEI,2
Merck,labor,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,EIN,SB_EIN,2
Merck,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,CIK,CIK,1
Merck,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,EIN,EIN,1
Merck,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,CIK,CIK,1
Merck,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,EIN,EIN,1
Merck,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,CIK,CIK,1
Merck,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,EIN,EIN,1
Merck,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,CIK,CIK,1
Merck,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,EIN,EIN,1
Merck,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,CIK,CIK,1
Merck,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,EIN,EIN,1
Merck,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,CIK,CIK,1
Merck,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,EIN,EIN,1
Merck,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,CIK,CIK,1
Merck,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,EIN,EIN,1
Merck,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,CIK,CIK,1
Merck,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,EIN,EIN,1
Merck,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,CIK,CIK,1
Merck,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,EIN,EIN,1
Merck,money,FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,CIK,CIK,1
Merck,money,ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS,CIK,CIK,1
Merck,money,ECONOMICS__FED_PBGC_TRUSTEED_PENSION_PLANS,EIN,EIN,2
Merck,money,PROCUREMENT__FED_USASPENDING_BULK,UEI,RECIPIENT_UEI,6
Merck,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,CIK,CIK,8
Merck,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,EIN,EIN,8
Merck,money,FINANCE__FED_SEC_EDGAR_INSIDERS,CIK,CIK,27
Merck,money,FINANCE__FED_PCAOB_FORM_AP_FILINGS,CIK,ISSUER_CIK,44
Merck,money,FINANCE__FED_SEC_13F_SUBMISSIONS,CIK,CIK,6
Merck,money,FINANCE__FED_SEC_INSIDER_SUBMISSION,CIK,ISSUER_CIK,689
Merck,money,FINANCE__FED_SEC_INSIDER_REPORTINGOWNER,CIK,OWNER_CIK,13
Merck,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_UEI,73
Merck,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_UEI,843
Merck,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_PARENT_UEI,773
Merck,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_UEI,2299
Merck,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_PARENT_UEI,2135
Merck,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_UEI,1
Merck,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_PARENT_UEI,1
Merck,science,SCIENCE_RESEARCH__FED_NIH_REPORTER,UEI,ORG_UEI,4
Northrop Grumman,environment,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,UEI,PARENT_UEI,17
Northrop Grumman,labor,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,EIN,SB_EIN,6
Northrop Grumman,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,CIK,CIK,1
Northrop Grumman,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,EIN,EIN,1
Northrop Grumman,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,CIK,CIK,1
Northrop Grumman,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,EIN,EIN,1
Northrop Grumman,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,CIK,CIK,1
Northrop Grumman,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,EIN,EIN,1
Northrop Grumman,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,CIK,CIK,1
Northrop Grumman,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,EIN,EIN,1
Northrop Grumman,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,CIK,CIK,1
Northrop Grumman,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,EIN,EIN,1
Northrop Grumman,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,CIK,CIK,1
Northrop Grumman,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,EIN,EIN,1
Northrop Grumman,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,CIK,CIK,1
Northrop Grumman,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,EIN,EIN,1
Northrop Grumman,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,CIK,CIK,1
Northrop Grumman,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,EIN,EIN,1
Northrop Grumman,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,CIK,CIK,1
Northrop Grumman,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,EIN,EIN,1
Northrop Grumman,money,FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,CIK,CIK,1
Northrop Grumman,money,ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS,CIK,CIK,1
Northrop Grumman,money,ECONOMICS__FED_PBGC_TRUSTEED_PENSION_PLANS,EIN,EIN,6
Northrop Grumman,money,ECONOMICS__FED_DOL_FORM5500,EIN,SPONS_DFE_EIN,2
Northrop Grumman,money,PROCUREMENT__FED_USASPENDING_BULK,UEI,RECIPIENT_UEI,4
Northrop Grumman,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,CIK,CIK,8
Northrop Grumman,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,EIN,EIN,8
Northrop Grumman,money,FINANCE__FED_SEC_EDGAR_INSIDERS,CIK,CIK,29
Northrop Grumman,money,FINANCE__FED_PCAOB_FORM_AP_FILINGS,CIK,ISSUER_CIK,30
Northrop Grumman,money,FINANCE__FED_SEC_INSIDER_SUBMISSION,CIK,ISSUER_CIK,636
Northrop Grumman,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_UEI,4081
Northrop Grumman,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_PARENT_UEI,936
Northrop Grumman,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_UEI,21342
Northrop Grumman,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_PARENT_UEI,351
Northrop Grumman,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_UEI,89215
Northrop Grumman,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_PARENT_UEI,1886
Northrop Grumman,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_UEI,66
Northrop Grumman,science,SCIENCE_RESEARCH__FED_NIH_REPORTER,UEI,ORG_UEI,4
Peabody Energy,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,CIK,CIK,1
Peabody Energy,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,EIN,EIN,1
Peabody Energy,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,CIK,CIK,1
Peabody Energy,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,EIN,EIN,1
Peabody Energy,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,CIK,CIK,1
Peabody Energy,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,EIN,EIN,1
Peabody Energy,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,CIK,CIK,1
Peabody Energy,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,EIN,EIN,1
Peabody Energy,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,CIK,CIK,1
Peabody Energy,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,EIN,EIN,1
Peabody Energy,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,CIK,CIK,1
Peabody Energy,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,EIN,EIN,1
Peabody Energy,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,CIK,CIK,1
Peabody Energy,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,EIN,EIN,1
Peabody Energy,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,CIK,CIK,1
Peabody Energy,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,EIN,EIN,1
Peabody Energy,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,CIK,CIK,1
Peabody Energy,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,EIN,EIN,1
Peabody Energy,money,FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,CIK,CIK,1
Peabody Energy,money,ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS,CIK,CIK,1
Peabody Energy,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,CIK,CIK,8
Peabody Energy,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,EIN,EIN,8
Peabody Energy,money,FINANCE__FED_SEC_EDGAR_INSIDERS,CIK,CIK,27
Peabody Energy,money,FINANCE__FED_PCAOB_FORM_AP_FILINGS,CIK,ISSUER_CIK,11
Peabody Energy,money,FINANCE__FED_SEC_INSIDER_SUBMISSION,CIK,ISSUER_CIK,536
Peabody Energy,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_UEI,1
Pfizer,environment,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,CIK,PARENT_CIK,68
Pfizer,environment,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,UEI,PARENT_UEI,9
Pfizer,labor,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,EIN,SB_EIN,2
Pfizer,labor,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,EIN,EIN,8
Pfizer,labor,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,EIN,EIN,9
Pfizer,labor,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,EIN,EIN,5
Pfizer,labor,LABOR__FED_OSHA_ITA_CASE_DETAIL_2023,EIN,EIN,1
Pfizer,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,CIK,CIK,1
Pfizer,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,EIN,EIN,1
Pfizer,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,CIK,CIK,1
Pfizer,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,EIN,EIN,1
Pfizer,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,CIK,CIK,1
Pfizer,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,EIN,EIN,1
Pfizer,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,CIK,CIK,1
Pfizer,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,EIN,EIN,1
Pfizer,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,CIK,CIK,1
Pfizer,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,EIN,EIN,1
Pfizer,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,CIK,CIK,1
Pfizer,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,EIN,EIN,1
Pfizer,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,CIK,CIK,1
Pfizer,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,EIN,EIN,1
Pfizer,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,CIK,CIK,1
Pfizer,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,EIN,EIN,1
Pfizer,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,CIK,CIK,1
Pfizer,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,EIN,EIN,1
Pfizer,money,FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,CIK,CIK,1
Pfizer,money,ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS,CIK,CIK,1
Pfizer,money,ECONOMICS__FED_PBGC_TRUSTEED_PENSION_PLANS,EIN,EIN,1
Pfizer,money,PROCUREMENT__FED_USASPENDING_BULK,UEI,RECIPIENT_UEI,2
Pfizer,money,PROCUREMENT__FED_USASPENDING_BULK,UEI,RECIPIENT_PARENT_UEI,2
Pfizer,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,CIK,CIK,8
Pfizer,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,EIN,EIN,8
Pfizer,money,FINANCE__FED_SEC_EDGAR_INSIDERS,CIK,CIK,38
Pfizer,money,FINANCE__FED_PCAOB_FORM_AP_FILINGS,CIK,ISSUER_CIK,37
Pfizer,money,FINANCE__FED_SEC_13F_SUBMISSIONS,CIK,CIK,6
Pfizer,money,FINANCE__FED_SEC_INSIDER_SUBMISSION,CIK,ISSUER_CIK,1416
Pfizer,money,FINANCE__FED_SEC_INSIDER_REPORTINGOWNER,CIK,OWNER_CIK,26
Pfizer,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_UEI,708
Pfizer,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_PARENT_UEI,698
Pfizer,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_UEI,3879
Pfizer,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_PARENT_UEI,3866
Pfizer,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_UEI,19055
Pfizer,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_PARENT_UEI,19000
Pfizer,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_UEI,41
Pfizer,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_PARENT_UEI,23
Pfizer,science,SCIENCE_RESEARCH__FED_SBIR_STTR_AWARDS,UEI,UEI,13
Pfizer,science,SCIENCE_RESEARCH__FED_NIH_REPORTER,UEI,ORG_UEI,23
RTX Raytheon,environment,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,UEI,PARENT_UEI,5
RTX Raytheon,labor,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,EIN,SB_EIN,2
RTX Raytheon,labor,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,EIN,EIN,12
RTX Raytheon,labor,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,EIN,EIN,12
RTX Raytheon,labor,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,EIN,EIN,12
RTX Raytheon,labor,LABOR__FED_OSHA_ITA_CASE_DETAIL_2024,EIN,EIN,9
RTX Raytheon,labor,LABOR__FED_OSHA_ITA_CASE_DETAIL_2023,EIN,EIN,4
RTX Raytheon,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,CIK,CIK,1
RTX Raytheon,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,EIN,EIN,1
RTX Raytheon,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,CIK,CIK,1
RTX Raytheon,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,EIN,EIN,1
RTX Raytheon,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,CIK,CIK,1
RTX Raytheon,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,EIN,EIN,1
RTX Raytheon,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,CIK,CIK,1
RTX Raytheon,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,EIN,EIN,1
RTX Raytheon,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,CIK,CIK,1
RTX Raytheon,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,EIN,EIN,1
RTX Raytheon,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,CIK,CIK,1
RTX Raytheon,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,EIN,EIN,1
RTX Raytheon,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,CIK,CIK,1
RTX Raytheon,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,EIN,EIN,1
RTX Raytheon,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,CIK,CIK,1
RTX Raytheon,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,EIN,EIN,1
RTX Raytheon,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,CIK,CIK,1
RTX Raytheon,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,EIN,EIN,1
RTX Raytheon,money,FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,CIK,CIK,1
RTX Raytheon,money,ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS,CIK,CIK,1
RTX Raytheon,money,ECONOMICS__FED_PBGC_TRUSTEED_PENSION_PLANS,EIN,EIN,2
RTX Raytheon,money,PROCUREMENT__FED_USASPENDING_BULK,UEI,RECIPIENT_UEI,8
RTX Raytheon,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,CIK,CIK,8
RTX Raytheon,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,EIN,EIN,8
RTX Raytheon,money,FINANCE__FED_SEC_EDGAR_INSIDERS,CIK,CIK,22
RTX Raytheon,money,FINANCE__FED_PCAOB_FORM_AP_FILINGS,CIK,ISSUER_CIK,43
RTX Raytheon,money,FINANCE__FED_SEC_INSIDER_SUBMISSION,CIK,ISSUER_CIK,546
RTX Raytheon,money,FINANCE__FED_SEC_INSIDER_REPORTINGOWNER,CIK,OWNER_CIK,5
RTX Raytheon,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_UEI,6010
RTX Raytheon,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_PARENT_UEI,181
RTX Raytheon,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_UEI,35104
RTX Raytheon,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_PARENT_UEI,87
RTX Raytheon,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_UEI,142109
RTX Raytheon,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_PARENT_UEI,523
RTX Raytheon,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_UEI,80
RTX Raytheon,science,SCIENCE_RESEARCH__FED_SBIR_STTR_AWARDS,UEI,UEI,61
Tyson Foods,environment,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,CIK,PARENT_CIK,96
Tyson Foods,environment,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,UEI,PARENT_UEI,2
Tyson Foods,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,CIK,CIK,1
Tyson Foods,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,EIN,EIN,1
Tyson Foods,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,CIK,CIK,1
Tyson Foods,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,EIN,EIN,1
Tyson Foods,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,CIK,CIK,1
Tyson Foods,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,EIN,EIN,1
Tyson Foods,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,CIK,CIK,1
Tyson Foods,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,EIN,EIN,1
Tyson Foods,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,CIK,CIK,1
Tyson Foods,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,EIN,EIN,1
Tyson Foods,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,CIK,CIK,1
Tyson Foods,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,EIN,EIN,1
Tyson Foods,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,CIK,CIK,1
Tyson Foods,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,EIN,EIN,1
Tyson Foods,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,CIK,CIK,1
Tyson Foods,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,EIN,EIN,1
Tyson Foods,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,CIK,CIK,1
Tyson Foods,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,EIN,EIN,1
Tyson Foods,money,FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,CIK,CIK,1
