company,lists,domain,schema,table,col,rows,distinct,sample
NOVO NORDISK,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,STANDARDIZED_PARENT_COMPANY,4,1,NOVO NORDISK HOLDINGS INC
NOVO NORDISK,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,PARENT_CO_NAME,2,1,NOVO NORDISK HOLDINGS INC
NOVO NORDISK,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_17_STANDARD_PARENT_CO_NAME,13,1,NOVO NORDISK HOLDINGS INC
NOVO NORDISK,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_15_PARENT_CO_NAME,8,1,NOVO NORDISK HOLDINGS INC
NOVO NORDISK,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_4_FACILITY_NAME,13,4,"NOVO NORDISK PHARMACEUTICALS INDUSTRIES ,LP | NOVO NORDISK PHARMACEUTICAL INDUSTRIES LP | NOVO NORDISK US BIO PRODUCTION INC | NOVO NORDISK DAPI-US"
NOVO NORDISK,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__EPA_PENALTY_GAP,FACILITY_NAME,1,1,"NOVO NORDISK BIOCHEM NORTH AMERICA, INC."
NOVO NORDISK,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_USCG_NRC_INCIDENT_REPORTS,RESPONSIBLE_COMPANY,1,1,NOVO NORDISK
NOVO NORDISK,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,FACILITY_NAME,7,6,"NOVO NORDISK BIOINDUSTRIALS | NOVO NORDISK PHARM INDUSTRIES, LP SOLID DOSAGE FORMS (SDF) | NOVO NORDISK PHARMACEUTICAL INDUSTRIES LP | NOVO NORDISK US BIO PRODUCTION, INC. | DUKE ENERGY PROGRESS, LLC - NOVO NORDISK | NOVO NORDISK PHARMACEUTICAL"
NOVO NORDISK,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_USCG_NRC_INCIDENTS,RESPONSIBLE_COMPANY,3,3,NOVO NORDISK | NOVO NORDISK BIOCHEM IND. | NOVO NORDISK BIOCHEM INC
NOVO NORDISK,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES,FACILITY_NAME,13,10,"NOVO NORDISK PHARMACEUTICALS INDUSTRIES, LP | NOVO NORDISK DAPI | NOVO NORDISK US BIO PRODUCTION, INC. | NOVO NORDISK | NOVO NORDISK - DAPI-US | NOVO NORDISK PHARMACEUTICAL INDUSTRIES LP"
NOVO NORDISK,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_RCRA_FACILITIES,FACILITY_NAME,16,12,NOVO NORDISK PHARMACEUTICAL INDUSTRIES LP | NOVO NORDISK RESEARCH CENTER INDIANAPOLIS INCORPORATED | NOVO NORDISK US BIO PRODUCTION INC | NOVO NORDISK | NOVO NORDISK PHARMACEUTICAL | NOVO NORDISK INC
NOVO NORDISK,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,FACILITY_NAME,26,20,"DICERNA PHARMACEUTICALS A NOVO NORDISK COMPANY AND AFFILIATES | DUKE ENERGY PROGRESS, LLC - NOVO NORDISK | NOVO NORDISK US BIO PRODUCTIONS INC | NOVO NORDISK PHARM INDUSTRIES, LP SOLID DOSAGE FORMS (SDF) | NOVO NORDISK | NOVO NORDISK RESEARCH CENTER INDIANAPOLIS INCORPORATED"
NOVO NORDISK,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,FAC_NAME,30,23,NOVO NORDISK | NOVO NORDISK EARLY GRADING PACKAGE | NOVO NORDISK US R AND D | NOVO NORDISK US BIO PRODUCTION INC | NOVO NORDISK INC | NOVO NORDISK PHARMACEUTICAL
NOVO NORDISK,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,PRIMARY_NAME,50,32,NOVO NORDISK PHARMACEUTICAL INDUSTRIES LP | NOVO NORDISK INC | CP&L GENERATORS AT NOVO NORDISK | NOVO NORDISK | NOVO NORDISK RESEARCH CENTER SEATTLE | NOVO NORDISK RESEARCH CENTER INDIANAPOLIS INCORPORATED
NOVO NORDISK,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,FACILITY_NAME,35,24,"NOVO NORDISK ENTOTECH, INC | NOVO NORDISK PHARMACEUTICAL | NOVO NORDISK BIOCHEM, INC. | NOVO NORDISK US BIO PRODUCTIONS INC | NOVO NORDISK DELIVERY TECHNOLGIES, INC | NOVO NORDISK OFP TROPICAL STORM"
NOVO NORDISK,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,FACILITY_NAME,35,24,"NOVO NORDISK US BIO PRODUCTIONS INC | NOVO NORDISK DAPI | NOVO NORDISK RCS  INC | NOVO NORDISK PHARMACEUTICAL INDUSTRIES LP | NOVO NORDISK RESEARCH CENTER SEATTLE | NOVO NORDISK BIOCHEM NORTH AMERICA, INC."
NOVO NORDISK,doctor_payments,health,HEALTH,HEALTH__FED_FDA_PURPLE_BOOK,APPLICANT,74,1,NOVO NORDISK INC.
NOVO NORDISK,doctor_payments,health,HEALTH,HEALTH__PHARMA_MEAL_CAP_FINGERPRINT,PAYMENT_MAKER_NAME,5,2,NOVO NORDISK AS | NOVO NORDISK INC
NOVO NORDISK,doctor_payments,health,HEALTH,HEALTH__FED_FDA_DRUG_ENFORCEMENT,MANUFACTURER_NAME_LIST,14,2,"NOVO NORDISK | NOVO NORDISK PHARMACEUTICAL INDUSTRIES, LP"
NOVO NORDISK,doctor_payments,health,HEALTH,HEALTH__FED_FDA_DEVICE_510K,APPLICANT,19,4,"NOVO NORDISK A/S | NOVO NORDISK PHARMACEUTICALS, INC. | NOVO NORDISK DIAGNOSTICS, LTD. | NOVO NORDISK, INC."
NOVO NORDISK,doctor_payments,health,HEALTH,HEALTH__FED_FDA_ESTABLISHMENT_REG,OWNER_OPERATOR_FIRM_NAME,31,1,NOVO NORDISK INC.
NOVO NORDISK,doctor_payments,health,HEALTH,HEALTH__FED_FDA_ESTABLISHMENT_REG,ESTABLISHMENT_NAME,31,4,"NOVO NORDISK A/S - NEEDLE MANUFACTURING AND SOURCI | NOVO NORDISK A/S | NOVO NORDISK INC. | NOVO NORDISK (CHINA) PHARMACEUTICALS, CO. LTD."
NOVO NORDISK,doctor_payments,health,HEALTH,HEALTH__FED_CLINICALTRIALS,LEAD_SPONSOR_NAME,1407,3,"NOVO NORDISK A/S | DICERNA PHARMACEUTICALS, INC., A NOVO NORDISK COMPANY | THE NOVO NORDISK FOUNDATION CENTER FOR BASIC METABOLIC RESEARCH"
NOVO NORDISK,doctor_payments,health,HEALTH,HEALTH__FED_FDA_MAUDE,MANUFACTURER_D_NAME,123,6,"NOVO NORDISK A/S, | NOVO NORDISK, INC. | NOVO NORDISK A/S, MS HJOERRING | NOVO NORDISK A/S, MEDICAL SYSTEMS | NOVO NORDISK A/S | NOVO NORDISK INC."
NOVO NORDISK,doctor_payments,health,HEALTH,HEALTH__FED_FDA_GUDID,COMPANY_NAME,15,1,NOVO NORDISK INC.
NOVO NORDISK,doctor_payments,health,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2022,SUBMITTING_APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_NAME,522885,4,"NOVO NORDISK AS | NOVO NORDISK HEALTH CARE AG | NOVO NORDISK RESEARCH CENTER SEATTLE, INC. | NOVO NORDISK INC"
NOVO NORDISK,doctor_payments,health,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2022,APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_MAKING_PAYMENT_NAME,522885,4,"NOVO NORDISK HEALTH CARE AG | NOVO NORDISK INC | NOVO NORDISK RESEARCH CENTER SEATTLE, INC. | NOVO NORDISK AS"
NOVO NORDISK,doctor_payments,health,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2023,SUBMITTING_APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_NAME,486515,4,"NOVO NORDISK INC | NOVO NORDISK HEALTH CARE AG | NOVO NORDISK RESEARCH CENTER SEATTLE, INC. | NOVO NORDISK AS"
NOVO NORDISK,doctor_payments,health,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2023,APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_MAKING_PAYMENT_NAME,486515,4,"NOVO NORDISK HEALTH CARE AG | NOVO NORDISK AS | NOVO NORDISK INC | NOVO NORDISK RESEARCH CENTER SEATTLE, INC."
NOVO NORDISK,doctor_payments,health,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS,APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_MAKING_PAYMENT_NAME,496209,4,"NOVO NORDISK AS | NOVO NORDISK HEALTH CARE AG | NOVO NORDISK INC | NOVO NORDISK US RESEARCH & DEVELOPMENT, INC."
NOVO NORDISK,doctor_payments,health,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS,SUBMITTING_APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_NAME,496209,4,"NOVO NORDISK INC | NOVO NORDISK US RESEARCH & DEVELOPMENT, INC. | NOVO NORDISK HEALTH CARE AG | NOVO NORDISK AS"
NOVO NORDISK,doctor_payments,immigration,IMMIGRATION,IMMIGRATION__FED_DOL_OFLC,EMPLOYER_NAME,9,3,"NOVO NORDISK PHARMACEUTICAL INDUSTRIES, LP | NOVO NORDISK RESEARCH CENTER SEATTLE INC. | NOVO NORDISK INC."
NOVO NORDISK,doctor_payments,immigration,IMMIGRATION,IMMIGRATION__FED_DOL_OFLC,SECONDARY_ENTITY_BUSINESS_NAME_1,19,7,"NOVO NORDISK PHARMACEUTICAL INDUSTRIES | NOVO NORDISK, INC | NOVO NORDISK PHARMACEUTICALS INC. | NOVO NORDISK | NOVO NORDISK INC. | NOVO NORDISK,INC"
NOVO NORDISK,doctor_payments,immigration,IMMIGRATION,IMMIGRATION__FED_DOL_OFLC,SECONDARY_ENTITY_BUSINESS_NAME_2,2,2,NOVO NORDISK INC. | NOVO NORDISK DAPI-US
NOVO NORDISK,doctor_payments,justice,JUSTICE,JUSTICE__INTL_OPENSANCTIONS,NAME,1,1,NOVO-NORDISK AS
NOVO NORDISK,doctor_payments,justice,JUSTICE,JUSTICE__FED_SCDB,CASE_NAME,9,1,"CARACO PHARMACEUTICAL LABORATORIES, LTD., ET AL., PETITIONERS V. NOVO NORDISK A/S ET AL."
NOVO NORDISK,doctor_payments,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_ORAL_ARGUMENTS,CASE_NAME,10,9,"PUIG MARTINEZ V. NOVO NORDISK INC. | NOVO NORDISK V. CARACO PHARMA | ANDREW GUYTON V. NOVO NORDISK, INC. | NOVO NORDISK INC V. SEC US DEPT HEALTH HUMAN SERVICES | CARACO PHARMACEUTICAL LABORATORIES, LTD. V. NOVO NORDISK A/S | AUBREE EBERSOLE V. NOVO NORDISK, INC."
NOVO NORDISK,doctor_payments,justice,JUSTICE,JUSTICE__INTL_OPENSANCTIONS_DEFAULT,NAME,2,2,NOVO NORDISK | NOVO-NORDISK AS
NOVO NORDISK,doctor_payments,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS,CASE_NAME_FULL,65,53,"NOVO NORDISK PHARMACEUTICAL INDUSTRIES, INC. V. PROGRESS ENERGY, INC. | NOVO NORDISK A/S, NOVO NORDISK OF, NORTH AMERICA, INC. AND NOVO NORDISK PHARMACEUTICALS INC., PLAINTIFFS, V. BECTON DICK | NOVO NORDISK A/S, PLAINTIFF-APPELLANT, V. SANOFI-AVENTIS U.S. LLC AND SANOFI-AVENTIS DEUTSCHLAND GMBH, DEFENDANTS-APPELL | JEAN MARIE CUNNINGHAM, APPELLANT. V. NOVO NORDISK | GEORGE PIECZENIK V. BAYER CORPORATION, BAYER CROPSCIENCE (NEW JERSEY) INC., BAYER HEALTHCARE PHARMACEUTICALS, INC., BAYE | NOVO NORDISK A/S AND NOVO NORDISK INC. V. ETERNAL WELLNESS LLC D/B/A DE LA BELLE WELLNESS & SPA"
NOVO NORDISK,doctor_payments,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS,CASE_NAME,126,75,"GENENTECH, INC. V. NOVO NORDISK, A/S, NOVO NORDISK OF NORTH AMERICA, INC. AND NOVO NORDISK PHARMACEUTICALS, INC. | NOVO NORDISK PHARMACEUTICAL INDUSTRIES, INC. V. PROGRESS ENERGY, INC. | NOVO NORDISK A/S V. GREEN CARE PROFESSIONAL SERVICES, P.C. D/B/A GENERICOZEMPIC.COM | MANDELL-BROWN V. NOVO NORDISK INC. | NOVO NORDISK A/S V. MIDWEST AESTHETIC MANAGEMENT LLC | NOVO NORDISK INC V. SECRETARY US DEPT & HEALTH AND HUMAN SERVICES"
NOVO NORDISK,doctor_payments,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_DOCKETS,CASE_NAME_FULL,21,16,"CARACO PHARMACEUTICAL LABORATORIES, LTD. V. NOVO NORDISK A/S | GENENTECH, INC. V. THE UNITED STATES INTERNATIONAL TRADE COMMISSION, AND BIO-TECHNOLOGY GENERAL CORPORATION AND BIO-TECH | BIO-TECHNOLOGY GENERAL CORP. V. NOVO NORDISK A/S AND NOVO NORDISK PHARMACEUTICALS, INC., DEFENDANTS-APPELLANTS NOVO NORD | GEORGE PIECZENIK V. BAYER CORPORATION, BAYER CROPSCIENCE (NEW JERSEY) INC., BAYER HEALTHCARE PHARMACEUTICALS, INC., BAYE | NOVO NORDISK A/S AND NOVO NORDISK PHARMACEUTICALS, INC. V. BIO-TECHNOLOGY GENERAL CORP. AND TEVA PHARMACEUTICALS USA, IN | MAGGIE TSAVARIS V. PFIZER, INC., WYETH, INC. AND ITS DIVISIONS WYETH PHARMACUETICALS, INC. AND ESI LEDERLE, AND WYETH LL"
NOVO NORDISK,doctor_payments,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,ESTABLISHMENT_NAME,7,7,NOVO NORDISK US BIO PRODUCTION INC. | NOVO NORDISK INC. | SODEXO AT NOVO NORDISK | SODEXO AT NOVO NORDISK OFP CAFE | JACOBS-NOVO NORDISK | SODEXO AT NOVO NORDISK IFP
NOVO NORDISK,doctor_payments,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,COMPANY_NAME,3,2,"NOVO NORDISK PHARMACEUTICALS INDUSTRIES, LP | NOVO NORDISK"
NOVO NORDISK,doctor_payments,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,ESTABLISHMENT_NAME,12,12,SODEXO AT NOVO NORDISK OFP CAFE | NOVO NORDISK US BIO PRODUCTION INC. | SODEXO AT NOVO NORDISK NJ OCS | SODEXO AT NOVO NORDISK DFP OCS | NOVO NORDISK INC. | SODEXO AT NOVO NORDISK OFP OCS
NOVO NORDISK,doctor_payments,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,COMPANY_NAME,5,3,"NOVO NORDISK PHARMACEUTICALS ILP | NOVO NORDISK PHARMACEUTICAL INDUSTRIES, LP | NOVO NORDISK"
NOVO NORDISK,doctor_payments,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,ESTABLISHMENT_NAME,13,13,SODEXO AT NOVO NORDISK API | NOVO NORDISK INC. | SODEXO AT NOVO NORDISK CLAYTON DAPI OCS | SODEXO AT NOVO NORDISK OFP CAFE | SODEXO AT NOVO NORDISK | SODEXO AT NOVO NORDISK NJ OCS
NOVO NORDISK,doctor_payments,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,COMPANY_NAME,6,4,"NOVO NORDISK PHARMACEUTICALS INDUSTRIES, LP | LYMO CONSTRUCTION CO., INC. - NOVO NORDISK | NOVO NORDISK PHARMACEUTICAL INDUSTRIES, LP | NOVO NORDISK"
NOVO NORDISK,doctor_payments,money,ECONOMICS,ECONOMICS__FED_IRS_SOI_CHARITIES,NAME,1,1,NOVO NORDISK FONDEN
NOVO NORDISK,doctor_payments,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2024Q1,NAME,1,1,NOVO NORDISK A S
NOVO NORDISK,doctor_payments,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2026Q1,NAME,1,1,NOVO NORDISK A S
NOVO NORDISK,doctor_payments,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2025Q1,NAME,1,1,NOVO NORDISK A S
NOVO NORDISK,doctor_payments,money,FINANCE,FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,COMPANY_NAME,2,1,NOVO NORDISK A S
NOVO NORDISK,doctor_payments,money,ECONOMICS,ECONOMICS__FED_DOL_FORM5500,SPONSOR_DFE_NAME,5,2,NOVO NORDISK INC | NOVO NORDISK INC.
NOVO NORDISK,doctor_payments,money,FINANCE,FINANCE__FED_SEC_INVESTMENT_COMPANY_SERIES_CLASS,SERIES_NAME,1,1,NOVO NORDISK A/S (B SHARES) ADRHEDGED
NOVO NORDISK,doctor_payments,money,FINANCE,FINANCE__FED_SEC_INVESTMENT_COMPANY_SERIES_CLASS,CLASS_NAME,1,1,NOVO NORDISK A/S (B SHARES) ADRHEDGED
NOVO NORDISK,doctor_payments,money,FINANCE,FINANCE__FED_SEC_EDGAR_FINANCIALS,NAME,2,1,NOVO NORDISK A S
NOVO NORDISK,doctor_payments,money,FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES,FACILITY_NAME,1,1,NOVO NORDISK BIOCHEM N A INCORPORATED
NOVO NORDISK,doctor_payments,money,FINANCE,FINANCE__FED_PCAOB_FORM_AP_FILINGS,ISSUER_NAME,20,4,NOVO NORDISK A/S (NOVO NORDISK INC. 401(K) SAVINGS PLAN) | NOVO NORDISK INC. 401(K) SAVINGS PLAN | NOVO NORDISK | NOVO NORDISK A S
NOVO NORDISK,doctor_payments,money,FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_FACILITIES,FACILITY_NAME,2,1,NOVO NORDISK BIOCHEM N A INCORPORATED
NOVO NORDISK,doctor_payments,money,FINANCE,FINANCE__FED_EPA_ICIS_FEC_ICIS_FEC_EPA_INSPECTIONS,FACILITY_NAME,5,3,NOVO NORDISK PHARMACEUTICAL INDUSTRIES LP | NOVO NORDISK US BIO PRODUCTION INC | NOVO NORDISK PHARMACEUTICAL
NOVO NORDISK,doctor_payments,money,FINANCE,FINANCE__FED_FATCA_FFI,INSTITUTION_NAME,1,1,SAFRA NOVO NORDISK FIF CLASSE DE INVESTIMENTO EM ACOES RESPONSABILIDADE LIMITADA
NOVO NORDISK,doctor_payments,money,ECONOMICS,ECONOMICS__FED_DOL_OSHA_INSPECTIONS,ESTAB_NAME,4,3,"NOVO NORDISK PHARMACEUTICAL INDUSTRIES, INC. | 157718 - NOVO NORDISK PHARMACEUTICAL INDUSTRIES, LP | NOVO NORDISK BIOCHEM, INC."
NOVO NORDISK,doctor_payments,money,ECONOMICS,ECONOMICS__FED_IRS_990_EFILE_INDEX,TAXPAYER_NAME,2,1,NOVO NORDISK FONDEN
NOVO NORDISK,doctor_payments,money,FINANCE,FINANCE__FED_IRS527_SCHEDULE_B_EXPENDITURES,RECIPIENT_NAME,3,2,"NOVO NORDISK, INC. | NOVO NORDISK"
NOVO NORDISK,doctor_payments,money,FINANCE,FINANCE__FED_IRS527_SCHEDULE_A_CONTRIBUTIONS,CONTRIBUTOR_NAME,269,7,"NOVO NORDISK INC. PAC | NOVO NORDISK, INC. | NOVO NORDISK INC | NOVO NORDISK INC. | NOVO NORDISK | NOVO NORDISK INC PAC"
NOVO NORDISK,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_NAME,84,1,NOVO NORDISK INC
NOVO NORDISK,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_DOING_BUSINESS_AS_NAME,13,1,NOVO NORDISK PHARMACETUCALS INCORPORATED
NOVO NORDISK,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_NAME_RAW,83,4,"NOVO NORDISK, INC | NOVO NORDISK INC. | NOVO NORDISK INCORPORATED | NOVO NORDISK PHARMACEUTICALS I"
NOVO NORDISK,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_PARENT_NAME_RAW,64,5,NOVO NORDISK A/S | NOVO NORDISK FONDEN | NOVO NORDISK A S | NOVO NORDISK INC. | NOVO NORDISK INC
NOVO NORDISK,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_PARENT_NAME,91,4,NOVO NORDISK INC | NOVO NORDISK FONDEN | NOVO NORDISK A/S | NOVO NORDISK INC.
NOVO NORDISK,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_PARENT_NAME,143,1,NOVO NORDISK A/S
NOVO NORDISK,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_NAME,143,1,NOVO NORDISK INC
NOVO NORDISK,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_DOING_BUSINESS_AS_NAME,67,1,NOVO NORDISK PHARMACETUCALS INCORPORATED
NOVO NORDISK,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_PARENT_NAME,1,1,NOVO NORDISK FONDEN
NOVO NORDISK,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_NAME,2,1,NOVO NORDISK INC.
NOVO NORDISK,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_NAME_RAW,2,1,NOVO NORDISK INC.
NOVO NORDISK,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_PARENT_NAME_RAW,1,1,NOVO NORDISK FONDEN
NOVO NORDISK,doctor_payments,money,FINANCE,FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,EMPLOYER,62480,34,NOVO NORDISK/SENIOR GOVERNMENT ACCO | NOVO NORDISK PHARMACEUTICALS | NOVO NORDISK/LOBBYIST | NOVO NORDISK PHARMACEUTICALS/INFORM | NOVO NORDISK FOUNDATION | NOVO NORDISK FONDEN
NOVO NORDISK,doctor_payments,politics,POLITICS,POLITICS__FED_FEC_PAC_SUMMARY,COMMITTEE_NAME,4,1,NOVO NORDISK INC. PAC (NOVO NORDISK PAC)
NOVO NORDISK,doctor_payments,politics,POLITICS,POLITICS__CA_LOBBY_CHG_LOG,ENTITY_NAME,2,2,"NOVO NORDISK | NOVO NORDISK, INC."
NOVO NORDISK,doctor_payments,politics,POLITICS,POLITICS__CA_LOBBY_CHG_LOG,FILER_FULL_NAME,2,2,"NOVO NORDISK, INC. | NOVO NORDISK"
NOVO NORDISK,doctor_payments,politics,POLITICS,POLITICS__FED_SENATE_LDA_LOBBYIST_POSITIONS,CLIENT_NAME,168,4,"NOVO NORDISK, INC. | NOVO NORDISK INC. | NOVO NORDISK INC | NOVO NORDISK"
NOVO NORDISK,doctor_payments,politics,POLITICS,POLITICS__FED_SENATE_LDA_LOBBYIST_POSITIONS,REGISTRANT_NAME,105,1,NOVO NORDISK INC.
NOVO NORDISK,doctor_payments,politics,POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2013_CONTRIBUTION,EMPLOYER_NAME,1,1,NOVO NORDISK INC.
NOVO NORDISK,doctor_payments,politics,FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,FOREIGN_PRINCIPAL_NAME,1,1,"NOVO NORDISK, A.S."
NOVO NORDISK,doctor_payments,politics,POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2025_CONTRIBUTIONS,EMPLOYER_NAME,4,1,NOVO NORDISK
NOVO NORDISK,doctor_payments,politics,POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2021_CONTRIBUTIONS,EMPLOYER_NAME,2,2,NOVO NORDISK | NOVO NORDISK INC
NOVO NORDISK,doctor_payments,politics,POLITICS,POLITICS__CA_LOBBY_COVER,FIRM_NAME,20,3,"NOVO NORDISK, INC. | NOVO NORDISK, INC | NOVO NORDISK"
NOVO NORDISK,doctor_payments,politics,EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,REGISTRANT_NAME,93,1,NOVO NORDISK INC.
NOVO NORDISK,doctor_payments,politics,EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,CLIENT_NAME,632,7,"NOVO NORDISK A/S | NOVO NORDISK | NOVO NORDISK INC | NOVO NORDISK PHARMACEUTICALS | NOVO NORDISK INC. | NOVO NORDISK, INC."
NTT DATA,visas,companies,CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_IE_CRO,COMPANY_NAME,3,3,NTT DATA SERVICES IRELAND LIMITED | NTT DATA BUSINESS SOLUTIONS LIMITED | NTT DATA UK LIMITED
NTT DATA,visas,companies,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,SORT_NAME,1,1,6786 TOASTMASTERS AT NTT DATA SRVCS
NTT DATA,visas,companies,CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,COMPANY_NAME,4,4,NTT DATA EMEA LTD. | NTT DATA SERVICES UK LIMITED | NTT DATA UK LIMITED | NTT DATA BUSINESS SOLUTIONS LIMITED
NTT DATA,visas,companies,CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,NAME,29,9,NTT DATA EMEA LTD | NTT DATA BUSINESS SOLUTIONS AG | NTT DATA UK CONSULTING AND IT SOLUTIONS LTD | NTT DATA BUSINESS SOLUTIONS LIMITED | NTT DATA UK CONSULTING AND IT SOLUTIONS LIMITED | NTT DATA CORPORATION
NTT DATA,visas,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES,FACILITY_NAME,1,1,NTT DATA CENTER TO TSS 101
NTT DATA,visas,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,FACILITY_NAME,1,1,NTT DATA CENTER TO TSS 101
NTT DATA,visas,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,FAC_NAME,1,1,NTT DATA CENTER TO TSS 101
NTT DATA,visas,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,PRIMARY_NAME,1,1,NTT DATA CENTER TO TSS 101
NTT DATA,visas,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,FACILITY_NAME,1,1,NTT DATA CENTER TO TSS 101
NTT DATA,visas,environment,ENVIRONMENT,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,FACILITY_NAME,1,1,NTT DATA CENTER TO TSS 101
