-- S01 Debt to the Penny: whole table, one row per day (8.3K rows), for local time math
RECORD_DATE | TOT_PUB_DEBT_OUT_AMT | DEBT_HELD_PUBLIC_AMT | INTRAGOV_HOLD_AMT | PCT_DEBT_HELD_PUBLIC | PCT_INTRAGOV_HOLD | SRC_LINE_NBR | _SOURCE_RUN_ID
1993-04-01 | 4225873987843.44 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-04-02 | 4233931445349.25 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-04-05 | 4234896272588.71 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-04-06 | 4235831062753.04 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-04-07 | 4246168040810.56 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-04-08 | 4242020324803.27 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-04-09 | 4238714749237.27 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-04-12 | 4241098341044.86 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-04-13 | 4242477932899.6 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-04-14 | 4244194263335.02 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-04-15 | 4249993950091.44 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-04-16 | 4251467295773.57 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-04-19 | 4253000590694.58 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-04-20 | 4254483393350.16 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-04-21 | 4257525633707.19 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-04-22 | 4228120864442.92 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-04-23 | 4230203486737.45 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-04-26 | 4232458084694.47 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-04-27 | 4234898715570.45 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-04-28 | 4238574107662.18 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-04-29 | 4237170727243.28 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-04-30 | 4254084170636.01 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-05-03 | 4238348617824.55 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-05-04 | 4240752224351.55 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-05-05 | 4243812928219.24 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-05-06 | 4244489820621.44 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-05-07 | 4240467481424.38 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-05-10 | 4239181013973.83 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-05-11 | 4241563251233.22 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-05-12 | 4245569745868.36 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-05-13 | 4247268504239.08 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-05-14 | 4247908515485.9 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-05-17 | 4282840338892.2 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-05-18 | 4284319830220.98 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-05-19 | 4285942530790.21 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-05-20 | 4287296327978.0 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-05-21 | 4287849937583.96 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-05-24 | 4289248864590.92 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-05-25 | 4289997991055.52 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
1993-05-26 | 4293295034918.79 |  |  |  |  | 1 | 33df2216-c609-4242-9397-0ade13e044b9
(8329 rows; csv has all)
