COUNTY_FIPS	COUNTY_NAME	STATE_NAME	POPULATION_2020
31105	Kimball	Nebraska	3434
31107	Knox	Nebraska	8391
31109	Lancaster	Nebraska	322608
31111	Lincoln	Nebraska	34676
31113	Logan	Nebraska	716
31115	Loup	Nebraska	607
31117	McPherson	Nebraska	399
31119	Madison	Nebraska	35585
31121	Merrick	Nebraska	7668
31123	Morrill	Nebraska	4555
31125	Nance	Nebraska	3380
31127	Nemaha	Nebraska	7074
31129	Nuckolls	Nebraska	4095
31131	Otoe	Nebraska	15912
31133	Pawnee	Nebraska	2544
31135	Perkins	Nebraska	2858
31137	Phelps	Nebraska	8968
31139	Pierce	Nebraska	7317
31141	Platte	Nebraska	34296
31143	Polk	Nebraska	5214
31145	Red Willow	Nebraska	10702
31147	Richardson	Nebraska	7871
31149	Rock	Nebraska	1262
31151	Saline	Nebraska	14292
31153	Sarpy	Nebraska	190604
31155	Saunders	Nebraska	22278
31157	Scotts Bluff	Nebraska	36084
31159	Seward	Nebraska	17609
31161	Sheridan	Nebraska	5127
31163	Sherman	Nebraska	2959
31165	Sioux	Nebraska	1135
31167	Stanton	Nebraska	5842
31169	Thayer	Nebraska	5034
31171	Thomas	Nebraska	669
31173	Thurston	Nebraska	6773
31175	Valley	Nebraska	4059
31177	Washington	Nebraska	20865
31179	Wayne	Nebraska	9697
31181	Webster	Nebraska	3395
31183	Wheeler	Nebraska	774
31185	York	Nebraska	14125
32001	Churchill	Nevada	25516
32003	Clark	Nevada	2265461
32005	Douglas	Nevada	49488
32007	Elko	Nevada	53702
32009	Esmeralda	Nevada	729
32011	Eureka	Nevada	1855
32013	Humboldt	Nevada	17285
32015	Lander	Nevada	5734
32017	Lincoln	Nevada	4499
32019	Lyon	Nevada	59235
32021	Mineral	Nevada	4554
32023	Nye	Nevada	51591
32027	Pershing	Nevada	6650
32029	Storey	Nevada	4104
32031	Washoe	Nevada	486492
32033	White Pine	Nevada	9080
32510	Carson City	Nevada	58639
33001	Belknap	New Hampshire	63705
33003	Carroll	New Hampshire	50107
33005	Cheshire	New Hampshire	76458
33007	Coos	New Hampshire	31268
33009	Grafton	New Hampshire	91118
33011	Hillsborough	New Hampshire	422937
33013	Merrimack	New Hampshire	153808
33015	Rockingham	New Hampshire	314176
33017	Strafford	New Hampshire	130889
33019	Sullivan	New Hampshire	43063
34001	Atlantic	New Jersey	274534
34003	Bergen	New Jersey	955732
34005	Burlington	New Jersey	461860
34007	Camden	New Jersey	523485
34009	Cape May	New Jersey	95263
34011	Cumberland	New Jersey	154152
34013	Essex	New Jersey	863728
34015	Gloucester	New Jersey	302294
34017	Hudson	New Jersey	724854
34019	Hunterdon	New Jersey	128947
34021	Mercer	New Jersey	387340
34023	Middlesex	New Jersey	863162
34025	Monmouth	New Jersey	643615
34027	Morris	New Jersey	509285
34029	Ocean	New Jersey	637229
34031	Passaic	New Jersey	524118
34033	Salem	New Jersey	64837
34035	Somerset	New Jersey	345361
34037	Sussex	New Jersey	144221
34039	Union	New Jersey	575345
34041	Warren	New Jersey	109632
35001	Bernalillo	New Mexico	676444
35003	Catron	New Mexico	3579
35005	Chaves	New Mexico	65157
35006	Cibola	New Mexico	27172
35007	Colfax	New Mexico	12387
35009	Curry	New Mexico	48430
35011	De Baca	New Mexico	1698
35013	Doña Ana	New Mexico	219561
35015	Eddy	New Mexico	62314
35017	Grant	New Mexico	28185
35019	Guadalupe	New Mexico	4452
35021	Harding	New Mexico	657
35023	Hidalgo	New Mexico	4178
35025	Lea	New Mexico	74455
35027	Lincoln	New Mexico	20269
35028	Los Alamos	New Mexico	19419
35029	Luna	New Mexico	25427
35031	McKinley	New Mexico	72902
35033	Mora	New Mexico	4189
35035	Otero	New Mexico	67839
35037	Quay	New Mexico	8746
35039	Rio Arriba	New Mexico	40363
35041	Roosevelt	New Mexico	19191
35043	Sandoval	New Mexico	148834
35045	San Juan	New Mexico	121661
35047	San Miguel	New Mexico	27201
35049	Santa Fe	New Mexico	154823
35051	Sierra	New Mexico	11576
35053	Socorro	New Mexico	16595
35055	Taos	New Mexico	34489
35057	Torrance	New Mexico	15045
35059	Union	New Mexico	4079
35061	Valencia	New Mexico	76205
36001	Albany	New York	314848
36003	Allegany	New York	46456
36005	Bronx	New York	1472654
36007	Broome	New York	198683
36009	Cattaraugus	New York	77042
36011	Cayuga	New York	76248
36013	Chautauqua	New York	127657
36015	Chemung	New York	84148
36017	Chenango	New York	47220
36019	Clinton	New York	79843
36021	Columbia	New York	61570
36023	Cortland	New York	46809
36025	Delaware	New York	44308
36027	Dutchess	New York	295911
36029	Erie	New York	954236
36031	Essex	New York	37381
36033	Franklin	New York	47555
36035	Fulton	New York	53324
36037	Genesee	New York	58388
36039	Greene	New York	47931
36041	Hamilton	New York	5107
36043	Herkimer	New York	60139
36045	Jefferson	New York	116721
36047	Kings	New York	2736074
36049	Lewis	New York	26582
36051	Livingston	New York	61834
36053	Madison	New York	68016
36055	Monroe	New York	759443
36057	Montgomery	New York	49532
36059	Nassau	New York	1395774
36061	New York	New York	1694251
36063	Niagara	New York	212666
36065	Oneida	New York	232125
36067	Onondaga	New York	476516
36069	Ontario	New York	112458
36071	Orange	New York	401310
36073	Orleans	New York	40343
36075	Oswego	New York	117525
36077	Otsego	New York	58524
36079	Putnam	New York	97668
36081	Queens	New York	2405464
36083	Rensselaer	New York	161130
36085	Richmond	New York	495747
36087	Rockland	New York	338329
36089	St. Lawrence	New York	108505
36091	Saratoga	New York	235509
36093	Schenectady	New York	158061
36095	Schoharie	New York	29714
36097	Schuyler	New York	17898
36099	Seneca	New York	33814
36101	Steuben	New York	93584
36103	Suffolk	New York	1525920
36105	Sullivan	New York	78624
36107	Tioga	New York	48455
36109	Tompkins	New York	105740
36111	Ulster	New York	181851
36113	Warren	New York	65737
36115	Washington	New York	61302
36117	Wayne	New York	91283
36119	Westchester	New York	1004457
36121	Wyoming	New York	40531
36123	Yates	New York	24774
37001	Alamance	North Carolina	171415
37003	Alexander	North Carolina	36444
37005	Alleghany	North Carolina	10888
37007	Anson	North Carolina	22055
37009	Ashe	North Carolina	26577
37011	Avery	North Carolina	17806
37013	Beaufort	North Carolina	44652
37015	Bertie	North Carolina	17934
37017	Bladen	North Carolina	29606
37019	Brunswick	North Carolina	136693
37021	Buncombe	North Carolina	269452
37023	Burke	North Carolina	87570
37025	Cabarrus	North Carolina	225804
37027	Caldwell	North Carolina	80652
37029	Camden	North Carolina	10355
37031	Carteret	North Carolina	67686
37033	Caswell	North Carolina	22736
37035	Catawba	North Carolina	160610
37037	Chatham	North Carolina	76285
37039	Cherokee	North Carolina	28774
37041	Chowan	North Carolina	13708
37043	Clay	North Carolina	11089
37045	Cleveland	North Carolina	99519
37047	Columbus	North Carolina	50623
37049	Craven	North Carolina	100720
37051	Cumberland	North Carolina	334728
37053	Currituck	North Carolina	28100
37055	Dare	North Carolina	36915
37057	Davidson	North Carolina	168930
37059	Davie	North Carolina	42712
37061	Duplin	North Carolina	48715
37063	Durham	North Carolina	324833
37065	Edgecombe	North Carolina	48900
37067	Forsyth	North Carolina	382590
37069	Franklin	North Carolina	68573
37071	Gaston	North Carolina	227943
37073	Gates	North Carolina	10478
37075	Graham	North Carolina	8030
37077	Granville	North Carolina	60992
37079	Greene	North Carolina	20451
37081	Guilford	North Carolina	541299
37083	Halifax	North Carolina	48622
37085	Harnett	North Carolina	133568
37087	Haywood	North Carolina	62089
37089	Henderson	North Carolina	116281
37091	Hertford	North Carolina	21552
37093	Hoke	North Carolina	52082
37095	Hyde	North Carolina	4589
37097	Iredell	North Carolina	186693
37099	Jackson	North Carolina	43109
37101	Johnston	North Carolina	215999
37103	Jones	North Carolina	9172
37105	Lee	North Carolina	63285
37107	Lenoir	North Carolina	55122
37109	Lincoln	North Carolina	86810
37111	McDowell	North Carolina	44578
37113	Macon	North Carolina	37014
37115	Madison	North Carolina	21193
37117	Martin	North Carolina	22031
37119	Mecklenburg	North Carolina	1115482
37121	Mitchell	North Carolina	14903
37123	Montgomery	North Carolina	25751
37125	Moore	North Carolina	99727
37127	Nash	North Carolina	94970
37129	New Hanover	North Carolina	225702
37131	Northampton	North Carolina	17471
37133	Onslow	North Carolina	204576
37135	Orange	North Carolina	148696
37137	Pamlico	North Carolina	12276
37139	Pasquotank	North Carolina	40568
37141	Pender	North Carolina	60203
37143	Perquimans	North Carolina	13005
37145	Person	North Carolina	39097
37147	Pitt	North Carolina	170243
37149	Polk	North Carolina	19328
37151	Randolph	North Carolina	144171
37153	Richmond	North Carolina	42946
37155	Robeson	North Carolina	116530
37157	Rockingham	North Carolina	91096
37159	Rowan	North Carolina	146875
37161	Rutherford	North Carolina	64444
37163	Sampson	North Carolina	59036
37165	Scotland	North Carolina	34174
37167	Stanly	North Carolina	62504
37169	Stokes	North Carolina	44520
37171	Surry	North Carolina	71359
37173	Swain	North Carolina	14117
37175	Transylvania	North Carolina	32986
37177	Tyrrell	North Carolina	3245
37179	Union	North Carolina	238267
37181	Vance	North Carolina	42578
37183	Wake	North Carolina	1129410
37185	Warren	North Carolina	18642
37187	Washington	North Carolina	11003
37189	Watauga	North Carolina	54086
37191	Wayne	North Carolina	117333
37193	Wilkes	North Carolina	65969
37195	Wilson	North Carolina	78784
37197	Yadkin	North Carolina	37214
37199	Yancey	North Carolina	18470
38001	Adams	North Dakota	2200
38003	Barnes	North Dakota	10853
38005	Benson	North Dakota	5964
38007	Billings	North Dakota	945
38009	Bottineau	North Dakota	6379
38011	Bowman	North Dakota	2993
38013	Burke	North Dakota	2201
38015	Burleigh	North Dakota	98458
38017	Cass	North Dakota	184525
38019	Cavalier	North Dakota	3704
38021	Dickey	North Dakota	4999
38023	Divide	North Dakota	2195
38025	Dunn	North Dakota	4095
38027	Eddy	North Dakota	2347
38029	Emmons	North Dakota	3301
38031	Foster	North Dakota	3397
38033	Golden Valley	North Dakota	1736
38035	Grand Forks	North Dakota	73170
38037	Grant	North Dakota	2301
38039	Griggs	North Dakota	2306
38041	Hettinger	North Dakota	2489
38043	Kidder	North Dakota	2394
38045	LaMoure	North Dakota	4093
38047	Logan	North Dakota	1876
38049	McHenry	North Dakota	5345
38051	McIntosh	North Dakota	2530
38053	McKenzie	North Dakota	14704
38055	McLean	North Dakota	9771
38057	Mercer	North Dakota	8350
38059	Morton	North Dakota	33291
38061	Mountrail	North Dakota	9809
38063	Nelson	North Dakota	3015
38065	Oliver	North Dakota	1877
38067	Pembina	North Dakota	6844
38069	Pierce	North Dakota	3990
38071	Ramsey	North Dakota	11605
38073	Ransom	North Dakota	5703
38075	Renville	North Dakota	2282
38077	Richland	North Dakota	16529
38079	Rolette	North Dakota	12187
38081	Sargent	North Dakota	3862
38083	Sheridan	North Dakota	1265
38085	Sioux	North Dakota	3898
38087	Slope	North Dakota	706
38089	Stark	North Dakota	33646
38091	Steele	North Dakota	1798
38093	Stutsman	North Dakota	21593
38095	Towner	North Dakota	2162
38097	Traill	North Dakota	7997
38099	Walsh	North Dakota	10563
38101	Ward	North Dakota	69919
38103	Wells	North Dakota	3982
38105	Williams	North Dakota	40950
39001	Adams	Ohio	27477
39003	Allen	Ohio	102206
39005	Ashland	Ohio	52447
39007	Ashtabula	Ohio	97574
39009	Athens	Ohio	62431
39011	Auglaize	Ohio	46422
39013	Belmont	Ohio	66497
39015	Brown	Ohio	43676
39017	Butler	Ohio	390357
39019	Carroll	Ohio	26721
39021	Champaign	Ohio	38714
39023	Clark	Ohio	136001
39025	Clermont	Ohio	208601
39027	Clinton	Ohio	42018
39029	Columbiana	Ohio	101877
39031	Coshocton	Ohio	36612
39033	Crawford	Ohio	42025
39035	Cuyahoga	Ohio	1264817
39037	Darke	Ohio	51881
39039	Defiance	Ohio	38286
39041	Delaware	Ohio	214124
39043	Erie	Ohio	75622
39045	Fairfield	Ohio	158921
39047	Fayette	Ohio	28951
39049	Franklin	Ohio	1323807
39051	Fulton	Ohio	42713
39053	Gallia	Ohio	29220
39055	Geauga	Ohio	95397
39057	Greene	Ohio	167966
39059	Guernsey	Ohio	38438
39061	Hamilton	Ohio	830639
39063	Hancock	Ohio	74920
39065	Hardin	Ohio	30696
39067	Harrison	Ohio	14483
39069	Henry	Ohio	27662
39071	Highland	Ohio	43317
39073	Hocking	Ohio	28050
39075	Holmes	Ohio	44223
39077	Huron	Ohio	58565
39079	Jackson	Ohio	32653
39081	Jefferson	Ohio	65249
39083	Knox	Ohio	62721
39085	Lake	Ohio	232603
39087	Lawrence	Ohio	58240
39089	Licking	Ohio	178519
39091	Logan	Ohio	46150
39093	Lorain	Ohio	312964
39095	Lucas	Ohio	431279
39097	Madison	Ohio	43824
39099	Mahoning	Ohio	228614
39101	Marion	Ohio	65359
39103	Medina	Ohio	182470
39105	Meigs	Ohio	22210
39107	Mercer	Ohio	42528
39109	Miami	Ohio	108774
39111	Monroe	Ohio	13385
39113	Montgomery	Ohio	537309
39115	Morgan	Ohio	13802
39117	Morrow	Ohio	34950
39119	Muskingum	Ohio	86410
39121	Noble	Ohio	14115
39123	Ottawa	Ohio	40364
39125	Paulding	Ohio	18806
39127	Perry	Ohio	35408
39129	Pickaway	Ohio	58539
39131	Pike	Ohio	27088
39133	Portage	Ohio	161791
39135	Preble	Ohio	40999
39137	Putnam	Ohio	34451
39139	Richland	Ohio	124936
39141	Ross	Ohio	77093
39143	Sandusky	Ohio	58896
39145	Scioto	Ohio	74008
39147	Seneca	Ohio	55069
39149	Shelby	Ohio	48230
39151	Stark	Ohio	374853
39153	Summit	Ohio	540428
39155	Trumbull	Ohio	201977
39157	Tuscarawas	Ohio	93263
39159	Union	Ohio	62784
39161	Van Wert	Ohio	28931
39163	Vinton	Ohio	12800
39165	Warren	Ohio	242337
39167	Washington	Ohio	59771
39169	Wayne	Ohio	116894
39171	Williams	Ohio	37102
39173	Wood	Ohio	132248
39175	Wyandot	Ohio	21900
40001	Adair	Oklahoma	19495
40003	Alfalfa	Oklahoma	5699
40005	Atoka	Oklahoma	14143
40007	Beaver	Oklahoma	5049
40009	Beckham	Oklahoma	22410
40011	Blaine	Oklahoma	8735
40013	Bryan	Oklahoma	46067
40015	Caddo	Oklahoma	26945
40017	Canadian	Oklahoma	154405
40019	Carter	Oklahoma	48003
40021	Cherokee	Oklahoma	47078
40023	Choctaw	Oklahoma	14204
40025	Cimarron	Oklahoma	2296
40027	Cleveland	Oklahoma	295528
40029	Coal	Oklahoma	5266
40031	Comanche	Oklahoma	121125
40033	Cotton	Oklahoma	5527
40035	Craig	Oklahoma	14107
40037	Creek	Oklahoma	71754
40039	Custer	Oklahoma	28513
40041	Delaware	Oklahoma	40397
40043	Dewey	Oklahoma	4484
40045	Ellis	Oklahoma	3749
40047	Garfield	Oklahoma	62846
40049	Garvin	Oklahoma	25656
40051	Grady	Oklahoma	54795
40053	Grant	Oklahoma	4169
40055	Greer	Oklahoma	5491
40057	Harmon	Oklahoma	2488
40059	Harper	Oklahoma	3272
40061	Haskell	Oklahoma	11561
40063	Hughes	Oklahoma	13367
40065	Jackson	Oklahoma	24785
40067	Jefferson	Oklahoma	5337
40069	Johnston	Oklahoma	10272
40071	Kay	Oklahoma	43700
40073	Kingfisher	Oklahoma	15184
40075	Kiowa	Oklahoma	8509
40077	Latimer	Oklahoma	9444
40079	Le Flore	Oklahoma	48129
40081	Lincoln	Oklahoma	33458
40083	Logan	Oklahoma	49555
40085	Love	Oklahoma	10146
40087	McClain	Oklahoma	41662
40089	McCurtain	Oklahoma	30814
40091	McIntosh	Oklahoma	18941
40093	Major	Oklahoma	7782
40095	Marshall	Oklahoma	15312
40097	Mayes	Oklahoma	39046
40099	Murray	Oklahoma	13904
40101	Muskogee	Oklahoma	66339
40103	Noble	Oklahoma	10924
40105	Nowata	Oklahoma	9320
40107	Okfuskee	Oklahoma	11310
40109	Oklahoma	Oklahoma	796292
40111	Okmulgee	Oklahoma	36706
40113	Osage	Oklahoma	45818
40115	Ottawa	Oklahoma	30285
40117	Pawnee	Oklahoma	15553
40119	Payne	Oklahoma	81646
40121	Pittsburg	Oklahoma	43773
40123	Pontotoc	Oklahoma	38065
40125	Pottawatomie	Oklahoma	72454
40127	Pushmataha	Oklahoma	10812
40129	Roger Mills	Oklahoma	3442
40131	Rogers	Oklahoma	95240
40133	Seminole	Oklahoma	23556
40135	Sequoyah	Oklahoma	39281
40137	Stephens	Oklahoma	42848
40139	Texas	Oklahoma	21384
40141	Tillman	Oklahoma	6968
40143	Tulsa	Oklahoma	669279
40145	Wagoner	Oklahoma	80981
40147	Washington	Oklahoma	52455
40149	Washita	Oklahoma	10924
40151	Woods	Oklahoma	8624
40153	Woodward	Oklahoma	20470
41001	Baker	Oregon	16668
41003	Benton	Oregon	95184
41005	Clackamas	Oregon	421401
41007	Clatsop	Oregon	41072
41009	Columbia	Oregon	52589
41011	Coos	Oregon	64929
41013	Crook	Oregon	24738
41015	Curry	Oregon	23446
41017	Deschutes	Oregon	198253
41019	Douglas	Oregon	111201
41021	Gilliam	Oregon	1995
41023	Grant	Oregon	7233
41025	Harney	Oregon	7495
41027	Hood River	Oregon	23977
41029	Jackson	Oregon	223259
41031	Jefferson	Oregon	24502
41033	Josephine	Oregon	88090
41035	Klamath	Oregon	69413
41037	Lake	Oregon	8160
41039	Lane	Oregon	382971
41041	Lincoln	Oregon	50395
41043	Linn	Oregon	128610
41045	Malheur	Oregon	31571
41047	Marion	Oregon	345920
41049	Morrow	Oregon	12186
41051	Multnomah	Oregon	815428
41053	Polk	Oregon	87433
41055	Sherman	Oregon	1870
41057	Tillamook	Oregon	27390
41059	Umatilla	Oregon	80075
41061	Union	Oregon	26196
41063	Wallowa	Oregon	7391
41065	Wasco	Oregon	26670
41067	Washington	Oregon	600372
41069	Wheeler	Oregon	1451
41071	Yamhill	Oregon	107722
42001	Adams	Pennsylvania	103852
42003	Allegheny	Pennsylvania	1250578
42005	Armstrong	Pennsylvania	65558
42007	Beaver	Pennsylvania	168215
42009	Bedford	Pennsylvania	47577
42011	Berks	Pennsylvania	428849
42013	Blair	Pennsylvania	122822
42015	Bradford	Pennsylvania	59967
42017	Bucks	Pennsylvania	646538
42019	Butler	Pennsylvania	193763
42021	Cambria	Pennsylvania	133472
42023	Cameron	Pennsylvania	4547
42025	Carbon	Pennsylvania	64749
42027	Centre	Pennsylvania	158172
42029	Chester	Pennsylvania	534413
42031	Clarion	Pennsylvania	37241
42033	Clearfield	Pennsylvania	80562
42035	Clinton	Pennsylvania	37450
42037	Columbia	Pennsylvania	64727
42039	Crawford	Pennsylvania	83938
42041	Cumberland	Pennsylvania	259469
42043	Dauphin	Pennsylvania	286401
42045	Delaware	Pennsylvania	576830
42047	Elk	Pennsylvania	30990
42049	Erie	Pennsylvania	270876
42051	Fayette	Pennsylvania	128804
42053	Forest	Pennsylvania	6973
42055	Franklin	Pennsylvania	155932
42057	Fulton	Pennsylvania	14556
42059	Greene	Pennsylvania	35954
42061	Huntingdon	Pennsylvania	44092
42063	Indiana	Pennsylvania	83246
42065	Jefferson	Pennsylvania	44492
42067	Juniata	Pennsylvania	23509
42069	Lackawanna	Pennsylvania	215896
42071	Lancaster	Pennsylvania	552984
42073	Lawrence	Pennsylvania	86070
42075	Lebanon	Pennsylvania	143257
42077	Lehigh	Pennsylvania	374557
42079	Luzerne	Pennsylvania	325594
42081	Lycoming	Pennsylvania	114188
42083	McKean	Pennsylvania	40432
42085	Mercer	Pennsylvania	110652
42087	Mifflin	Pennsylvania	46143
42089	Monroe	Pennsylvania	168327
42091	Montgomery	Pennsylvania	856553
42093	Montour	Pennsylvania	18136
42095	Northampton	Pennsylvania	312951
42097	Northumberland	Pennsylvania	91647
42099	Perry	Pennsylvania	45842
42101	Philadelphia	Pennsylvania	1603797
42103	Pike	Pennsylvania	58535
42105	Potter	Pennsylvania	16396
42107	Schuylkill	Pennsylvania	143049
42109	Snyder	Pennsylvania	39736
42111	Somerset	Pennsylvania	74129
42113	Sullivan	Pennsylvania	5840
42115	Susquehanna	Pennsylvania	38434
42117	Tioga	Pennsylvania	41045
42119	Union	Pennsylvania	42681
42121	Venango	Pennsylvania	50454
42123	Warren	Pennsylvania	38587
42125	Washington	Pennsylvania	209349
42127	Wayne	Pennsylvania	51155
42129	Westmoreland	Pennsylvania	354663
42131	Wyoming	Pennsylvania	26069
42133	York	Pennsylvania	456438
44001	Bristol	Rhode Island	50793
44003	Kent	Rhode Island	170363
44005	Newport	Rhode Island	85643
44007	Providence	Rhode Island	660741
44009	Washington	Rhode Island	129839
45001	Abbeville	South Carolina	24295
45003	Aiken	South Carolina	168808
45005	Allendale	South Carolina	8039
45007	Anderson	South Carolina	203718
45009	Bamberg	South Carolina	13311
45011	Barnwell	South Carolina	20589
45013	Beaufort	South Carolina	187117
45015	Berkeley	South Carolina	229861
45017	Calhoun	South Carolina	14119
45019	Charleston	South Carolina	408235
45021	Cherokee	South Carolina	56216
45023	Chester	South Carolina	32294
45025	Chesterfield	South Carolina	43273
45027	Clarendon	South Carolina	31144
45029	Colleton	South Carolina	38604
45031	Darlington	South Carolina	62905
45033	Dillon	South Carolina	28292
45035	Dorchester	South Carolina	161540
45037	Edgefield	South Carolina	25657
45039	Fairfield	South Carolina	20948
45041	Florence	South Carolina	137059
45043	Georgetown	South Carolina	63404
45045	Greenville	South Carolina	525534
45047	Greenwood	South Carolina	69351
45049	Hampton	South Carolina	18561
45051	Horry	South Carolina	351029
45053	Jasper	South Carolina	28791
45055	Kershaw	South Carolina	65403
45057	Lancaster	South Carolina	96016
45059	Laurens	South Carolina	67539
45061	Lee	South Carolina	16531
45063	Lexington	South Carolina	293991
45065	McCormick	South Carolina	9526
45067	Marion	South Carolina	29183
45069	Marlboro	South Carolina	26667
45071	Newberry	South Carolina	37719
45073	Oconee	South Carolina	78607
45075	Orangeburg	South Carolina	84223
45077	Pickens	South Carolina	131404
45079	Richland	South Carolina	416147
45081	Saluda	South Carolina	18862
45083	Spartanburg	South Carolina	327997
45085	Sumter	South Carolina	105556
45087	Union	South Carolina	27244
45089	Williamsburg	South Carolina	31026
45091	York	South Carolina	282090
46003	Aurora	South Dakota	2747
46005	Beadle	South Dakota	19149
46007	Bennett	South Dakota	3381
46009	Bon Homme	South Dakota	7003
46011	Brookings	South Dakota	34375
46013	Brown	South Dakota	38301
46015	Brule	South Dakota	5247
46017	Buffalo	South Dakota	1948
46019	Butte	South Dakota	10243
46021	Campbell	South Dakota	1377
46023	Charles Mix	South Dakota	9373
46025	Clark	South Dakota	3837
46027	Clay	South Dakota	14967
46029	Codington	South Dakota	28325
46031	Corson	South Dakota	3902
46033	Custer	South Dakota	8318
46035	Davison	South Dakota	19956
46037	Day	South Dakota	5449
46039	Deuel	South Dakota	4295
46041	Dewey	South Dakota	5239
46043	Douglas	South Dakota	2835
46045	Edmunds	South Dakota	3986
46047	Fall River	South Dakota	6973
46049	Faulk	South Dakota	2125
46051	Grant	South Dakota	7556
46053	Gregory	South Dakota	3994
46055	Haakon	South Dakota	1872
46057	Hamlin	South Dakota	6164
46059	Hand	South Dakota	3145
46061	Hanson	South Dakota	3461
46063	Harding	South Dakota	1311
46065	Hughes	South Dakota	17765
46067	Hutchinson	South Dakota	7427
46069	Hyde	South Dakota	1262
46071	Jackson	South Dakota	2806
46073	Jerauld	South Dakota	1663
46075	Jones	South Dakota	917
46077	Kingsbury	South Dakota	5187
46079	Lake	South Dakota	11059
46081	Lawrence	South Dakota	25768
46083	Lincoln	South Dakota	65161
46085	Lyman	South Dakota	3718
46087	McCook	South Dakota	5682
46089	McPherson	South Dakota	2411
46091	Marshall	South Dakota	4306
46093	Meade	South Dakota	29852
46095	Mellette	South Dakota	1918
46097	Miner	South Dakota	2298
46099	Minnehaha	South Dakota	197214
46101	Moody	South Dakota	6336
46102	Oglala Lakota	South Dakota	13672
46103	Pennington	South Dakota	109222
46105	Perkins	South Dakota	2835
46107	Potter	South Dakota	2472
46109	Roberts	South Dakota	10280
46111	Sanborn	South Dakota	2330
46115	Spink	South Dakota	6361
46117	Stanley	South Dakota	2980
46119	Sully	South Dakota	1446
46121	Todd	South Dakota	9319
46123	Tripp	South Dakota	5624
46125	Turner	South Dakota	8673
46127	Union	South Dakota	16811
46129	Walworth	South Dakota	5315
46135	Yankton	South Dakota	23310
46137	Ziebach	South Dakota	2413
47001	Anderson	Tennessee	77123
47003	Bedford	Tennessee	50237
47005	Benton	Tennessee	15864
47007	Bledsoe	Tennessee	14913
47009	Blount	Tennessee	135280
47011	Bradley	Tennessee	108620
47013	Campbell	Tennessee	39272
47015	Cannon	Tennessee	14506
47017	Carroll	Tennessee	28440
47019	Carter	Tennessee	56356
47021	Cheatham	Tennessee	41072
47023	Chester	Tennessee	17341
47025	Claiborne	Tennessee	32043
47027	Clay	Tennessee	7581
47029	Cocke	Tennessee	35999
47031	Coffee	Tennessee	57889
47033	Crockett	Tennessee	13911
47035	Cumberland	Tennessee	61145
47037	Davidson	Tennessee	715884
47039	Decatur	Tennessee	11435
47041	DeKalb	Tennessee	20080
47043	Dickson	Tennessee	54315
47045	Dyer	Tennessee	36801
47047	Fayette	Tennessee	41990
47049	Fentress	Tennessee	18489
47051	Franklin	Tennessee	42774
47053	Gibson	Tennessee	50429
47055	Giles	Tennessee	30346
47057	Grainger	Tennessee	23527
47059	Greene	Tennessee	70152
47061	Grundy	Tennessee	13529
47063	Hamblen	Tennessee	64499
47065	Hamilton	Tennessee	366207
47067	Hancock	Tennessee	6662
47069	Hardeman	Tennessee	25462
47071	Hardin	Tennessee	26831
47073	Hawkins	Tennessee	56721
47075	Haywood	Tennessee	17864
47077	Henderson	Tennessee	27842
47079	Henry	Tennessee	32199
47081	Hickman	Tennessee	24925
47083	Houston	Tennessee	8283
47085	Humphreys	Tennessee	18990
47087	Jackson	Tennessee	11617
47089	Jefferson	Tennessee	54683
47091	Johnson	Tennessee	17948
47093	Knox	Tennessee	478971
47095	Lake	Tennessee	7005
47097	Lauderdale	Tennessee	25143
47099	Lawrence	Tennessee	44159
47101	Lewis	Tennessee	12582
47103	Lincoln	Tennessee	35319
47105	Loudon	Tennessee	54886
47107	McMinn	Tennessee	53276
47109	McNairy	Tennessee	25866
47111	Macon	Tennessee	25216
47113	Madison	Tennessee	98823
47115	Marion	Tennessee	28837
47117	Marshall	Tennessee	34318
47119	Maury	Tennessee	100974
47121	Meigs	Tennessee	12758
47123	Monroe	Tennessee	46250
47125	Montgomery	Tennessee	220069
47127	Moore	Tennessee	6461
47129	Morgan	Tennessee	21035
47131	Obion	Tennessee	30787
47133	Overton	Tennessee	22511
47135	Perry	Tennessee	8366
47137	Pickett	Tennessee	5001
47139	Polk	Tennessee	17544
47141	Putnam	Tennessee	79854
47143	Rhea	Tennessee	32870
47145	Roane	Tennessee	53404
47147	Robertson	Tennessee	72803
47149	Rutherford	Tennessee	341486
47151	Scott	Tennessee	21850
47153	Sequatchie	Tennessee	15826
47155	Sevier	Tennessee	98380
47157	Shelby	Tennessee	929744
47159	Smith	Tennessee	19904
47161	Stewart	Tennessee	13657
47163	Sullivan	Tennessee	158163
47165	Sumner	Tennessee	196281
47167	Tipton	Tennessee	60970
47169	Trousdale	Tennessee	11615
47171	Unicoi	Tennessee	17928
47173	Union	Tennessee	19802
47175	Van Buren	Tennessee	6168
47177	Warren	Tennessee	40953
47179	Washington	Tennessee	133001
47181	Wayne	Tennessee	16232
47183	Weakley	Tennessee	32902
47185	White	Tennessee	27351
47187	Williamson	Tennessee	247726
47189	Wilson	Tennessee	147737
48001	Anderson	Texas	57922
48003	Andrews	Texas	18610
48005	Angelina	Texas	86395
48007	Aransas	Texas	23830
48009	Archer	Texas	8560
48011	Armstrong	Texas	1848
48013	Atascosa	Texas	48981
48015	Austin	Texas	30167
48017	Bailey	Texas	6904
48019	Bandera	Texas	20851
