BUYER_DEA_NO	BUYER	CITY	ST	FIPS	ACT	REPORTER_DEA_NO	REPORTER	FAMILY	RCITY	RST	RACT	DU	O30	Y0	Y1	N
FF2058952	FORMULAB, LLC	KNOXVILLE	TN	47093	RETAIL PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	17800.0	7500.0	2010	2011	82
FF2232673	FOOD CITY PHARMACY #646	MORRISTOWN	TN	47063	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	14600.0	300.0	2010	2011	40
BF6048955	FOOD CITY PHARMACY #664	KINGSPORT	TN	47163	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	9400.0	0.0	2012	2012	44
BD1649978	DISNEY PHARMACY SERVICES	POWELL	TN	47093	RETAIL PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	112900.0	28200.0	2012	2012	152
BS6743000	SAM'S PHARMACY 10-6572	KNOXVILLE	TN	47093	CHAIN PHARMACY	PW0186785	WAL-MART PHARM WAREHOUSE #1	Wal-Mart	ROGERS	AR	DISTRIBUTOR	563000.0	0.0	2007	2012	3149
BR5104954	TENNESSEE CVS PHARMACY, L.L.C.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	537500.0	39200.0	2006	2012	1104
BM3192767	MAC'S PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	322300.0	5300.0	2006	2012	460
FF1076365	FOOD CITY PHARMACY # 612	ROGERSVILLE	TN	47073	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	262080.0	27380.0	2008	2012	881
BW5384944	WAL-MART PHARMACY 10-1318	KNOXVILLE (NW)	TN	47093	CHAIN PHARMACY	RW0133479	WAL-MART PHARMACY WAREHOUSE	Wal-Mart	TIFTON	GA	DISTRIBUTOR	309400.0	0.0	2006	2007	1622
FW0745957	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0294493	WALGREEN CO	Walgreen Co	PERRYSBURG	OH	DISTRIBUTOR	246900.0	35900.0	2008	2012	951
FF0911811	FOOD CITY PHARMACY #682	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	34200.0	12300.0	2012	2012	73
BF7663001	FOOD CITY PHARMACY #611	GATLINBURG	TN	47155	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	38000.0	6000.0	2012	2012	76
FF1898684	FOOD CITY PHARMACY #661	LA FOLLETTE	TN	47013	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	24900.0	8400.0	2011	2011	67
AW5402627	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0294493	WALGREEN CO	Walgreen Co	PERRYSBURG	OH	DISTRIBUTOR	764300.0	124600.0	2006	2012	2526
BF7017773	FOOD CITY PHARMACY #617	BRISTOL	TN	47163	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	871600.0	25900.0	2006	2012	2984
BF9074472	FOOD CITY PHARMACY #471	PRESTONSBURG	KY	21071	CHAIN PHARMACY	RA0289074	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	ANTIOCH	TN	DISTRIBUTOR	36200.0	800.0	2006	2006	120
BF6256413	FOOD CITY PHARMACY #852	BLUEFIELD	VA	51185	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	331100.0	0.0	2006	2011	373
BH0689301	HOOK-SUPERX, L.L.C.	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0205559	CVS TN DISTRIBUTION, LLC	CVS	KNOXVILLE	TN	DISTRIBUTOR	52800.0	0.0	2006	2008	289
BF8698776	FOOD CITY PHARMACY 640	JONESBOROUGH	TN	47179	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	11300.0	100.0	2012	2012	42
BF7704667	FOOD CITY PHARMACY #428	MIDDLESBORO	KY	21013	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	60900.0	0.0	2006	2011	69
AW3036729	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	24630.0	300.0	2006	2012	174
BW8827466	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0277752	WALGREEN CO	Walgreen Co	JUPITER	FL	DISTRIBUTOR	54700.0	8900.0	2006	2007	252
FF1280089	FOOD CITY PHARMACY # 616	KNOXVILLE	TN	47093	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	316000.0	165500.0	2010	2011	100
BF9669651	FOOD CITY PHARMACY #610	PIGEON FORGE	TN	47155	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	159200.0	11900.0	2006	2009	464
BF7148112	FOOD CITY PHARMACY #656	CROSSVILLE	TN	47035	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	138500.0	2400.0	2009	2011	232
BF4584024	FOUR WAY PRESCRIPTION SHOP	KNOXVILLE	TN	47093	RETAIL PHARMACY	PW0032538	D & K HEALTHCARE RESOURCES	D & K Healthcare Resources	LEXINGTON	KY	DISTRIBUTOR	18200.0	6900.0	2006	2006	64
BF6964298	FOOD CITY PHARMACY #821	BRISTOL	VA		CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	129400.0	0.0	2006	2010	91
BF7440150	FOOD CITY PHARMACY #604	NEWPORT	TN	47029	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	83600.0	19100.0	2009	2011	214
FF1076365	FOOD CITY PHARMACY # 612	ROGERSVILLE	TN	47073	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	20000.0	0.0	2008	2011	51
FF2469561	FOOD CITY PHARMACY #657	KINGSPORT	TN	47163	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	109300.0	1800.0	2011	2012	396
BF7663001	FOOD CITY PHARMACY #611	GATLINBURG	TN	47155	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	40000.0	0.0	2006	2010	44
BF7148047	FOOD CITY PHARMACY #669	BLOUNTVILLE	TN	47163	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	23600.0	0.0	2008	2011	74
BF6608698	FOOD CITY PHARMACY #425	SOUTH WILLIAMSON	KY	21195	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	5700.0	800.0	2009	2011	23
BB6383169	BELEW DRUG	KNOXVILLE	TN	47093	RETAIL PHARMACY	RQ0110433	QUALITEST PHARMACEUTICALS	Qualitest Pharmaceuticals	HUNTSVILLE	AL	DISTRIBUTOR	639260.0	0.0	2006	2007	75
BM3192767	MAC'S PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RG0359390	GENERICS BIDCO I, LLC	Par Pharmaceutical, Inc.	HUNTSVILLE	AL	DISTRIBUTOR	13000.0	0.0	2007	2007	6
BF9215080	FOOD CITY PHARMACY #685	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	14600.0	3400.0	2012	2012	37
BT5292444	THE MEDICINE SHOPPE PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	64430.0	0.0	2009	2012	137
BF8029589	FOOD CITY PHARMACY #606	GREENEVILLE	TN	47059	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	18300.0	0.0	2012	2012	57
BF6834825	FOOD CITY PHARMACY #820	WEBER CITY	VA	51169	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	25700.0	1500.0	2012	2012	63
BF9322443	FOOD CITY PHARMACY #475	PIKEVILLE	KY	21195	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	27100.0	0.0	2006	2009	37
BF6660206	FOOD CITY PHARMACY #655	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	23100.0	800.0	2012	2012	48
BF2980084	FOOD CITY PHCY OF MARION	MARION	VA	51173	RETAIL PHARMACY	RT0130182	TOP RX, INC.	Top Rx, Inc.	BARTLETT	TN	DISTRIBUTOR	3560.0	0.0	2012	2012	7
BF7399389	FOOD CITY PHARMACY #631	ELIZABETHTON	TN	47019	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	17700.0	600.0	2012	2012	48
BF8673940	FOOD CITY PHARMACY #651	MARYVILLE	TN	47009	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	81200.0	60600.0	2009	2011	31
AF2980969	FIRST PHARMACY MGMT & CONSULT	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	800.0	0.0	2006	2008	8
BF9159890	FOOD CITY PHARMACY #458	PIKEVILLE	KY	21195	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	4000.0	0.0	2008	2008	2
FV2928313	VOLUNTEER PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	PM0031550	MIAMI-LUKEN	Miami-Luken	SPRINGBORO	OH	DISTRIBUTOR	9800.0	6100.0	2012	2012	35
BF6689698	FOOD CITY PHARMACY #898	WISE	VA	51195	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	22400.0	600.0	2011	2011	28
BF7017773	FOOD CITY PHARMACY #617	BRISTOL	TN	47163	CHAIN PHARMACY	RG0208581	THE HARVARD DRUG GROUP	The Harvard Drug Group	INDIANAPOLIS	IN	DISTRIBUTOR	1600.0	0.0	2011	2011	4
BC3865017	CLENS PHARMACY II	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0287020	ANDA PHARMACEUTICALS INC	Anda, Inc	GROVEPORT	OH	DISTRIBUTOR	1200.0	0.0	2006	2006	4
BF6834825	FOOD CITY PHARMACY #820	WEBER CITY	VA	51169	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	3300.0	500.0	2009	2011	13
BF4584024	FOUR WAY PRESCRIPTION SHOP	KNOXVILLE	TN	47093	RETAIL PHARMACY	RT0130182	TOP RX, INC.	Top Rx, Inc.	BARTLETT	TN	DISTRIBUTOR	18960.0	0.0	2006	2010	19
BF6834825	FOOD CITY PHARMACY #820	WEBER CITY	VA	51169	CHAIN PHARMACY	RG0208581	THE HARVARD DRUG GROUP	The Harvard Drug Group	INDIANAPOLIS	IN	DISTRIBUTOR	1500.0	0.0	2011	2011	3
BM9749675	MCFARLAND PHARMACY KNOXVILLE	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0180733	ANDA, INC	Anda, Inc	WESTON	FL	DISTRIBUTOR	600.0	0.0	2009	2009	2
BF9649510	FOOD CITY PHARMACY #686	KNOXVILLE	TN	47093	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	1800.0	0.0	2007	2009	3
BF8673940	FOOD CITY PHARMACY #651	MARYVILLE	TN	47009	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	2500.0	1000.0	2006	2006	5
BF4584024	FOUR WAY PRESCRIPTION SHOP	KNOXVILLE	TN	47093	RETAIL PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	700.0	200.0	2006	2006	5
BF8518687	FOOD CITY PHARMACY #667	SEVIERVILLE	TN	47155	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	500.0	0.0	2008	2008	1
BF6256413	FOOD CITY PHARMACY #852	BLUEFIELD	VA	51185	CHAIN PHARMACY	RG0208581	THE HARVARD DRUG GROUP	The Harvard Drug Group	INDIANAPOLIS	IN	DISTRIBUTOR	1000.0	0.0	2011	2011	1
FP2358895	PHARM DAX  LLC.	KNOXVILLE	TN	47093	RETAIL PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	100.0	0.0	2011	2011	1
BN0742331	NORWOOD PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RK0236403	KEYSOURCE MEDICAL	KeySource Medical	CINCINNATI	OH	DISTRIBUTOR	500.0	0.0	2007	2007	1
BK0181278	KROGER PHARMACY #531	KNOXVILLE	TN	47093	CHAIN PHARMACY	RK0233180	KROGER LIMITED PARTNERSHIP I	Kroger	CLEVELAND	TN	DISTRIBUTOR	1529600.0	0.0	2006	2012	5457
AK3262374	KROGER PHARMACY #848	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	268830.0	72200.0	2006	2012	1201
BK7704009	KROGER DRUGSTORE	KNOXVILLE	TN	47093	CHAIN PHARMACY	RK0233180	KROGER LIMITED PARTNERSHIP I	Kroger	CLEVELAND	TN	DISTRIBUTOR	659100.0	0.0	2006	2012	3556
BW5602291	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0347496	WALGREEN CO.	Walgreen Co	WILLIAMSTON	SC	DISTRIBUTOR	530890.0	0.0	2008	2012	1776
FR2113265	RIGGS DRUG STORE	POWELL	TN	47093	RETAIL PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	1670900.0	746280.0	2010	2012	2741
BC6284208	TENNESSEE CVS PHARMACY, L.L.C.	POWELL	TN	47093	CHAIN PHARMACY	PR0205559	CVS TN DISTRIBUTION, LLC	CVS	KNOXVILLE	TN	DISTRIBUTOR	1557100.0	0.0	2006	2012	2717
FF0997114	FOOD CITY PHARMACY #680	MAYNARDVILLE	TN	47173	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	190600.0	13600.0	2008	2012	662
BW7066500	WAL-MART PHARMACY 10-2932	KNOXVILLE	TN	47093	CHAIN PHARMACY	PW0186785	WAL-MART PHARM WAREHOUSE #1	Wal-Mart	ROGERS	AR	DISTRIBUTOR	525400.0	0.0	2007	2012	3010
BW1568065	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0294493	WALGREEN CO	Walgreen Co	PERRYSBURG	OH	DISTRIBUTOR	942100.0	92800.0	2006	2012	2777
BK5145114	KROGER #558	KNOXVILLE	TN	47093	CHAIN PHARMACY	RK0233180	KROGER LIMITED PARTNERSHIP I	Kroger	CLEVELAND	TN	DISTRIBUTOR	973700.0	0.0	2006	2012	4461
BR5139375	TENNESSEE CVS PHARMACY, L.L.C.	CORRYTON	TN	47093	CHAIN PHARMACY	PR0205559	CVS TN DISTRIBUTION, LLC	CVS	KNOXVILLE	TN	DISTRIBUTOR	1176500.0	0.0	2006	2012	2370
AW8388743	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0347496	WALGREEN CO.	Walgreen Co	WILLIAMSTON	SC	DISTRIBUTOR	2071700.0	0.0	2008	2012	3630
BF9649510	FOOD CITY PHARMACY #686	KNOXVILLE	TN	47093	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	233200.0	18800.0	2006	2009	995
BF7000526	FOOD CITY PHARMACY #674	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	180400.0	120900.0	2012	2012	148
BF8224090	FOOD CITY PHARMACY #849	CHILHOWIE	VA	51173	CHAIN PHARMACY	RA0289000	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	GLEN ALLEN	VA	DISTRIBUTOR	607950.0	5100.0	2006	2012	1777
BR0224977	TENNESSEE CVS PHARMACY, L.L.C.	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0205559	CVS TN DISTRIBUTION, LLC	CVS	KNOXVILLE	TN	DISTRIBUTOR	771100.0	0.0	2006	2012	2185
BW7066500	WAL-MART PHARMACY 10-2932	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0133479	WAL-MART PHARMACY WAREHOUSE	Wal-Mart	TIFTON	GA	DISTRIBUTOR	190600.0	0.0	2006	2007	1100
BW5385047	WAL-MART PHARMACY 10-2310	KNOXVILLE (E)	TN	47093	CHAIN PHARMACY	RW0133479	WAL-MART PHARMACY WAREHOUSE	Wal-Mart	TIFTON	GA	DISTRIBUTOR	292000.0	0.0	2006	2007	1446
BT5292444	THE MEDICINE SHOPPE PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	519200.0	172180.0	2006	2012	1265
BW2932134	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0277752	WALGREEN CO	Walgreen Co	JUPITER	FL	DISTRIBUTOR	126800.0	20100.0	2006	2007	387
BW5154632	WALGREEN CO.	FARRAGUT	TN	47093	CHAIN PHARMACY	RW0347496	WALGREEN CO.	Walgreen Co	WILLIAMSTON	SC	DISTRIBUTOR	844800.0	0.0	2008	2012	2467
BK7704009	KROGER DRUGSTORE	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	384800.0	110600.0	2006	2012	1406
BW5385047	WAL-MART PHARMACY 10-2310	KNOXVILLE (E)	TN	47093	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	72850.0	12700.0	2006	2012	226
BW8639873	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0294493	WALGREEN CO	Walgreen Co	PERRYSBURG	OH	DISTRIBUTOR	548100.0	92900.0	2006	2012	1949
AE5445297	EDGEMOOR PHARMACY	POWELL	TN	47093	RETAIL PHARMACY	RA0289074	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	ANTIOCH	TN	DISTRIBUTOR	61400.0	700.0	2006	2006	108
BW5384968	WAL-MART PHARMACY 10-1320	KNOXVILLE (SE)	TN	47093	CHAIN PHARMACY	RW0282145	WAL-MART PHARMACY WHSE #45	Wal-Mart	ROGERS	AR	DISTRIBUTOR	542900.0	177700.0	2006	2012	1843
BW2779710	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0294493	WALGREEN CO	Walgreen Co	PERRYSBURG	OH	DISTRIBUTOR	1212000.0	97400.0	2006	2012	3146
BF7148112	FOOD CITY PHARMACY #656	CROSSVILLE	TN	47035	CHAIN PHARMACY	RA0289074	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	ANTIOCH	TN	DISTRIBUTOR	155000.0	5100.0	2006	2006	355
AG6259940	GORDON'S DRUG COMPANY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	1177060.0	375160.0	2006	2012	2109
BF6256413	FOOD CITY PHARMACY #852	BLUEFIELD	VA	51185	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	26700.0	0.0	2009	2011	29
AP7088568	FOUNTAIN CITY PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	79200.0	800.0	2006	2009	434
BR5077486	TENNESSEE CVS PHARMACY, L.L.C.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	223450.0	29900.0	2006	2012	1025
BD5636862	DRUGS FOR LESS #2121	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0289074	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	ANTIOCH	TN	DISTRIBUTOR	407900.0	57500.0	2006	2006	828
FF1186875	FOOD CITY PHARMACY # 699	PINEY FLATS	TN	47163	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	33200.0	0.0	2009	2011	62
AU8894342	UT ATHLETIC DEPT PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	5000.0	0.0	2006	2008	32
AG6259940	GORDON'S DRUG COMPANY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RQ0110433	QUALITEST PHARMACEUTICALS	Qualitest Pharmaceuticals	HUNTSVILLE	AL	DISTRIBUTOR	200000.0	0.0	2006	2007	86
BF6412833	FOOD CITY PHARMACY #607	MORRISTOWN	TN	47063	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	11900.0	500.0	2012	2012	37
BM3192767	MAC'S PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RQ0110433	QUALITEST PHARMACEUTICALS	Qualitest Pharmaceuticals	HUNTSVILLE	AL	DISTRIBUTOR	142600.0	0.0	2006	2007	30
BF9074472	FOOD CITY PHARMACY #471	PRESTONSBURG	KY	21071	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	42500.0	0.0	2011	2011	57
BF7351810	FOOD CITY PHARMACY #678	KNOXVILLE	TN	47093	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	53000.0	500.0	2006	2011	76
AP7088568	FOUNTAIN CITY PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0287020	ANDA PHARMACEUTICALS INC	Anda, Inc	GROVEPORT	OH	DISTRIBUTOR	7200.0	0.0	2008	2012	35
BF8112524	FOOD CITY PHARMACY #630	DANDRIDGE	TN	47089	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	12700.0	6100.0	2009	2011	16
BF8998087	FOOD CITY PHARMACY #670	GRAY	TN	47179	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	9400.0	100.0	2012	2012	32
BK6168036	FOOD CITY PHARMACY #859	PULASKI	VA	51155	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	10500.0	0.0	2008	2009	19
BK0315944	KROGER PHARMACY #867	KNOXVILLE	TN	47093	CHAIN PHARMACY	PP0220828	KROGER LIMITED PARTNERSHIP II	Kroger	BLUFFTON	IN	DISTRIBUTOR	200.0	0.0	2006	2006	2
BF7399531	FOOD CITY PHARMACY #644	SEYMOUR	TN	47155	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	1239700.0	412600.0	2006	2012	3109
BF7351810	FOOD CITY PHARMACY #678	KNOXVILLE	TN	47093	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	264400.0	137300.0	2009	2011	276
FK1070971	KROGER PHARMACY #686	FARRAGUT	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	341330.0	114500.0	2008	2012	936
BF7399531	FOOD CITY PHARMACY #644	SEYMOUR	TN	47155	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	683100.0	566700.0	2009	2011	174
BT5292444	THE MEDICINE SHOPPE PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0264325	ASSOCIATED PHARMACIES INC	Associated Pharmacies Inc	SCOTTSBORO	AL	DISTRIBUTOR	23030.0	3500.0	2009	2012	105
AR6357443	TENNESSEE CVS PHARMACY, L.L.C.	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0205559	CVS TN DISTRIBUTION, LLC	CVS	KNOXVILLE	TN	DISTRIBUTOR	482200.0	0.0	2006	2012	1790
BF9215080	FOOD CITY PHARMACY #685	KNOXVILLE	TN	47093	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	364880.0	53300.0	2006	2012	1342
BF9074472	FOOD CITY PHARMACY #471	PRESTONSBURG	KY	21071	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	263350.0	0.0	2006	2011	392
AE5445297	EDGEMOOR PHARMACY	POWELL	TN	47093	RETAIL PHARMACY	RA0180733	ANDA, INC	Anda, Inc	WESTON	FL	DISTRIBUTOR	13100.0	0.0	2006	2006	11
