db,schema,table,column,dtype,row_count
LIBRARY_MARTS,CIVIL_RIGHTS,CIVIL_RIGHTS__FED_NARA_WRA_AAD,SOURCE_ID,TEXT,1
LIBRARY_MARTS,CIVIL_RIGHTS,CIVIL_RIGHTS__FED_NARA_WRA_AAD,_SOURCE_RUN_ID,TEXT,1
LIBRARY_MARTS,CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,SOURCE_ID,TEXT,17168287
LIBRARY_MARTS,CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,_SOURCE_RUN_ID,TEXT,17168287
LIBRARY_MARTS,CONSUMER_SAFETY,CONSUMER_SAFETY__FED_CPSC_NEISS,_SOURCE_RUN_ID,TEXT,9794971
LIBRARY_MARTS,CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,_SOURCE_RUN_ID,TEXT,2227941
LIBRARY_MARTS,CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_INVESTIGATIONS,_SOURCE_RUN_ID,TEXT,154209
LIBRARY_MARTS,CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_RECALLS,_SOURCE_RUN_ID,TEXT,242993
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ADDRESSES,SOURCE_LEAK,TEXT,402246
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ADDRESSES,_SOURCE_RUN_ID,TEXT,402246
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,ORIGINAL_NAME,TEXT,814344
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,SOURCE_LEAK,TEXT,814344
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,_SOURCE_RUN_ID,TEXT,814344
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES,SOURCE_LEAK,TEXT,26768
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES,_SOURCE_RUN_ID,TEXT,26768
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OFFICERS,SOURCE_LEAK,TEXT,771315
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OFFICERS,_SOURCE_RUN_ID,TEXT,771315
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OTHERS,SOURCE_LEAK,TEXT,2989
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OTHERS,_SOURCE_RUN_ID,TEXT,2989
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_RELATIONSHIPS,SOURCE_LEAK,TEXT,3339267
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_RELATIONSHIPS,_SOURCE_RUN_ID,TEXT,3339267
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,_SOURCE_RUN_ID,TEXT,1983563
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_ES_BORME,SOURCE_ID,TEXT,3
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_ES_BORME,_SOURCE_RUN_ID,TEXT,3
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_IE_CRO,SOURCE_ID,TEXT,821693
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_IE_CRO,_SOURCE_RUN_ID,TEXT,821693
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,COUNTRY_OF_ORIGIN,TEXT,5734780
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,_SOURCE_RUN_ID,TEXT,5734780
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,_SOURCE_RUN_ID,TEXT,7000000
LIBRARY_MARTS,DBT_CROGERS,LAND_AND_TERRITORY__FED_BIA_TRIBAL_GEO,_SOURCE_RUN_ID,TEXT,1
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_FDIC_FAILED_BANKS,_SOURCE_RUN_ID,TEXT,3584
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_GRANTS_GOV,GRANTOR_CONTACT_EMAIL,TEXT,100
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_GRANTS_GOV,GRANTOR_CONTACT_NAME,TEXT,100
