db,schema,table,column,dtype,row_count
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ADDRESSES,COUNTRY_CODES,TEXT,402246
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,COUNTRY_CODES,TEXT,814344
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES,COUNTRY_CODES,TEXT,26768
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OFFICERS,COUNTRY_CODES,TEXT,771315
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OTHERS,COUNTRY_CODES,TEXT,2989
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_ES_BORME,COUNTRY,TEXT,3
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_IE_CRO,COUNTRY,TEXT,821693
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,COUNTRY,TEXT,5734780
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,COUNTRY_OF_ORIGIN,TEXT,5734780
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,ADDRESS_COUNTRY,TEXT,7000000
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,COUNTRY_OF_RESIDENCE,TEXT,7000000
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,COUNTRY_REGISTERED,TEXT,7000000
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_FOREIGNASSISTANCE,COUNTRY,TEXT,95658
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_IRS_AUTO_REVOCATIONS,COUNTRY,TEXT,1207295
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES,COUNTRY,TEXT,1435544
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_IRS_REVOCATION,COUNTRY,TEXT,1187367
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,PRIMARY_PLACE_OF_PERFORMANCE_COUNTRY_CODE,TEXT,19902879
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,PRIMARY_PLACE_OF_PERFORMANCE_COUNTRY_NAME,TEXT,19902879
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_COUNTRY_CODE,TEXT,19902879
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_COUNTRY_NAME,TEXT,19902879
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS,RECIPIENT_COUNTRY_NAME,TEXT,6325622
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,COUNTRY_OF_PRODUCT_OR_SERVICE_ORIGIN,TEXT,
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,COUNTRY_OF_PRODUCT_OR_SERVICE_ORIGIN_CODE,TEXT,
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,PRIMARY_PLACE_OF_PERFORMANCE_COUNTRY_CODE,TEXT,
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,PRIMARY_PLACE_OF_PERFORMANCE_COUNTRY_NAME,TEXT,
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_COUNTRY_CODE,TEXT,
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_COUNTRY_NAME,TEXT,
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GFI_TRADE,COUNTRY,TEXT,25
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_HEADQUARTERSADDRESS_COUNTRY,TEXT,3382301
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_LEGALADDRESS_COUNTRY,TEXT,3382301
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_1_COUNTRY,TEXT,3382301
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_2_COUNTRY,TEXT,3382301
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_3_COUNTRY,TEXT,3382301
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_4_COUNTRY,TEXT,3382301
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_5_COUNTRY,TEXT,3382301
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_1_COUNTRY,TEXT,3382301
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_2_COUNTRY,TEXT,3382301
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_3_COUNTRY,TEXT,3382301
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_4_COUNTRY,TEXT,3382301
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_5_COUNTRY,TEXT,3382301
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_IPC_FOOD_INSECURITY_GLOBAL,COUNTRY,TEXT,735
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_IPC_FOOD_INSECURITY_GLOBAL,TOTAL_COUNTRY_POPULATION,FLOAT,735
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_IT_ISTAT,COUNTRY,TEXT,213284
LIBRARY_MARTS,EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,COUNTRY,TEXT,614078
LIBRARY_MARTS,EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,COUNTRY_SUBDIVISION_PRIMARY,TEXT,614078
LIBRARY_MARTS,EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,COUNTRY,TEXT,1289
LIBRARY_MARTS,EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,COUNTRY_SUBDIVISION_PRIMARY,TEXT,1289
LIBRARY_MARTS,EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,COUNTRY_SUBDIVISION_SECONDARY,TEXT,1289
LIBRARY_MARTS,EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,CLIENT_COUNTRY,TEXT,174871
LIBRARY_MARTS,EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,REGISTRANT_COUNTRY,TEXT,174871
LIBRARY_MARTS,ENERGY,ENERGY__INTL_EMBER_ELEC,COUNTRY,TEXT,369264
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,COUNTRY_NAME,TEXT,4406498
