-- S05 net metering: whole table (1,004 rows)
RECORD_ID | DATA_YEAR | STATE | UTILITY_NUMBER | UTILITY_NAME | BA_CODE | TECHNOLOGY_TYPE | RESIDENTIAL_CAPACITY_MW | COMMERCIAL_CAPACITY_MW | INDUSTRIAL_CAPACITY_MW | TRANSPORTATION_CAPACITY_MW | TOTAL_CAPACITY_MW | RESIDENTIAL_INSTALLATIONS | COMMERCIAL_INSTALLATIONS | INDUSTRIAL_INSTALLATIONS | TRANSPORTATION_INSTALLATIONS | TOTAL_INSTALLATIONS | RESIDENTIAL_ENERGY_SOLD_BACK_MWH | COMMERCIAL_ENERGY_SOLD_BACK_MWH | INDUSTRIAL_ENERGY_SOLD_BACK_MWH | TRANSPORTATION_ENERGY_SOLD_BACK_MWH | TOTAL_ENERGY_SOLD_BACK_MWH | RESIDENTIAL_VIRTUAL_CAPACITY_1_MW_AND_OVER_MW | COMMERCIAL_VIRTUAL_CAPACITY_1_MW_AND_OVER_MW | INDUSTRIAL_VIRTUAL_CAPACITY_1_MW_AND_OVER_MW | TRANSPORTATION_VIRTUAL_CAPACITY_1_MW_AND_OVER_MW | TOTAL_VIRTUAL_CAPACITY_1_MW_AND_OVER_MW | RESIDENTIAL_VIRTUAL_CUSTOMERS_1_MW_AND_OVER | COMMERCIAL_VIRTUAL_CUSTOMERS_1_MW_AND_OVER | INDUSTRIAL_VIRTUAL_CUSTOMERS_1_MW_AND_OVER | TRANSPORTATION_VIRTUAL_CUSTOMERS_1_MW_AND_OVER | TOTAL_VIRTUAL_CUSTOMERS_1_MW_AND_OVER | RESIDENTIAL_VIRTUAL_CAPACITY_UNDER_1_MW_MW | COMMERCIAL_VIRTUAL_CAPACITY_UNDER_1_MW_MW | INDUSTRIAL_VIRTUAL_CAPACITY_UNDER_1_MW_MW | TRANSPORTATION_VIRTUAL_CAPACITY_UNDER_1_MW_MW | TOTAL_VIRTUAL_CAPACITY_UNDER_1_MW_MW | RESIDENTIAL_VIRTUAL_CUSTOMERS_UNDER_1_MW | COMMERCIAL_VIRTUAL_CUSTOMERS_UNDER_1_MW | INDUSTRIAL_VIRTUAL_CUSTOMERS_UNDER_1_MW | TRANSPORTATION_VIRTUAL_CUSTOMERS_UNDER_1_MW | TOTAL_VIRTUAL_CUSTOMERS_UNDER_1_MW | RESIDENTIAL_PV_PAIRED_BATTERY_CAPACITY_MW | COMMERCIAL_PV_PAIRED_BATTERY_CAPACITY_MW | INDUSTRIAL_PV_PAIRED_BATTERY_CAPACITY_MW | TRANSPORTATION_PV_PAIRED_BATTERY_CAPACITY_MW | TOTAL_PV_PAIRED_BATTERY_CAPACITY_MW | RESIDENTIAL_PV_PAIRED_INSTALLATIONS | COMMERCIAL_PV_PAIRED_INSTALLATIONS | INDUSTRIAL_PV_PAIRED_INSTALLATIONS | TRANSPORTATION_PV_PAIRED_INSTALLATIONS | TOTAL_PV_PAIRED_INSTALLATIONS | RESIDENTIAL_PV_PAIRED_ENERGY_CAPACITY_MWH | COMMERCIAL_PV_PAIRED_ENERGY_CAPACITY_MWH | INDUSTRIAL_PV_PAIRED_ENERGY_CAPACITY_MWH | TRANSPORTATION_PV_PAIRED_ENERGY_CAPACITY_MWH | TOTAL_PV_PAIRED_ENERGY_CAPACITY_MWH | RESIDENTIAL_NOT_PV_PAIRED_BATTERY_CAPACITY_MW | COMMERCIAL_NOT_PV_PAIRED_BATTERY_CAPACITY_MW | INDUSTRIAL_NOT_PV_PAIRED_BATTERY_CAPACITY_MW | TRANSPORTATION_NOT_PV_PAIRED_BATTERY_CAPACITY_MW | TOTAL_NOT_PV_PAIRED_BATTERY_CAPACITY_MW | RESIDENTIAL_NOT_PV_PAIRED_INSTALLATIONS | COMMERCIAL_NOT_PV_PAIRED_INSTALLATIONS | INDUSTRIAL_NOT_PV_PAIRED_INSTALLATIONS | TRANSPORTATION_NOT_PV_PAIRED_INSTALLATIONS | TOTAL_NOT_PV_PAIRED_INSTALLATIONS | RESIDENTIAL_NOT_PV_PAIRED_ENERGY_CAPACITY_MWH | COMMERCIAL_NOT_PV_PAIRED_ENERGY_CAPACITY_MWH | INDUSTRIAL_NOT_PV_PAIRED_ENERGY_CAPACITY_MWH | TRANSPORTATION_NOT_PV_PAIRED_ENERGY_CAPACITY_MWH | TOTAL_NOT_PV_PAIRED_ENERGY_CAPACITY_MWH | RESIDENTIAL_CAPACITY_MW_GRP2 | COMMERCIAL_CAPACITY_MW_GRP2 | INDUSTRIAL_CAPACITY_MW_GRP2 | TRANSPORTATION_CAPACITY_MW_GRP2 | TOTAL_CAPACITY_MW_GRP2 | RESIDENTIAL_INSTALLATIONS_GRP2 | COMMERCIAL_INSTALLATIONS_GRP2 | INDUSTRIAL_INSTALLATIONS_GRP2 | TRANSPORTATION_INSTALLATIONS_GRP2 | TOTAL_INSTALLATIONS_GRP2 | RESIDENTIAL_ENERGY_SOLD_BACK_MWH_GRP2 | COMMERCIAL_ENERGY_SOLD_BACK_MWH_GRP2 | INDUSTRIAL_ENERGY_SOLD_BACK_MWH_GRP2 | TRANSPORTATION_ENERGY_SOLD_BACK_MWH_GRP2 | TOTAL_ENERGY_SOLD_BACK_MWH_GRP2 | RESIDENTIAL_CAPACITY_MW_GRP3 | COMMERCIAL_CAPACITY_MW_GRP3 | INDUSTRIAL_CAPACITY_MW_GRP3 | TRANSPORTATION_CAPACITY_MW_GRP3 | TOTAL_CAPACITY_MW_GRP3 | RESIDENTIAL_INSTALLATIONS_GRP3 | COMMERCIAL_INSTALLATIONS_GRP3 | INDUSTRIAL_INSTALLATIONS_GRP3 | TRANSPORTATION_INSTALLATIONS_GRP3 | TOTAL_INSTALLATIONS_GRP3 | RESIDENTIAL_ENERGY_SOLD_BACK_MWH_GRP3 | COMMERCIAL_ENERGY_SOLD_BACK_MWH_GRP3 | INDUSTRIAL_ENERGY_SOLD_BACK_MWH_GRP3 | TRANSPORTATION_ENERGY_SOLD_BACK_MWH_GRP3 | TOTAL_ENERGY_SOLD_BACK_MWH_GRP3 | RESIDENTIAL_CAPACITY_MW_GRP4 | COMMERCIAL_CAPACITY_MW_GRP4 | INDUSTRIAL_CAPACITY_MW_GRP4 | TRANSPORTATION_CAPACITY_MW_GRP4 | TOTAL_CAPACITY_MW_GRP4 | RESIDENTIAL_INSTALLATIONS_GRP4 | COMMERCIAL_INSTALLATIONS_GRP4 | INDUSTRIAL_INSTALLATIONS_GRP4 | TRANSPORTATION_INSTALLATIONS_GRP4 | TOTAL_INSTALLATIONS_GRP4 | RESIDENTIAL_ENERGY_SOLD_BACK_MWH_GRP4 | COMMERCIAL_ENERGY_SOLD_BACK_MWH_GRP4 | INDUSTRIAL_ENERGY_SOLD_BACK_MWH_GRP4 | TRANSPORTATION_ENERGY_SOLD_BACK_MWH_GRP4 | TOTAL_ENERGY_SOLD_BACK_MWH_GRP4 | _LOADED_AT | _SOURCE_RUN_ID | _SRC_FILE
5ef03aee9e02fe2c60626133f3c0df3c-1 | 2024 | AR | 4280 | Conway Corporation | MISO | AC | 0.712 |  |  |  | 0.712 | 108 |  |  |  | 108 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 | 0.712 | 0.0 | 0.0 | 0 | 0.712 | 108 | 0 | 0 | 0 | 108 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 2026-08-05 21:39:24.621338 | 69b52944-1515-4ab2-a9fb-445f886ba197 | Net_Metering_2024.xlsx
2168497cffff5421c422d8006949f560-1 | 2024 | IL | 12341 | MidAmerican Energy Co | MISO | AC | 4.255 | 5.269 | 2.18 |  | 11.704 | 520 | 86 | 4 |  | 610 | 1072.23 | 967.425 |  |  | 2039.655 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 | 0.004 | 0.62 |  |  | 0.624 | 2 | 2 |  |  | 4 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 | 4.259 | 5.889 | 2.18 | 0 | 12.328 | 522 | 88 | 4 | 0 | 614 | 1072.23 | 967.425 | 0.0 | 0.0 | 2039.655 | 2026-08-05 21:39:24.621338 | 69b52944-1515-4ab2-a9fb-445f886ba197 | Net_Metering_2024.xlsx
3a3336ce3a9aeecb18fa63d9c6641513-1 | 2024 | FL | 6455 | Duke Energy Florida, LLC | FPC | AC | 834.708 | 53.584 | 11.763 | 0 | 900.055 | 94005 | 911 | 32 | 0 | 94948 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 | 0.002 | 0.001 | 0.0 | 0 | 0.003 | 1 | 1 | 0 | 0 | 2 |  |  |  |  | 0.0 |  | 0.2 | 0.2 |  | 0.4 |  | 1 | 1 |  | 2 |  |  |  |  | 0.0 | 834.71 | 53.785 | 11.963 | 0 | 900.458 | 94006 | 913 | 33 | 0 | 94952 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 2026-08-05 21:39:24.621338 | 69b52944-1515-4ab2-a9fb-445f886ba197 | Net_Metering_2024.xlsx
a30e9a6e4f9c0d6ecf7fa9ef4cc14c85-1 | 2024 | MO | 20574 | White River Valley El Coop Inc | AECI | DC | 7.694 |  |  |  | 7.694 | 628 |  |  |  | 628 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 | 0.005 |  |  |  | 0.005 | 2 |  |  |  | 2 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 | 7.699 | 0.0 | 0.0 | 0 | 7.699 | 630 | 0 | 0 | 0 | 630 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 2026-08-05 21:39:24.621338 | 69b52944-1515-4ab2-a9fb-445f886ba197 | Net_Metering_2024.xlsx
3b2ea6ecd873042e8269167e29130098-1 | 2024 | AL | 6491 | Foley Board of Utilities | SOCO | AC | 0.248 | 0.522 |  |  | 0.77 | 27 | 6 |  |  | 33 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 | 0.248 | 0.522 | 0.0 | 0 | 0.77 | 27 | 6 | 0 | 0 | 33 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 2026-08-05 21:39:24.621338 | 69b52944-1515-4ab2-a9fb-445f886ba197 | Net_Metering_2024.xlsx
b896edce98df68c09cd9689860d79046-1 | 2024 | GA | 15700 | Rayle Electric Membership Corp | SOCO | AC | 0.632 | 0.1 |  |  | 0.732 | 82 | 1 |  |  | 83 | 241.12 | 39.68 |  |  | 280.8 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 | 0.012 |  |  |  | 0.012 | 1 |  |  |  | 1 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 | 0.632 | 0.1 | 0.0 | 0 | 0.732 | 82 | 1 | 0 | 0 | 83 | 241.12 | 39.68 | 0.0 | 0.0 | 280.8 | 2026-08-05 21:39:24.621338 | 69b52944-1515-4ab2-a9fb-445f886ba197 | Net_Metering_2024.xlsx
0eff0162ba9c8d1b3869c4f2774e415b-1 | 2024 | UT | 15444 | Provo City Corp | PACE | AC | 8.364 | 0.477 | 0.0 | 0 | 8.841 | 1219 | 20 | 0 | 0 | 1239 | 5743.17 | 167.283 | 0.0 | 0.0 | 5910.453 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 | 8.364 | 0.477 | 0.0 | 0 | 8.841 | 1219 | 20 | 0 | 0 | 1239 | 5743.17 | 167.283 | 0.0 | 0.0 | 5910.453 | 2026-08-05 21:39:24.621338 | 69b52944-1515-4ab2-a9fb-445f886ba197 | Net_Metering_2024.xlsx
318a86e8046cb13928a70f1181fb2c9e-1 | 2024 | IN | 9778 | Johnson County Rural E M C | MISO | AC | 0.595 | 0.243 |  |  | 0.838 | 66 | 3 |  |  | 69 | 0.329 | 0.361 |  |  | 0.69 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 | 0.005 |  |  |  | 0.005 | 2 |  |  |  | 2 | 0.001 |  |  |  | 0.001 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 | 0.6 | 0.243 | 0.0 | 0 | 0.843 | 68 | 3 | 0 | 0 | 71 | 0.33 | 0.361 | 0.0 | 0.0 | 0.691 | 2026-08-05 21:39:24.621338 | 69b52944-1515-4ab2-a9fb-445f886ba197 | Net_Metering_2024.xlsx
f6c51ebe1ea54a24dfa1a10145dc6311-1 | 2024 | MI | 7265 | City of Gladstone | MISO | DC | 0.015 | 0.002 | 0.0 | 0 | 0.017 | 3 | 1 | 0 | 0 | 4 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0 | 0 | 0 | 0 | 0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0 | 0 | 0 | 0 | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0 | 0 | 0 | 0 | 0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0 | 0 | 0 | 0 | 0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.015 | 0.002 | 0.0 | 0 | 0.017 | 3 | 1 | 0 | 0 | 4 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 2026-08-05 21:39:24.621338 | 69b52944-1515-4ab2-a9fb-445f886ba197 | Net_Metering_2024.xlsx
489eb1c0f278260465027ceda3b0b899-1 | 2024 | VA | 10171 | Kentucky Utilities Co | LGEE | DC | 0.537 | 7.589 |  |  | 8.126 | 60 | 21 |  |  | 81 | 275.678 | 4022.516 |  |  | 4298.194 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 | 0.114 |  |  |  | 0.114 | 22 |  |  |  | 22 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 | 0.537 | 7.589 | 0.0 | 0 | 8.126 | 60 | 21 | 0 | 0 | 81 | 275.678 | 4022.516 | 0.0 | 0.0 | 4298.194 | 2026-08-05 21:39:24.621338 | 69b52944-1515-4ab2-a9fb-445f886ba197 | Net_Metering_2024.xlsx
f6240d125ccaebcc9231810d1d6f8f88-1 | 2024 | SC | 1613 | Berkeley Electric Coop Inc | SC | AC | 11.873 | 0.344 |  |  | 12.217 | 1857 | 9 |  |  | 1866 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 | 11.873 | 0.344 | 0.0 | 0 | 12.217 | 1857 | 9 | 0 | 0 | 1866 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 2026-08-05 21:39:24.621338 | 69b52944-1515-4ab2-a9fb-445f886ba197 | Net_Metering_2024.xlsx
92c23d86dfbff483c82e90a79c6105d5-1 | 2024 | WY | 99999 | Adjustment 2024 | WACM |  | -1.584 | -0.029 |  |  | -1.613 |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 0.0 |  |  |  |  |  |  |  |  |  | 0.0 |  |  |  |  |  |  |  |  |  | 0.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 0.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | -1.584 | -0.029 |  |  | -1.613 |  |  |  |  |  |  |  |  |  |  | 2026-08-05 21:39:24.621338 | 69b52944-1515-4ab2-a9fb-445f886ba197 | Net_Metering_2024.xlsx
92c23d86dfbff483c82e90a79c6105d5-2 | 2024 | WY | 99999 | Adjustment 2024 | PACE |  | -1.275 | -0.225 | -0.009 | 0 | -1.509 |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 0.0 |  |  |  |  |  |  |  |  |  | 0.0 |  |  |  |  |  | -0.219 | -0.03 | 0.0 | 0 | -0.249 |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 0.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | -1.275 | -0.225 | -0.009 | 0 | -1.509 |  |  |  |  |  |  |  |  |  |  | 2026-08-05 21:39:24.621338 | 69b52944-1515-4ab2-a9fb-445f886ba197 | Net_Metering_2024.xlsx
d4598683eb1daa755890c685ba6090df-1 | 2024 | LA | 13228 | City of Natchitoches | MISO | AC | 0.36 |  |  |  | 0.36 | 46 |  |  |  | 46 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 | 0.36 | 0.0 | 0.0 | 0 | 0.36 | 46 | 0 | 0 | 0 | 46 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 2026-08-05 21:39:24.621338 | 69b52944-1515-4ab2-a9fb-445f886ba197 | Net_Metering_2024.xlsx
d4fb81920c54115a91c9aa6cd5d0d659-1 | 2024 | TX | 99999 | Adjustment 2024 | MISO |  | -9.096 | -0.205 | -0.018 |  | -9.32 |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 0.0 |  |  |  |  |  |  |  |  |  | 0.0 |  |  |  |  |  |  |  |  |  | 0.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 0.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | -9.096 | -0.205 | -0.018 |  | -9.32 |  |  |  |  |  |  |  |  |  |  | 2026-08-05 21:39:24.621338 | 69b52944-1515-4ab2-a9fb-445f886ba197 | Net_Metering_2024.xlsx
d4fb81920c54115a91c9aa6cd5d0d659-2 | 2024 | TX | 99999 | Adjustment 2024 | ERCO |  | -91.217 | -25.485 | -0.032 | 0 | -116.734 |  |  |  |  |  |  |  |  |  |  | 0.0 | 0.0 | 0.0 | 0 | 0.0 |  |  |  |  |  | -0.173 | 0.0 | 0.0 | 0 | -0.173 |  |  |  |  |  | -1.656 | -0.045 | 0.0 | 0 | -1.701 |  |  |  |  |  |  |  |  |  |  | 0.0 | -3.453 | 0.0 | 0 | -3.453 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | -91.39 | -25.485 | -0.032 | 0 | -116.907 |  |  |  |  |  |  |  |  |  |  | 2026-08-05 21:39:24.621338 | 69b52944-1515-4ab2-a9fb-445f886ba197 | Net_Metering_2024.xlsx
d4fb81920c54115a91c9aa6cd5d0d659-3 | 2024 | TX | 99999 | Adjustment 2024 | SWPP |  | -0.16 | -0.003 |  |  | -0.164 |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 0.0 |  |  |  |  |  | 0.0 |  |  |  | 0.0 |  |  |  |  |  |  |  |  |  | 0.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 0.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | -0.161 | -0.003 |  |  | -0.164 |  |  |  |  |  |  |  |  |  |  | 2026-08-05 21:39:24.621338 | 69b52944-1515-4ab2-a9fb-445f886ba197 | Net_Metering_2024.xlsx
7ed43dbb5ac9270e2dcfba21ecceb867-1 | 2024 | NY | 3249 | Central Hudson Gas & Elec Corp | NYIS | AC | 132.555 | 207.115 |  |  | 339.67 | 16304 | 774 |  |  | 17078 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 | 0.143 | 0.016 |  |  | 0.159 | 13 | 2 |  |  | 15 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 | 132.698 | 207.131 | 0.0 | 0 | 339.829 | 16317 | 776 | 0 | 0 | 17093 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 2026-08-05 21:39:24.621338 | 69b52944-1515-4ab2-a9fb-445f886ba197 | Net_Metering_2024.xlsx
a651c1aac665562086ecbce2c7254188-1 | 2024 | VA | 3291 | Central Virginia Electric Coop | PJM | AC | 6.68 | 0.67 |  |  | 7.35 | 835 | 22 |  |  | 857 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 | 0.01 |  |  |  | 0.01 | 1 |  |  |  | 1 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 | 6.69 | 0.67 | 0.0 | 0 | 7.36 | 836 | 22 | 0 | 0 | 858 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 2026-08-05 21:39:24.621338 | 69b52944-1515-4ab2-a9fb-445f886ba197 | Net_Metering_2024.xlsx
82012d2822b41140580f962fe7bef544-1 | 2024 | TX | 55937 | Entergy Texas Inc. | MISO | DC | 52.155 | 1.178 | 0.106 |  | 53.439 | 5341 | 44 | 12 |  | 5397 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 | 0.004 |  |  |  | 0.004 | 2 |  |  |  | 2 |  |  |  |  | 0.0 |  |  |  |  | 0.0 |  |  |  |  | 0 |  |  |  |  | 0.0 | 52.159 | 1.178 | 0.106 | 0 | 53.443 | 5343 | 44 | 12 | 0 | 5399 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 2026-08-05 21:39:24.621338 | 69b52944-1515-4ab2-a9fb-445f886ba197 | Net_Metering_2024.xlsx
9e039ff2e22ff9358b46d4606e9fe533-1 | 2024 | AL | 99999 | Adjustment 2024 | SOCO |  | -0.105 |  |  |  | -0.105 |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 0.0 |  |  |  |  |  |  |  |  |  | 0.0 |  |  |  |  |  |  |  |  |  | 0.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 0.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | -0.105 |  |  |  | -0.105 |  |  |  |  |  |  |  |  |  |  | 2026-08-05 21:39:24.621338 | 69b52944-1515-4ab2-a9fb-445f886ba197 | Net_Metering_2024.xlsx
796510cc77b0688de9f034a7dee6eb67-1 | 2024 | SD | 14232 | Otter Tail Power Co | MISO | AC | 0.0 | 0.05 | 0.0 | 0 | 0.05 | 0 | 3 | 0 | 0 | 3 | 0.0 | 0.484 | 0.0 | 0.0 | 0.484 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0 | 0 | 0 | 0 | 0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0 | 0 | 0 | 0 | 0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0 | 0 | 0 | 0 | 0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0 | 0 | 0 | 0 | 0 | 0.0 | 0.0 | 0 | 0 | 0.0 | 0.023 | 0.092 | 0.0 | 0 | 0.115 | 2 | 2 | 0 | 0 | 4 | 0.0 | 0.196 | 0.0 | 0 | 0.196 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0 | 0 | 0 | 0 | 0 | 0.0 | 0.0 | 0.0 | 0 | 0.0 | 0.023 | 0.142 | 0.0 | 0 | 0.165 | 2 | 5 | 0 | 0 | 7 | 0.0 | 0.68 | 0.0 | 0.0 | 0.68 | 2026-08-05 21:39:24.621338 | 69b52944-1515-4ab2-a9fb-445f886ba197 | Net_Metering_2024.xlsx
