GEOID	MODELED_SUP_DEATHS	SUP_NO_RATE	N1050
02180	10.106276000000001	0	0
51590	0.0	0	0
05027	17.305959	0	0
05039	2.612246	0	0
05049	9.237375	0	0
05149	12.056484999999999	1	0
06049	11.2317	0	0
06065	0.0	0	0
05023	19.842933	0	0
06053	0.0	0	0
55099	8.235644	0	0
06093	17.894856	0	0
06099	0.0	0	0
08059	0.0	0	0
06091	3.5434200000000002	0	0
08013	0.0	0	0
08033	0.9932019999999999	0	0
08103	4.348314	1	0
51161	0.0	0	0
06013	0.0	0	0
08081	19.951292000000002	0	0
13005	15.729679999999998	0	0
13123	32.293589999999995	0	0
06107	0.0	0	0
54073	6.81117	2	0
54085	11.01942	1	0
54093	7.728966000000001	2	0
55005	35.874048	0	0
55009	0.0	0	0
55013	14.8734	0	0
55015	41.901157999999995	0	0
55025	0.0	0	0
55045	33.828815999999996	0	0
55061	13.036942	0	0
55065	3.7873080000000003	0	0
55073	0.0	0	0
55083	35.14643	0	0
55113	16.122008	0	0
55117	0.0	0	0
13127	0.0	0	0
13131	16.607388	0	0
13149	12.450491999999999	0	0
13153	0.0	0	0
13155	5.451624000000001	1	0
13157	0.0	0	0
13165	8.41378	0	0
13167	8.582526000000001	0	0
13171	19.721	0	0
13173	6.341034	0	0
13177	27.624778999999997	0	0
13189	31.69088	0	0
13201	3.12	1	0
13205	16.686085	0	0
13213	49.086844	0	0
13227	17.405184	0	0
13231	20.02234	0	0
13255	14.672708	0	0
13267	22.773474	0	0
13305	24.41664	0	0
13309	4.512484	0	0
15003	0.0	0	0
16005	0.0	0	0
16011	25.051824000000003	0	0
16013	18.68944	0	0
16019	0.0	0	0
16021	7.9207920000000005	0	0
16025	0.0	0	0
16029	3.274582	1	0
16047	8.844066	0	0
16051	17.484306	0	0
16079	14.314703000000002	0	0
17001	23.336635	0	0
17005	21.290925	0	0
17007	33.511896	0	0
17015	8.08653	0	0
17023	13.986775	0	0
17033	15.50357	0	0
17037	0.0	0	0
17047	4.440195	0	0
17057	26.954417999999997	0	0
17067	6.90704	0	0
17071	3.244596	0	0
17099	0.0	0	0
17101	11.82672	0	0
48257	0.0	0	0
48261	0.0	0	0
48271	0.0	1	0
48351	15.283467000000002	0	0
48391	2.197566	1	0
48395	8.127145	1	0
48397	6.900416000000001	0	0
48399	5.5737000000000005	0	0
48415	14.595384000000001	0	0
48445	5.631556	0	0
48447	0.0	0	0
48457	23.203256	0	0
48469	43.376525	0	0
54021	11.052736	1	0
54047	7.931065	0	0
54051	19.149966	0	0
54077	35.824152	0	0
54091	26.744705	0	0
55001	23.13248	0	0
55021	16.31871	0	0
55033	29.67232	0	0
55051	3.9706390000000003	0	0
55069	21.65223	0	0
55081	6.108167999999999	0	0
16041	3.591082	0	0
16049	14.953064	0	0
17013	3.287817	0	0
17055	25.668916	0	0
17063	7.669817999999999	0	0
17093	0.0	0	0
17115	0.0	0	0
17123	11.342772	1	0
17157	37.010001	0	0
17171	1.940008	0	0
16059	4.58505	0	0
16063	0.6306210000000001	0	0
17021	29.846064	0	0
17025	12.929224000000001	0	0
17029	42.973371	0	0
17039	13.157568000000001	0	0
17051	19.661520000000003	0	0
17059	3.5710119999999996	1	0
17083	27.642919999999997	0	0
17109	15.171566	0	0
17127	15.685083	0	0
17129	7.083072	0	0
17135	22.149504	0	0
17183	0.0	0	0
17191	13.380033000000001	0	0
18021	25.195632	0	0
18023	14.10575	0	0
18025	18.26261	0	0
18035	0.0	0	0
18049	30.55616	0	0
18097	0.0	0	0
18099	14.151165	0	0
18113	27.667431	0	0
18115	6.248880000000001	0	0
18121	18.01394	0	0
18123	16.96545	0	0
18125	8.722	0	0
18127	0.0	0	0
18129	20.858594	0	0
18151	30.23393	0	0
18159	17.847158	1	0
18161	16.739494	0	0
18163	0.0	0	0
18177	0.0	0	0
17141	19.834804	0	0
17147	16.222829	0	0
17149	10.02252	0	0
17169	3.0782920000000003	0	0
18011	0.0	0	0
18027	18.927027	0	0
18053	0.0	0	0
18065	25.533108	0	0
18077	11.336274000000001	1	0
18103	24.022616	0	0
18105	0.0	0	0
18109	0.0	0	0
18111	24.46527	0	0
18119	31.086018000000003	0	0
18149	6.169944	0	0
06033	0.0	0	0
19015	15.735135	0	0
19017	6.696784	0	0
19023	2.322108	0	0
19025	1.498977	1	0
19037	3.351348	1	0
19059	5.080761	0	0
19075	3.8959639999999998	0	0
19087	8.766296	0	0
19101	6.907383	1	0
19123	14.60102	0	0
19131	1.341755	0	0
19135	0.9319710000000001	0	0
19159	1.1890649999999998	1	0
19171	5.140499999999999	0	0
19179	22.856865000000003	0	0
19185	2.215477	0	0
19193	13.77233	0	0
20005	16.887484	0	0
20009	13.434811	0	0
56025	0.0	0	0
56037	13.31568	0	0
17117	16.278054	0	0
18045	21.472137	0	0
18071	9.564168	0	0
18083	27.864576	0	0
55135	39.11805999999999	0	0
56043	3.12011	1	0
56045	0.8410740000000001	0	0
18141	0.0	0	0
18167	0.0	0	0
19009	0.544704	1	0
19011	9.718499999999999	0	0
19013	7.475208	0	0
19035	1.92357	1	0
19045	9.988900000000001	0	0
19079	6.752511	1	0
19093	0.0	0	0
19147	1.223456	0	0
20171	0.695385	1	0
20205	5.847072000000001	1	0
20207	0.0	2	0
21009	43.817724999999996	0	0
21023	22.6212	0	0
21025	23.45778	0	0
21041	31.25171	0	0
21057	7.265791999999999	0	0
21061	12.79293	0	0
21067	0.0	0	0
21071	0.0	0	0
21123	27.191743	0	0
21139	9.901232	0	0
21141	37.30752	0	0
21149	7.907328	0	0
21151	0.0	0	0
21153	46.489815	0	1
21187	26.852918	1	0
21189	17.561085	0	0
21217	20.974538000000003	0	0
21229	27.156966	0	0
21231	20.317645	2	0
22009	7.8989069999999995	0	0
22017	0.0	0	0
22019	0.0	0	0
22031	20.7793	0	0
22033	0.0	0	0
22035	3.2595830000000006	0	0
22043	33.519528	0	0
22045	0.0	0	0
22057	0.0	0	0
22067	24.219405000000002	0	0
22079	0.0	0	0
22087	0.0	0	0
22109	0.0	0	0
22119	29.832369	0	0
21207	32.167908	0	0
21219	19.46637	1	0
21225	14.925456	0	0
22055	0.0	0	0
22069	20.145554999999998	0	0
22083	30.064500000000002	0	0
22117	0.0	0	0
23003	0.0	0	0
23005	0.0	0	0
23027	11.169174	1	0
24003	0.0	0	0
24035	9.027194	0	0
24043	0.0	0	0
25011	0.0	0	0
25023	0.0	0	0
25027	0.0	0	0
26027	33.842384	0	0
26035	29.868608000000002	0	0
26077	0.0	0	0
26079	17.813427	0	0
26087	0.0	0	0
48453	0.0	0	0
54031	28.083236	0	0
55041	6.452837000000001	3	0
18147	18.93836	0	0
19061	8.834674	0	0
19107	3.2807910000000002	1	0
19151	0.736112	0	0
19137	1.99369	0	0
22061	37.26492	0	0
22065	6.120387000000001	1	0
21203	26.268606	0	0
22005	0.0	0	0
23017	10.457637	0	0
23019	0.0	0	0
23023	40.956084	0	0
24045	0.0	0	0
24510	0.0	0	0
25019	17.319825	0	0
26021	0.0	0	0
26097	4.907802	0	0
22023	6.920144	0	0
22025	7.142612	0	0
22049	17.992107	0	0
22103	0.0	0	0
22111	22.985523	0	0
22113	8.259696	0	0
22127	20.24736	0	0
23001	0.0	0	0
23021	26.3256	0	0
24009	0.0	0	0
05043	12.8737	0	0
05063	29.060508	0	0
05105	7.073414	0	0
05127	2.734408	1	0
06035	16.43046	0	0
06043	27.135503999999997	0	0
06047	0.0	0	0
06055	0.0	0	0
05069	8.47476	0	0
06061	0.0	0	0
06079	0.0	0	0
06083	0.0	0	0
06111	0.0	0	0
48377	0.0	0	0
48383	0.592375	3	0
48407	16.98924	0	0
48455	12.64986	0	0
48473	32.486168	0	0
48487	7.5904430000000005	0	0
48491	0.0	0	0
48497	18.256112	0	0
49013	24.69096	0	0
49017	3.1006299999999998	0	0
49027	13.922175	0	0
49035	0.0	0	0
49043	35.368095000000004	0	0
06073	0.0	0	0
08001	0.0	0	0
08031	0.0	0	0
08063	4.067938000000001	1	0
08075	22.130784	0	0
08077	0.0	0	0
08085	34.1432	0	0
08115	0.0	2	0
11001	0.0	0	0
12011	0.0	0	0
12015	0.0	0	0
12019	0.0	0	0
12021	0.0	0	0
08035	0.0	0	0
12037	17.92944	0	0
12061	0.0	0	0
55129	11.652723	0	0
56009	7.618054	2	0
56011	0.9837969999999999	1	0
56013	26.28678	0	0
56017	1.700528	1	0
56033	21.582858	0	0
56039	13.9986	0	0
12039	24.936994	0	0
12049	25.605597	0	0
12085	0.0	0	0
12093	15.421516	0	0
12121	21.650052	0	0
12123	26.961652	0	0
13013	0.0	0	0
13089	0.0	0	0
12073	0.0	0	0
12089	0.0	0	0
12125	21.491657	0	0
13023	9.500165	1	0
13045	0.0	0	0
13051	0.0	0	0
13081	10.848992	0	0
13119	30.872832000000002	0	0
54001	32.894055	0	0
54013	9.056966000000001	2	0
54025	0.0	0	0
54043	0.0	0	0
54049	0.0	0	0
54089	16.718682	0	0
55003	26.316334	1	1
55019	26.791407	0	0
55035	0.0	0	0
55039	7.81155	0	0
13139	0.0	0	0
13143	20.315001	0	0
13147	36.210856	1	0
13183	18.9974	0	0
13193	10.2697	0	0
13197	4.9636759999999995	0	0
13211	14.67081	0	0
13217	0.0	0	0
13219	37.869894	0	0
13223	0.0	0	0
13245	0.0	0	0
13259	1.705794	1	0
13273	6.30091	0	0
13283	5.41307	0	0
13287	7.38492	0	0
13135	0.0	0	0
13215	0.0	0	0
13225	33.521238000000004	0	0
13291	23.671352	1	0
13313	0.0	0	0
13317	9.536305	0	0
48057	15.159924	0	0
48139	0.0	0	0
48151	0.6536160000000001	0	0
48163	6.72891	0	0
17011	31.448824000000002	0	0
55089	10.522845	0	0
16087	7.213500000000001	0	0
17103	31.584125	0	0
18037	30.764084999999998	0	0
17121	23.090148	0	0
19055	8.866416000000001	0	0
21227	0.0	0	0
18003	0.0	0	0
05121	14.021105	0	0
06017	0.0	0	0
06027	22.096592	1	0
49007	28.046088	0	0
08061	0.467058	0	0
12035	0.0	0	0
12079	19.082016	0	0
12113	0.0	0	0
13111	22.559229000000002	0	0
13115	0.0	0	0
48167	0.0	0	0
48171	16.435875	0	0
48221	20.142546	0	0
48245	0.0	0	0
48249	21.778959999999998	0	0
55141	0.0	0	0
16075	19.80108	0	0
18145	0.0	0	0
17137	37.095205	0	0
17153	2.783448	0	0
13163	13.336941	0	0
13237	20.195052	0	0
56007	13.185059	1	0
17173	21.367820000000002	0	0
17197	0.0	0	0
18013	26.183699999999998	0	0
18029	0.0	0	0
18069	17.561098	0	0
18081	0.0	0	0
18087	23.984478	0	0
08057	0.0	0	0
56027	0.0	2	0
55043	27.942644	0	0
48219	17.724950999999997	0	0
55137	20.03284	0	0
17165	29.567391999999998	0	0
16017	37.78222	0	0
17079	7.958959	0	0
17089	0.0	0	0
17097	0.0	0	0
48471	23.4548	0	0
48483	0.92814	1	0
49029	5.569635	0	0
49039	28.835118	0	0
49055	0.6314439999999999	2	0
50003	7.320012000000001	0	0
50011	24.923054	0	0
50015	32.11991	0	0
51009	33.561104	0	0
51015	55.945614000000006	0	0
51021	11.52426	1	0
51025	23.836896	0	0
51027	37.61604	1	0
51031	46.673248	0	0
51047	0.0	0	0
51049	13.99005	0	0
51053	38.28739	0	0
51059	0.0	0	0
51099	41.287035	0	0
51101	20.8377	0	0
18155	15.043665	2	0
19039	3.0218800000000003	0	0
19067	5.875752	0	0
19091	0.825342	0	0
19111	24.797145	0	0
19125	20.950578	0	0
19155	6.55669	0	0
19181	28.297620000000002	0	0
19183	6.431025000000001	0	0
17133	45.10098	0	0
17139	13.901382000000002	0	0
18007	4.307186000000001	1	0
18073	38.382388000000006	0	0
18133	33.42066	0	0
19021	6.413484	0	0
19129	2.621604	0	0
19133	1.4701680000000001	0	0
21069	30.631542	1	0
21085	25.73308	0	0
21089	0.0	0	0
21105	2.626701	0	0
21119	5.686149	0	0
21157	33.051996	0	0
21161	25.7656	1	0
21163	33.183318	0	0
21173	9.249506	0	0
21197	49.260008	0	3
21201	4.03512	0	0
21205	6.04219	0	0
21223	13.151648	1	0
21235	8.44376	0	0
22039	34.32335	0	0
22051	0.0	0	0
22093	21.080447999999997	2	0
22115	23.595000000000006	0	0
20037	36.24396	0	0
20045	0.0	0	0
20047	0.0	2	0
20077	4.6183700000000005	1	0
20079	30.96184	0	0
20093	0.0	1	0
20095	4.975020000000001	0	0
20121	30.464181	0	0
20129	0.0	1	0
20159	3.0637749999999997	0	0
20175	12.321804	0	0
20183	0.0	3	0
20187	0.0	2	0
20191	22.538674	0	0
20197	1.0177960000000001	0	0
21027	26.949807999999997	0	0
21031	15.562718	0	0
21037	0.0	0	0
21087	15.383195	0	0
21097	22.822932	1	0
21101	24.456978	0	0
21107	44.151156	0	0
21155	10.338768	0	0
21171	14.648696000000001	1	0
21193	8.655792	0	0
21007	6.406512	0	0
21047	0.0	0	0
21133	32.882248000000004	0	0
27029	8.856435999999999	0	0
27039	14.252161	0	0
27053	0.0	0	0
27091	7.068825	1	0
27103	16.53792	0	0
27169	26.474643	0	0
28003	38.00556	0	0
28127	28.466053000000002	0	0
28155	3.9604740000000005	1	0
29009	33.359844	0	0
29065	21.516132	0	0
29077	0.0	0	0
29081	1.786383	2	0
29087	0.0	1	0
29105	36.435429	0	0
29131	26.922258	0	0
27057	18.03568	0	0
27089	4.2036	1	0
27139	0.0	0	0
28001	34.854839999999996	0	0
28027	19.52907	0	0
28035	12.036332	0	0
21215	31.51533	1	0
21045	18.411855	2	0
22071	0.0	0	0
22123	14.567994	0	0
27007	12.065508	0	0
29095	0.0	0	0
27069	0.0	0	0
27151	0.78704	0	0
28051	13.855	0	0
28105	27.033336	0	0
28135	5.302155	0	0
28161	10.396673	0	0
29053	12.126027	0	0
29147	7.413109	0	0
29183	0.0	0	0
29229	21.789224	0	0
30047	8.219376	0	0
30053	10.763319000000001	0	0
35025	0.0	0	0
35043	0.0	0	0
35045	0.0	0	0
36001	0.0	0	0
36027	0.0	0	0
36089	7.052825	0	0
36093	0.0	0	0
37021	0.0	0	0
31131	7.1126640000000005	0	0
31167	0.40894	0	0
37127	0.0	0	0
37151	0.0	0	0
37179	0.0	0	0
37189	39.699124	0	0
38081	0.0	0	0
38101	18.598454	0	0
39063	8.69072	0	0
39149	18.520319999999998	0	0
39161	23.318386	0	0
39169	12.390763999999999	0	0
40011	7.485895	0	0
40015	15.84366	0	0
37131	20.388657000000002	2	0
37145	6.568296	0	0
37161	0.0	0	0
37165	5.741232000000001	0	0
38005	2.558556	3	0
38013	0.0	0	0
38019	0.0	0	0
31173	1.4561950000000001	0	0
32023	8.718879	0	0
32027	10.7198	0	0
40099	14.585296	0	0
40065	25.900325	0	0
40097	30.26065	0	0
40109	0.0	0	0
40131	20.38136	0	0
40139	15.909696	0	0
41001	19.601568	0	0
42023	1.5323390000000003	0	0
41067	0.0	0	0
40083	16.402705	0	0
41035	0.0	0	0
42049	0.0	0	0
35017	30.15795	0	0
35057	21.00282	1	0
36003	28.523984	0	0
36013	0.0	0	0
36019	16.527501	0	0
36087	0.0	0	0
45023	16.211588	0	0
45025	17.915022	0	0
45035	0.0	0	0
45037	11.083824000000002	0	0
46011	7.0125	0	0
37059	6.876632000000001	0	0
37063	0.0	0	0
37073	15.130232	1	0
37077	0.0	0	0
37113	26.353968000000002	0	0
37135	0.0	0	0
37147	0.0	0	0
38001	0.0	0	0
38033	0.0	1	0
46091	0.0	2	0
47065	0.0	0	0
47071	16.823037	0	0
47073	0.0	0	0
47075	21.97272	0	0
47087	26.637781	0	0
47093	0.0	0	0
47099	0.0	0	0
47107	0.0	0	0
47151	25.10565	2	0
38049	0.817785	1	0
38093	14.380938	0	0
39077	10.014615000000001	0	0
39099	0.0	0	0
42073	0.0	0	0
42105	19.216112	0	0
45015	0.0	0	0
45019	0.0	0	0
45067	37.091593	0	0
46027	5.253417	0	0
40033	4.333168	1	0
40041	34.256656	0	0
40059	0.0	0	0
40135	21.840236	0	0
40147	13.743210000000001	0	0
40149	12.693688	0	0
45057	0.0	0	0
40017	0.0	0	0
40101	0.0	0	0
48309	0.0	0	0
48327	0.0	3	0
48331	16.015838000000002	0	0
48335	6.18512	1	0
42031	42.305776	0	0
42091	0.0	0	0
45011	20.383110000000002	0	0
48449	23.466497	0	0
48499	33.946151	0	0
02195	0.0	1	0
49047	13.96304	0	0
51001	21.685037	1	0
51017	1.919304	0	0
50001	43.677347	0	0
50017	18.415233	0	0
50025	0.0	0	0
51036	5.479357	1	0
51043	16.305649000000003	0	0
51105	28.802727	1	0
51111	15.851007999999998	1	0
51125	13.371375	0	0
51141	27.151536	0	0
51143	0.0	0	0
47089	0.0	0	0
47119	0.0	0	0
47137	7.006401	1	0
47153	35.434414	0	0
01027	14.335652	0	0
01019	35.184139	0	0
51145	26.298711	0	0
51167	42.693336	1	0
53037	21.592119	0	0
53055	13.60782	0	0
01075	12.560828	0	0
01091	12.811149	0	0
01105	5.27682	0	0
01117	0.0	0	0
02013	2.4282	1	0
02020	0.0	0	0
01095	0.0	0	0
04003	0.0	0	0
19191	4.074210000000001	0	0
19197	4.698309	0	0
20013	5.600212	1	0
20055	25.23632	0	0
20085	10.38712	1	0
20101	0.0	1	0
20137	0.551359	1	0
20149	14.752536	0	0
53033	0.0	0	0
20189	0.0	1	0
21035	41.073021000000004	0	0
21103	29.584386	0	0
24027	0.0	0	0
24041	17.712272	0	0
26033	22.475635	0	0
26041	21.440642999999998	0	0
26103	39.742234	0	0
23011	0.0	0	0
24001	0.0	0	0
26061	19.988135	0	0
27165	1.710456	0	0
28145	28.665864	0	0
29005	1.25198	0	0
29073	24.217778	1	0
30099	0.77825	0	0
31039	1.17169	0	0
27041	14.23719	0	0
27073	1.001131	0	0
27093	12.285	0	0
28019	4.24669	0	0
29057	5.767577999999999	0	0
29061	5.04114	0	0
32015	5.84868	0	0
34039	0.0	0	0
36031	24.746222	0	0
31043	7.165224	0	0
32003	0.0	0	0
30051	0.0	1	0
30103	0.0	0	0
31023	0.0	1	0
31029	0.6734890000000001	0	0
31047	9.16218	0	0
32005	36.423168000000004	0	0
35039	0.0	0	0
36073	38.124135	0	0
37023	0.0	0	0
37075	12.896180000000001	2	0
38091	0.0	0	0
39015	0.0	0	0
39069	35.020092	0	0
39105	7.90676	0	0
39145	0.0	0	0
40007	0.5755859999999999	0	0
37049	0.0	0	0
42113	4.7596	0	0
37085	0.0	0	0
37097	0.0	0	0
46085	0.0	2	0
47003	0.0	0	0
39037	18.780922	0	0
39151	0.0	0	0
47133	42.99601	0	0
48001	28.555546	0	0
48047	1.2383000000000002	3	0
48083	3.488536	0	0
46053	0.0	1	0
46067	0.59416	0	0
46115	0.46435299999999996	2	0
47011	0.0	0	0
47077	29.874465999999998	0	0
47101	27.441342	0	0
48291	0.0	0	0
48323	30.853771000000002	0	0
47123	0.0	0	0
47149	0.0	0	0
47165	0.0	0	0
48021	8.360576	0	0
48477	27.9279	0	0
48501	6.401408	1	0
49045	0.0	0	0
51067	9.80586	0	0
20067	1.06604	0	0
27001	17.251003	0	0
39013	0.0	0	0
46105	0.0	0	0
39057	0.0	0	0
39133	0.0	0	0
45007	0.0	0	0
40091	20.191106	0	0
48303	0.0	0	0
48339	0.0	0	0
51011	15.248574	1	0
47157	0.0	0	0
01039	30.168709999999997	0	0
54061	0.0	0	0
39003	0.0	0	0
36083	0.0	0	0
47097	25.520145	0	0
47145	0.0	0	0
48025	24.682365	0	0
48095	0.0	1	0
47027	12.258477000000001	1	0
50009	10.543520000000001	0	0
51065	33.489021	0	0
51810	0.0	0	0
53039	30.37396	0	0
53045	0.0	0	0
01001	43.104065	0	0
01005	21.540442	0	0
49053	0.0	0	0
51003	13.375005	0	0
51037	20.625380999999997	0	0
51041	0.0	0	0
02090	9.852465	0	0
02170	0.0	0	0
04005	0.0	0	0
04011	12.632723	1	0
02188	4.7615229999999995	1	0
05007	0.0	0	0
05107	16.584568	0	0
05115	38.472267	0	0
05085	7.031425	0	0
05099	1.04706	1	0
06023	0.0	0	0
48175	1.6478199999999998	0	0
48203	24.369006	0	0
48233	22.802402	0	0
08023	7.214938	0	0
08039	20.875662	0	0
08047	4.100448	0	0
08073	7.263999999999999	0	0
08083	43.141981	0	0
10003	0.0	0	0
12009	0.0	0	0
08109	11.11216	0	0
54059	9.922128	0	0
55109	24.506432	0	0
55115	37.038186	0	0
13061	0.5696	1	0
13077	0.0	0	0
13091	19.2077	0	0
48369	1.431005	0	0
13195	26.59596	0	0
13293	25.3178	0	0
15001	0.0	0	0
13151	0.0	0	0
13263	2.4594569999999996	3	0
13311	25.622745	0	0
13319	7.412295	0	0
51177	0.0	0	0
18089	0.0	0	0
19033	28.075677000000002	0	0
19073	4.964385999999999	0	0
19049	40.668624	0	0
19051	4.27259	0	0
19105	8.237753999999999	0	0
54065	24.741349999999997	0	0
19019	9.91233	0	0
19085	4.637076	1	0
19169	47.494834000000004	0	0
19195	1.6746750000000001	0	0
19071	1.2087150000000002	0	0
20069	0.0	0	0
20151	6.373272	1	0
20177	0.0	0	0
21111	0.0	0	0
20051	15.103548	0	0
20107	9.629363999999999	0	0
20115	6.195252	0	0
26043	25.402113	0	0
26145	0.0	0	0
20087	15.759744	0	0
26069	19.129646	0	0
26071	6.3040020000000005	1	0
30015	1.8097649999999998	0	0
31093	1.353275	0	0
27025	44.334243	0	0
27037	0.0	0	0
27081	1.4494799999999999	0	0
37121	19.999826	2	0
39103	0.0	0	0
40021	32.060118	0	0
40027	0.0	0	0
40053	0.9088419999999999	1	0
44001	11.022080999999998	0	0
45069	32.773743	1	0
45071	5.016627	0	0
47019	0.0	0	0
39093	0.0	0	0
40043	1.5245600000000001	2	0
40045	0.528609	2	0
40087	37.037518000000006	0	0
42009	18.174414	0	0
48329	11.218878	0	0
48371	4.390777	0	0
46117	0.0	2	0
49021	24.519692	0	0
51103	11.57414	0	0
48145	8.280384000000002	2	0
01103	0.0	0	0
02230	0.0	2	0
51540	26.721422	0	0
08007	10.580328	3	0
08029	24.800819999999998	0	0
13085	32.077206	0	0
48169	2.198448	1	0
55111	0.0	0	0
13315	5.995944	0	0
16043	10.027612	0	0
16065	24.022502	0	0
17053	14.129496	0	0
30071	0.704239	1	0
37187	19.926433	0	0
38017	0.0	0	0
39155	0.0	0	0
01017	22.288852	0	0
47033	13.716245999999998	0	0
02066	0.0	0	0
05129	4.54024	0	0
12033	0.0	0	0
48489	7.117892	0	0
18175	13.978272	1	0
19163	0.0	0	0
20041	11.942898000000001	0	0
20127	0.0	0	0
39165	0.0	0	0
51023	20.527155999999998	0	0
36069	0.0	0	0
36077	8.076312000000001	0	0
47013	0.0	0	0
48071	22.586934999999997	0	0
29021	0.0	0	0
31105	0.0	1	0
38043	0.0	0	0
35051	24.228568000000003	0	0
37091	33.017663999999996	0	0
40037	0.0	0	0
42005	0.0	0	0
48049	24.418895	0	0
48165	12.375654	0	0
38051	0.0	0	0
46043	0.0	0	0
46089	0.0	0	0
40119	6.694972	0	0
48247	1.707814	1	0
48251	0.0	0	0
48275	0.0	1	0
48427	25.77472	0	0
45079	0.0	0	0
46101	0.0	2	0
47037	0.0	0	0
51077	6.485859	4	0
51121	12.465125	0	0
51199	40.976325	0	0
51750	22.64263	0	0
01123	36.312369	0	0
02198	2.7326749999999995	2	0
02275	0.0	2	0
02070	6.595806	1	0
01071	30.548399	0	0
01111	21.901099	0	0
02185	13.512975	0	0
51185	0.0	0	0
51197	46.81995	0	0
53063	0.0	0	0
48177	13.973283	0	0
48217	28.34046	0	0
48277	31.05456	0	0
05011	1.87701	0	0
05033	18.581097	0	0
05037	17.977644	0	0
05059	33.238240000000005	0	0
05071	21.242925	0	0
06003	0.588756	5	0
05077	10.0792	0	0
05109	6.2348230000000004	0	0
05113	9.091533	0	0
05139	25.58037	0	0
54035	27.568672	0	0
55023	10.908501000000001	1	0
55079	0.0	0	0
06113	0.0	0	0
08069	0.0	0	0
08093	20.45064	0	0
53059	17.500344000000002	0	0
12047	18.289224	0	0
12075	15.363570000000001	0	0
12097	0.0	0	0
12111	0.0	0	0
12119	0.0	0	0
13025	29.55444	0	0
13095	0.0	0	0
12091	0.0	0	0
12109	0.0	0	0
12127	0.0	0	0
51775	21.16391	0	0
05029	19.0578	0	0
05065	8.621395	0	0
06059	0.0	0	0
05141	12.463044	0	0
54053	9.137627	0	0
54069	0.0	0	0
08051	18.998914	0	0
13001	22.612344	0	0
12095	0.0	0	0
53013	0.9603360000000001	1	0
05067	15.146519999999999	0	0
54019	0.0	0	0
54023	22.83008	0	0
54027	0.0	0	0
54103	29.649426000000002	0	1
55049	15.837612	0	0
55101	0.0	0	0
13125	1.5198679999999998	1	0
13141	5.284675	1	0
13169	28.602123	0	0
13181	8.0745	0	0
13251	15.515901	0	0
13285	7.1508780000000005	0	0
13295	0.0	0	0
13297	0.0	0	0
13299	4.930136	0	0
15005	0.0	0	0
16027	0.0	0	0
16031	21.622435	0	0
16037	2.0776499999999998	1	0
16045	16.675255999999997	0	0
17017	7.590444	0	0
17031	0.0	0	0
17043	0.0	0	0
17081	21.15441	0	0
48363	20.568116	0	0
48419	19.866194	0	0
54015	18.855442	1	0
54029	0.0	0	0
54067	44.77928	0	2
54075	13.149099	0	0
55007	16.4633	0	0
55029	16.145442	0	0
55037	2.1194699999999997	3	0
55077	15.841472000000001	0	0
16035	5.659632	0	0
16069	10.18578	0	0
17009	2.141692	0	0
17049	23.435568	0	0
17075	40.236422000000005	0	0
17143	0.0	0	0
17163	0.0	0	0
16055	0.0	0	0
16081	5.71033	0	0
17087	9.275676	1	0
17111	0.0	0	0
17113	0.0	0	0
18061	0.0	0	0
18131	20.685642	1	0
17151	2.957718	1	0
17159	9.503613	0	0
17201	0.0	0	0
18031	37.034328	0	0
18039	0.0	0	0
18137	36.214755	0	0
19029	5.014514	2	0
19043	6.731985	0	0
19077	3.1444080000000003	0	0
19095	1.6495380000000002	0	0
19119	1.55142	0	0
19141	2.297484	0	0
56003	7.085415	1	0
56021	0.0	0	0
56035	3.997424	0	0
17145	24.275255	0	0
17179	0.0	0	0
18001	40.929687	0	0
18117	26.264173999999997	0	0
55078	0.0	3	0
55123	25.79976	0	0
55139	0.0	0	0
56001	29.578668	0	0
56029	22.099504	0	0
19007	6.737399	0	0
19041	3.915776	0	0
19083	4.624572	0	0
19113	0.0	0	0
20173	0.0	0	0
20201	0.0	1	0
21001	24.290354999999998	0	0
21013	0.0	0	0
21015	0.0	0	0
21017	37.223175999999995	0	1
21019	0.0	0	0
21043	7.961472999999999	0	0
21049	0.0	0	0
21059	0.0	0	0
21099	29.973552	0	0
21131	29.583582	0	0
21137	13.424074999999998	0	0
21147	20.77224	2	0
21177	35.350704	0	0
21183	21.894012	0	0
21209	0.0	0	0
22001	0.0	0	0
22037	21.375666000000002	0	0
22059	18.695824	0	0
22073	0.0	0	0
22085	20.42691	0	0
22099	0.0	0	0
22101	9.584764	0	0
21199	0.0	0	0
21221	14.314098	0	0
22021	12.702465	0	0
22027	9.39471	1	0
22053	0.0	0	0
22075	26.61898	0	0
22077	25.615372	0	0
22097	0.0	0	0
22107	1.8744440000000002	0	0
12067	7.790022	0	0
25003	0.0	0	0
25007	30.0966	0	0
25021	0.0	0	0
25025	0.0	0	0
26039	13.104892	0	0
16003	0.7531880000000001	1	0
17107	28.518753	0	0
19121	10.524528	0	0
20001	9.670072	0	0
26091	0.0	0	0
26095	1.76187	0	0
23015	17.653737	0	0
24039	6.42582	0	0
25013	0.0	0	0
25017	0.0	0	0
26025	0.0	0	0
26037	42.016968000000006	0	0
26063	29.899464	0	0
26081	0.0	0	0
22003	25.00225	0	0
22013	10.670382	0	0
22015	0.0	0	0
22029	9.978857999999999	2	0
22063	0.0	0	0
22125	14.13113	0	0
