borrname,borrcity,borrstate,bankname,approvaldate,grossapproval,sbaguaranteedapproval,processingmethod,subprogram,terminmonths,naicscode,initialinterestrate,jobssupported,loanstatus
"Montrose Deli, Inc.",MOUNT PROSPECT,IL,Byline Bank,2023-10-01,1000000,740000,Preferred Lenders Program,Guaranty,120,445110,11.25,90,CURR
