database,schema,table,column,ordinal,data_type,is_nullable,key_label,tier,spine_wired,has_norm_rule,spine_entity_grain,total_rows,nonnull_after_norm,distinct_after_norm,sample_values,verify_error
LIBRARY_RAW,LANDING,INTL_GLEIF,Entity.HeadquartersAddress.AdditionalAddressLine.1,51,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_B64E31A541,SITE_ZIP,53,TEXT,YES,ZIP,GEO,False,True,place,798.0,457.0,24.0,"['85715', '', '85704', '85741', '85705']",
LIBRARY_RAW,LANDING,PORTAL_CKA_INDIANA_DATA_HUB_78F3E49D13,SCHOOL_NAME,2,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER,RNDRNG_PRVDR_CNTRY,15,TEXT,YES,COUNTRY,GEO,False,True,place,1296739.0,1296739.0,25.0,"['PK', 'NZ', 'IN', 'US', 'SA']",
LIBRARY_RAW,LANDING,PORTAL_CKA_VIRGINIA_OPEN_DA_F40C1F2ECE,SUB_DIVISION_NAME,17,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_ORANGE_COUNTY_OP_41E4E2185F,LONGITUDE,13,TEXT,YES,LATLON,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,FED_IRS_EO_BMF,ZIP,7,TEXT,YES,ZIP,GEO,False,True,place,1983563.0,1983563.0,37060.0,"['11223-1201', '11428-2121', '11729-4213', '11234-4333', '11226-7818']",
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_1073539FE2,SHAPE__LENGTH,74,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_769BEBAE41,FROM_STATION_NAME,7,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_SOC_UTAH_OPEN_DATA_P_6F316DE0B0,PROVIDER_BUSINESS_PRACTICE_LOCATION_ADDRESS_CITY_NAME,8,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_CFPB_HMDA_HISTORIC,CO_APPLICANT_ETHNICITY_NAME,30,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_ATLANTA_DATAATLA_FD3576897B,LATITUDE,27,TEXT,YES,LATLON,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_HARRIS_COUNTY_OP_D9A3089ED0,NAICS_DESC,19,TEXT,YES,NAICS,STRONG,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_CALIFORNIA_OPEN_F406AAD424,SHAPE__AREA,20,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_0F83B7C628,SITE_ZIP,53,TEXT,YES,ZIP,GEO,False,True,place,142.0,116.0,2.0,"['85701', '', '85745']",
LIBRARY_RAW,LANDING,PORTAL_SOC_TEXAS_OPEN_DATA_EADC02D661,INSURED_EMPLOYER_STATE,5,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT,COVERED_RECIPIENT_PROFILE_MIDDLE_NAME,7,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_ATLANTA_DATAATLA_E2C03512E7,NAICS,9,TEXT,YES,NAICS,STRONG,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_OPEN_DATA_DC_582A28D212,SHAPE__LENGTH,33,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_49FAB204AA,SHAPE__LENGTH,4,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_SOC_COLORADO_INFORMA_4BAD70F01F,NAME,2,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_WPRDC_ALLEGHENY_060112D129,LICENSE_TYPE_NAME,2,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS,ORGANIZATION_OTHER_TYPE_TEXT,14,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_SOC_UTAH_OPEN_DATA_P_A3B79359D3,SIC_2,9,TEXT,YES,SIC,STRONG,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_CMS_OPEN_PAYMENTS_2023,COVERED_RECIPIENT_PROFILE_ID,6,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_SOC_OREGON_OPEN_DATA_DC4AEE7DB0,INSURER_NAME,16,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_HARRIS_COUNTY_OP_D048520A99,IN_COUNTRY,69,TEXT,YES,COUNTRY,GEO,False,True,place,254.0,0.0,0.0,[' '],
LIBRARY_RAW,LANDING,PORTAL_ARC_NEW_MEXICO_OPEN_3382D9F21E,H2S_CHEMICAL_NAME,137,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_OKLAHOMA_OPEN_DA_AD79042537,LONGITUDE,4,TEXT,YES,LATLON,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_SOC_UTAH_OPEN_DATA_P_5EF68422FF,INTERNATIONAL_ORGANIZATION,153,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_USASPENDING_CONTRACTS,AWARDING_SUB_AGENCY_NAME,10,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_WISCONSIN_OPEN_D_5206358BDD,ZIP,9,TEXT,YES,ZIP,GEO,False,True,place,604.0,604.0,553.0,"['55103', '55051', '56359', '56573', '49783']",
LIBRARY_RAW,LANDING,PORTAL_CKA_ANALYZE_BOSTON_5DD692715C,ZIP,6,TEXT,YES,ZIP,GEO,False,True,place,3302.0,3298.0,32.0,"['02129', '02120', '02135', '02130', '02125']",
LIBRARY_RAW,LANDING,FED_NTSB_AVIATION_EVENTS,DEC_LATITUDE,72,TEXT,YES,LATLON,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,FED_SEC_13F_FILERS,FILINGMANAGER_ZIPCODE,15,TEXT,YES,ZIP,GEO,False,True,place,344109.0,298529.0,3638.0,"['33420', 'R3C3R8', '15215', 'F3 00000', '52556']",
LIBRARY_RAW,LANDING,PORTAL_ARC_LA_COUNTY_OPEN_D_3D07EB80AC,GEOMETRY,29,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,FED_FDA_FAERS_DEMO,OCCR_COUNTRY,33,TEXT,YES,COUNTRY,GEO,False,True,place,5811086.0,1362553.0,186.0,"['ES', 'JP', 'DE', 'RU', 'TR']",
LIBRARY_RAW,LANDING,FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY,COUNTY_NAME,7,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_USASPENDING_CONTRACTS_FULL,recipient_state_code,67,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_SOC_UTAH_OPEN_DATA_P_F259CD7FC8,SIC_6,93,TEXT,YES,SIC,STRONG,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_USASPENDING_CONTRACTS_FULL,recipient_name_raw,52,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_NCUA_CALL_REPORTS_FS220,CU_NUMBER,1,TEXT,YES,NCUA_CHARTER,STEEL,True,True,organization,4336.0,4336.0,4336.0,"['319', '690', '1263', '303', '1397']",
LIBRARY_RAW,LANDING,PORTAL_CKA_OPEN_DATA_SA_CC35A6D7FA,SHAPE__LENGTH,8,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_4FC22C2C30,CONTRACTOR_NAME,8,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_B81B12D211,ADDRESS,4,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,RETIRED,FED_CMS_OPEN_PAYMENTS_GNRL,Covered_Recipient_Name_Suffix,11,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_82607FBFC9,LON,6,TEXT,YES,LATLON,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,CA_LOBBY_FIRM_LOBBYIST,FIRM_NAME,5,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_90CC86DC8C,SHAPE_LENG,45,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_A937D836B3,LAT,8,TEXT,YES,LATLON,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_2AA69E6971,ADDRESS,1,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_SOC_UTAH_OPEN_DATA_P_5E73751281,PRIMARY_SIC,8,TEXT,YES,SIC,STRONG,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_SOC_UTAH_OPEN_DATA_P_728FDA9FB7,STREET_ADDRESS,4,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_FRA_EQUIPMENT_ACCIDENTS,REPORTING_PARENT_RAILROAD_NAME,146,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_OPEN_DATA_RALEIG_EFBB617010,TERTIARY_ZIP_CODE,151,TEXT,YES,ZIP,GEO,False,True,place,2000.0,394.0,3.0,"['27612', '27513', '27511', 'nan']",
LIBRARY_RAW,LANDING,PORTAL_SOC_UTAH_OPEN_DATA_P_AC08D0651F,PROVIDER_ORGANIZATION_NAME,3,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,INTL_GLEIF,Entity.TransliteratedOtherAddresses.TransliteratedOtherAddress.5.FirstAddressLine,177,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_HARRIS_COUNTY_OP_FE2134F2C8,IN_ADDRESS,60,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_VIRGINIA_OPEN_DA_58CF45D167,FULL_ADDRESS,2,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_CALIFORNIA_OPEN_C19A7C8625,PWS_ID_OR_OTHER_ID,18,TEXT,YES,PWSID,STEEL,False,True,facility,4858.0,4842.0,603.0,"['CA0310012', 'CA0110001', 'CA0510004', 'CA0110003', 'CA0110008']",
LIBRARY_RAW,LANDING,PORTAL_SOC_NEW_YORK_STATE_O_153DF2DB81,ORGANIZATION_TYPE,3,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_FA71372C44,SITE_ADDRESS,52,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_NEW_MEXICO_OPEN_FC7AADE1B3,COMPANY,4,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_SEC_DERA_SUB_2025Q1,NAME,3,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,INTL_EG_CAPMAS,INDICATOR_NAME,1,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_ATLANTA_DATAATLA_79E3C7BD36,NAICS_CODE,19,TEXT,YES,NAICS,STRONG,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,SHAPE_LENG,45,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_ISRAEL_NATIONAL_0BD41805C9,SCIENTIFIC_NAME,4,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_WPRDC_ALLEGHENY_DA448E7083,INSPECTOR_NAME,19,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_EPA_ECHO,FAC_SIC_CODES,123,TEXT,YES,SIC,STRONG,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_F970BAADB3,LON,6,TEXT,YES,LATLON,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,FED_NTSB_AVIATION_AIRCRAFT,OPER_INDIVIDUAL_NAME,40,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_ANALYZE_BOSTON_9C8338C5C2,APPLICANT,15,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_OPEN_DATA_SA_19461CBD4A,SHAPE__LENGTH,6,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_OPEN_DATA_MINNEA_F87FF14B56,NAICS_TITL,63,TEXT,YES,NAICS,STRONG,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_WPRDC_ALLEGHENY_860ECA7188,LONGITUDE,5,TEXT,YES,LATLON,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_6E966EDC1B,SHAPE__LENGTH,74,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_OPEN_DATA_SA_DC31E10278,SHAPE__AREA,5,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_ATLANTA_DATAATLA_A29D594B47,LONGITUDE,27,TEXT,YES,LATLON,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_ATLANTA_DATAATLA_EAD25CBDC7,BUSINESS_TYPE___NAICS_CODE_DESC,9,TEXT,YES,NAICS,STRONG,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_20C6FC6029,NAME,2,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_NURSINGHOME411,LATITUDE,68,TEXT,YES,LATLON,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_OKLAHOMA_OPEN_DA_C96BA4E090,PHYSICAL_ADDRESS,14,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_WAKE_COUNTY_OPEN_4B425FD089,IN_ADDRESS,61,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_WPRDC_ALLEGHENY_C4D59225CB,NAME,22,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_SOC_UTAH_OPEN_DATA_P_59E244E1CC,NAICS,11,TEXT,YES,NAICS,STRONG,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_CFPB_HMDA_LAR,CO_APPLICANT_AGE_ABOVE_62,81,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_WPRDC_ALLEGHENY_98B94025AC,ADDRESS,3,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_USASPENDING_CONTRACTS,RECIPIENT_DUNS,13,TEXT,YES,DUNS,STEEL,False,True,organization,6325622.0,0.0,0.0,[''],
LIBRARY_RAW,LANDING,PORTAL_ARC_ATLANTA_DATAATLA_898CD032B3,ADDR,3,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_NEW_MEXICO_OPEN_3382D9F21E,CO_CHEMICAL_NAME,29,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_SOC_CHICAGO_DATA_POR_1719DAE821,LONGITUDE,16,TEXT,YES,LATLON,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_SOC_CONNECTICUT_OPEN_AEB46F6C94,C_27_NAICS_2,102,TEXT,YES,NAICS,STRONG,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_ISRAEL_NATIONAL_50096DDB0E,CATEGORY_NAME,7,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,INTL_GLEIF,Entity.TransliteratedOtherEntityNames.TransliteratedOtherEntityName.3,25,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_OPEN_DATA_DC_98319AB13D,GEOMETRY,24,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_VIRGINIA_OPEN_DA_AC3869EE0E,SHAPE__LENGTH,37,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_OPEN_DATA_HARTFO_8A24EA33E4,GEOMETRY,16,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_OPEN_DATA_SA_146EBE0CC0,FROM_STREET,7,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_SOC_UTAH_OPEN_DATA_P_38579BBDBC,PARENT_COMPANY_NAME,83,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_ORANGE_COUNTY_OP_A69A248695,NAICS_ICS,16,TEXT,YES,NAICS,STRONG,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_6519EACD82,TIF_NAME,3,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_WPRDC_ALLEGHENY_886BD5E998,NAME,11,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,XC_UK_SANCTIONS_LIST,NAME_TYPE,11,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_CFPB_HMDA,CO_APPLICANT_RACE_4,70,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_CONGRESS_LEGISLATORS,BIOGUIDE,1,TEXT,YES,BIOGUIDE,STEEL,True,True,person,12847.0,12834.0,12781.0,"['W000802', 'J000298', 'W000800', 'H001067', 'S000033']",
LIBRARY_RAW,LANDING,PORTAL_CKA_CALIFORNIA_OPEN_3501B678FA,SUPPLIER_NAME,3,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_SAN_JOSE_OPEN_DA_30D54CBFB9,NAME,4,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_SOC_COLORADO_INFORMA_9A760AEFAA,LATITUDE,10,TEXT,YES,LATLON,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_SOC_UTAH_OPEN_DATA_P_37975584A8,NAICS_SECTOR,2,TEXT,YES,NAICS,STRONG,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_HARRIS_COUNTY_OP_795533139C,COUNTRY,48,TEXT,YES,COUNTRY,GEO,False,True,place,100.0,100.0,1.0,['USA'],
LIBRARY_RAW,LANDING,PORTAL_CKA_WPRDC_ALLEGHENY_60987ADA0E,SHAPE_LENGTH,6,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_HARRIS_COUNTY_OP_183E778C9D,LONGITUDE,34,TEXT,YES,LATLON,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_HARRIS_COUNTY_OP_D8CF46061B,GEOMETRY,17,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_SOC_TEXAS_OPEN_DATA_0F8F4663C8,NAME,2,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,INTL_ELECTIONS_CANADA_CONTRIBUTIONS,RECIPIENT_LAST_NAME,4,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_6A79648A77,ADDRESS_OL,16,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_OPEN_DATA_SA_6D1B83AC0A,PRIMARY_ADDRESS,5,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_DOL_OFLC,WORKSITE_POSTAL_CODE_4,116,TEXT,YES,ZIP,GEO,False,True,place,664616.0,3611.0,1591.0,"['94107', '75201', '73114', '', '94158']",
LIBRARY_RAW,LANDING,PORTAL_CKA_ISRAEL_NATIONAL_B0A05D8626,COUNTRY,1,TEXT,YES,COUNTRY,GEO,False,True,place,145.0,0.0,0.0,"['טונגה', 'דנמרק', 'ונואטו', 'גרמניה', 'חוף השנהב (קוט דיוואר)']",
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_575B865A46,SHAPE_LENG,45,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,INTL_GLEIF,Entity.TransliteratedOtherAddresses.TransliteratedOtherAddress.2.FirstAddressLine,138,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_ANALYZE_BOSTON_8A02CA5E02,VENDOR,1,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_073E47DFBA,SPECIAL_EVENT_NAME,5,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_CFPB_HMDA_HISTORIC,CO_APPLICANT_RACE_NAME_4,48,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_CMS_RURAL_HEALTH_CLINIC_ENROLLMENTS,DOING_BUSINESS_AS_NAME,10,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_LA_COUNTY_OPEN_D_E59BD7CF06,STATE_NAME,7,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_FRA_CROSSING_INCIDENTS,REPORTING_PARENT_RAILROAD_NAME,145,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_7044E0923D,SHAPE_LENG,45,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_90CC86DC8C,ADDRESS,47,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_SOC_UTAH_OPEN_DATA_P_18582DDC54,SHAPE_STLENGTH,22,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,FED_CMS_HOME_HEALTH,HOW_OFTEN_PHYSICIAN_RECOMMENDED_ACTIONS_TO_ADDRESS_MEDICATION_ISSUES_WERE_COMPLETELY_TIMELY,52,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_ANALYZE_BOSTON_97789AB639,NAME,6,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_SOC_CHICAGO_DATA_POR_FC19B9A2BE,ISBE_NAME,5,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,INTL_OSFI_REGULATED_FI,ADDRESS_LINE_2,9,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_COLUMBUS_GIS_OPE_8259461C2A,GEOMETRY,32,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,FED_EPA_TRI_BASIC_2023,C_3_FRS_ID,3,TEXT,YES,FRS_ID,STEEL,True,True,facility,78647.0,78505.0,21760.0,"['110041626103', '110000355516', '110024891027', '110000572782', '110055607259']",
LIBRARY_RAW,LANDING,PORTAL_CKA_CALIFORNIA_OPEN_E2CDCDBC2C,LAT_DDM,6,TEXT,YES,LATLON,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_2C24D9B40B,BUSINESS_NAME,4,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,INTL_GLEIF,Entity.OtherAddresses.OtherAddress.5.PostalCode,122,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_EC706EAD4C,SHAPE__AREA,73,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_SAN_JOSE_OPEN_DA_9F5FD1969E,SHAPE_AREA,9,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_ORANGE_COUNTY_OP_05390F8D55,STREET_TYP,24,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_ATLANTA_DATAATLA_D70207FA18,SHAPE_AREA,17,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_HARRIS_COUNTY_OP_B7635629A1,SHAPE__A_6,29,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_ANALYZE_BOSTON_0CED34C7C1,SHAPE_WKT,14,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,FED_OSHA_ITA_CASE_DETAIL_2023,STREET_ADDRESS,6,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
