-- S02 Wayback DOJ deep pages: every row (2,542), to diff link sets across captures locally
PAGE_URL | PAGE_DIGEST | CAPTURE_TIMESTAMP_RAW | CAPTURED_AT | HREF | RESOLVED_URL | LINK_TEXT | FETCHED_AT_UTC | _LOADED_AT
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212679.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212679.pdf | EFTA02212679.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212681.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212681.pdf | EFTA02212681.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212683.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212683.pdf | EFTA02212683.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212684.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212684.pdf | EFTA02212684.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212685.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212685.pdf | EFTA02212685.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212686.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212686.pdf | EFTA02212686.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212687.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212687.pdf | EFTA02212687.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212688.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212688.pdf | EFTA02212688.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212689.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212689.pdf | EFTA02212689.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212691.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212691.pdf | EFTA02212691.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212692.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212692.pdf | EFTA02212692.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212693.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212693.pdf | EFTA02212693.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212694.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212694.pdf | EFTA02212694.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212695.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212695.pdf | EFTA02212695.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212697.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212697.pdf | EFTA02212697.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212698.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212698.pdf | EFTA02212698.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212699.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212699.pdf | EFTA02212699.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212700.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212700.pdf | EFTA02212700.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212701.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212701.pdf | EFTA02212701.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212702.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212702.pdf | EFTA02212702.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212703.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212703.pdf | EFTA02212703.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212709.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212709.pdf | EFTA02212709.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212710.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212710.pdf | EFTA02212710.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212711.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212711.pdf | EFTA02212711.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212713.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212713.pdf | EFTA02212713.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212714.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212714.pdf | EFTA02212714.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212715.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212715.pdf | EFTA02212715.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212716.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212716.pdf | EFTA02212716.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212718.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212718.pdf | EFTA02212718.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
(2542 rows; csv has all)
