-- S02 Wayback DOJ deep pages: every row (2,542), to diff link sets across captures locally
PAGE_URL | PAGE_DIGEST | CAPTURE_TIMESTAMP_RAW | CAPTURED_AT | HREF | RESOLVED_URL | LINK_TEXT | FETCHED_AT_UTC | _LOADED_AT
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | /epstein/doj-disclosures | https://www.justice.gov/epstein/doj-disclosures | DOJ Disclosures | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | /epstein/search | https://www.justice.gov/epstein/search | Search Full Library | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | http://www.facebook.com/sharer/sharer.php?u=https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | http://www.facebook.com/sharer/sharer.php?u=https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | Facebook | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | http://twitter.com/intent/tweet?url=https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025&text=Data Set 10 Files | http://twitter.com/intent/tweet?url=https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025&text=Data Set 10 Files | X | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | http://www.linkedin.com/shareArticle?mini=true&url=https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025&title=Data Set 10 Files | http://www.linkedin.com/shareArticle?mini=true&url=https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025&title=Data Set 10 Files | LinkedIn | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | /epstein/doj-disclosures/data-set-9-files | https://www.justice.gov/epstein/doj-disclosures/data-set-9-files | Previous Data Set | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | /epstein/doj-disclosures/data-set-11-files | https://www.justice.gov/epstein/doj-disclosures/data-set-11-files | Next Data Set | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212674.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212674.pdf | EFTA02212674.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212676.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212676.pdf | EFTA02212676.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212677.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212677.pdf | EFTA02212677.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
https://www.justice.gov/epstein/doj-disclosures/data-set-10-files?page=10025 | 56EIUREW22VXNQX67Y4OUMUFN77ZDMMQ | 20260215143121 | 2026-02-15 14:31:21 | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212678.pdf | https://www.justice.gov/epstein/files/DataSet%2010/EFTA02212678.pdf | EFTA02212678.pdf | 2026-06-12 20:57:00 | 2026-06-12 21:09:19.866000
